Chart,,,,,,,,,
,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate
2018-10-09 19:00:00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-10-10 19:00:00,7699.71,,3638.00,23.00,2544.11,0.00,666.00,0.00,2364.00
2018-10-11 19:00:00,7855.62,,3483.00,34.00,3390.06,0.00,1277.00,0.00,4440.00
2018-10-12 19:00:00,7794.77,,3475.00,44.00,5716.86,0.00,2196.00,0.00,6520.00
2018-10-13 19:00:00,7466.51,,3146.00,52.00,6172.10,0.00,2292.00,0.00,7020.00
2018-10-14 19:00:00,7300.97,,2976.00,49.00,7719.63,0.00,2803.00,0.00,8326.00
2018-10-15 19:00:00,7419.27,,3056.00,58.00,7935.91,0.00,2929.00,0.00,8776.00
2018-10-16 19:00:00,7083.06,,2710.00,58.00,9537.64,0.00,3475.00,0.00,9947.00
2018-10-17 19:00:00,5810.46,,1361.00,58.00,582.71,0.00,217.00,0.00,712.00
2018-10-18 19:00:00,0.00,,3252.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-10-19 19:00:00,7041.94,,2743.00,52.00,6462.78,0.00,2358.00,0.00,7183.00
2018-10-20 19:00:00,6845.25,,2594.00,55.00,10604.82,0.00,3908.00,0.00,9372.00
2018-10-21 19:00:00,7110.99,,2871.00,57.00,9916.17,0.00,3646.00,0.00,8885.00
2018-10-22 19:00:00,6654.40,,2418.00,58.00,9761.91,0.00,3629.00,0.00,8888.00
2018-10-23 19:00:00,6681.58,,2418.00,58.00,10984.01,0.00,4099.00,0.00,9689.00
2018-10-24 19:00:00,6715.94,,2418.00,58.00,10915.22,0.00,4126.00,0.00,9942.00
2018-10-25 19:00:00,6701.86,,2418.00,58.00,11030.42,0.00,4089.00,0.00,9910.00
2018-10-26 19:00:00,6695.31,,2418.00,58.00,11051.34,0.00,4122.00,0.00,9843.00
2018-10-27 19:00:00,6681.29,,2418.00,58.00,10834.38,0.00,4049.00,0.00,9618.00
2018-10-28 19:00:00,5289.91,,1240.00,58.00,10656.99,0.00,3976.00,0.00,9407.00
2018-10-29 19:00:00,6176.18,,1974.00,58.00,10566.22,0.00,3941.00,0.00,9276.00
2018-10-30 19:00:00,6111.38,,1924.00,58.00,10452.84,0.00,3900.00,0.00,9149.00
2018-10-31 19:00:00,6068.91,,1923.00,58.00,8953.98,0.00,3342.00,0.00,8057.00
2018-11-01 19:00:00,6037.08,,1880.00,58.00,10210.85,0.00,3755.00,0.00,8869.00
2018-11-02 19:00:00,5981.48,,1843.00,58.00,10069.61,0.00,3730.00,0.00,8673.00
2018-11-03 19:00:00,5974.54,,1843.00,58.00,9911.46,0.00,3711.00,0.00,8514.00
2018-11-04 18:00:00,5901.00,,1786.00,58.00,9730.04,0.00,3637.00,0.00,8370.00
2018-11-05 18:00:00,5856.15,,1751.00,58.00,9689.35,0.00,3467.00,0.00,8423.00
2018-11-06 18:00:00,5813.23,,1728.00,58.00,9590.65,0.00,3559.00,0.00,8165.00
2018-11-07 18:00:00,5768.06,,1696.00,58.00,9482.49,0.00,3554.00,0.00,8030.00
