Chart,,,,,,,,,,,
,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Measured BHP,Measured BHT,Oil Rate,Tubing Pressure,Water Rate
2019-07-10 19:00:00,2970.94,2538.10,961.25,64.00,1386.62,389.00,2546.31,178.54,621.00,230.63,940.00
2019-07-11 19:00:00,2950.09,2518.16,961.25,64.00,1374.48,425.01,2541.93,178.54,616.00,223.75,933.00
2019-07-12 19:00:00,2954.63,2522.34,958.75,64.00,1368.04,424.98,2537.66,178.53,616.00,226.88,928.00
2019-07-13 19:00:00,2667.18,2251.09,900.63,64.00,1233.64,379.32,2533.70,178.53,555.00,135.00,836.00
2019-07-14 19:00:00,2977.70,2536.88,955.00,64.00,1151.78,363.84,2676.42,178.08,517.00,245.00,862.00
2019-07-15 19:00:00,2971.94,2535.97,954.37,64.00,1335.44,424.97,2549.20,178.53,606.00,226.25,933.00
2019-07-16 19:00:00,2950.25,2517.46,953.13,64.00,1341.69,425.00,2537.08,178.54,603.00,226.88,920.00
2019-07-17 19:00:00,2937.79,2505.87,945.63,64.00,1341.23,367.76,2529.41,178.54,586.00,220.00,932.00
2019-07-18 19:00:00,2877.53,2420.56,958.13,64.00,1064.41,259.85,2606.94,178.20,456.00,227.50,781.00
2019-07-19 19:00:00,2992.45,2552.10,951.88,64.00,1303.16,424.96,2558.13,178.54,590.00,223.13,949.00
2019-07-20 19:00:00,2938.01,2504.83,960.00,64.00,1310.96,423.86,2533.99,178.56,593.00,223.13,907.00
2019-07-21 19:00:00,2911.63,2481.49,963.13,64.00,1319.22,391.61,2519.36,178.54,594.00,218.13,897.00
2019-07-22 19:00:00,2880.52,2453.62,959.38,64.00,1323.18,302.22,2515.80,178.53,591.00,210.00,887.00
2019-07-23 19:00:00,2904.57,2475.98,958.13,64.00,1314.82,357.55,2506.41,178.52,588.00,221.88,886.00
2019-07-24 19:00:00,2909.34,2480.23,964.38,64.00,1305.23,383.40,2499.69,178.51,587.00,225.63,880.00
2019-07-25 19:00:00,2914.99,2485.84,961.88,64.00,1295.03,418.21,2494.27,178.51,584.00,233.13,870.00
2019-07-26 19:00:00,2872.59,2445.67,953.75,64.00,1290.69,396.11,2489.15,178.50,581.00,214.38,867.00
2019-07-27 19:00:00,2859.03,2433.36,953.13,64.00,1294.23,337.25,2487.67,178.50,579.00,208.75,867.00
2019-07-28 19:00:00,2864.62,2439.06,962.50,64.00,1288.42,337.04,2483.59,178.49,576.00,215.00,860.00
2019-07-29 19:00:00,2870.11,2443.61,962.50,64.00,1270.72,421.18,2480.04,178.49,574.00,220.63,850.00
2019-07-30 19:00:00,4645.61,4170.53,950.63,21.00,1057.07,346.41,2484.13,178.49,433.00,1015.63,785.00
