Chart,,,,,,,,
,BHP,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate
2018-10-30 19:00:00,5247.21,1075.00,51.00,2749.21,0.00,857.34,585.63,3311.00
2018-10-31 19:00:00,5453.50,1073.75,48.00,2987.54,0.00,1284.00,629.38,3347.00
2018-11-01 19:00:00,5442.34,1053.13,56.00,3151.20,0.00,1340.00,570.63,3455.00
2018-11-02 19:00:00,5401.46,1041.88,63.00,3121.91,0.00,1340.00,561.88,3399.00
2018-11-03 19:00:00,5383.08,1038.75,64.00,3088.26,0.00,1320.00,559.38,3380.00
2018-11-04 18:00:00,5364.76,1035.00,64.00,3064.95,0.00,1304.00,555.00,3363.00
2018-11-05 18:00:00,5345.40,1030.00,64.00,3047.56,0.00,1302.00,551.88,3335.00
2018-11-06 18:00:00,5330.23,1027.50,64.00,3031.08,0.00,1296.00,550.63,3313.00
2018-11-07 18:00:00,5311.42,1024.38,64.00,3018.11,0.00,1291.00,545.00,3294.00
2018-11-08 18:00:00,4901.92,1028.13,64.00,1945.25,0.00,827.00,558.13,2499.00
2018-11-09 18:00:00,5379.87,1026.88,35.00,3038.88,0.00,1299.00,558.13,3380.00
2018-11-10 18:00:00,7140.05,963.75,64.00,2394.15,0.00,1050.00,2409.38,2596.00
2018-11-11 18:00:00,7114.94,931.25,53.00,507.65,0.00,216.00,2523.75,819.00
2018-11-12 18:00:00,6609.17,1001.25,16.00,1220.32,0.00,524.00,1753.75,2315.00
2018-11-13 18:00:00,5708.70,1027.50,16.00,2476.00,0.00,1067.00,863.75,3237.00
2018-11-14 18:00:00,5594.51,1026.25,35.00,2708.26,0.00,1171.00,851.25,3088.00
2018-11-15 18:00:00,5531.29,1025.63,40.00,2721.51,0.00,1172.00,840.00,3008.00
2018-11-16 18:00:00,5539.28,1021.25,40.00,2429.32,0.00,1047.00,973.13,2689.00
2018-11-17 18:00:00,5331.30,1026.88,37.00,3089.49,0.00,1325.00,568.13,3274.00
2018-11-18 18:00:00,5281.10,1015.00,64.00,3215.69,0.00,1385.00,557.50,3200.00
2018-11-19 18:00:00,5240.23,1001.25,64.00,3161.29,0.00,1359.00,551.25,3162.00
2018-11-20 18:00:00,5453.77,993.75,64.00,2915.13,0.00,1260.00,798.12,2979.00
2018-11-21 18:00:00,5159.39,993.13,54.00,2904.17,0.00,1241.00,543.13,3064.00
2018-11-22 18:00:00,5195.00,980.63,53.00,3080.57,0.00,1333.00,540.63,3110.00
2018-11-23 18:00:00,5147.85,976.88,64.00,3018.74,0.00,1299.00,538.13,3047.00
2018-11-24 18:00:00,5158.35,966.25,61.00,3052.18,0.00,1318.00,533.13,3069.00
2018-11-25 18:00:00,5140.38,961.88,64.00,3030.28,0.00,1299.00,528.75,3057.00
2018-11-26 18:00:00,5124.89,959.38,64.00,3009.54,0.00,1302.00,526.88,3029.00
2018-11-27 18:00:00,5111.00,956.25,64.00,2996.16,0.00,1289.00,521.25,3023.00
2018-11-28 18:00:00,4770.77,955.00,64.00,2143.91,0.00,933.00,534.38,2398.00
2018-11-29 18:00:00,5175.28,940.63,64.00,2997.80,0.00,1287.00,531.25,3107.00
2018-11-30 18:00:00,5092.00,659.37,64.00,2978.61,0.00,1281.00,528.13,2980.00
2018-12-01 18:00:00,5095.04,543.75,64.00,3018.59,0.00,1297.00,523.75,2993.00
2018-12-02 18:00:00,5073.74,539.38,64.00,2996.38,0.00,1288.00,521.88,2964.00
2018-12-03 18:00:00,5055.81,536.25,64.00,2975.59,0.00,1282.00,516.25,2946.00
2018-12-04 18:00:00,5394.17,878.13,64.00,2721.38,0.00,1181.00,858.75,2732.00
2018-12-05 18:00:00,4975.41,545.00,56.00,2653.41,0.00,1140.00,525.00,2802.00
2018-12-06 18:00:00,6284.37,1175.00,56.00,2236.24,0.00,962.00,1676.88,2427.00
2018-12-07 18:00:00,6265.68,1756.25,49.00,1846.25,0.00,782.00,1753.75,2081.00
2018-12-08 18:00:00,6346.07,1794.38,31.00,1076.73,0.00,460.00,1791.25,1586.00
2018-12-09 18:00:00,4970.60,840.63,23.00,1082.56,0.00,1244.00,813.75,900.00
2018-12-10 18:00:00,5069.03,748.13,15.00,1914.74,0.00,1317.00,725.63,1983.00
2018-12-11 18:00:00,6477.28,2030.00,31.00,1478.71,0.00,653.00,2028.13,1687.00
2018-12-12 18:00:00,6651.98,2134.38,24.00,597.30,0.00,271.00,2130.00,895.00
2018-12-13 18:00:00,6656.08,1859.38,9.00,911.10,0.00,434.00,1938.75,1640.00
2018-12-14 18:00:00,6740.81,2191.88,16.00,1373.61,0.00,586.00,2188.75,1781.00
2018-12-15 18:00:00,5988.36,1646.25,21.00,622.51,0.00,288.00,1454.38,1057.00
2018-12-16 18:00:00,6853.36,2306.88,9.00,728.45,0.00,319.00,2305.63,1096.00
2018-12-17 18:00:00,5278.06,671.88,10.00,2237.01,0.00,988.00,646.88,2938.00
2018-12-18 18:00:00,5449.96,1153.75,38.00,1393.41,0.00,633.00,1131.25,1699.00
2018-12-19 18:00:00,5107.41,912.50,19.00,1290.65,0.00,561.00,888.75,1667.00
2018-12-20 18:00:00,5247.22,606.25,18.00,3205.07,0.00,1412.00,583.75,3074.00
2018-12-21 18:00:00,4596.07,601.25,51.00,1799.56,0.00,808.00,578.75,1936.00
2018-12-22 18:00:00,5213.98,581.88,34.00,3351.80,0.00,1482.00,561.88,3056.00
2018-12-23 18:00:00,5091.12,567.50,64.00,3349.93,0.00,1448.00,546.25,2923.00
2018-12-24 18:00:00,4989.15,560.63,64.00,3020.42,0.00,1341.00,540.00,2767.00
2018-12-25 18:00:00,5021.63,550.63,59.00,3230.59,0.00,1392.00,530.63,2858.00
2018-12-26 18:00:00,4629.36,567.50,64.00,2278.95,0.00,993.00,548.13,2194.00
2018-12-27 18:00:00,5056.52,547.50,41.00,3148.17,0.00,1358.00,526.25,2926.00
2018-12-28 18:00:00,4967.63,540.00,63.00,3164.14,0.00,1363.00,519.38,2801.00
2018-12-29 18:00:00,4934.61,533.75,64.00,3127.06,0.00,1346.00,513.75,2765.00
2018-12-30 18:00:00,4912.26,527.50,64.00,3088.46,0.00,1332.00,506.88,2745.00
2018-12-31 18:00:00,4893.39,523.13,64.00,3050.10,0.00,1318.00,503.13,2724.00
2019-01-01 18:00:00,4879.14,518.75,64.00,3022.03,0.00,1306.00,501.25,2706.00
2019-01-02 18:00:00,4856.08,515.00,64.00,3002.09,0.00,1295.00,495.63,2692.00
2019-01-03 18:00:00,4842.53,513.13,64.00,2980.72,0.00,1281.00,492.50,2682.00
2019-01-04 18:00:00,4830.38,508.75,64.00,2962.44,0.00,1278.00,492.50,2661.00
2019-01-05 18:00:00,4817.52,506.88,64.00,2944.34,0.00,1271.00,489.38,2648.00
2019-01-06 18:00:00,4806.86,504.38,64.00,2929.55,0.00,1265.00,487.50,2636.00
2019-01-07 18:00:00,4792.93,501.88,64.00,2909.68,0.00,1260.00,483.13,2622.00
2019-01-08 18:00:00,4782.58,499.38,64.00,2896.08,0.00,1260.00,481.88,2604.00
2019-01-09 18:00:00,4771.97,497.50,64.00,2884.56,0.00,1242.00,478.75,2604.00
2019-01-10 18:00:00,4760.08,495.00,64.00,2873.24,0.00,1242.00,476.88,2587.00
2019-01-11 18:00:00,4750.80,493.13,64.00,2859.68,0.00,1238.00,475.00,2576.00
2019-01-12 18:00:00,4738.17,490.63,64.00,2848.45,0.00,1233.00,471.88,2564.00
2019-01-13 18:00:00,4729.25,470.63,64.00,2835.47,0.00,1230.00,470.00,2553.00
2019-01-14 18:00:00,4718.24,476.88,64.00,2825.59,0.00,1224.00,468.13,2542.00
2019-01-15 18:00:00,4709.74,485.00,64.00,2816.60,0.00,1220.00,466.88,2531.00
2019-01-16 18:00:00,4700.09,481.88,64.00,2804.65,0.00,1216.00,465.00,2520.00
2019-01-17 18:00:00,4689.42,480.63,64.00,2793.42,0.00,1212.00,462.50,2509.00
2019-01-18 18:00:00,4682.21,473.13,64.00,2778.87,0.00,1210.00,461.25,2498.00
2019-01-19 18:00:00,4667.22,473.75,64.00,2768.65,0.00,1204.00,459.38,2487.00
2019-01-20 18:00:00,4657.80,475.00,64.00,2757.48,0.00,1199.00,458.13,2476.00
2019-01-21 18:00:00,4643.96,471.88,64.00,2745.99,0.00,1195.00,454.38,2463.00
2019-01-22 18:00:00,4632.04,470.00,64.00,2732.13,0.00,1191.00,450.63,2452.00
2019-01-23 18:00:00,4621.87,467.50,64.00,2719.49,0.00,1185.00,449.38,2439.00
2019-01-24 18:00:00,4612.35,465.00,64.00,2706.88,0.00,1187.00,448.75,2422.00
2019-01-25 18:00:00,4604.22,462.50,64.00,2693.27,0.00,1169.00,446.25,2423.00
2019-01-26 18:00:00,4591.98,459.38,64.00,2679.67,0.00,1170.00,445.00,2403.00
2019-01-27 18:00:00,4577.86,455.00,64.00,2664.80,0.00,1164.00,441.25,2390.00
2019-01-28 18:00:00,4569.16,455.00,64.00,2652.60,0.00,1160.00,440.00,2379.00
2019-01-29 18:00:00,4481.98,376.88,64.00,2068.36,0.00,902.00,598.75,1845.00
2019-01-30 18:00:00,4674.95,450.63,64.00,2595.83,0.00,1134.00,440.63,2523.00
2019-01-31 18:00:00,4570.53,445.63,64.00,2661.74,6.17,1152.00,439.38,2391.00
2019-02-01 18:00:00,4541.97,450.63,64.00,2656.90,0.00,1152.00,435.63,2356.00
2019-02-02 18:00:00,4527.12,446.88,64.00,2636.76,0.00,1150.00,433.13,2335.00
2019-02-03 18:00:00,4513.78,443.75,64.00,2616.43,0.00,1132.00,431.25,2331.00
2019-02-04 18:00:00,4497.85,441.88,64.00,2600.90,0.00,1131.00,427.50,2312.00
2019-02-05 18:00:00,4484.45,439.38,64.00,2584.83,0.00,1124.00,425.00,2298.00
2019-02-06 18:00:00,4405.20,438.13,64.00,2391.63,0.00,1055.00,424.38,2166.00
2019-02-07 18:00:00,4472.67,432.50,64.00,2545.53,0.02,1103.00,419.38,2293.00
2019-02-08 18:00:00,4326.37,382.50,64.00,2138.49,25.43,966.00,419.38,2023.00
2019-02-09 18:00:00,4474.21,432.50,64.00,2523.37,0.03,1090.00,417.50,2300.00
2019-02-10 18:00:00,4440.19,428.75,64.00,2531.49,0.46,1096.00,415.00,2258.00
2019-02-11 18:00:00,4419.79,421.25,64.00,2512.22,0.21,1096.00,411.25,2231.00
2019-02-12 18:00:00,4407.62,384.38,64.00,2492.29,0.10,1089.00,409.38,2216.00
2019-02-13 18:00:00,4338.06,423.13,64.00,2251.26,0.12,1027.00,408.13,2071.00
2019-02-14 18:00:00,4405.58,410.63,64.00,2444.14,16.10,1067.00,399.38,2231.00
2019-02-15 18:00:00,4368.21,408.13,64.00,2462.52,0.00,1078.00,394.38,2194.00
2019-02-16 18:00:00,4351.66,404.38,64.00,2445.07,0.00,1074.00,390.63,2176.00
2019-02-17 18:00:00,4327.66,399.38,64.00,2414.49,0.00,1063.00,385.00,2152.00
2019-02-18 18:00:00,4308.94,263.13,64.00,2373.53,0.10,1048.00,380.63,2131.00
2019-02-19 18:00:00,4293.81,387.50,64.00,2331.44,15.73,1031.00,376.88,2113.00
2019-02-20 18:00:00,4298.97,349.38,64.00,2226.74,77.46,1021.00,373.13,2091.00
2019-02-21 18:00:00,4246.47,381.25,64.00,2285.11,94.84,999.00,366.25,2077.00
2019-02-22 18:00:00,4193.30,374.38,64.00,2188.65,133.33,968.00,361.25,2004.00
2019-02-23 18:00:00,4210.53,371.25,64.00,2189.65,202.19,970.00,356.88,2030.00
2019-02-24 18:00:00,4156.15,366.25,64.00,2122.90,209.71,937.00,353.75,1965.00
2019-02-25 18:00:00,4156.96,361.88,64.00,2126.17,14.40,937.00,350.63,1974.00
2019-02-26 18:00:00,4146.97,360.00,64.00,2129.92,3.53,937.00,347.50,1970.00
2019-02-27 18:00:00,4133.20,355.63,64.00,2096.75,19.13,928.00,343.13,1953.00
2019-02-28 18:00:00,4136.76,351.25,64.00,2035.98,59.29,922.00,341.88,1935.00
2019-03-01 18:00:00,4098.96,350.63,64.00,2058.35,17.74,912.00,336.25,1919.00
2019-03-02 18:00:00,3998.75,318.75,64.00,2015.27,0.00,887.00,307.50,1859.00
2019-03-03 18:00:00,3943.45,318.75,64.00,1826.03,0.01,814.00,305.63,1754.00
2019-03-04 18:00:00,4137.81,323.13,64.00,1250.32,345.59,693.00,308.75,1627.00
2019-03-05 18:00:00,4157.96,313.13,64.00,1590.44,295.84,827.00,311.88,1823.00
2019-03-06 18:00:00,4088.00,318.75,64.00,1655.49,214.74,814.00,315.63,1789.00
2019-03-07 18:00:00,4091.12,325.63,64.00,1695.22,75.88,839.00,313.75,1804.00
2019-03-08 18:00:00,5352.05,1039.38,64.00,1571.78,30.44,816.00,1042.50,1782.00
2019-03-09 18:00:00,5352.05,337.50,64.00,-94.48,1297.65,617.00,323.75,1448.00
2019-03-10 19:00:00,4189.92,333.75,64.00,1692.31,0.77,865.00,323.13,1879.00
2019-03-11 19:00:00,4568.67,336.25,64.00,1023.42,626.43,807.00,323.13,1768.00
2019-03-12 19:00:00,4253.71,399.38,64.00,1023.88,265.90,490.00,371.88,1527.00
2019-03-13 19:00:00,4411.39,335.63,64.00,1735.75,90.00,447.00,321.88,2483.00
2019-03-14 19:00:00,4248.80,347.50,64.00,1678.78,139.51,474.00,334.38,2202.00
2019-03-15 19:00:00,4215.55,343.75,64.00,1598.54,163.34,724.00,331.88,1931.00
2019-03-16 19:00:00,4121.81,328.13,64.00,1623.01,1.90,748.00,317.50,1852.00
2019-03-17 19:00:00,4114.05,323.75,64.00,1638.20,53.56,828.00,316.25,1796.00
2019-03-18 19:00:00,4101.89,325.00,64.00,1683.95,0.87,848.00,316.25,1798.00
2019-03-19 19:00:00,4146.97,364.38,64.00,1584.56,207.29,827.00,350.63,1720.00
2019-03-20 19:00:00,4148.99,355.00,64.00,1621.11,423.87,799.00,343.13,1786.00
2019-03-21 19:00:00,4128.60,353.75,64.00,1611.72,360.44,832.00,340.63,1736.00
2019-03-22 19:00:00,4115.14,352.50,64.00,1601.88,399.04,829.00,339.38,1721.00
2019-03-23 19:00:00,4110.48,351.88,64.00,1606.90,350.79,828.00,339.38,1720.00
2019-03-24 19:00:00,4014.66,325.00,64.00,1500.75,162.05,769.00,313.13,1635.00
2019-03-25 19:00:00,4061.17,324.38,64.00,1656.99,148.74,840.00,311.25,1749.00
2019-03-26 19:00:00,4098.04,354.38,64.00,1634.43,321.89,829.00,342.50,1717.00
2019-03-27 19:00:00,4023.16,323.75,64.00,1602.72,493.57,812.00,309.38,1696.00
2019-03-28 19:00:00,4139.20,340.63,64.00,1535.41,240.07,832.00,330.00,1716.00
2019-03-29 19:00:00,4088.66,340.63,64.00,1561.14,298.29,821.00,328.75,1690.00
2019-03-30 19:00:00,4580.03,636.88,64.00,1576.03,97.50,830.00,588.75,1702.00
2019-03-31 19:00:00,4019.63,321.88,64.00,1490.48,9.17,782.00,309.38,1631.00
2019-04-01 19:00:00,4038.38,320.00,64.00,1553.12,26.85,835.00,307.50,1662.00
2019-04-02 19:00:00,4041.50,318.75,64.00,1583.72,14.30,835.00,306.25,1690.00
2019-04-03 19:00:00,4023.53,317.50,64.00,1588.81,0.22,821.00,306.25,1687.00
2019-04-04 19:00:00,4012.96,316.88,64.00,1581.63,0.00,823.00,305.00,1671.00
2019-04-05 19:00:00,4008.35,315.00,64.00,1572.89,0.00,819.00,304.38,1664.00
2019-04-06 19:00:00,4027.10,328.13,64.00,1547.27,106.77,809.00,316.25,1646.00
2019-04-07 19:00:00,4052.97,347.50,64.00,1510.52,391.11,788.00,335.63,1622.00
2019-04-08 19:00:00,4050.94,346.88,64.00,1495.71,499.93,780.00,335.00,1616.00
2019-04-09 19:00:00,4050.11,346.25,64.00,1484.85,498.51,778.00,334.38,1610.00
2019-04-10 19:00:00,5571.16,1392.50,64.00,606.64,205.59,320.00,1388.75,662.00
2019-04-11 19:00:00,0.00,1580.63,64.00,0.00,0.00,0.00,1577.50,0.00
2019-04-12 19:00:00,0.00,1732.50,64.00,0.00,0.00,0.00,1730.63,0.00
2019-04-13 19:00:00,0.00,1839.38,64.00,0.00,0.00,0.00,1836.25,0.00
2019-04-14 19:00:00,0.00,1888.13,64.00,0.00,0.00,0.00,1887.50,0.00
2019-04-15 19:00:00,0.00,1899.38,64.00,0.00,0.00,0.00,1970.00,0.00
2019-04-16 19:00:00,0.00,2026.88,64.00,0.00,0.00,0.00,2025.00,0.00
2019-04-17 19:00:00,5571.16,2078.75,64.00,-6.33,7.08,39.00,2076.88,0.00
2019-04-18 19:00:00,4756.87,470.63,64.00,852.78,167.87,456.00,455.00,1713.00
2019-04-19 19:00:00,4780.78,411.25,64.00,1963.96,283.27,996.00,396.25,2588.00
2019-04-20 19:00:00,4429.92,380.63,64.00,1942.21,249.40,993.00,368.75,2143.00
2019-04-21 19:00:00,4275.63,365.00,64.00,1845.47,249.79,953.00,353.13,1951.00
2019-04-22 19:00:00,4216.79,358.13,64.00,1729.10,244.02,895.00,346.25,1862.00
2019-04-23 19:00:00,4181.49,347.50,64.00,1643.56,229.39,787.00,333.75,1870.00
2019-04-24 19:00:00,4130.62,340.63,64.00,1683.11,249.88,876.00,328.13,1784.00
2019-04-25 19:00:00,4070.66,321.88,64.00,1674.65,155.70,870.00,308.75,1754.00
2019-04-26 19:00:00,4068.21,318.75,64.00,1675.14,20.59,817.00,307.50,1797.00
2019-04-27 19:00:00,4021.06,315.63,64.00,1686.15,0.58,841.00,304.38,1738.00
2019-04-28 19:00:00,4004.74,313.13,64.00,1670.37,0.22,830.00,301.25,1724.00
2019-04-29 19:00:00,3990.78,310.63,64.00,1652.69,0.00,827.00,298.75,1704.00
2019-04-30 19:00:00,3967.43,329.38,64.00,1598.13,185.79,750.00,317.50,1660.00
2019-05-01 19:00:00,3443.68,327.50,64.00,1583.69,321.57,688.00,0.63,1693.00
2019-05-02 19:00:00,3955.06,325.00,64.00,1573.59,300.10,684.00,315.63,1686.00
2019-05-03 19:00:00,3920.71,321.25,64.00,1591.45,174.83,737.00,309.38,1634.00
2019-05-04 19:00:00,3999.06,303.13,64.00,1554.75,11.72,490.00,292.50,1917.00
2019-05-05 19:00:00,3876.36,301.25,64.00,1595.29,0.01,735.00,289.38,1632.00
2019-05-06 19:00:00,5587.97,1469.38,64.00,506.94,0.00,238.00,1467.50,517.00
2019-05-07 19:00:00,3986.51,322.50,64.00,937.69,2.15,458.00,310.00,1320.00
2019-05-08 19:00:00,4054.48,319.38,64.00,1583.19,0.59,718.00,306.25,1796.00
2019-05-09 19:00:00,3980.01,330.63,64.00,1666.24,56.17,788.00,318.13,1689.00
2019-05-10 19:00:00,3903.72,304.38,64.00,1613.96,99.46,774.00,292.50,1638.00
2019-05-11 19:00:00,3869.67,303.75,64.00,1625.31,2.03,764.00,290.00,1621.00
2019-05-12 19:00:00,3860.28,300.63,64.00,1606.38,1.33,754.00,290.63,1605.00
2019-05-13 19:00:00,3886.69,316.25,64.00,1575.48,6.36,750.00,302.50,1591.00
2019-05-14 19:00:00,3837.33,296.25,64.00,1551.14,85.29,741.00,285.63,1566.00
2019-05-15 19:00:00,3889.68,319.38,64.00,1545.76,14.93,727.00,307.50,1581.00
2019-05-16 19:00:00,3823.20,293.75,64.00,1525.00,137.47,721.00,283.13,1554.00
2019-05-17 19:00:00,3836.10,292.50,64.00,1517.05,26.48,725.00,281.88,1559.00
2019-05-18 19:00:00,3826.12,290.00,64.00,1504.02,28.49,722.00,279.38,1549.00
2019-05-19 19:00:00,3822.37,289.38,64.00,1493.76,31.40,717.00,278.75,1543.00
2019-05-20 19:00:00,3816.72,286.88,64.00,1507.54,6.49,714.00,275.63,1556.00
2019-05-21 19:00:00,3832.03,286.88,64.00,1497.52,2.78,712.00,273.75,1570.00
2019-05-22 19:00:00,3861.98,286.88,64.00,1434.96,1.02,677.00,278.75,1570.00
2019-05-23 19:00:00,3831.14,285.63,64.00,1503.20,0.70,710.00,276.25,1570.00
2019-05-24 19:00:00,3822.33,285.00,64.00,1493.99,2.74,689.00,276.25,1570.00
2019-05-25 19:00:00,3820.33,294.38,64.00,1502.73,7.98,673.00,284.38,1570.00
2019-05-26 19:00:00,3820.73,283.13,64.00,1530.07,9.26,730.00,272.50,1570.00
2019-05-27 19:00:00,3840.46,280.63,64.00,1468.52,9.21,704.00,270.00,1570.00
2019-05-28 19:00:00,3845.15,280.00,64.00,1443.07,17.21,691.00,268.13,1570.00
2019-05-29 19:00:00,3774.16,279.38,64.00,1464.40,0.01,686.00,270.00,1515.00
2019-05-30 19:00:00,3746.97,277.50,64.00,1463.31,2.82,678.00,268.13,1497.00
2019-05-31 19:00:00,3738.42,276.88,64.00,1455.47,5.26,682.00,267.50,1481.00
2019-06-01 19:00:00,4263.82,591.88,56.00,1232.89,3.30,525.00,584.38,1289.00
2019-06-02 19:00:00,4655.66,564.38,37.00,1797.62,1.58,539.00,555.00,2255.00
2019-06-03 19:00:00,4073.95,293.13,40.00,1791.47,0.00,654.00,283.75,2047.00
2019-06-04 19:00:00,3817.21,268.75,62.00,1552.82,0.50,161.00,259.38,2002.00
2019-06-05 19:00:00,3770.52,268.13,63.00,1408.00,4.56,407.00,257.50,1717.00
2019-06-06 19:00:00,3728.06,270.00,64.00,1372.09,25.61,651.00,258.75,1451.00
2019-06-07 19:00:00,3711.48,270.00,64.00,1397.40,1.80,659.00,260.00,1447.00
2019-06-08 19:00:00,3732.72,272.50,64.00,1394.29,2.89,659.00,263.75,1456.00
2019-06-09 19:00:00,3752.16,278.75,64.00,1378.47,15.12,662.00,268.75,1450.00
2019-06-10 19:00:00,3735.25,270.00,64.00,1373.82,13.62,664.00,260.63,1445.00
2019-06-11 19:00:00,3710.57,270.00,64.00,1409.77,0.00,680.00,260.00,1439.00
2019-06-12 19:00:00,3693.23,268.13,64.00,1409.32,0.00,676.00,259.38,1426.00
2019-06-13 19:00:00,3687.40,268.75,64.00,1406.51,0.01,661.00,260.00,1429.00
2019-06-14 19:00:00,3682.44,267.50,64.00,1404.40,2.77,658.00,259.38,1426.00
2019-06-15 19:00:00,3674.72,267.50,64.00,1398.02,7.73,662.00,256.88,1416.00
2019-06-16 19:00:00,3682.88,268.13,64.00,1396.81,5.75,648.00,258.75,1430.00
2019-06-17 19:00:00,3673.80,266.88,64.00,1395.87,2.48,662.00,258.13,1411.00
2019-06-18 19:00:00,3673.18,266.88,64.00,1394.52,1.14,644.00,256.88,1426.00
2019-06-19 19:00:00,3657.38,266.88,64.00,1395.69,0.00,616.00,256.25,1435.00
2019-06-20 19:00:00,3653.95,266.25,64.00,1393.61,1.47,581.00,256.25,1462.00
2019-06-21 19:00:00,3644.22,266.25,64.00,1385.48,7.94,628.00,258.13,1402.00
2019-06-22 19:00:00,3628.19,266.25,57.00,1293.18,9.11,580.00,256.25,1358.00
2019-06-23 19:00:00,3670.08,265.63,64.00,1388.95,0.55,606.00,256.88,1449.00
2019-06-24 19:00:00,3701.20,265.63,64.00,1384.93,3.73,425.00,255.63,1624.00
2019-06-25 19:00:00,3640.49,265.00,64.00,1378.98,8.72,626.00,256.25,1399.00
2019-06-26 19:00:00,3629.61,263.75,64.00,1380.15,1.90,625.00,254.38,1396.00
2019-06-27 19:00:00,3771.62,263.13,64.00,1373.91,1.29,264.00,253.75,1797.00
2019-06-28 19:00:00,3666.36,261.25,64.00,1367.83,1.48,484.00,253.13,1539.00
2019-06-29 19:00:00,3645.64,261.25,64.00,1352.15,3.98,589.00,253.13,1419.00
2019-06-30 19:00:00,3634.85,260.00,64.00,1350.24,4.16,581.00,250.00,1423.00
2019-07-01 19:00:00,3685.38,260.00,64.00,1340.55,0.41,547.00,250.63,1487.00
2019-07-02 19:00:00,3693.64,260.63,64.00,1331.52,4.42,539.00,252.50,1490.00
2019-07-03 19:00:00,3620.43,278.13,56.00,1189.46,8.70,551.00,269.38,1262.00
2019-07-04 19:00:00,3688.63,264.38,63.00,1403.85,9.56,644.00,256.25,1449.00
2019-07-05 19:00:00,3638.39,260.63,64.00,1369.58,5.17,620.00,253.13,1401.00
2019-07-06 19:00:00,3614.26,259.38,64.00,1382.64,1.20,612.00,251.25,1400.00
2019-07-07 19:00:00,3610.17,258.75,64.00,1367.58,1.07,620.00,250.00,1381.00
2019-07-08 19:00:00,3592.85,257.50,64.00,1376.92,5.07,617.00,248.75,1377.00
2019-07-09 19:00:00,3592.22,257.50,64.00,1367.77,10.65,614.00,248.75,1372.00
2019-07-10 19:00:00,3587.15,256.25,64.00,1363.70,9.97,612.00,248.75,1367.00
2019-07-11 19:00:00,3583.61,255.63,64.00,1361.49,3.23,609.00,247.50,1367.00
2019-07-12 19:00:00,3580.12,256.25,64.00,1353.52,9.69,618.00,246.25,1352.00
2019-07-13 19:00:00,5035.89,1037.50,60.00,1228.48,0.69,543.00,1037.50,1225.00
2019-07-14 19:00:00,3614.16,258.13,49.00,1204.50,0.05,555.00,248.75,1307.00
2019-07-15 19:00:00,3613.53,258.13,64.00,1368.35,0.00,609.00,248.75,1396.00
2019-07-16 19:00:00,3584.89,258.13,64.00,1375.88,0.10,609.00,250.00,1374.00
2019-07-17 19:00:00,3586.37,257.50,64.00,1363.71,2.40,589.00,248.13,1387.00
2019-07-18 19:00:00,3551.98,262.50,51.00,1152.91,6.04,410.00,252.50,1325.00
2019-07-19 19:00:00,3688.25,255.63,64.00,1365.67,10.41,413.00,246.88,1624.00
2019-07-20 19:00:00,3574.09,256.25,64.00,1366.67,3.32,613.00,247.50,1359.00
2019-07-21 19:00:00,4196.77,554.38,64.00,1361.58,8.19,610.00,549.38,1342.00
2019-07-22 19:00:00,3677.52,263.13,43.00,1413.48,9.79,678.00,253.13,1425.00
2019-07-23 19:00:00,3634.78,256.25,64.00,1379.87,27.74,423.00,247.50,1577.00
2019-07-24 19:00:00,3552.26,253.75,64.00,1354.35,7.95,614.00,245.63,1333.00
2019-07-25 19:00:00,3544.13,251.88,64.00,1346.53,0.00,606.00,243.75,1331.00
2019-07-26 19:00:00,3547.27,252.50,64.00,1337.00,1.61,603.00,243.75,1328.00
2019-07-27 19:00:00,3552.46,251.25,64.00,1326.39,7.86,601.00,244.38,1325.00
2019-07-28 19:00:00,3545.85,248.75,64.00,1324.13,8.11,598.00,243.75,1321.00
2019-07-29 19:00:00,3542.42,250.00,64.00,1315.78,9.02,597.00,241.88,1316.00
2019-07-30 19:00:00,3611.67,251.88,64.00,1264.66,19.77,467.00,241.88,1445.00
