Chart,,,,,,,,,
,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate
2018-09-29 19:00:00,0.00,,,,0.00,0.00,0.00,,0.00
2018-10-30 19:00:00,0.00,,,,0.00,0.00,0.00,,0.00
2018-11-16 18:00:00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
2018-11-17 18:00:00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
2018-11-18 18:00:00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
2018-11-19 18:00:00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
2018-11-20 18:00:00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
2018-11-21 18:00:00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
2018-11-22 18:00:00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
2018-11-23 18:00:00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
2018-11-24 18:00:00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
2018-11-25 18:00:00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
2018-11-26 18:00:00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
2018-11-27 18:00:00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00
2018-11-28 18:00:00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-11-29 18:00:00,7020.01,,2913.00,21.00,854.03,0.00,414.00,0.00,695.00
2018-11-30 18:00:00,7086.16,,2931.00,27.00,2337.55,0.00,1105.00,0.00,2266.00
2018-12-01 18:00:00,5100.56,,1262.00,31.00,3876.40,0.00,1753.00,0.00,3486.00
2018-12-02 18:00:00,6719.39,,2693.00,35.00,5443.18,0.00,2389.00,0.00,4354.00
2018-12-03 18:00:00,6497.88,,2468.00,44.00,6421.35,0.00,2806.00,0.00,5069.00
2018-12-04 18:00:00,6283.31,,2269.00,51.00,7787.34,0.00,3344.00,0.00,5853.00
2018-12-05 18:00:00,6315.47,,2275.00,42.00,9113.61,0.00,3931.00,0.00,6632.00
2018-12-06 18:00:00,6185.22,,2176.00,52.00,6319.43,0.00,2722.00,0.00,5056.00
2018-12-07 18:00:00,7025.33,,2992.00,52.00,7504.80,0.00,3114.00,0.00,5658.00
2018-12-08 18:00:00,7134.27,,2908.00,52.00,2645.25,0.00,1060.00,0.00,2918.00
2018-12-09 18:00:00,6380.99,,2324.00,30.00,5161.50,0.00,2287.00,0.00,4438.00
2018-12-10 18:00:00,6380.25,,2346.00,20.00,4770.33,0.00,2091.00,0.00,4039.00
2018-12-11 18:00:00,6392.26,,2346.00,20.00,6181.09,0.00,2732.00,0.00,5054.00
2018-12-12 18:00:00,6157.31,,2204.00,30.00,7164.00,0.00,3153.00,0.00,5133.00
2018-12-13 18:00:00,5989.44,,2068.00,52.00,7209.54,0.00,3270.00,0.00,4994.00
2018-12-14 18:00:00,5897.31,,2000.00,45.00,5966.62,0.00,2615.00,0.00,4311.00
2018-12-15 18:00:00,5920.15,,2007.00,38.00,7674.48,0.00,3374.00,0.00,5288.00
2018-12-16 18:00:00,5613.40,,1740.00,52.00,7219.37,0.00,3112.00,0.00,5158.00
2018-12-17 18:00:00,5618.42,,1731.00,50.00,8126.49,0.00,3568.00,0.00,5644.00
2018-12-18 18:00:00,5620.06,,1697.00,54.00,6663.56,0.00,2950.00,0.00,5149.00
2018-12-19 18:00:00,5480.27,,1627.00,54.00,6501.16,0.00,2849.00,0.00,4781.00
2018-12-20 18:00:00,5203.85,,1438.00,63.00,8785.79,0.00,3804.00,0.00,5714.00
2018-12-21 18:00:00,5040.49,,1315.00,64.00,9175.50,0.00,3990.00,0.00,5887.00
2018-12-22 18:00:00,4960.57,,1248.00,64.00,9236.17,0.00,4052.00,0.00,5980.00
2018-12-23 18:00:00,4891.79,,1213.00,64.00,8890.74,0.00,3839.00,0.00,5802.00
2018-12-24 18:00:00,4855.16,,1184.00,64.00,7638.97,0.00,3378.00,0.00,5259.00
2018-12-25 18:00:00,4741.15,,1136.00,64.00,8485.10,0.00,3635.00,0.00,5490.00
2018-12-26 18:00:00,4726.70,,1137.00,64.00,6737.29,0.00,2866.00,0.00,4650.00
2018-12-27 18:00:00,4654.53,,1096.00,64.00,8164.15,0.00,3500.00,0.00,5239.00
2018-12-28 18:00:00,4611.95,,1071.00,64.00,7750.84,0.00,3354.00,0.00,5036.00
2018-12-29 18:00:00,4550.33,,1045.00,64.00,7605.70,0.00,3267.00,0.00,4904.00
2018-12-30 18:00:00,4346.87,,940.00,64.00,7475.03,0.00,3210.00,0.00,4765.00
2018-12-31 18:00:00,4329.08,,934.00,64.00,7253.11,0.00,3133.00,0.00,4631.00
2019-01-01 18:00:00,4281.76,,908.00,64.00,6870.29,0.00,3005.00,0.00,4435.00
2019-01-02 18:00:00,4324.20,,942.00,64.00,6927.14,0.00,2984.00,0.00,4406.00
2019-01-03 18:00:00,4309.87,,923.00,64.00,6647.92,0.00,2920.00,0.00,4319.00
2019-01-04 18:00:00,4241.82,,906.00,64.00,6628.03,0.00,2847.00,0.00,4222.00
2019-01-05 18:00:00,4212.14,,892.00,64.00,6267.22,0.00,2691.00,0.00,4049.00
2019-01-06 18:00:00,4158.49,,871.00,64.00,6393.55,0.00,2743.00,0.00,4062.00
2019-01-07 18:00:00,4139.67,,859.00,64.00,6227.05,0.00,2592.00,0.00,4082.00
2019-01-08 18:00:00,4101.14,,844.00,64.00,6117.05,0.00,2630.00,0.00,3921.00
2019-01-09 18:00:00,3995.10,,801.00,64.00,6064.27,0.00,2617.00,0.00,3837.00
2019-01-10 18:00:00,4014.97,,813.00,64.00,5981.93,0.00,2571.00,0.00,3784.00
2019-01-11 18:00:00,3970.17,,793.00,64.00,5924.97,0.00,2557.00,0.00,3744.00
2019-01-12 18:00:00,3916.68,,778.00,64.00,6005.09,0.00,2588.00,0.00,3716.00
2019-01-13 18:00:00,3883.85,,761.00,64.00,5832.72,0.00,2519.00,0.00,3649.00
2019-01-14 18:00:00,3851.04,,750.00,64.00,5726.47,0.00,2470.00,0.00,3579.00
2019-01-15 18:00:00,3864.87,,750.00,64.00,3211.21,0.00,1404.00,0.00,2188.00
2019-01-16 18:00:00,3825.80,,728.00,64.00,5845.23,0.00,2482.00,726.00,3772.00
2019-01-17 18:00:00,3718.34,,709.00,64.00,5751.33,0.00,2464.00,706.00,3517.00
2019-01-18 18:00:00,3687.16,,693.00,64.00,5626.07,0.00,2436.00,691.00,3451.00
2019-01-19 18:00:00,3654.65,,683.00,64.00,5456.61,0.00,2358.00,679.00,3368.00
2019-01-20 18:00:00,3631.06,,672.00,64.00,5340.18,0.00,2301.00,669.00,3326.00
2019-01-21 18:00:00,3609.09,,663.00,64.00,5240.52,0.00,2259.00,661.00,3272.00
2019-01-22 18:00:00,3578.60,,653.00,64.00,5144.65,0.00,2238.00,646.00,3227.00
2019-01-23 18:00:00,3547.99,,643.00,64.00,5069.44,0.00,2193.00,639.00,3169.00
2019-01-24 18:00:00,3524.23,,633.00,64.00,5022.62,0.00,2191.00,629.00,3133.00
2019-01-25 18:00:00,3504.22,,629.00,64.00,4960.23,0.00,2149.00,623.00,3105.00
2019-01-26 18:00:00,3476.91,,617.00,64.00,4872.33,0.00,2115.00,614.00,3050.00
2019-01-27 18:00:00,3461.64,,613.00,64.00,4820.11,0.00,2096.00,609.00,3015.00
2019-01-28 18:00:00,3441.37,,603.00,64.00,4749.19,0.00,2068.00,601.00,2979.00
2019-01-29 18:00:00,3448.95,,600.00,64.00,4200.20,0.00,1825.00,608.00,2680.00
2019-01-30 18:00:00,3445.34,,601.00,64.00,4649.74,0.00,2014.00,598.00,2972.00
2019-01-31 18:00:00,3400.88,,600.00,64.00,4735.86,0.00,2030.00,598.00,2921.00
2019-02-01 18:00:00,3375.04,,590.00,64.00,4700.60,0.00,2030.00,0.00,2877.00
2019-02-02 18:00:00,3315.86,,581.00,64.00,4732.22,0.00,2003.00,0.00,2842.00
2019-02-03 18:00:00,3269.78,,570.00,64.00,4690.57,0.00,1951.00,0.00,2815.00
2019-02-04 18:00:00,3261.16,,566.00,64.00,4507.29,0.00,1869.00,0.00,2741.00
2019-02-05 18:00:00,3234.65,,560.00,64.00,4538.11,0.00,1877.00,0.00,2736.00
2019-02-06 18:00:00,3420.19,,634.00,64.00,4288.17,0.00,1782.00,0.00,2576.00
2019-02-07 18:00:00,3739.84,,634.00,64.00,1017.45,0.00,451.00,0.00,747.00
2019-02-08 18:00:00,4374.22,,752.00,64.00,1046.45,0.00,507.00,0.00,1070.00
2019-02-09 18:00:00,1848.49,,65.00,64.00,2808.84,0.00,1187.00,0.00,2168.00
2019-02-10 18:00:00,3706.39,,690.00,64.00,2933.83,0.00,1243.00,0.00,2041.00
2019-02-11 18:00:00,3692.64,,693.00,64.00,2953.08,0.00,1259.00,0.00,2006.00
2019-02-12 18:00:00,3669.87,,694.00,64.00,2976.90,0.00,1270.00,0.00,1975.00
2019-02-13 18:00:00,3738.31,,696.00,64.00,2462.57,0.00,1075.00,0.00,1715.00
2019-02-14 18:00:00,3680.40,,706.00,64.00,3022.56,0.00,1278.00,0.00,1978.00
2019-02-15 18:00:00,3668.34,,706.00,64.00,1436.34,0.00,623.00,0.00,912.00
2019-02-16 18:00:00,0.00,,706.00,64.00,0.00,0.00,0.00,0.00,0.00
2019-02-17 18:00:00,0.00,,706.00,64.00,0.00,0.00,0.00,0.00,0.00
2019-02-18 18:00:00,0.00,,706.00,64.00,0.00,0.00,0.00,0.00,0.00
2019-02-19 18:00:00,0.00,,706.00,64.00,0.00,0.00,0.00,0.00,0.00
2019-02-20 18:00:00,0.00,,706.00,64.00,0.00,0.00,0.00,0.00,0.00
2019-02-21 18:00:00,0.00,,706.00,64.00,0.00,0.00,0.00,0.00,0.00
2019-02-22 18:00:00,0.00,,706.00,64.00,0.00,0.00,0.00,0.00,0.00
2019-02-23 18:00:00,0.00,,706.00,64.00,0.00,0.00,0.00,0.00,0.00
2019-02-24 18:00:00,0.00,,706.00,64.00,0.00,0.00,0.00,0.00,0.00
2019-02-25 18:00:00,0.00,,706.00,64.00,0.00,0.00,0.00,0.00,0.00
2019-02-26 18:00:00,0.00,,706.00,64.00,0.00,0.00,0.00,0.00,0.00
2019-02-27 18:00:00,0.00,,706.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-02-28 18:00:00,3859.59,3465.46,0.63,50.00,521.16,0.00,157.00,868.75,322.00
2019-03-01 18:00:00,4563.39,4145.60,0.63,64.00,2104.76,0.00,1099.00,652.50,1811.00
2019-03-02 18:00:00,4555.62,4138.92,0.63,64.00,2308.72,0.00,1180.00,624.38,1913.00
