Chart,,,,,,,,,
,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate
2018-11-12 18:00:00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-11-13 18:00:00,7197.49,,2421.00,28.00,344.33,0.00,188.00,0.00,595.00
2018-11-14 18:00:00,6841.80,,2421.00,28.00,1266.38,0.00,634.00,0.00,1764.00
2018-11-15 18:00:00,6775.44,,2543.00,38.00,3606.23,0.00,1605.00,0.00,4424.00
2018-11-16 18:00:00,6747.91,,2520.00,48.00,3462.61,0.00,1485.00,0.00,4244.00
2018-11-17 18:00:00,6703.41,,2489.00,48.00,5381.22,0.00,2204.00,0.00,6636.00
2018-11-18 18:00:00,0.00,,2708.00,31.00,0.00,0.00,0.00,0.00,0.00
2018-11-19 18:00:00,6241.70,,2090.00,34.00,4484.63,0.00,1902.00,0.00,5240.00
2018-11-20 18:00:00,6618.71,,2425.00,52.00,5760.93,0.00,2423.00,0.00,6904.00
2018-11-21 18:00:00,6233.80,,2026.00,55.00,6600.11,0.00,2818.00,0.00,8337.00
2018-11-22 18:00:00,5941.29,,1764.00,64.00,6889.92,0.00,2887.00,0.00,8741.00
2018-11-23 18:00:00,5978.14,,1764.00,47.00,8229.09,0.00,3299.00,0.00,10836.00
2018-11-24 18:00:00,5656.54,,1547.00,64.00,8154.46,0.00,3236.00,0.00,9974.00
2018-11-25 18:00:00,5741.52,,1593.00,64.00,8775.35,0.00,3551.00,0.00,10960.00
2018-11-26 18:00:00,5570.39,,1462.00,64.00,8499.52,0.00,3513.00,0.00,10490.00
2018-11-27 18:00:00,5507.74,,1416.00,64.00,8467.21,0.00,3522.00,0.00,10388.00
2018-11-28 18:00:00,5483.45,,1416.00,64.00,8261.08,0.00,3351.00,0.00,9942.00
2018-11-29 18:00:00,5488.92,,1419.00,64.00,8394.24,0.00,3449.00,0.00,10071.00
2018-11-30 18:00:00,5362.79,,1414.00,64.00,6836.09,0.00,2813.00,0.00,7242.00
2018-12-01 18:00:00,5541.29,,1419.00,64.00,8008.55,0.00,3449.00,0.00,10161.00
2018-12-02 18:00:00,5307.49,,1269.00,64.00,7609.52,0.00,3056.00,0.00,9470.00
2018-12-03 18:00:00,5271.71,,1231.00,64.00,7235.38,0.00,2938.00,0.00,9197.00
2018-12-04 18:00:00,5172.81,,1169.00,64.00,6837.98,0.00,2771.00,0.00,8630.00
2018-12-05 18:00:00,5219.52,,1169.00,64.00,6580.78,0.00,2719.00,0.00,8739.00
2018-12-06 18:00:00,5406.15,,1364.00,64.00,4872.65,0.00,1996.00,0.00,5952.00
2018-12-07 18:00:00,5496.43,,1364.00,64.00,5243.59,0.00,2142.00,0.00,7154.00
2018-12-08 18:00:00,5260.63,,1330.00,40.00,3669.33,0.00,1408.00,0.00,4008.00
2018-12-09 18:00:00,5142.00,,1128.00,64.00,5701.46,0.00,2379.00,0.00,7459.00
2018-12-10 18:00:00,6108.47,,1899.00,64.00,4029.30,0.00,1598.00,0.00,5291.00
2018-12-11 18:00:00,5391.13,,1450.00,57.00,1889.59,0.00,878.00,0.00,1557.00
2018-12-12 18:00:00,5836.30,,1693.00,28.00,4155.65,0.00,1751.00,0.00,5162.00
2018-12-13 18:00:00,5283.70,,1244.00,64.00,3426.04,0.00,1610.00,0.00,4209.00
2018-12-14 18:00:00,5563.63,,1415.00,64.00,4009.61,0.00,1872.00,0.00,5321.00
2018-12-15 18:00:00,5604.20,,1415.00,22.00,2567.43,0.00,1099.00,0.00,3575.00
2018-12-16 18:00:00,6182.08,,1415.00,38.00,1434.46,0.00,459.00,0.00,4785.00
2018-12-17 18:00:00,0.00,,0.00,38.00,1093.91,0.00,325.00,0.00,3822.00
2018-12-18 18:00:00,0.00,,0.00,35.00,2033.54,0.00,951.00,0.00,2802.00
2018-12-19 18:00:00,5069.52,,949.00,64.00,4878.35,0.00,1991.00,0.00,8095.00
2018-12-20 18:00:00,5352.44,,1154.00,64.00,4256.21,0.00,1774.00,0.00,6889.00
2018-12-21 18:00:00,4942.52,,879.00,64.00,3998.07,0.00,1679.00,0.00,6518.00
2018-12-22 18:00:00,4896.12,,845.00,64.00,4229.16,0.00,1767.00,0.00,6982.00
2018-12-23 18:00:00,5118.00,,1004.00,51.00,3525.73,0.00,1457.00,0.00,5607.00
2018-12-24 18:00:00,5289.10,,1142.00,40.00,2190.36,0.00,979.00,0.00,3196.00
2018-12-25 18:00:00,5189.08,,1094.00,40.00,2221.35,0.00,947.00,0.00,3163.00
2018-12-26 18:00:00,5256.03,,1134.00,40.00,1894.34,0.00,832.00,0.00,2661.00
2018-12-27 18:00:00,5071.94,,1018.00,50.00,1912.59,0.00,672.00,0.00,2785.00
2018-12-28 18:00:00,5157.34,,1030.00,50.00,2202.46,0.00,932.00,0.00,3395.00
2018-12-29 18:00:00,4786.94,,794.00,50.00,2711.85,0.00,1119.00,0.00,4361.00
2018-12-30 18:00:00,4739.21,,752.00,64.00,3716.00,0.00,1478.00,0.00,6261.00
2018-12-31 18:00:00,4680.80,,728.00,64.00,3579.00,0.00,1432.00,0.00,5940.00
2019-01-01 18:00:00,4642.07,,710.00,64.00,3476.26,0.00,1409.00,0.00,5725.00
2019-01-02 18:00:00,0.00,,0.00,64.00,3432.44,0.00,1379.00,0.00,5559.00
2019-01-03 18:00:00,0.00,,0.00,64.00,3372.05,0.00,1356.00,0.00,5430.00
2019-01-04 18:00:00,4527.30,,670.00,64.00,3324.04,0.00,1331.00,0.00,5304.00
2019-01-05 18:00:00,4531.16,,676.00,64.00,3212.59,0.00,1291.00,0.00,5077.00
2019-01-06 18:00:00,4412.84,,628.00,64.00,3175.69,0.00,1272.00,0.00,4941.00
2019-01-07 18:00:00,4620.31,,738.00,64.00,1796.29,0.00,763.00,0.00,2562.00
