Chart,,,,,,,,,,,
,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Measured BHP,Measured BHT,Oil Rate,Tubing Pressure,Water Rate
2019-01-11 18:00:00,3965.31,,776.00,52.00,2705.66,0.00,0.00,0.00,1084.00,0.00,1844.00
2019-01-12 18:00:00,3941.30,,775.00,52.00,2730.49,0.00,0.00,0.00,1093.00,0.00,1827.00
2019-01-13 18:00:00,3923.76,,768.00,52.00,2710.80,0.00,0.00,0.00,1091.00,0.00,1807.00
2019-01-14 18:00:00,3939.64,,766.00,52.00,2370.15,0.00,0.00,0.00,950.00,0.00,1615.00
2019-01-15 18:00:00,3893.74,,761.00,52.00,2697.11,0.00,0.00,0.00,1076.00,0.00,1786.00
2019-01-16 18:00:00,5340.90,,1603.00,52.00,1853.44,0.00,0.00,0.00,736.00,0.00,1215.00
2019-01-17 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-18 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-19 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-20 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-21 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-22 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-23 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-24 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-25 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-26 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-27 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-28 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-29 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-30 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-31 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-02-01 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-02-02 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-02-03 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-02-04 18:00:00,0.00,,1603.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-02-05 18:00:00,4706.29,,1655.00,52.00,169.32,0.00,0.00,0.00,91.00,0.00,1.00
2019-02-06 18:00:00,5694.19,,991.00,32.00,670.81,0.00,0.00,0.00,299.00,0.00,1762.00
2019-02-07 18:00:00,5393.15,,961.00,52.00,1303.06,0.00,0.00,0.00,613.00,0.00,2528.00
2019-02-08 18:00:00,5098.71,,871.00,64.00,1655.94,0.00,0.00,0.00,746.00,0.00,2732.00
2019-02-09 18:00:00,4816.45,,846.00,64.00,2435.53,0.00,0.00,0.00,951.00,0.00,3249.00
2019-02-10 18:00:00,4705.51,,801.00,64.00,2368.03,0.00,0.00,0.00,924.00,0.00,3080.00
2019-02-11 18:00:00,4823.26,,868.00,64.00,2323.74,0.00,0.00,0.00,914.00,0.00,2997.00
2019-02-12 18:00:00,4683.36,,878.00,64.00,2757.41,0.00,0.00,0.00,1092.00,0.00,3028.00
2019-02-13 18:00:00,4681.60,,873.00,64.00,2585.33,0.00,0.00,0.00,1038.00,0.00,2853.00
2019-02-14 18:00:00,4610.86,,855.00,64.00,2724.48,0.00,0.00,0.00,1075.00,0.00,2912.00
2019-02-15 18:00:00,4627.98,,855.00,64.00,2652.63,0.00,0.00,0.00,1048.00,0.00,2884.00
2019-02-16 18:00:00,4636.85,,882.00,64.00,2729.02,0.00,0.00,0.00,1082.00,0.00,2843.00
2019-02-17 18:00:00,4564.18,,862.00,64.00,2783.35,0.00,0.00,0.00,1102.00,0.00,2803.00
2019-02-18 18:00:00,4553.24,,863.00,64.00,2856.57,0.00,0.00,0.00,1143.00,0.00,2829.00
2019-02-19 18:00:00,4561.00,,875.00,64.00,2843.09,0.00,0.00,0.00,1131.00,0.00,2780.00
2019-02-20 18:00:00,4564.97,,878.00,64.00,2810.84,0.00,0.00,0.00,1135.00,0.00,2731.00
2019-02-21 18:00:00,4512.01,,860.00,64.00,2848.26,0.00,0.00,0.00,1144.00,0.00,2723.00
2019-02-22 18:00:00,4487.94,,858.00,64.00,2889.55,0.00,0.00,0.00,1332.00,0.00,2557.00
2019-02-23 18:00:00,4548.15,,869.00,64.00,2531.46,0.00,0.00,0.00,1151.00,0.00,2351.00
2019-02-24 18:00:00,4498.19,,866.00,64.00,2895.01,0.00,0.00,0.00,1151.00,0.00,2710.00
2019-02-25 18:00:00,4470.17,,863.00,64.00,2947.00,0.00,0.00,0.00,1167.00,0.00,2702.00
2019-02-26 18:00:00,4028.64,,888.00,64.00,2928.43,0.00,0.00,0.00,1157.00,0.00,1662.00
2019-02-27 18:00:00,4843.14,,1065.63,0.00,2801.52,0.00,0.00,0.00,1096.00,1065.63,2599.00
2019-02-28 18:00:00,4420.03,,828.75,64.00,2263.11,0.00,0.00,0.00,893.00,826.25,2132.00
2019-03-01 18:00:00,5242.15,,1363.13,0.00,2795.53,0.00,0.00,0.00,1091.00,1363.13,2447.00
2019-03-02 18:00:00,4346.72,,813.13,64.00,2340.50,0.00,0.00,0.00,837.00,810.63,2204.00
2019-03-03 18:00:00,4259.23,,801.25,64.00,2830.22,0.00,0.00,0.00,1139.00,798.75,2401.00
2019-03-04 18:00:00,4292.26,,799.38,64.00,2152.57,0.00,0.00,0.00,873.00,794.38,1894.00
2019-03-05 18:00:00,4241.12,,788.75,64.00,2661.90,0.00,0.00,0.00,1060.00,786.25,2290.00
2019-03-06 18:00:00,4223.50,,775.63,64.00,2214.73,0.00,0.00,0.00,886.00,772.50,1925.00
2019-03-07 18:00:00,4315.80,,773.75,64.00,2551.74,0.00,0.00,0.00,1113.00,770.63,2335.00
2019-03-08 18:00:00,4381.15,,759.38,64.00,2364.65,0.00,0.00,0.00,1122.00,756.88,2285.00
2019-03-09 18:00:00,4348.19,,747.50,64.00,2416.83,0.00,0.00,0.00,1145.00,745.00,2320.00
2019-03-10 19:00:00,4329.23,,739.38,64.00,2300.17,0.00,0.00,0.00,1093.00,736.25,2205.00
2019-03-11 19:00:00,4331.97,,732.50,64.00,2337.47,0.00,0.00,0.00,1108.00,729.38,2282.00
2019-03-12 19:00:00,4297.34,,724.38,64.00,2336.42,0.00,0.00,0.00,1112.00,721.25,2241.00
2019-03-13 19:00:00,4289.36,,718.75,64.00,2309.43,0.00,0.00,0.00,1106.00,716.25,2218.00
2019-03-14 19:00:00,4281.10,,715.00,64.00,2194.63,0.00,0.00,0.00,1042.00,712.50,2116.00
2019-03-15 19:00:00,4308.80,,705.00,64.00,1982.86,0.00,0.00,0.00,957.00,702.50,1987.00
2019-03-16 19:00:00,4297.98,,705.62,64.00,2086.22,0.00,0.00,0.00,1020.00,703.13,2055.00
2019-03-17 19:00:00,4279.85,,706.88,64.00,2238.15,0.00,0.00,0.00,1086.00,704.38,2170.00
2019-03-18 19:00:00,4263.97,,703.75,64.00,2097.79,0.00,0.00,0.00,1022.00,700.63,2017.00
2019-03-19 19:00:00,4286.40,,695.63,64.00,1901.39,0.00,0.00,0.00,928.00,692.50,1894.00
2019-03-20 19:00:00,4265.40,,701.25,64.00,2087.62,0.00,0.00,0.00,1020.00,698.13,2016.00
2019-03-21 19:00:00,4271.28,,696.25,64.00,2029.12,0.00,0.00,0.00,993.00,693.75,1988.00
2019-03-22 19:00:00,4202.08,,688.75,64.00,2226.12,0.00,0.00,0.00,1083.00,685.63,2088.00
2019-03-23 19:00:00,4185.56,,683.13,64.00,2210.35,0.00,0.00,0.00,1071.00,681.25,2064.00
2019-03-24 19:00:00,4166.59,,675.00,64.00,2188.50,0.00,0.00,0.00,1059.00,671.88,2050.00
2019-03-25 19:00:00,4166.37,,671.88,64.00,2158.24,0.00,0.00,0.00,1047.00,668.75,2033.00
2019-03-26 19:00:00,4156.58,,665.63,64.00,2142.31,0.00,0.00,0.00,1045.00,662.50,2022.00
2019-03-27 19:00:00,4143.44,,662.50,64.00,2130.88,0.00,0.00,0.00,1033.00,659.37,2008.00
2019-03-28 19:00:00,4129.32,,658.75,64.00,2123.98,0.00,0.00,0.00,1030.00,655.63,1991.00
2019-03-29 19:00:00,4127.29,,657.50,64.00,2106.17,0.00,0.00,0.00,1019.00,653.75,1981.00
2019-03-30 19:00:00,5055.01,,1141.88,0.00,2084.08,0.00,0.00,0.00,1017.00,1141.88,1964.00
2019-03-31 19:00:00,4173.16,,646.88,0.00,1584.22,0.00,0.00,0.00,773.00,644.38,1571.00
2019-04-01 19:00:00,4123.66,,648.75,0.00,2065.71,0.00,0.00,0.00,1003.00,646.25,1966.00
2019-04-02 19:00:00,4092.49,,643.75,0.00,2072.28,0.00,0.00,0.00,1003.00,641.25,1944.00
2019-04-03 19:00:00,4065.84,,635.63,64.00,2069.18,0.00,0.00,0.00,1004.00,633.13,1926.00
2019-04-04 19:00:00,4062.68,,637.50,64.00,2061.98,0.00,0.00,0.00,994.00,634.38,1914.00
2019-04-05 19:00:00,4035.05,,627.50,64.00,2050.47,0.00,0.00,0.00,990.00,624.38,1901.00
2019-04-06 19:00:00,4040.49,,620.63,64.00,1999.25,0.00,0.00,0.00,964.00,617.50,1894.00
2019-04-07 19:00:00,4034.18,,616.25,64.00,1981.14,0.00,0.00,0.00,954.00,613.13,1886.00
2019-04-08 19:00:00,4019.33,,611.25,64.00,1964.43,0.00,0.00,0.00,942.00,608.75,1867.00
2019-04-09 19:00:00,4007.08,,607.50,64.00,1953.15,0.00,0.00,0.00,936.00,605.00,1852.00
2019-04-10 19:00:00,4004.79,,601.25,64.00,1951.18,0.00,0.00,0.00,942.00,605.63,1837.00
2019-04-11 19:00:00,3990.14,,603.75,64.00,1938.59,0.00,0.00,0.00,940.00,600.63,1818.00
2019-04-12 19:00:00,3967.45,,596.88,64.00,1923.22,0.00,0.00,0.00,927.00,594.38,1800.00
2019-04-13 19:00:00,3958.37,,590.63,64.00,1902.38,0.00,0.00,0.00,923.00,587.50,1789.00
2019-04-14 19:00:00,3953.98,,590.63,64.00,1893.22,0.00,0.00,0.00,913.00,588.13,1778.00
2019-04-15 19:00:00,3967.43,,594.38,64.00,1868.13,0.00,0.00,0.00,893.00,591.25,1768.00
