Chart,,,,,,,,,,,
,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Measured BHP,Measured BHT,Oil Rate,Tubing Pressure,Water Rate
2018-10-25 19:00:00,6566.00,,2193.00,50.00,4658.46,0.00,0.00,0.00,1516.00,0.00,5462.00
2018-10-26 19:00:00,5841.20,,1628.00,58.00,5271.72,0.00,0.00,0.00,1657.00,0.00,5610.00
2018-10-27 19:00:00,5555.16,,1448.00,64.00,7093.75,0.00,0.00,0.00,2277.00,0.00,6622.00
2018-10-28 19:00:00,5249.41,,1240.00,64.00,6878.32,0.00,0.00,0.00,2191.00,0.00,6376.00
2018-10-29 19:00:00,5162.28,,1199.00,64.00,7300.96,0.00,0.00,0.00,2356.00,0.00,6471.00
2018-10-30 19:00:00,5028.99,,1125.00,64.00,7457.99,0.00,0.00,0.00,2385.00,0.00,6461.00
2018-10-31 19:00:00,5284.53,,1346.00,40.00,4497.94,0.00,0.00,0.00,1478.00,0.00,4010.00
2018-11-01 19:00:00,5579.06,,1507.00,40.00,3700.23,0.00,0.00,0.00,1227.00,0.00,3628.00
2018-11-02 19:00:00,5607.07,,1527.00,40.00,3666.70,0.00,0.00,0.00,1226.00,0.00,3598.00
2018-11-03 19:00:00,5553.15,,1499.00,40.00,3616.59,0.00,0.00,0.00,1220.00,0.00,3479.00
2018-11-04 18:00:00,5460.11,,1435.00,40.00,3589.87,0.00,0.00,0.00,1199.00,0.00,3432.00
2018-11-05 18:00:00,5484.23,,1468.00,40.00,3648.79,0.00,0.00,0.00,1212.00,0.00,3415.00
2018-11-06 18:00:00,5444.48,,1439.00,40.00,3582.76,0.00,0.00,0.00,1191.00,0.00,3354.00
2018-11-07 18:00:00,5368.72,,1390.00,44.00,3621.07,0.00,0.00,0.00,1215.00,0.00,3349.00
2018-11-08 18:00:00,5179.77,,1275.00,47.00,3655.14,0.00,0.00,0.00,1207.00,0.00,3305.00
2018-11-09 18:00:00,5091.71,,1238.00,42.00,5415.37,0.00,0.00,0.00,1773.00,0.00,4548.00
2018-11-10 18:00:00,5094.38,,1240.00,42.00,3786.35,0.00,0.00,0.00,1283.00,0.00,3280.00
2018-11-11 18:00:00,4834.11,,1049.00,57.00,4800.24,0.00,0.00,0.00,1457.00,0.00,4371.00
2018-11-12 18:00:00,4585.86,,909.00,64.00,5235.00,0.00,0.00,0.00,1590.00,0.00,4727.00
2018-11-13 18:00:00,4399.24,,836.00,64.00,5770.27,0.00,0.00,0.00,1971.00,0.00,4756.00
2018-11-14 18:00:00,4327.83,,803.00,64.00,5450.29,0.00,0.00,0.00,1892.00,0.00,4514.00
2018-11-15 18:00:00,4201.32,,766.00,64.00,5366.85,0.00,0.00,0.00,1779.00,0.00,4373.00
2018-11-16 18:00:00,4628.88,,1008.00,64.00,3732.77,0.00,0.00,0.00,1242.00,0.00,3008.00
2018-11-17 18:00:00,4091.78,,720.00,64.00,5446.25,0.00,0.00,0.00,1739.00,0.00,4476.00
2018-11-18 18:00:00,3995.89,,696.00,64.00,5206.63,0.00,0.00,0.00,1702.00,0.00,4161.00
2018-11-19 18:00:00,4773.26,,1111.00,64.00,3381.73,0.00,0.00,0.00,1105.00,0.00,2656.00
2018-11-20 18:00:00,3951.59,,678.00,64.00,3671.85,0.00,0.00,0.00,1220.00,0.00,3076.00
2018-11-21 18:00:00,3944.34,,678.00,64.00,5022.21,0.00,0.00,0.00,1573.00,0.00,4088.00
2018-11-22 18:00:00,3917.09,,678.00,64.00,4925.52,0.00,0.00,0.00,1495.00,0.00,3988.00
2018-11-23 18:00:00,3860.83,,678.00,64.00,4901.31,0.00,0.00,0.00,1588.00,0.00,3717.00
2018-11-24 18:00:00,3748.57,,606.00,64.00,4519.38,0.00,0.00,0.00,1534.00,0.00,3605.00
2018-11-25 18:00:00,3525.98,,583.00,64.00,4884.69,0.00,0.00,0.00,1504.00,0.00,3532.00
2018-11-26 18:00:00,3688.04,,575.00,64.00,4268.87,0.00,0.00,0.00,1447.00,0.00,3499.00
2018-11-27 18:00:00,3617.75,,563.00,64.00,4249.83,0.00,0.00,0.00,1405.00,0.00,3423.00
2018-11-28 18:00:00,3498.90,,548.00,64.00,4345.72,0.00,0.00,0.00,1409.00,0.00,3312.00
2018-11-29 18:00:00,3501.50,,542.00,64.00,4232.89,0.00,0.00,0.00,1399.00,0.00,3264.00
2018-11-30 18:00:00,3458.16,,528.00,64.00,4125.59,0.00,0.00,0.00,1282.00,0.00,3261.00
2018-12-01 18:00:00,3442.15,,526.00,64.00,4081.23,0.00,0.00,0.00,1347.00,0.00,3135.00
2018-12-02 18:00:00,3404.93,,517.00,64.00,4028.97,0.00,0.00,0.00,1325.00,0.00,3080.00
2018-12-03 18:00:00,3388.46,,510.00,64.00,3948.63,0.00,0.00,0.00,1312.00,0.00,3024.00
2018-12-04 18:00:00,3361.34,,504.00,64.00,3900.41,0.00,0.00,0.00,1293.00,0.00,2973.00
2018-12-05 18:00:00,3387.86,,505.00,64.00,3776.43,0.00,0.00,0.00,1283.00,0.00,2917.00
2018-12-06 18:00:00,3130.80,,439.00,64.00,3362.74,0.00,0.00,0.00,1089.00,0.00,2575.00
2018-12-07 18:00:00,3235.12,,439.00,64.00,3176.50,0.00,0.00,0.00,822.00,0.00,2836.00
2018-12-08 18:00:00,5117.88,,1251.00,64.00,2658.11,0.00,0.00,0.00,555.00,0.00,2599.00
2018-12-09 18:00:00,3403.21,,493.00,64.00,3135.81,0.00,0.00,0.00,1059.00,0.00,2593.00
2018-12-10 18:00:00,4050.23,,723.00,28.00,2950.56,0.00,0.00,0.00,949.00,0.00,2515.00
2018-12-11 18:00:00,3418.16,,491.00,64.00,2815.76,0.00,0.00,0.00,1229.00,0.00,2122.00
2018-12-12 18:00:00,3485.18,,491.00,64.00,2935.84,0.00,0.00,0.00,880.00,0.00,2715.00
2018-12-13 18:00:00,3982.68,,723.00,64.00,2666.20,0.00,0.00,0.00,926.00,0.00,2096.00
2018-12-14 18:00:00,3604.46,,559.00,64.00,2706.36,0.00,0.00,0.00,839.00,0.00,2355.00
2018-12-15 18:00:00,3457.15,,521.00,64.00,3372.71,0.00,0.00,0.00,1172.00,0.00,2674.00
2018-12-16 18:00:00,3249.88,,483.00,64.00,3875.70,0.00,0.00,0.00,1298.00,0.00,2834.00
2018-12-17 18:00:00,3254.52,,481.00,64.00,3536.14,0.00,0.00,0.00,1002.00,0.00,2816.00
2018-12-18 18:00:00,3254.14,,481.00,64.00,3208.03,0.00,0.00,0.00,1083.00,0.00,2432.00
2018-12-19 18:00:00,3177.20,,461.00,64.00,3155.42,0.00,0.00,0.00,1082.00,0.00,2352.00
2018-12-20 18:00:00,3357.32,,515.00,35.00,2934.64,0.00,0.00,0.00,786.00,0.00,2446.00
2018-12-21 18:00:00,5081.83,,1300.00,35.00,1807.19,0.00,0.00,0.00,648.00,0.00,1378.00
2018-12-22 18:00:00,5375.38,,1072.00,28.00,416.92,0.00,0.00,0.00,192.00,0.00,320.00
2018-12-23 18:00:00,3479.66,,578.00,64.00,2764.96,0.00,0.00,0.00,990.00,0.00,1976.00
2018-12-24 18:00:00,3863.82,,630.00,57.00,2206.54,0.00,0.00,0.00,752.00,0.00,1943.00
2018-12-25 18:00:00,5392.15,,1483.00,57.00,1970.34,0.00,0.00,0.00,703.00,0.00,1599.00
2018-12-26 18:00:00,3893.98,,699.00,42.00,1514.33,0.00,0.00,0.00,556.00,0.00,1133.00
2018-12-27 18:00:00,3401.72,,495.00,64.00,3213.13,0.00,0.00,0.00,1103.00,0.00,2617.00
2018-12-28 18:00:00,3389.03,,509.00,57.00,3058.82,0.00,0.00,0.00,1056.00,0.00,2403.00
2018-12-29 18:00:00,3310.43,,510.00,57.00,2949.00,0.00,0.00,0.00,1007.00,0.00,2199.00
2018-12-30 18:00:00,3233.07,,496.00,57.00,2915.67,0.00,0.00,0.00,993.00,0.00,2122.00
2018-12-31 18:00:00,3189.10,,487.00,57.00,2882.33,0.00,0.00,0.00,983.00,0.00,2072.00
2019-01-01 18:00:00,3177.97,,483.00,57.00,2837.75,0.00,0.00,0.00,982.00,0.00,2032.00
2019-01-02 18:00:00,3083.10,,462.00,57.00,2810.78,0.00,0.00,0.00,951.00,0.00,1990.00
2019-01-03 18:00:00,3111.40,,469.00,57.00,2747.06,0.00,0.00,0.00,929.00,0.00,1960.00
2019-01-04 18:00:00,3689.52,,650.00,40.00,2381.73,0.00,0.00,0.00,826.00,0.00,1735.00
2019-01-05 18:00:00,4517.22,,953.00,64.00,1039.25,0.00,0.00,0.00,372.00,0.00,683.00
2019-01-06 18:00:00,4545.84,,949.00,44.00,1229.34,0.00,0.00,0.00,460.00,0.00,958.00
2019-01-07 18:00:00,3983.11,,780.00,47.00,1995.31,0.00,0.00,0.00,682.00,0.00,1403.00
2019-01-08 18:00:00,3847.87,,671.00,47.00,2060.28,0.00,0.00,0.00,710.00,0.00,1634.00
2019-01-09 18:00:00,3832.82,,656.00,52.00,2016.23,0.00,0.00,0.00,689.00,0.00,1638.00
2019-01-10 18:00:00,3832.53,,660.00,52.00,1998.41,0.00,0.00,0.00,681.00,0.00,1611.00
2019-01-11 18:00:00,5098.33,,1270.00,0.00,1355.61,0.00,0.00,0.00,469.00,0.00,1098.00
2019-01-12 18:00:00,3952.13,,677.00,52.00,1133.25,0.00,0.00,0.00,398.00,0.00,911.00
2019-01-13 18:00:00,3649.64,,585.00,52.00,2398.87,0.00,0.00,0.00,808.00,0.00,1986.00
2019-01-14 18:00:00,3630.14,,586.00,52.00,2111.08,0.00,0.00,0.00,713.00,0.00,1722.00
2019-01-15 18:00:00,3563.42,,575.00,52.00,2281.56,0.00,0.00,0.00,768.00,0.00,1815.00
2019-01-16 18:00:00,5387.84,,1507.00,52.00,1658.71,0.00,0.00,0.00,562.00,0.00,1298.00
2019-01-17 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-18 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-19 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-20 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-21 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-22 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-23 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-24 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-25 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-26 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-27 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-28 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-29 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-30 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-01-31 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-02-01 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-02-02 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-02-03 18:00:00,0.00,,1507.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019-02-04 18:00:00,5617.63,,1697.00,52.00,347.21,0.00,0.00,0.00,169.00,0.00,143.00
2019-02-05 18:00:00,5501.09,,1195.00,52.00,1711.16,0.00,0.00,0.00,542.00,0.00,2504.00
2019-02-06 18:00:00,5013.36,,880.00,40.00,2094.14,0.00,0.00,0.00,640.00,0.00,3123.00
2019-02-07 18:00:00,4725.73,,739.00,39.00,2110.03,0.00,0.00,0.00,650.00,0.00,3085.00
2019-02-08 18:00:00,4493.59,,673.00,64.00,2273.95,0.00,0.00,0.00,710.00,0.00,3068.00
2019-02-09 18:00:00,4408.57,,673.00,64.00,2265.11,0.00,0.00,0.00,716.00,0.00,2850.00
2019-02-10 18:00:00,4242.55,,639.00,64.00,2278.87,0.00,0.00,0.00,727.00,0.00,2680.00
2019-02-11 18:00:00,4175.57,,636.00,64.00,2200.42,0.00,0.00,0.00,711.00,0.00,2468.00
2019-02-12 18:00:00,4076.95,,625.00,64.00,2339.41,0.00,0.00,0.00,759.00,0.00,2483.00
2019-02-13 18:00:00,4071.63,,625.00,64.00,1996.51,0.00,0.00,0.00,667.00,0.00,2097.00
2019-02-14 18:00:00,3954.34,,610.00,64.00,2378.96,0.00,0.00,0.00,779.00,0.00,2370.00
2019-02-15 18:00:00,3884.16,,595.00,64.00,2330.57,0.00,0.00,0.00,769.00,0.00,2267.00
2019-02-16 18:00:00,3808.52,,583.00,64.00,2342.05,0.00,0.00,0.00,777.00,0.00,2205.00
2019-02-17 18:00:00,3783.29,,585.00,64.00,2334.23,0.00,0.00,0.00,776.00,0.00,2148.00
2019-02-18 18:00:00,3604.55,,531.00,64.00,2310.65,0.00,0.00,0.00,775.00,0.00,2094.00
2019-02-19 18:00:00,3994.88,,668.00,64.00,1595.95,0.00,0.00,0.00,543.00,0.00,1434.00
2019-02-20 18:00:00,3687.45,,580.00,64.00,2199.00,0.00,0.00,0.00,743.00,0.00,1897.00
2019-02-21 18:00:00,3744.33,,578.00,64.00,2301.21,0.00,0.00,0.00,768.00,0.00,2086.00
2019-02-22 18:00:00,3666.89,,573.00,64.00,2324.96,0.00,0.00,0.00,777.00,0.00,2011.00
2019-02-23 18:00:00,3642.83,,573.00,64.00,2310.18,0.00,0.00,0.00,779.00,0.00,1956.00
2019-02-24 18:00:00,3543.32,,548.00,64.00,2248.50,0.00,0.00,0.00,755.00,0.00,1878.00
2019-02-25 18:00:00,3577.17,,561.00,64.00,2287.35,0.00,0.00,0.00,768.00,0.00,1900.00
2019-02-26 18:00:00,3578.85,,561.00,64.00,2254.61,0.00,0.00,0.00,755.00,0.00,1878.00
2019-02-27 18:00:00,4368.88,,875.00,0.00,2348.36,0.00,0.00,0.00,783.00,876.25,1919.00
2019-02-28 18:00:00,3514.44,,553.13,64.00,1803.66,0.00,0.00,0.00,614.00,552.50,1455.00
2019-03-01 18:00:00,3505.12,,541.88,64.00,2243.72,0.00,0.00,0.00,749.00,541.25,1854.00
2019-03-02 18:00:00,3448.62,,535.00,64.00,2250.70,0.00,0.00,0.00,755.00,534.38,1809.00
2019-03-03 18:00:00,3452.12,,529.38,64.00,2236.21,0.00,0.00,0.00,757.00,538.75,1778.00
2019-03-04 18:00:00,3404.47,,530.00,64.00,2198.39,0.00,0.00,0.00,742.00,528.75,1729.00
2019-03-05 18:00:00,3385.91,,525.00,64.00,2217.90,0.00,0.00,0.00,751.00,523.75,1739.00
2019-03-06 18:00:00,3366.13,,520.00,64.00,2157.07,0.00,0.00,0.00,728.00,519.38,1688.00
2019-03-07 18:00:00,3544.96,,521.25,64.00,1988.99,0.00,0.00,0.00,729.00,521.88,1709.00
2019-03-08 18:00:00,3647.80,,515.00,64.00,1846.63,0.00,0.00,0.00,731.00,514.38,1687.00
2019-03-09 18:00:00,3632.27,,513.13,64.00,1836.18,0.00,0.00,0.00,727.00,512.50,1667.00
2019-03-10 19:00:00,3818.34,,576.25,64.00,1562.96,0.00,0.00,0.00,626.00,575.63,1395.00
2019-03-11 19:00:00,3892.63,,590.00,64.00,1683.77,0.00,0.00,0.00,673.00,590.00,1546.00
2019-03-12 19:00:00,3649.22,,507.50,64.00,1795.49,0.00,0.00,0.00,720.00,506.88,1663.00
2019-03-13 19:00:00,3615.72,,503.13,64.00,1759.71,0.00,0.00,0.00,705.00,503.13,1606.00
2019-03-14 19:00:00,3588.20,,498.75,64.00,1740.48,0.00,0.00,0.00,696.00,498.13,1576.00
2019-03-15 19:00:00,3589.61,,501.88,64.00,1701.29,0.00,0.00,0.00,682.00,501.25,1529.00
2019-03-16 19:00:00,3604.94,,495.00,64.00,1662.13,0.00,0.00,0.00,678.00,495.00,1523.00
2019-03-17 19:00:00,3575.09,,491.25,64.00,1717.47,0.00,0.00,0.00,700.00,486.25,1572.00
2019-03-18 19:00:00,3574.51,,485.63,64.00,1608.75,0.00,0.00,0.00,657.00,484.38,1478.00
2019-03-19 19:00:00,3540.21,,484.38,64.00,1587.20,0.00,0.00,0.00,648.00,483.75,1423.00
2019-03-20 19:00:00,3570.73,,479.38,64.00,1603.14,0.00,0.00,0.00,659.00,478.75,1485.00
2019-03-21 19:00:00,3571.46,,479.38,64.00,1595.32,0.00,0.00,0.00,658.00,479.38,1474.00
2019-03-22 19:00:00,3554.71,,479.38,64.00,1667.69,0.00,0.00,0.00,681.00,479.38,1528.00
2019-03-23 19:00:00,3517.13,,476.88,64.00,1666.31,0.00,0.00,0.00,675.00,476.25,1503.00
2019-03-24 19:00:00,3497.68,,473.75,64.00,1660.64,0.00,0.00,0.00,671.00,473.75,1487.00
2019-03-25 19:00:00,3409.29,,448.13,64.00,1641.56,0.00,0.00,0.00,666.00,448.13,1466.00
2019-03-26 19:00:00,3430.39,,453.13,64.00,1623.13,0.00,0.00,0.00,661.00,453.13,1452.00
2019-03-27 19:00:00,3476.99,,466.88,64.00,1606.99,0.00,0.00,0.00,653.00,466.88,1438.00
2019-03-28 19:00:00,3405.16,,449.38,64.00,1604.53,0.00,0.00,0.00,649.00,448.75,1429.00
2019-03-29 19:00:00,3426.40,,442.50,64.00,1598.30,0.00,0.00,0.00,645.00,455.00,1425.00
2019-03-30 19:00:00,4575.39,,884.38,0.00,1575.33,0.00,0.00,0.00,644.00,885.00,1407.00
2019-03-31 19:00:00,3387.30,,449.38,0.00,1371.51,0.00,0.00,0.00,564.00,448.75,1197.00
2019-04-01 19:00:00,3427.33,,450.00,0.00,1544.84,0.00,0.00,0.00,634.00,441.88,1415.00
2019-04-02 19:00:00,3416.09,,443.13,0.00,1550.39,0.00,0.00,0.00,630.00,443.13,1410.00
2019-04-03 19:00:00,3404.34,,445.63,64.00,1551.19,0.00,0.00,0.00,632.00,445.00,1390.00
2019-04-04 19:00:00,3391.37,,446.88,64.00,1562.32,0.00,0.00,0.00,631.00,447.50,1383.00
2019-04-05 19:00:00,3357.96,,444.38,64.00,1576.59,0.00,0.00,0.00,640.00,444.38,1370.00
2019-04-06 19:00:00,3288.03,,433.13,64.00,1531.94,0.00,0.00,0.00,620.00,431.88,1307.00
2019-04-07 19:00:00,3336.38,,438.75,64.00,1557.07,0.00,0.00,0.00,633.00,438.75,1350.00
2019-04-08 19:00:00,3302.22,,435.00,64.00,1563.88,0.00,0.00,0.00,632.00,435.00,1338.00
2019-04-09 19:00:00,3290.58,,435.00,64.00,1566.19,0.00,0.00,0.00,632.00,435.63,1327.00
2019-04-10 19:00:00,3267.37,,431.88,64.00,1565.66,0.00,0.00,0.00,633.00,431.25,1319.00
2019-04-11 19:00:00,3289.16,,437.50,64.00,1559.58,0.00,0.00,0.00,634.00,437.50,1309.00
2019-04-12 19:00:00,3258.97,,430.63,64.00,1544.61,0.00,0.00,0.00,626.00,431.25,1292.00
2019-04-13 19:00:00,3253.68,,429.38,64.00,1532.92,0.00,0.00,0.00,624.00,428.75,1283.00
2019-04-14 19:00:00,3247.14,,429.38,64.00,1530.88,0.00,0.00,0.00,620.00,429.38,1276.00
2019-04-15 19:00:00,3215.96,,420.00,64.00,1519.26,0.00,0.00,0.00,612.00,420.63,1269.00
2019-04-16 19:00:00,4106.63,,704.38,0.00,1511.78,0.00,0.00,0.00,610.00,706.88,1264.00
2019-04-17 19:00:00,6005.42,,704.38,0.00,72.29,0.00,0.00,0.00,38.00,706.88,186.00
2019-04-18 19:00:00,0.00,,704.38,0.00,0.00,0.00,0.00,0.00,0.00,706.88,0.00
2019-04-19 19:00:00,0.00,,704.38,0.00,0.00,0.00,0.00,0.00,0.00,706.88,0.00
2019-04-20 19:00:00,0.00,,704.38,0.00,0.00,0.00,0.00,0.00,0.00,706.88,0.00
2019-04-21 19:00:00,0.00,,704.38,0.00,0.00,0.00,0.00,0.00,0.00,706.88,0.00
2019-04-22 19:00:00,0.00,,704.38,0.00,0.00,0.00,0.00,0.00,0.00,706.88,0.00
2019-04-23 19:00:00,0.00,,704.38,0.00,0.00,0.00,0.00,0.00,0.00,706.88,0.00
2019-04-24 19:00:00,0.00,,704.38,0.00,0.00,0.00,0.00,0.00,0.00,706.88,0.00
2019-04-25 19:00:00,0.00,,704.38,0.00,0.00,0.00,0.00,0.00,0.00,706.88,0.00
2019-04-26 19:00:00,0.00,,704.38,0.00,0.00,0.00,0.00,0.00,0.00,706.88,0.00
2019-04-27 19:00:00,0.00,,704.38,0.00,0.00,0.00,0.00,0.00,0.00,706.88,0.00
2019-04-28 19:00:00,0.00,,704.38,0.00,0.00,0.00,0.00,0.00,0.00,706.88,0.00
2019-04-29 19:00:00,0.00,,704.38,0.00,0.00,0.00,0.00,0.00,0.00,706.88,0.00
2019-04-30 19:00:00,0.00,,704.38,0.00,0.00,0.00,0.00,0.00,0.00,706.88,0.00
2019-05-01 19:00:00,0.00,,704.38,0.00,0.00,0.00,4948.33,164.17,0.00,234.38,0.00
2019-05-02 19:00:00,3761.04,3481.10,704.38,26.00,1062.75,0.00,4652.93,169.45,354.00,370.63,1170.00
2019-05-03 19:00:00,4436.37,4134.06,381.25,26.00,2213.62,0.00,3649.23,175.83,665.00,295.63,2556.00
2019-05-04 19:00:00,4137.93,3839.59,351.88,64.00,1621.08,0.00,3479.76,175.78,353.00,273.13,2154.00
2019-05-05 19:00:00,4542.61,4250.37,831.25,64.00,1590.47,0.00,3495.10,175.57,561.00,586.25,1776.00
2019-05-06 19:00:00,3650.23,3375.14,1005.00,64.00,1487.84,0.00,3591.49,175.70,446.00,290.00,1487.00
2019-05-07 19:00:00,3761.30,3484.65,1015.63,64.00,1866.17,0.00,3336.64,175.70,599.00,275.63,1723.00
2019-05-08 19:00:00,3647.21,3375.53,1015.00,64.00,1845.76,0.00,3292.07,175.67,600.00,266.88,1618.00
2019-05-09 19:00:00,3570.64,3304.17,1019.38,64.00,1904.58,0.00,3349.75,175.42,565.00,268.75,1596.00
2019-05-10 19:00:00,3507.79,3244.19,1019.38,64.00,1879.36,0.00,3255.08,175.65,600.00,266.88,1505.00
2019-05-11 19:00:00,3475.28,3212.89,966.25,64.00,1861.81,0.00,3223.95,175.61,593.00,261.88,1481.00
2019-05-12 19:00:00,3544.02,3274.18,941.88,64.00,1683.44,0.00,3199.99,175.60,583.00,250.00,1481.00
2019-05-13 19:00:00,3462.33,3197.28,1000.63,64.00,1626.79,0.00,3346.93,175.24,435.00,260.00,1469.00
2019-05-14 19:00:00,3532.72,3263.20,976.88,64.00,1689.29,113.64,3243.23,175.28,517.00,246.88,1535.00
2019-05-15 19:00:00,3444.72,3180.82,1001.25,64.00,1710.42,31.91,3142.61,175.57,585.00,252.50,1405.00
2019-05-16 19:00:00,3400.48,3137.90,978.75,64.00,1702.36,54.80,3129.60,175.56,549.00,237.50,1415.00
2019-05-17 19:00:00,3406.62,3143.68,1031.25,64.00,1637.33,159.69,3091.01,175.54,583.00,258.13,1335.00
2019-05-18 19:00:00,3403.32,3139.80,1031.25,64.00,1587.74,329.56,3094.88,175.53,579.00,264.38,1307.00
2019-05-19 19:00:00,3383.04,3120.20,1021.25,64.00,1579.00,328.42,3080.98,175.52,562.00,259.38,1306.00
2019-05-20 19:00:00,3418.71,3153.90,1016.25,64.00,1567.55,352.96,3067.98,175.50,492.00,261.25,1381.00
2019-05-21 19:00:00,3374.40,3112.09,1011.88,64.00,1558.95,314.37,3134.95,175.38,548.00,263.13,1291.00
2019-05-22 19:00:00,3377.74,3114.75,1006.88,64.00,1553.75,321.32,3282.83,175.00,492.00,256.25,1345.00
2019-05-23 19:00:00,4116.78,3842.62,928.75,0.00,1179.49,246.74,3113.75,175.51,268.00,641.25,1166.00
