Chart,,,,,,,,,
,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate
2018-11-14 18:00:00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-11-15 18:00:00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-11-16 18:00:00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-11-17 18:00:00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-11-18 18:00:00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-11-19 18:00:00,8407.14,,3596.00,28.00,579.49,0.00,156.00,0.00,940.00
2018-11-20 18:00:00,7465.85,,2971.00,42.00,4299.47,0.00,1328.00,0.00,5578.00
2018-11-21 18:00:00,7445.22,,2971.00,42.00,3957.05,0.00,1144.00,0.00,5096.00
2018-11-22 18:00:00,0.00,,2971.00,42.00,0.00,0.00,0.00,0.00,0.00
2018-11-23 18:00:00,0.00,,2971.00,42.00,0.00,0.00,0.00,0.00,0.00
2018-11-24 18:00:00,7493.82,,2971.00,30.00,2928.60,0.00,751.00,0.00,4107.00
2018-11-25 18:00:00,6906.63,,2373.00,41.00,7090.94,0.00,2106.00,0.00,8840.00
2018-11-26 18:00:00,7327.39,,2907.00,34.00,4405.09,0.00,1324.00,0.00,5257.00
2018-11-27 18:00:00,6556.44,,2094.00,36.00,7239.56,0.00,2232.00,0.00,8492.00
2018-11-28 18:00:00,6589.24,,2127.00,36.00,7702.79,0.00,2231.00,0.00,8904.00
2018-11-29 18:00:00,6504.00,,2069.00,36.00,7569.62,0.00,2229.00,0.00,8603.00
2018-11-30 18:00:00,7155.26,,2718.00,25.00,7849.11,0.00,2319.00,0.00,8507.00
2018-12-01 18:00:00,6447.76,,2069.00,25.00,3678.79,0.00,1104.00,0.00,4499.00
2018-12-02 18:00:00,7129.96,,2662.00,37.00,2984.75,0.00,816.00,0.00,3934.00
2018-12-03 18:00:00,6685.93,,2330.00,45.00,4452.95,0.00,1262.00,0.00,5120.00
2018-12-04 18:00:00,6264.16,,1896.00,57.00,6888.19,0.00,2039.00,0.00,7703.00
2018-12-05 18:00:00,6305.82,,1896.00,62.00,8033.93,0.00,2371.00,0.00,8901.00
2018-12-06 18:00:00,6323.45,,2017.00,57.00,5564.08,0.00,1613.00,0.00,6054.00
2018-12-07 18:00:00,6363.38,,2017.00,57.00,6610.67,0.00,1930.00,0.00,7218.00
2018-12-08 18:00:00,5797.06,,1578.00,40.00,4027.19,0.00,1130.00,0.00,4550.00
2018-12-09 18:00:00,5873.35,,1578.00,40.00,7188.34,0.00,2196.00,0.00,7792.00
2018-12-10 18:00:00,6752.55,,2453.00,40.00,5044.99,0.00,1403.00,0.00,5338.00
2018-12-11 18:00:00,6753.81,,2453.00,40.00,3582.80,0.00,1072.00,0.00,3858.00
2018-12-12 18:00:00,5450.55,,1212.00,64.00,8084.44,0.00,2422.00,0.00,8900.00
2018-12-13 18:00:00,5312.28,,1156.00,64.00,7681.75,0.00,2380.00,0.00,8162.00
2018-12-14 18:00:00,5543.94,,1415.00,64.00,5877.19,0.00,1602.00,0.00,6080.00
2018-12-15 18:00:00,5572.37,,1427.00,49.00,5814.73,0.00,1703.00,0.00,6033.00
2018-12-16 18:00:00,5128.29,,1109.00,64.00,6798.87,0.00,1945.00,0.00,6915.00
2018-12-17 18:00:00,0.00,,0.00,64.00,6932.89,0.00,2066.00,0.00,7050.00
2018-12-18 18:00:00,0.00,,0.00,45.00,2350.13,0.00,604.00,0.00,4193.00
2018-12-19 18:00:00,0.00,,0.00,35.00,1528.64,0.00,378.00,0.00,6826.00
2018-12-20 18:00:00,5759.36,,1595.00,35.00,3521.15,0.00,969.00,0.00,3776.00
2018-12-21 18:00:00,5620.07,,1438.00,50.00,4761.65,0.00,1387.00,0.00,5275.00
2018-12-22 18:00:00,5045.35,,1058.00,64.00,4931.28,0.00,1443.00,0.00,5330.00
2018-12-23 18:00:00,5565.96,,1426.00,50.00,5438.90,0.00,1565.00,0.00,5699.00
2018-12-24 18:00:00,5588.04,,1426.00,40.00,3447.92,0.00,1035.00,0.00,3847.00
2018-12-25 18:00:00,5575.36,,1453.00,40.00,3550.42,0.00,996.00,0.00,3796.00
2018-12-26 18:00:00,5789.09,,1583.00,40.00,2701.23,0.00,786.00,0.00,3036.00
2018-12-27 18:00:00,5655.13,,1496.00,40.00,2755.17,0.00,772.00,0.00,3038.00
2018-12-28 18:00:00,5627.40,,1460.00,40.00,3309.70,0.00,920.00,0.00,3719.00
2018-12-29 18:00:00,5013.77,,1062.00,64.00,4254.69,0.00,1168.00,0.00,4585.00
2018-12-30 18:00:00,4871.61,,970.00,64.00,5781.00,0.00,1608.00,0.00,6011.00
2018-12-31 18:00:00,4759.94,,934.00,64.00,5647.00,0.00,1555.00,0.00,5692.00
2019-01-01 18:00:00,4694.50,,904.00,64.00,5422.04,0.00,1511.00,0.00,5451.00
2019-01-02 18:00:00,0.00,,0.00,64.00,5348.61,0.00,1461.00,0.00,5329.00
2019-01-03 18:00:00,0.00,,0.00,64.00,5214.95,0.00,1421.00,0.00,5187.00
2019-01-04 18:00:00,4537.39,,845.00,64.00,5141.64,0.00,1390.00,0.00,5097.00
2019-01-05 18:00:00,3886.70,,571.00,64.00,5065.62,0.00,1368.00,0.00,5003.00
2019-01-06 18:00:00,3880.23,,570.00,64.00,4961.54,0.00,1337.00,0.00,4912.00
2019-01-07 18:00:00,4429.63,,798.00,64.00,4872.66,0.00,1305.00,0.00,4853.00
2019-01-08 18:00:00,5026.95,,1123.00,45.00,3669.63,0.00,1002.00,0.00,3698.00
2019-01-09 18:00:00,4369.00,,801.00,45.00,4286.94,0.00,1143.00,0.00,4134.00
2019-01-10 18:00:00,4401.46,,783.00,64.00,4536.65,0.00,1220.00,0.00,4576.00
2019-01-11 18:00:00,5703.24,,1606.00,0.00,3870.42,0.00,1051.00,0.00,3842.00
2019-01-12 18:00:00,0.00,,0.00,0.00,2175.58,0.00,582.00,0.00,2140.00
2019-01-13 18:00:00,4370.75,,756.00,64.00,4245.25,0.00,1133.00,0.00,4427.00
2019-01-14 18:00:00,4324.65,,748.00,64.00,4341.45,0.00,1164.00,0.00,4415.00
2019-01-15 18:00:00,4273.55,,734.00,64.00,4555.69,0.00,1225.00,0.00,4537.00
2019-01-16 18:00:00,4536.34,,874.00,64.00,4204.87,0.00,1126.00,0.00,4093.00
2019-01-17 18:00:00,4184.11,,710.00,64.00,4156.44,0.00,1122.00,0.00,4087.00
2019-01-18 18:00:00,4139.68,,693.00,64.00,4342.64,0.00,1181.00,0.00,4230.00
2019-01-19 18:00:00,4085.07,,680.00,64.00,4283.26,0.00,1159.00,0.00,4117.00
2019-01-20 18:00:00,4052.50,,671.00,64.00,4227.25,0.00,1142.00,0.00,4045.00
2019-01-21 18:00:00,4033.26,,664.00,64.00,4190.04,0.00,1129.00,0.00,4012.00
2019-01-22 18:00:00,4008.55,,652.00,64.00,4108.45,0.00,1119.00,0.00,3948.00
2019-01-23 18:00:00,3951.71,,635.00,64.00,4118.60,0.00,1110.00,0.00,3935.00
2019-01-24 18:00:00,3939.04,,627.00,64.00,4139.68,0.00,1148.00,0.00,3944.00
2019-01-25 18:00:00,3939.37,,627.00,64.00,4079.08,0.00,1154.00,0.00,3872.00
2019-01-26 18:00:00,3881.77,,608.00,64.00,4035.94,0.00,1082.00,0.00,3876.00
2019-01-27 18:00:00,3868.17,,604.00,64.00,4015.03,0.00,1082.00,0.00,3845.00
2019-01-28 18:00:00,4103.13,,695.00,64.00,3957.33,0.00,1072.00,0.00,3786.00
2019-01-29 18:00:00,3857.43,,611.00,64.00,3666.46,0.00,970.00,0.00,3494.00
2019-01-30 18:00:00,3773.23,,583.00,64.00,3994.12,0.00,1065.00,0.00,3738.00
2019-01-31 18:00:00,3776.35,,579.00,64.00,3858.96,0.00,1030.00,0.00,3662.00
2019-02-01 18:00:00,3764.68,,577.00,64.00,3822.07,0.00,1024.00,0.00,3612.00
2019-02-02 18:00:00,3744.41,,570.00,64.00,3769.55,0.00,1015.00,0.00,3563.00
2019-02-03 18:00:00,3732.83,,566.00,64.00,3771.08,0.00,1011.00,0.00,3567.00
2019-02-04 18:00:00,3711.46,,561.00,64.00,3743.02,0.00,1000.00,0.00,3528.00
2019-02-05 18:00:00,3686.77,,556.00,64.00,3690.61,0.00,982.00,0.00,3462.00
2019-02-06 18:00:00,3676.68,,551.00,64.00,3672.36,0.00,1002.00,0.00,3432.00
2019-02-07 18:00:00,3674.17,,551.00,64.00,3635.24,0.00,979.00,0.00,3408.00
2019-02-08 18:00:00,3660.36,,548.00,64.00,3635.65,0.00,1057.00,0.00,3321.00
