Well,PERIOD,TP,CP,BH,GROSS OIL,GROSS WTR,GROSS GAS,GROSS BOE,Downtime,Lift,Choke,Cum Prod,Days Online,Formation,Pad,Comp Order
FORAKER 1207 4LMH-11,4/15/2019,1099,625,,719.89,972,2790,1184.89,0,FLOW,44,6633.65,12,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/16/2019,1092,643,,662.82,905,2757,1122.32,0,FLOW,44,7296.47,13,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/17/2019,1074,640,,643.32,778,2579,1073.1533,0,FLOW,44,7939.79,14,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/18/2019,525,589,,669.77,746,2650,1111.4367,0,FLOW,45.83333333,8609.56,15,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/19/2019,563,559,,655.16,751,2886,1136.16,0,FLOW,46,9264.72,16,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/20/2019,588,547,,607.81,672,2926,1095.4767,0,FLOW,46,9872.53,17,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/21/2019,603,527,,591.09,633,2882,1071.4233,0,FLOW,46,10463.62,18,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/22/2019,618,520,,564.63,631,2857,1040.7967,0,FLOW,46,11028.25,19,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/23/2019,627,513,,553.5,594,2832,1025.5,0,FLOW,46,11581.75,20,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/24/2019,633,500,,530.53,568,2772,992.53,0,FLOW,46,12112.28,21,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/25/2019,638,493,,509.64,533,2839,982.8067,0,FLOW,47.75,12621.92,22,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/26/2019,641,475,,483.18,515,2834,955.5133,0,FLOW,48,13105.1,23,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/27/2019,644,489,,475.52,507,2775,938.02,0,FLOW,50,13580.62,24,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/28/2019,646,455,,454.65,522,2811,923.15,0,FLOW,50,14035.27,25,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/29/2019,647,451,,440.02,482,2778,903.02,0,FLOW,50,14475.29,26,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,4/30/2019,625,444,,428.87,463,2745,886.37,0,FLOW,50,14904.16,27,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/1/2019,647,426,,425.39,442,2727,879.89,0,FLOW,51.91666667,15329.55,28,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/2/2019,647,411,,408.69,430,2758,868.3567,0,FLOW,53.66666667,15738.24,29,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/3/2019,647,397,,390.59,415,2781,854.09,0,FLOW,54,16128.83,30,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/4/2019,647,380,,380.84,405,2737,837.0067,0,FLOW,54,16509.67,31,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/5/2019,646,384,,369,383,2711,820.8333,0,FLOW,54,16878.67,32,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/6/2019,644,372,,359.96,381,2670,804.96,0,FLOW,54,17238.63,33,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/7/2019,641,375,,356.47,361,2641,796.6367,0,FLOW,55.91666667,17595.1,34,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/8/2019,637,360,,335.58,356,2629,773.7467,0,FLOW,57.91666667,17930.68,35,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/9/2019,633,362,,331.41,352,2600,764.7433,0,FLOW,59.33333333,18262.09,36,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/10/2019,629,329,,325.15,332,2576,754.4833,0,FLOW,60,18587.24,37,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/11/2019,626,339,,326.54,318,2558,752.8733,0,FLOW,62.33333333,18913.78,38,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/12/2019,603,317,,304.96,313,2549,729.7933,0,FLOW,64,19218.74,39,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/13/2019,588,317,,288.93,301,2526,709.93,0,FLOW,64,19507.67,40,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/14/2019,982,327,,289.64,303,2511,708.14,0,FLOW,64,19797.31,41,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/15/2019,579,306,,274.31,291,2485,688.4767,0,FLOW,64,20071.62,42,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/16/2019,577,299,2418,278.49,285,2436,684.49,0,FLOW,64,20350.11,43,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/17/2019,571,311,,272.23,278,2426,676.5633,0,FLOW,64,20622.34,44,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/18/2019,566,292,,265.26,268,2407,666.4267,0,FLOW,64,20887.6,45,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/19/2019,563,293,,256.21,232,2363,650.0433,0,FLOW,64,21143.81,46,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/20/2019,560,287,,252.04,250,2315,637.8733,0,FLOW,64,21395.85,47,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/21/2019,550,286,,247.86,252,2331,636.36,0,FLOW,64,21643.71,48,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/22/2019,545,285,,240.2,254,2326,627.8667,0,FLOW,64,21883.91,49,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/23/2019,542,287,,236.72,244,2412,638.72,0,FLOW,,22120.63,50,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/24/2019,542,293,,225.59,233,2071,570.7567,0,FLOW,,22346.22,51,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/25/2019,535,279,,222.09,225,2311,607.2567,0,FLOW,,22568.31,52,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/26/2019,532,279,,225.59,221,2254,601.2567,0,FLOW,,22793.9,53,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/27/2019,529,290,,219.31,217,2239,592.4767,0,FLOW,,23013.21,54,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/28/2019,526,276,,211.65,202,2242,585.3167,0,FLOW,,23224.86,55,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/29/2019,522,271,,207.47,208,2171,569.3033,0,FLOW,,23432.33,56,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/30/2019,518,269,,217.23,214,2090,565.5633,0,FLOW,,23649.56,57,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,5/31/2019,514,268,,199.82,220,2157,559.32,0,FLOW,,23849.38,58,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/1/2019,510,272,,197.73,215,2141,554.5633,0,FLOW,,24047.11,59,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/2/2019,507,265,,184.5,209,2108,535.8333,0,FLOW,,24231.61,60,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/3/2019,507,259,,203.3,199,2109,554.8,0,FLOW,,24434.91,61,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/4/2019,505,256,,204,199,2108,555.3333,0,FLOW,,24638.91,62,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/5/2019,500,255,,199.81,188,2083,546.9767,0,FLOW,,24838.72,63,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/6/2019,498,248,,198.43,188,2067,542.93,0,FLOW,,25037.15,64,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/7/2019,495,245,,149.69,192,2104,500.3567,0,FLOW,,25186.84,65,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/8/2019,493,241,,181.01,190,1969,509.1767,0,FLOW,,25367.85,66,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/9/2019,491,248,,162.23,178,2019,498.73,0,FLOW,,25530.08,67,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/10/2019,487,240,,190.07,164,2017,526.2367,0,FLOW,,25720.15,68,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/11/2019,462,169,,181.01,167,2185,545.1767,0,FLOW,,25901.16,69,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/12/2019,449,169,,172.68,204,2163,533.18,0,FLOW,,26073.84,70,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/13/2019,440,168,,169.87,181,2181,533.37,0,FLOW,,26243.71,71,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/14/2019,433,157,,174.76,179,2145,532.26,0,FLOW,,26418.47,72,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/15/2019,426,159,,158.74,175,2134,514.4067,0,FLOW,,26577.21,73,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/16/2019,424,229,,174.76,180,2153,533.5933,0,FLOW,,26751.97,74,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/17/2019,434,176,,167.79,159,2315,553.6233,0,FLOW,,26919.76,75,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/18/2019,425,160,,158.05,163,2086,505.7167,0,FLOW,,27077.81,76,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/19/2019,417,154,,144.11,155,2032,482.7767,0,FLOW,,27221.92,77,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/20/2019,412,153,,213.04,160,1973,541.8733,0,FLOW,,27434.96,78,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/21/2019,407,155,,149.69,159,2438,556.0233,0,FLOW,,27584.65,79,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/22/2019,402,152,,169.87,157,1780,466.5367,0,FLOW,,27754.52,80,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/23/2019,396,145,,111.4,147,2394,510.4,0,FLOW,,27865.92,81,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/24/2019,393,146,,141.33,144,1576,403.9967,0,FLOW,,28007.25,82,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/25/2019,390,147,,140.64,138,2012,475.9733,0,FLOW,,28147.89,83,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/26/2019,388,150,,139.96,141,2033,478.7933,0,FLOW,,28287.85,84,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,6/27/2019,384,135,,0,135,1981,330.1667,0,FLOW,,28287.85,85,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/1/2019,368,130,,90.51,163,2081,,,,,28378.36,89.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/2/2019,363,128,,140.63,157,1601,,,,,28518.99,90.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/3/2019,359,132,,124.63,162,1972,,,,,28643.62,91.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/4/2019,357,127,,116.96,160,1954,,,,,28760.58,92.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/5/2019,354,129,,124.62,153,1954,,,,,28885.2,93.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/6/2019,352,128,,116.27,152,2192,,,,,29001.47,94.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/7/2019,350,128,,100.95,149,1875,,,,,29102.42,95.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/8/2019,349,123,,112.1,145,1864,,,,,29214.52,96.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/9/2019,350,125,,101.65,142,1776,,,,,29316.17,97.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/10/2019,351,130,,114.18,145,1857,,,,,29430.35,98.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/11/2019,349,124,,117.67,141,1902,,,,,29548.02,99.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/12/2019,352,136,,124.61,137,2080,,,,,29672.63,100.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/13/2019,353,139,,107.22,131,2006,,,,,29779.85,101.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/14/2019,354,138,,86.34,128,1979,,,,,29866.19,102.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/15/2019,354,138,,110,128,1419,,,,,29976.19,103.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/16/2019,355,139,,108.61,126,1639,,,,,30084.8,104.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/17/2019,355,141,,100.95,125,1897,,,,,30185.75,105.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/18/2019,359,134,,116.27,121,1842,,,,,30302.02,106.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/19/2019,360,136,,107.91,126,1855,,,,,30409.93,107.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/20/2019,358,138,,98.17,125,1852,,,,,30508.1,108.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/21/2019,357,140,,75.89,124,1806,,,,,30583.99,109.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/22/2019,358,136,,79.37,123,1848,,,,,30663.36,110.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/23/2019,357.36,138.14,,85.63,118.81,1845.34,,,,,30748.99,111.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/24/2019,355.86,132.84,,112.79,125.46,1827.08,,,,,30861.78,112.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/25/2019,353.53,132.11,,105.83,127.36,1813.2,,,,,30967.61,113.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/26/2019,352.79,131.62,,96.77,128.59,1802.14,,,,,31064.38,114.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/27/2019,351.14,130.62,,95.38,125.82,1784.19,,,,,31159.76,115.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/28/2019,350.63,132.55,,91.21,126.08,1772.41,,,,,31250.97,116.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/29/2019,348.99,132.92,,98.87,127.24,1741.43,,,,,31349.84,117.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/30/2019,352.82,138.36,,89.13,120.39,1716.84,,,,,31438.97,118.00,LM,Pad2,2ZL
FORAKER 1207 4LMH-11,7/31/2019,352.65,137.01,,98.16,119.47,1729.79,,,,,31537.13,119.00,LM,Pad2,2ZL
FORAKER 1207 5WH-11,4/4/2019,300,407,4356,125.26,833,34,130.9267,0,FLOW,34,125.26,1,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/5/2019,740,528,4144,128.03,1312,225,165.53,0,FLOW,38,253.29,2,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/6/2019,1134,546,3940,217.8,2360,457,293.9667,0,FLOW,41.33333333,471.09,3,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/7/2019,1208,515,3813,240.76,2653,630,345.76,0,FLOW,44.66666667,711.85,4,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/8/2019,1238,491,3489,290.18,2794,911,442.0133,0,FLOW,47.41666667,1002.03,5,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/9/2019,1239,495,3304,357.67,2760,1109,542.5033,0,FLOW,50,1359.7,6,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/10/2019,1219,506,3123,400.11,2689,1372,628.7767,0,FLOW,51.41666667,1759.81,7,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/11/2019,1199,506,2937,454.93,2610,1569,716.43,0,FLOW,53.91666667,2214.74,8,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/12/2019,1201,500,2775,481.58,2490,1811,783.4133,0,FLOW,55.58333333,2696.32,9,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/13/2019,1208,494,2615,466.64,2319,1950,791.64,0,FLOW,56.83333333,3162.96,10,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/14/2019,1202,498,2532,477.86,2142,2033,816.6933,0,FLOW,58,3640.82,11,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/15/2019,1164,487,2399,460.55,2009,2123,814.3833,0,FLOW,58,4101.37,12,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/16/2019,1132,476,2296,442.5,1792,2168,803.8333,0,FLOW,58,4543.87,13,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/17/2019,1101,469,2213,427.81,1697,2196,793.81,0,FLOW,58,4971.68,14,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/18/2019,1074,453,2138,414.04,1533,2201,780.8733,0,FLOW,59.83333333,5385.72,15,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/19/2019,1043,449,2059,414.75,1454,2236,787.4167,0,FLOW,60,5800.47,16,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/20/2019,1020,429,2000,385.38,1317,2267,763.2133,0,FLOW,60,6185.85,17,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/21/2019,994,422,1943,366.61,1233,2210,734.9433,0,FLOW,60,6552.46,18,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/22/2019,1001,416,1891,364.64,1189,2183,728.4733,0,FLOW,60,6917.1,19,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/23/2019,966,405,1851,347.92,1113,2118,700.92,0,FLOW,60,7265.02,20,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/24/2019,947,374,1804,334.7,1030,2175,697.2,0,FLOW,60,7599.72,21,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/25/2019,924,377,1766,320.8,971,2146,678.4667,0,FLOW,61.75,7920.52,22,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/26/2019,914,383,1729,302.69,916,2418,705.69,0,FLOW,62,8223.21,23,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/27/2019,895,374,1694,295.74,883,2075,641.5733,0,FLOW,63.91666667,8518.95,24,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/28/2019,878,366,1663,290.18,888,2057,633.0133,0,FLOW,64,8809.13,25,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/29/2019,868,362,1637,272.78,812,1999,605.9467,0,FLOW,64,9081.91,26,WF,Pad2,2ZF
FORAKER 1207 5WH-11,4/30/2019,842,421,1607,269.99,771,1996,602.6567,0,FLOW,64,9351.9,27,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/1/2019,827,426,1582,262.35,757,1953,587.85,0,FLOW,64,9614.25,28,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/2/2019,813,363,1557,258.15,733,1935,580.65,0,FLOW,64,9872.4,29,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/3/2019,809,340,1530,251.89,707,1945,576.0567,0,FLOW,64,10124.29,30,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/4/2019,826,383,1507,246.34,691,1911,564.84,0,FLOW,64,10370.63,31,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/5/2019,822,329,1491,236.6,662,1903,553.7667,0,FLOW,64,10607.23,32,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/6/2019,879,332,1470,231.72,648,1878,544.72,0,FLOW,64,10838.95,33,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/7/2019,884,321,1457,226.15,643,1862,536.4833,0,FLOW,64,11065.1,34,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/8/2019,870,334,1434,225.46,629,1842,532.46,0,FLOW,64,11290.56,35,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/9/2019,849,317,1413,223.37,614,1834,529.0367,0,FLOW,64,11513.93,36,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/10/2019,833,325,1379,219.88,589,1822,523.5467,0,FLOW,64,11733.81,37,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/11/2019,822,338,1381,208.76,577,1812,510.76,0,FLOW,64,11942.57,38,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/12/2019,809,305,1365,201.79,627,1795,500.9567,0,FLOW,64,12144.36,39,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/13/2019,799,303,1357,202.5,551,1784,499.8333,0,FLOW,64,12346.86,40,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/14/2019,788,301,1341,197.62,730,1769,492.4533,0,FLOW,64,12544.48,41,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/15/2019,778,301,1325,208.76,711,1746,499.76,0,FLOW,64,12753.24,42,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/16/2019,745,271,1285,187.18,694,1834,492.8467,0,FLOW,64,12940.42,43,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/17/2019,739,269,1277,197.63,657,1820,500.9633,0,FLOW,64,13138.05,44,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/18/2019,730,286,1261,192.74,715,1798,492.4067,0,FLOW,64,13330.79,45,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/19/2019,722,263,1253,185.79,699,1758,478.79,0,FLOW,64,13516.58,46,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/20/2019,715,265,1245,200.41,681,1756,493.0767,0,FLOW,64,13716.99,47,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/21/2019,679,292,1221,164.23,618,1683,444.73,0,FLOW,64,13881.22,48,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/22/2019,700,265,1213,180.92,589,1826,485.2533,0,FLOW,64,14062.14,49,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/23/2019,712,299,1210,176.05,569,1810,477.7167,0,FLOW,,14238.19,50,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/24/2019,717,279,1210,169.79,570,1543,426.9567,0,FLOW,,14407.98,51,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/25/2019,718,298,1210,167.7,526,1720,454.3667,0,FLOW,,14575.68,52,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/26/2019,721,272,1182,186.49,501,1680,466.49,0,FLOW,,14762.17,53,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/27/2019,715,250,1180,157.27,514,1771,452.4367,0,FLOW,,14919.44,54,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/28/2019,717,253,1175,167,506,1591,432.1667,0,FLOW,,15086.44,55,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/29/2019,883,254,1164,176.75,519,1669,454.9167,0,FLOW,,15263.19,56,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/30/2019,883,275,1164,164.91,489,1612,433.5767,0,FLOW,,15428.1,57,WF,Pad2,2ZF
FORAKER 1207 5WH-11,5/31/2019,876,231,1158,159.35,503,1663,436.5167,0,FLOW,,15587.45,58,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/1/2019,876,248,1150,158.67,488,1643,432.5033,0,FLOW,,15746.12,59,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/2/2019,867,231,1120,147.51,481,1616,416.8433,0,FLOW,,15893.63,60,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/3/2019,861,234,1126,156.57,467,1617,426.07,0,FLOW,,16050.2,61,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/4/2019,854,239,116,131.51,457,1623,402.01,0,FLOW,,16181.71,62,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/5/2019,855,235,1111,168.4,426,1593,433.9,0,FLOW,,16350.11,63,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/6/2019,852,234,1009,164.91,400,1587,429.41,0,FLOW,,16515.02,64,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/7/2019,850,233,1109,133.61,440,1559,393.4433,0,FLOW,,16648.63,65,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/8/2019,838,229,1093,147.52,407,1479,394.02,0,FLOW,,16796.15,66,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/9/2019,832,215,1078,136.39,393,1535,392.2233,0,FLOW,,16932.54,67,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/10/2019,821,212,1078,140.56,388,1536,396.56,0,FLOW,,17073.1,68,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/11/2019,815,201,1068,141.95,372,1525,396.1167,0,FLOW,,17215.05,69,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/12/2019,807,218,158,141.96,359,1479,388.46,0,FLOW,,17357.01,70,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/13/2019,778,217,1051,137.08,364,1509,388.58,0,FLOW,,17494.09,71,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/14/2019,807,216,1053,155.87,363,1546,413.5367,0,FLOW,,17649.96,72,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/15/2019,746,158,974,134.31,371,1702,417.9767,0,FLOW,,17784.27,73,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/16/2019,779,231,1018,139.17,380,1649,414.0033,0,FLOW,,17923.44,74,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/17/2019,741,224,967,141.96,329,1651,417.1267,0,FLOW,,18065.4,75,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/18/2019,721,178,943,123.86,353,1457,366.6933,0,FLOW,,18189.26,76,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/19/2019,710,197,927,128.04,325,1356,354.04,0,FLOW,,18317.3,77,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/20/2019,708,148,923,126.65,336,1292,341.9833,0,FLOW,,18443.95,78,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/21/2019,705,147,919,115.51,325,1558,375.1767,0,FLOW,,18559.46,79,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/22/2019,702,145,918,125.96,309,1167,320.46,0,FLOW,,18685.42,80,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/23/2019,709,139,926,106.46,297,1511,358.2933,0,FLOW,,18791.88,81,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/24/2019,704,147,918,137.78,312,1086,318.78,0,FLOW,,18929.66,82,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/25/2019,711,150,930,102.99,317,1393,335.1567,0,FLOW,,19032.65,83,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/26/2019,704,152,918,119,302,1380,349,0,FLOW,,19151.65,84,WF,Pad2,2ZF
FORAKER 1207 5WH-11,6/27/2019,685,145,894,0,294,1322,220.3333,0,FLOW,,19151.65,85,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/1/2019,669,149,875,14.62,272,1352,,,,,19166.27,89.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/2/2019,667,121,870,119.69,292,1034,,,,,19285.96,90.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/3/2019,669,129,874,103.68,561,1249,,,,,19389.64,91.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/4/2019,665,119,870,107.16,457,1231,,,,,19496.8,92.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/5/2019,665,120,870,115.51,406,1222,,,,,19612.31,93.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/6/2019,662,180,862,99.5,398,1360,,,,,19711.81,94.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/7/2019,662,167,867,78.63,366,1151,,,,,19790.44,95.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/8/2019,658,167,858,88.38,366,1128,,,,,19878.82,96.00,WF,Pad2,2ZF
