Well,PERIOD,TP,CP,BH,GROSS OIL,GROSS WTR,GROSS GAS,GROSS BOE,Downtime,Lift,Choke,Cum Prod,Days Online,Formation,Pad,Comp Order
FORAKER 1207 5WH-11,7/9/2019,657,125,858,149.61,347,1060,,,,,20028.43,97.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/10/2019,665,125,871,103.68,346,1095,,,,,20132.11,98.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/11/2019,657,115,859,98.8,340,1121,,,,,20230.91,99.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/12/2019,681,176,891,107.87,286,1129,,,,,20338.78,100.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/13/2019,692,127,906,89.76,298,1147,,,,,20428.54,101.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/14/2019,690,126,902,73.07,271,890,,,,,20501.61,102.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/15/2019,683,186,895,91.15,261,738,,,,,20592.76,103.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/16/2019,712,143,935,88.38,191,767,,,,,20681.14,104.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/17/2019,697,136,915,74.45,163,863,,,,,20755.59,105.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/18/2019,736,123,967,89.77,154,736,,,,,20845.36,106.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/19/2019,763,145,1011,82.81,157,703,,,,,20928.17,107.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/20/2019,762,140,1010,79.32,152,654,,,,,21007.49,108.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/21/2019,735,128,1109,0.7,126,485,,,,,21008.19,109.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/22/2019,420,126,1373,0,34,123,,,,,21008.19,110.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/23/2019,480.32,603.39,1477,0,1.13,0,,,,,21008.19,111.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/24/2019,648.95,704.69,1341,16.7,2.66,34.46,,,,,21024.89,112.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/25/2019,619.13,51.74,1485,68.89,8.51,61.12,,,,,21093.78,113.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/26/2019,926.29,111.87,1437,29.92,142.73,33.2,,,,,21123.7,114.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/27/2019,896.56,110.25,1453,66.11,323.33,167.1,,,,,21189.81,115.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/28/2019,836.48,114.54,982,73.77,250.21,281.88,,,,,21263.58,116.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/29/2019,702.57,126.49,1101,84.2,331.86,527.15,,,,,21347.78,117.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/30/2019,659.71,132.51,1101,81.41,288.95,624.03,,,,,21429.19,118.00,WF,Pad2,2ZF
FORAKER 1207 5WH-11,7/31/2019,628.1,128.72,1101,82.11,260.63,716.22,,,,,21511.3,119.00,WF,Pad2,2ZF
FORAKER 1207 6UMH-11,4/4/2019,,,,150.38,0,0,150.38,0,FLOW,22,150.38,1,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/5/2019,992,1202,4259,208.87,37,185,239.7033,0,FLOW,26.66666667,359.25,2,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/6/2019,1679,1182,4115,916.25,350,461,993.0833,0,FLOW,30,1275.5,3,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/7/2019,1651,1223,3828,1096.56,601,1191,1295.06,0,FLOW,32.75,2372.06,4,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/8/2019,1495,1093,3581,1183.6,716,1629,1455.1,0,FLOW,35.16666667,3555.66,5,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/9/2019,1385,999,3430,1144.61,772,1785,1442.11,0,FLOW,36,4700.27,6,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/10/2019,1309,938,3314,1187.78,707,1756,1480.4467,0,FLOW,37.41666667,5888.05,7,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/11/2019,1246,870,3179,1575.56,693,1781,1872.3933,0,FLOW,40.91666667,7463.61,8,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/12/2019,1170,796,3019,1260.21,737,2064,1604.21,0,FLOW,44,8723.82,9,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/13/2019,1175,737,2864,1482.25,738,2326,1869.9167,0,FLOW,46,10206.07,10,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/14/2019,1174,712,2764,1361.85,683,2516,1781.1833,0,FLOW,47.83333333,11567.92,11,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/15/2019,1173,694,2664,1372.97,796,2648,1814.3033,0,FLOW,48,12940.89,12,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/16/2019,1172,695,2574,1316.58,546,2763,1777.08,0,FLOW,48,14257.47,13,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/17/2019,1172,698,2496,1275.49,503,2877,1754.99,0,FLOW,48,15532.96,14,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/18/2019,1176,692,2438,1258.79,466,2964,1752.79,0,FLOW,49.83333333,16791.75,15,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/19/2019,1173,706,2347,1230.92,443,3232,1769.5867,0,FLOW,50,18022.67,16,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/20/2019,1159,709,2263,1182.21,418,3509,1767.0433,0,FLOW,50,19204.88,17,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/21/2019,1152,736,2194,1147.37,376,3631,1752.5367,0,FLOW,50,20352.25,18,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/22/2019,1155,700,2130,1074.97,377,3779,1704.8033,0,FLOW,50,21427.22,19,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/23/2019,1147,670,2085,1024.85,359,3976,1687.5167,0,FLOW,50,22452.07,20,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/24/2019,1136,675,2024,993.54,408,3632,1598.8733,0,FLOW,50,23445.61,21,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/25/2019,1118,734,1966,1003.27,373,4059,1679.77,0,FLOW,51.66666667,24448.88,22,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/26/2019,1119,725,1871,961.5,324,4415,1697.3333,0,FLOW,52,25410.38,23,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/27/2019,1121,682,1810,930.87,324,4577,1693.7033,0,FLOW,53.83333333,26341.25,24,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/28/2019,1097,683,1765,903.7,315,4662,1680.7,0,FLOW,54,27244.95,25,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/29/2019,1085,673,1683,856.36,314,4808,1657.6933,0,FLOW,54,28101.31,26,UM,Pad2,1Z
FORAKER 1207 6UMH-11,4/30/2019,1084,668,1641,827.82,298,4697,1610.6533,0,FLOW,54,28929.13,27,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/1/2019,1084,639,1604,788.13,287,4815,1590.63,0,FLOW,55.75,29717.26,28,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/2/2019,1068,611,1567,735.91,277,4710,1520.91,0,FLOW,57.58333333,30453.17,29,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/3/2019,1062,596,1525,715.73,260,4642,1489.3967,0,FLOW,58,31168.9,30,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/4/2019,1055,584,1504,676.73,249,4683,1457.23,0,FLOW,58,31845.63,31,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/5/2019,1039,571,1477,654.47,235,4523,1408.3033,0,FLOW,58,32500.1,32,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/6/2019,1034,556,1438,647.48,234,4559,1407.3133,0,FLOW,58,33147.58,33,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/7/2019,1021,552,1414,616.87,234,4722,1403.87,0,FLOW,59.83333333,33764.45,34,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/8/2019,1016,506,1388,586.91,225,4655,1362.7433,0,FLOW,61.66666667,34351.36,35,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/9/2019,1002,580,1341,564.64,222,4665,1342.14,0,FLOW,63.33333333,34916,36,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/10/2019,1004,481,1333,541.68,212,4648,1316.3467,0,FLOW,64,35457.68,37,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/11/2019,1002,481,1317,527.73,203,4541,1284.5633,0,FLOW,64,35985.41,38,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/12/2019,1001,430,1293,516.6,193,4443,1257.1,0,FLOW,64,36502.01,39,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/13/2019,982,458,1269,483.87,195,4556,1243.2033,0,FLOW,64,36985.88,40,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/14/2019,973,421,1261,484.57,181,4351,1209.7367,0,FLOW,64,37470.45,41,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/15/2019,940,382,1213,453.24,184,4468,1197.9067,0,FLOW,64,37923.69,42,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/16/2019,948,482,1229,453.95,175,4368,1181.95,0,FLOW,64,38377.64,43,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/17/2019,930,405,1205,427.48,172,4373,1156.3133,0,FLOW,64,38805.12,44,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/18/2019,913,488,1181,415.65,169,4339,1138.8167,0,FLOW,64,39220.77,45,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/19/2019,912,454,1181,413.56,163,4231,1118.7267,0,FLOW,64,39634.33,46,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/20/2019,881,396,1141,381.53,166,4259,1091.3633,0,FLOW,64,40015.86,47,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/21/2019,883,426,1141,385.72,156,4206,1086.72,0,FLOW,64,40401.58,48,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/22/2019,864,421,1141,374.57,155,4153,1066.7367,0,FLOW,64,40776.15,49,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/23/2019,851,361,1141,357.16,153,4351,1082.3267,0,FLOW,,41133.31,50,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/24/2019,844,419,1441,334.19,142,3700,950.8567,0,FLOW,,41467.5,51,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/25/2019,845,375,1141,327.24,130,4023,997.74,0,FLOW,,41794.74,52,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/26/2019,849,371,1138,346.02,125,3902,996.3533,0,FLOW,,42140.76,53,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/27/2019,837,474,1135,342.55,131,3925,996.7167,0,FLOW,,42483.31,54,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/28/2019,830,347,1128,317.48,136,3981,980.98,0,FLOW,,42800.79,55,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/29/2019,827,348,1120,316.79,140,3832,955.4567,0,FLOW,,43117.58,56,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/30/2019,796,371,1119,309.12,132,3756,935.12,0,FLOW,,43426.7,57,UM,Pad2,1Z
FORAKER 1207 6UMH-11,5/31/2019,812,374,1115,281.28,136,3863,925.1133,0,FLOW,,43707.98,58,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/1/2019,797,347,1100,286.85,130,3755,912.6833,0,FLOW,,43994.83,59,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/2/2019,799,331,1080,267.36,122,3694,883.0267,0,FLOW,,44262.19,60,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/3/2019,779,366,1142,292.41,126,3686,906.7433,0,FLOW,,44554.6,61,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/4/2019,770,407,1142,272.92,121,3797,905.7533,0,FLOW,,44827.52,62,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/5/2019,768,405,1142,239.5,115,3648,847.5,0,FLOW,,45067.02,63,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/6/2019,794,370,1139,240.91,117,3652,849.5767,0,FLOW,,45307.93,64,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/7/2019,791,374,1135,300.77,121,3759,927.27,0,FLOW,,45608.7,65,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/8/2019,745,361,1142,242.99,124,3559,836.1567,0,FLOW,,45851.69,66,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/9/2019,734,380,1142,247.86,118,3790,879.5267,0,FLOW,,46099.55,67,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/10/2019,725,358,1142,298.68,113,3386,863.0133,0,FLOW,,46398.23,68,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/11/2019,696,184,1142,213.75,116,3918,866.75,0,FLOW,,46611.98,69,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/12/2019,673,325,1142,247.16,129,3918,900.16,0,FLOW,,46859.14,70,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/13/2019,671,178,1141,236.03,123,4006,903.6967,0,FLOW,,47095.17,71,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/14/2019,670,175,1141,238.81,120,3925,892.9767,0,FLOW,,47333.98,72,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/15/2019,636,135,1141,228.37,125,4011,896.87,0,FLOW,,47562.35,73,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/16/2019,641,247,1141,269.44,127,4032,941.44,0,FLOW,,47831.79,74,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/17/2019,601,219,1141,210.26,115,4315,929.4267,0,FLOW,,48042.05,75,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/18/2019,590,212,1141,203.99,132,4065,881.49,0,FLOW,,48246.04,76,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/19/2019,616,182,1141,195.64,115,3762,822.64,0,FLOW,,48441.68,77,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/20/2019,597,184,1141,217.23,116,3626,821.5633,0,FLOW,,48658.91,78,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/21/2019,569,212,1141,188.68,119,4539,945.18,0,FLOW,,48847.59,79,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/22/2019,578,187,1141,204,110,3395,769.8333,0,FLOW,,49051.59,80,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/23/2019,580,177,1141,165.7,110,4358,892.0333,0,FLOW,,49217.29,81,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/24/2019,560,164,1141,194.25,112,2927,682.0833,0,FLOW,,49411.54,82,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/25/2019,552,173,1141,181.02,113,3780,811.02,0,FLOW,,49592.56,83,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/26/2019,563,189,1141,175.45,108,3802,809.1167,0,FLOW,,49768.01,84,UM,Pad2,1Z
FORAKER 1207 6UMH-11,6/27/2019,551,171,1141,0,106,3587,597.8333,0,FLOW,,49768.01,85,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/1/2019,519,162,1141,163.61,109,3823,,,,,49931.62,89.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/2/2019,515,147,1141,132.98,103,2935,,,,,50064.6,90.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/3/2019,520,161,1141,148.99,101,3564,,,,,50213.59,91.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/4/2019,548,149,1141,144.12,98,3493,,,,,50357.71,92.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/5/2019,517,146,1141,176.85,95,3438,,,,,50534.56,93.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/6/2019,516,151,1141,154.56,97,3875,,,,,50689.12,94.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/7/2019,496,148,1141,121.84,103,3351,,,,,50810.96,95.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/8/2019,506,141,1141,120.45,99,3330,,,,,50931.41,96.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/9/2019,530,151,1141,189.37,90,3054,,,,,51120.78,97.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/10/2019,513,143,1141,137.85,79,3125,,,,,51258.63,98.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/11/2019,506,147,1141,155.27,84,3202,,,,,51413.9,99.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/12/2019,516,165,1141,164.31,87,3569,,,,,51578.21,100.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/13/2019,494,166,1141,147.6,94,3559,,,,,51725.81,101.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/14/2019,489,160,1141,103.74,94,3454,,,,,51829.55,102.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/15/2019,501,147,1141,130.2,82,2569,,,,,51959.75,103.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/16/2019,512,146,1141,126.7,77,2778,,,,,52086.45,104.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/17/2019,495,154,1141,112.1,81,3207,,,,,52198.55,105.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/18/2019,494,148,1141,137.85,73,3043,,,,,52336.4,106.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/19/2019,513,145,1141,139.25,84,3050,,,,,52475.65,107.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/20/2019,484,150,1141,131.58,84,3110,,,,,52607.23,108.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/21/2019,485,160,1141,102.35,83,3139,,,,,52709.58,109.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/22/2019,479,157,1141,91.9,77,3165,,,,,52801.48,110.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/23/2019,476.05,149.91,1141,124.62,82.25,3166.68,,,,,52926.1,111.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/24/2019,488.14,136.22,1141,127.42,81.82,3123.78,,,,,53053.52,112.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/25/2019,472.93,158.32,1141,135.76,82.26,3094.38,,,,,53189.28,113.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/26/2019,473.26,151.43,1141,115.57,71.97,2998.33,,,,,53304.85,114.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/27/2019,474.94,147.42,1141,108.62,80.85,2940.28,,,,,53413.47,115.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/28/2019,473.83,143.4,1141,113.49,76.87,2900.07,,,,,53526.96,116.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/29/2019,469.35,144.34,1141,110,79.93,2846.93,,,,,53636.96,117.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/30/2019,495.74,162.23,1141,100.95,66.06,2761.88,,,,,53737.91,118.00,UM,Pad2,1Z
FORAKER 1207 6UMH-11,7/31/2019,478.18,159.8,1141,108.61,57.67,2677.16,,,,,53846.52,119.00,UM,Pad2,1Z
FORAKER 1207 7SMH-11,4/6/2019,696,845,4225,164.26,313,112,182.9267,0,FLOW,27.33333333,164.26,1,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/7/2019,1448,877,4215,264.5,1299,446,338.8333,0,FLOW,30.75,428.76,2,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/8/2019,1372,867,3955,381.33,1611,805,515.4967,0,FLOW,32,810.09,3,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/9/2019,1306,845,3770,437.1,1639,945,594.6,0,FLOW,34,1247.19,4,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/10/2019,1247,827,3560,550.45,1598,1219,753.6167,0,FLOW,35.41666667,1797.64,5,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/11/2019,1196,802,3405,659.06,1520,1382,889.3933,0,FLOW,38.91666667,2456.7,6,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/12/2019,1164,739,3208,759.26,1647,1619,1029.0933,0,FLOW,41.58333333,3215.96,7,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/13/2019,1171,703,3028,821.23,1637,1733,1110.0633,0,FLOW,43.83333333,4037.19,8,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/14/2019,1177,675,2864,986.08,1568,1944,1310.08,0,FLOW,46.58333333,5023.27,9,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/15/2019,1169,544,2605,1059.26,1631,2439,1465.76,0,FLOW,48,6082.53,10,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/16/2019,1176,515,2484,1020.41,1587,2726,1474.7433,0,FLOW,48,7102.94,11,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/17/2019,1142,496,2381,977.22,1393,2900,1460.5533,0,FLOW,48,8080.16,12,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/18/2019,1133,496,2295,944.52,1233,2944,1435.1867,0,FLOW,48,9024.68,13,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/19/2019,1135,474,2218,910.41,1117,2987,1408.2433,0,FLOW,49.83333333,9935.09,14,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/20/2019,1130,460,2140,879.12,975,3025,1383.2867,0,FLOW,50,10814.21,15,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/21/2019,1112,454,2080,840.7,940,2977,1336.8667,0,FLOW,50,11654.91,16,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/22/2019,1111,445,2015,813.66,854,2979,1310.16,0,FLOW,50,12468.57,17,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/23/2019,1103,432,1955,781.64,806,3009,1283.14,0,FLOW,50,13250.21,18,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/24/2019,1114,422,1894,738.45,758,2865,1215.95,0,FLOW,50,13988.66,19,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/25/2019,1123,417,1846,709.95,711,3001,1210.1167,0,FLOW,51.66666667,14698.61,20,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/26/2019,1104,402,1788,673.07,670,3015,1175.57,0,FLOW,52,15371.68,21,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/27/2019,1081,409,1738,658.4,645,3003,1158.9,0,FLOW,53.83333333,16030.08,22,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/28/2019,1068,399,1690,631.32,609,3006,1132.32,0,FLOW,54,16661.4,23,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/29/2019,1070,392,1652,609.03,581,2958,1102.03,0,FLOW,54,17270.43,24,SM,Pad2,1Z
FORAKER 1207 7SMH-11,4/30/2019,1066,394,1612,588.85,560,2904,1072.85,0,FLOW,54,17859.28,25,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/1/2019,1048,378,1579,576.31,528,3238,1115.9767,0,FLOW,55.75,18435.59,26,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/2/2019,1037,367,1540,546.39,518,2971,1041.5567,0,FLOW,57.58333333,18981.98,27,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/3/2019,1039,355,1506,531.7,491,2981,1028.5333,0,FLOW,58,19513.68,28,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/4/2019,1033,339,1478,507.26,472,2928,995.26,0,FLOW,58,20020.94,29,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/5/2019,1029,341,1456,494.17,447,2907,978.67,0,FLOW,58,20515.11,30,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/6/2019,1025,352,1424,481.59,423,2876,960.9233,0,FLOW,58,20996.7,31,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/7/2019,1024,317,1400,470.52,407,2831,942.3533,0,FLOW,59.83333333,21467.22,32,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/8/2019,1009,327,1370,459.34,419,2837,932.1733,0,FLOW,61.66666667,21926.56,33,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/9/2019,1001,329,1333,438.49,403,2903,922.3233,0,FLOW,63.33333333,22365.05,34,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/10/2019,999,318,1325,426.55,384,2851,901.7167,0,FLOW,64,22791.6,35,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/11/2019,990,361,1293,431.51,374,2795,897.3433,0,FLOW,64,23223.11,36,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/12/2019,970,305,1261,409.19,372,2887,890.3567,0,FLOW,64,23632.3,37,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/13/2019,951,314,271,407.09,363,2881,887.2567,0,FLOW,64,24039.39,38,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/14/2019,924,319,1197,393.88,357,2934,882.88,0,FLOW,64,24433.27,39,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/15/2019,905,336,1173,368.81,349,2928,856.81,0,FLOW,64,24802.08,40,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/16/2019,906,324,1173,369.51,322,2816,838.8433,0,FLOW,64,25171.59,41,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/17/2019,900,291,1165,357.75,319,2794,823.4167,0,FLOW,64,25529.34,42,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/18/2019,883,327,1141,342.47,303,2760,802.47,0,FLOW,64,25871.81,43,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/19/2019,875,262,1133,332.7,302,2718,785.7,0,FLOW,64,26204.51,44,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/20/2019,648,278,1125,313.83,290,2660,757.1633,0,FLOW,64,26518.34,45,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/21/2019,861,268,1109,322.93,285,2618,759.2633,0,FLOW,64,26841.27,46,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/22/2019,845,256,1109,309.7,281,2632,748.3667,0,FLOW,64,27150.97,47,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/23/2019,840,268,1109,307.58,294,2732,762.9133,0,FLOW,,27458.55,48,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/24/2019,829,285,1109,284.02,265,2374,679.6867,0,FLOW,,27742.57,49,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/25/2019,816,291,1109,265.1,239,2589,696.6,0,FLOW,,28007.67,50,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/26/2019,810,269,1110,315.25,232,2524,735.9167,0,FLOW,,28322.92,51,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/27/2019,793,274,1110,286.07,232,2517,705.57,0,FLOW,,28608.99,52,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/28/2019,779,277,1100,270.76,237,2613,706.26,0,FLOW,,28879.75,53,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/29/2019,774,274,1090,274.24,245,2420,677.5733,0,FLOW,,29153.99,54,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/30/2019,770,272,1090,266.59,213,2445,674.09,0,FLOW,,29420.58,55,SM,Pad2,1Z
FORAKER 1207 7SMH-11,5/31/2019,771,249,1080,250.57,219,2398,650.2367,0,FLOW,,29671.15,56,SM,Pad2,1Z
