,Well Name,Time,BHP
1303,Foraker 8UMH,05/30/2019,986.0
1304,Foraker 8UMH,05/31/2019,989.0
1305,Foraker 8UMH,06/01/2019,985.0
1306,Foraker 8UMH,06/02/2019,972.0
1307,Foraker 8UMH,06/03/2019,947.0
1308,Foraker 8UMH,06/04/2019,880.0
1309,Foraker 8UMH,06/05/2019,907.0
1310,Foraker 8UMH,06/06/2019,828.0
1311,Foraker 8UMH,06/07/2019,839.0
1312,Foraker 8UMH,06/08/2019,820.0
1313,Foraker 8UMH,06/09/2019,787.0
1314,Foraker 8UMH,06/10/2019,773.0
1315,Foraker 8UMH,06/11/2019,783.0
1316,Foraker 8UMH,06/12/2019,727.0
1317,Foraker 8UMH,06/13/2019,711.0
1318,Foraker 8UMH,06/14/2019,657.0
1319,Foraker 8UMH,06/15/2019,673.0
1320,Foraker 8UMH,06/16/2019,640.0
1321,Foraker 8UMH,06/17/2019,696.0
1322,Foraker 8UMH,06/18/2019,663.0
1323,Foraker 8UMH,06/19/2019,663.0
1324,Foraker 8UMH,06/20/2019,631.0
1325,Foraker 8UMH,06/21/2019,642.0
1326,Foraker 8UMH,06/22/2019,638.0
1327,Foraker 8UMH,06/23/2019,633.0
1328,Foraker 8UMH,06/24/2019,609.0
1329,Foraker 8UMH,06/25/2019,586.0
1330,Foraker 8UMH,06/26/2019,579.0
1331,Foraker 8UMH,06/27/2019,569.0
1332,Foraker 8UMH,06/28/2019,557.0
1333,Foraker 8UMH,06/29/2019,552.0
1334,Foraker 8UMH,06/30/2019,550.0
1335,Foraker 8UMH,07/01/2019,579.0
1336,Foraker 8UMH,07/02/2019,551.0
1337,Foraker 8UMH,07/03/2019,538.0
1338,Foraker 8UMH,07/04/2019,532.0
1339,Foraker 8UMH,07/05/2019,492.0
1340,Foraker 8UMH,07/06/2019,492.0
1341,Foraker 8UMH,07/07/2019,488.0
1342,Foraker 8UMH,07/08/2019,482.0
1343,Foraker 8UMH,07/09/2019,474.0
1344,Foraker 8UMH,07/10/2019,469.0
1345,Foraker 8UMH,07/11/2019,451.0
1346,Foraker 8UMH,07/12/2019,462.0
1347,Foraker 8UMH,07/13/2019,481.0
1348,Foraker 8UMH,07/14/2019,445.0
1349,Foraker 8UMH,07/15/2019,437.0
1350,Foraker 8UMH,07/16/2019,475.0
1351,Foraker 8UMH,07/17/2019,449.0
1352,Foraker 8UMH,07/18/2019,453.0
1353,Foraker 8UMH,07/19/2019,421.0
1354,Foraker 8UMH,07/20/2019,452.0
1355,Foraker 8UMH,07/21/2019,418.0
1356,Foraker 8UMH,07/22/2019,421.0
1357,Foraker 8UMH,07/23/2019,293.0
1358,Foraker 8UMH,07/24/2019,319.0
1359,Foraker 8UMH,07/25/2019,366.0
1360,Foraker 8UMH,07/26/2019,418.0
1361,Foraker 8UMH,07/27/2019,396.0
1362,Foraker 8UMH,07/28/2019,389.0
1363,Foraker 8UMH,07/29/2019,409.0
1364,Foraker 8UMH,07/30/2019,369.0
1365,Foraker 8UMH,07/31/2019,371.0
1366,Foraker 8UMH,08/01/2019,374.0
1367,Foraker 8UMH,08/02/2019,361.0
1368,Foraker 8UMH,08/03/2019,343.0
1369,Foraker 8UMH,08/04/2019,337.0
1370,Foraker 8UMH,08/05/2019,336.0
1371,Foraker 8UMH,08/06/2019,348.0
1372,Foraker 8UMH,08/07/2019,322.0
1373,Foraker 8UMH,08/08/2019,342.0
1374,Foraker 8UMH,08/09/2019,301.0
1375,Foraker 8UMH,08/10/2019,304.0
1376,Foraker 8UMH,08/11/2019,313.0
1377,Foraker 8UMH,08/12/2019,340.0
1378,Foraker 8UMH,08/13/2019,313.0
1379,Foraker 8UMH,08/14/2019,304.0
1380,Foraker 8UMH,08/15/2019,287.0
1381,Foraker 8UMH,08/16/2019,391.0
1382,Foraker 8UMH,08/17/2019,182.0
1383,Foraker 8UMH,08/18/2019,165.0
1384,Foraker 8UMH,08/19/2019,2994.0
1385,Foraker 8UMH,08/20/2019,314.0
1386,Foraker 8UMH,08/21/2019,250.0
1387,Foraker 8UMH,08/22/2019,288.0
1388,Foraker 8UMH,08/23/2019,269.0
1389,Foraker 8UMH,08/24/2019,268.0
1390,Foraker 8UMH,08/25/2019,252.0
1391,Foraker 8UMH,08/26/2019,234.0
1392,Foraker 8UMH,08/27/2019,191.0
1393,Foraker 8UMH,08/28/2019,278.0
1394,Foraker 8UMH,08/29/2019,223.0
1395,Foraker 8UMH,08/30/2019,236.0
1396,Foraker 8UMH,08/31/2019,200.0
1397,Foraker 8UMH,09/01/2019,197.0
1398,Foraker 8UMH,09/02/2019,179.0
1399,Foraker 8UMH,09/03/2019,214.0
1400,Foraker 8UMH,09/04/2019,195.0
1401,Foraker 8UMH,09/05/2019,225.0
1402,Foraker 8UMH,09/06/2019,173.0
1403,Foraker 8UMH,09/07/2019,206.0
1404,Foraker 8UMH,09/08/2019,190.0
1405,Foraker 8UMH,09/09/2019,241.0
1406,Foraker 8UMH,09/10/2019,168.0
1407,Foraker 8UMH,09/11/2019,191.0
1408,Foraker 8UMH,09/12/2019,168.0
1409,Foraker 8UMH,09/13/2019,192.0
1410,Foraker 8UMH,09/14/2019,208.0
1411,Foraker 8UMH,09/15/2019,197.0
1412,Foraker 8UMH,09/16/2019,198.0
1413,Foraker 8UMH,09/17/2019,191.0
1414,Foraker 8UMH,09/18/2019,196.0
1415,Foraker 8UMH,09/19/2019,196.0
1416,Foraker 8UMH,09/20/2019,191.0
1417,Foraker 8UMH,09/21/2019,193.0
1418,Foraker 8UMH,09/22/2019,180.0
1419,Foraker 8UMH,09/23/2019,190.0
1420,Foraker 8UMH,09/24/2019,190.0
1421,Foraker 8UMH,09/25/2019,197.0
1422,Foraker 8UMH,09/26/2019,180.0
1423,Foraker 8UMH,09/27/2019,170.0
1424,Foraker 9LMH,04/05/2019,3233.0
1425,Foraker 9LMH,04/06/2019,4442.0
1426,Foraker 9LMH,04/07/2019,4151.0
1427,Foraker 9LMH,04/08/2019,3924.0
1428,Foraker 9LMH,04/09/2019,3652.0
1429,Foraker 9LMH,04/10/2019,3445.0
1430,Foraker 9LMH,04/11/2019,3252.0
1431,Foraker 9LMH,04/12/2019,3073.0
1432,Foraker 9LMH,04/13/2019,2909.0
1433,Foraker 9LMH,04/14/2019,2761.0
1434,Foraker 9LMH,04/15/2019,2651.0
1435,Foraker 9LMH,04/16/2019,2568.0
1436,Foraker 9LMH,04/17/2019,2472.0
1437,Foraker 9LMH,04/18/2019,2395.0
1438,Foraker 9LMH,04/19/2019,2282.0
1439,Foraker 9LMH,04/20/2019,2205.0
1440,Foraker 9LMH,04/21/2019,2134.0
1441,Foraker 9LMH,04/22/2019,2063.0
1442,Foraker 9LMH,04/23/2019,1997.0
1443,Foraker 9LMH,04/24/2019,1938.0
1444,Foraker 9LMH,04/25/2019,1880.0
1445,Foraker 9LMH,04/26/2019,1825.0
1446,Foraker 9LMH,04/27/2019,1774.0
1447,Foraker 9LMH,04/28/2019,1727.0
1448,Foraker 9LMH,04/29/2019,1683.0
1449,Foraker 9LMH,04/30/2019,1639.0
1450,Foraker 9LMH,05/01/2019,1595.0
1451,Foraker 9LMH,05/02/2019,1558.0
1452,Foraker 9LMH,05/03/2019,1520.0
1453,Foraker 9LMH,05/04/2019,1511.0
1454,Foraker 9LMH,05/05/2019,1485.0
1455,Foraker 9LMH,05/06/2019,1452.0
1456,Foraker 9LMH,05/07/2019,1402.0
1457,Foraker 9LMH,05/08/2019,1355.0
1458,Foraker 9LMH,05/09/2019,1332.0
1459,Foraker 9LMH,05/10/2019,1324.0
1460,Foraker 9LMH,05/11/2019,1303.0
1461,Foraker 9LMH,05/12/2019,1277.0
1462,Foraker 9LMH,05/13/2019,1248.0
1463,Foraker 9LMH,05/14/2019,1240.0
1464,Foraker 9LMH,05/15/2019,1213.0
1465,Foraker 9LMH,05/16/2019,1188.0
1466,Foraker 9LMH,05/17/2019,1168.0
1467,Foraker 9LMH,05/18/2019,1153.0
1468,Foraker 9LMH,05/19/2019,1136.0
1469,Foraker 9LMH,05/20/2019,1121.0
1470,Foraker 9LMH,05/21/2019,1102.0
1471,Foraker 9LMH,05/22/2019,1085.0
1472,Foraker 9LMH,05/23/2019,1072.0
1473,Foraker 9LMH,05/24/2019,1061.0
1474,Foraker 9LMH,05/25/2019,1048.0
1475,Foraker 9LMH,05/26/2019,1036.0
1476,Foraker 9LMH,05/27/2019,1027.0
1477,Foraker 9LMH,05/28/2019,1013.0
1478,Foraker 9LMH,05/29/2019,1002.0
1479,Foraker 9LMH,05/30/2019,991.0
1480,Foraker 9LMH,05/31/2019,985.0
1481,Foraker 9LMH,06/01/2019,985.0
1482,Foraker 9LMH,06/02/2019,931.0
1483,Foraker 9LMH,06/03/2019,915.0
1484,Foraker 9LMH,06/04/2019,904.0
1485,Foraker 9LMH,06/05/2019,896.0
1486,Foraker 9LMH,06/06/2019,889.0
1487,Foraker 9LMH,06/07/2019,885.0
1488,Foraker 9LMH,06/08/2019,875.0
1489,Foraker 9LMH,06/09/2019,867.0
1490,Foraker 9LMH,06/10/2019,863.0
1491,Foraker 9LMH,06/11/2019,850.0
1492,Foraker 9LMH,06/12/2019,848.0
1493,Foraker 9LMH,06/13/2019,841.0
1494,Foraker 9LMH,06/14/2019,835.0
1495,Foraker 9LMH,06/15/2019,830.0
1496,Foraker 9LMH,06/16/2019,821.0
1497,Foraker 9LMH,06/17/2019,880.0
1498,Foraker 9LMH,06/18/2019,859.0
1499,Foraker 9LMH,06/19/2019,844.0
1500,Foraker 9LMH,06/20/2019,835.0
1501,Foraker 9LMH,06/21/2019,830.0
1502,Foraker 9LMH,06/22/2019,825.0
1503,Foraker 9LMH,06/23/2019,819.0
1504,Foraker 9LMH,06/24/2019,810.0
1505,Foraker 9LMH,06/25/2019,807.0
1506,Foraker 9LMH,06/26/2019,805.0
1507,Foraker 9LMH,06/27/2019,801.0
1508,Foraker 9LMH,06/28/2019,786.0
1509,Foraker 9LMH,06/29/2019,779.0
1510,Foraker 9LMH,06/30/2019,777.0
1511,Foraker 9LMH,07/01/2019,773.0
1512,Foraker 9LMH,07/02/2019,766.0
1513,Foraker 9LMH,07/03/2019,763.0
1514,Foraker 9LMH,07/04/2019,763.0
1515,Foraker 9LMH,07/05/2019,751.0
1516,Foraker 9LMH,07/06/2019,747.0
1517,Foraker 9LMH,07/07/2019,744.0
1518,Foraker 9LMH,07/08/2019,740.0
1519,Foraker 9LMH,07/09/2019,737.0
1520,Foraker 9LMH,07/10/2019,734.0
1521,Foraker 9LMH,07/11/2019,712.0
1522,Foraker 9LMH,07/12/2019,704.0
1523,Foraker 9LMH,07/13/2019,710.0
1524,Foraker 9LMH,07/14/2019,707.0
1525,Foraker 9LMH,07/15/2019,704.0
1526,Foraker 9LMH,07/16/2019,702.0
1527,Foraker 9LMH,07/17/2019,699.0
1528,Foraker 9LMH,07/18/2019,695.0
1529,Foraker 9LMH,07/19/2019,691.0
1530,Foraker 9LMH,07/20/2019,692.0
1531,Foraker 9LMH,07/21/2019,687.0
1532,Foraker 9LMH,07/22/2019,684.0
1533,Foraker 9LMH,07/23/2019,682.0
1534,Foraker 9LMH,07/24/2019,677.0
1535,Foraker 9LMH,07/25/2019,665.0
1536,Foraker 9LMH,07/26/2019,673.0
1537,Foraker 9LMH,07/27/2019,673.0
1538,Foraker 9LMH,07/28/2019,663.0
1539,Foraker 9LMH,07/29/2019,667.0
1540,Foraker 9LMH,07/30/2019,667.0
1541,Foraker 9LMH,07/31/2019,671.0
1542,Foraker 9LMH,08/01/2019,661.0
1543,Foraker 9LMH,08/02/2019,649.0
1544,Foraker 9LMH,08/03/2019,645.0
1545,Foraker 9LMH,08/04/2019,639.0
1546,Foraker 9LMH,08/05/2019,634.0
1547,Foraker 9LMH,08/06/2019,632.0
1548,Foraker 9LMH,08/07/2019,626.0
1549,Foraker 9LMH,08/08/2019,639.0
1550,Foraker 9LMH,08/09/2019,627.0
1551,Foraker 9LMH,08/10/2019,622.0
1552,Foraker 9LMH,08/11/2019,629.0
1553,Foraker 9LMH,08/12/2019,633.0
1554,Foraker 9LMH,08/13/2019,624.0
1555,Foraker 9LMH,08/14/2019,620.0
1556,Foraker 9LMH,08/15/2019,612.0
1557,Foraker 9LMH,08/16/2019,614.0
1558,Foraker 9LMH,08/17/2019,609.0
1559,Foraker 9LMH,08/18/2019,612.0
1560,Foraker 9LMH,08/19/2019,616.0
1561,Foraker 9LMH,08/20/2019,609.0
1562,Foraker 9LMH,08/21/2019,605.0
1563,Foraker 9LMH,08/22/2019,609.0
1564,Foraker 9LMH,08/23/2019,620.0
1565,Foraker 9LMH,08/24/2019,607.0
1566,Foraker 9LMH,08/25/2019,601.0
1567,Foraker 9LMH,08/26/2019,595.0
1568,Foraker 9LMH,08/27/2019,587.0
1569,Foraker 9LMH,08/28/2019,
1570,Foraker 9LMH,08/29/2019,
1571,Foraker 9LMH,08/30/2019,591.0
1572,Foraker 9LMH,08/31/2019,592.0
1573,Foraker 9LMH,09/01/2019,580.0
1574,Foraker 9LMH,09/02/2019,575.0
1575,Foraker 9LMH,09/03/2019,575.0
1576,Foraker 9LMH,09/04/2019,574.0
1577,Foraker 9LMH,09/05/2019,573.0
1578,Foraker 9LMH,09/06/2019,564.0
1579,Foraker 9LMH,09/07/2019,563.0
1580,Foraker 9LMH,09/08/2019,559.0
1581,Foraker 9LMH,09/09/2019,567.0
1582,Foraker 9LMH,09/10/2019,555.0
1583,Foraker 9LMH,09/11/2019,553.0
1584,Foraker 9LMH,09/12/2019,552.0
1585,Foraker 9LMH,09/13/2019,558.0
1586,Foraker 9LMH,09/14/2019,557.0
1587,Foraker 9LMH,09/15/2019,548.0
1588,Foraker 9LMH,09/16/2019,554.0
1589,Foraker 9LMH,09/17/2019,549.0
1590,Foraker 9LMH,09/18/2019,547.0
1591,Foraker 9LMH,09/19/2019,543.0
1592,Foraker 9LMH,09/20/2019,541.0
1593,Foraker 9LMH,09/21/2019,539.0
1594,Foraker 9LMH,09/22/2019,540.0
1595,Foraker 9LMH,09/23/2019,539.0
1596,Foraker 9LMH,09/24/2019,536.0
1597,Foraker 9LMH,09/25/2019,537.0
1598,Foraker 9LMH,09/26/2019,541.0
1599,Foraker 9LMH,09/27/2019,541.0
