,,LEASE,D_DATE,OIL,GAS
FORAKER 1207 2UMH-11,220,FORAKER 1207 2UMH-11,2019-10-07,44.41,1253.16
FORAKER 1207 2UMH-11,221,FORAKER 1207 2UMH-11,2019-10-08,40.94,1238.63
FORAKER 1207 2UMH-11,222,FORAKER 1207 2UMH-11,2019-10-09,36.08,1210.38
FORAKER 1207 2UMH-11,223,FORAKER 1207 2UMH-11,2019-10-10,48.57,1272.8
FORAKER 1207 2UMH-11,224,FORAKER 1207 2UMH-11,2019-10-11,40.25,1147.56
FORAKER 1207 2UMH-11,225,FORAKER 1207 2UMH-11,2019-10-12,0.0,1134.0
FORAKER 1207 2UMH-11,226,FORAKER 1207 2UMH-11,2019-10-13,0.0,0.0
FORAKER 1207 3WH-11,0,FORAKER 1207 3WH-11,2019-03-01,0.0,0.0
FORAKER 1207 3WH-11,1,FORAKER 1207 3WH-11,2019-03-02,0.0,0.0
FORAKER 1207 3WH-11,2,FORAKER 1207 3WH-11,2019-03-03,0.0,0.0
FORAKER 1207 3WH-11,3,FORAKER 1207 3WH-11,2019-03-04,0.0,0.0
FORAKER 1207 3WH-11,4,FORAKER 1207 3WH-11,2019-03-05,0.0,0.0
FORAKER 1207 3WH-11,5,FORAKER 1207 3WH-11,2019-03-06,0.0,0.0
FORAKER 1207 3WH-11,6,FORAKER 1207 3WH-11,2019-03-07,0.0,0.0
FORAKER 1207 3WH-11,7,FORAKER 1207 3WH-11,2019-03-08,0.0,0.0
FORAKER 1207 3WH-11,8,FORAKER 1207 3WH-11,2019-03-09,0.0,0.0
FORAKER 1207 3WH-11,9,FORAKER 1207 3WH-11,2019-03-10,0.0,0.0
FORAKER 1207 3WH-11,10,FORAKER 1207 3WH-11,2019-03-11,0.0,0.0
FORAKER 1207 3WH-11,11,FORAKER 1207 3WH-11,2019-03-12,0.0,0.0
FORAKER 1207 3WH-11,12,FORAKER 1207 3WH-11,2019-03-13,0.0,0.0
FORAKER 1207 3WH-11,13,FORAKER 1207 3WH-11,2019-03-14,0.0,0.0
FORAKER 1207 3WH-11,14,FORAKER 1207 3WH-11,2019-03-15,0.0,0.0
FORAKER 1207 3WH-11,15,FORAKER 1207 3WH-11,2019-03-16,0.0,0.0
FORAKER 1207 3WH-11,16,FORAKER 1207 3WH-11,2019-03-17,0.0,0.0
FORAKER 1207 3WH-11,17,FORAKER 1207 3WH-11,2019-03-18,0.0,0.0
FORAKER 1207 3WH-11,18,FORAKER 1207 3WH-11,2019-03-19,0.0,0.0
FORAKER 1207 3WH-11,19,FORAKER 1207 3WH-11,2019-03-20,0.0,0.0
FORAKER 1207 3WH-11,20,FORAKER 1207 3WH-11,2019-03-21,0.0,0.0
FORAKER 1207 3WH-11,21,FORAKER 1207 3WH-11,2019-03-22,0.0,0.0
FORAKER 1207 3WH-11,22,FORAKER 1207 3WH-11,2019-03-23,0.0,0.0
FORAKER 1207 3WH-11,23,FORAKER 1207 3WH-11,2019-03-24,0.0,0.0
FORAKER 1207 3WH-11,24,FORAKER 1207 3WH-11,2019-03-25,0.0,0.0
FORAKER 1207 3WH-11,25,FORAKER 1207 3WH-11,2019-03-26,0.0,127.99
FORAKER 1207 3WH-11,26,FORAKER 1207 3WH-11,2019-03-27,152.66,378.29
FORAKER 1207 3WH-11,27,FORAKER 1207 3WH-11,2019-03-28,63.83,410.62
FORAKER 1207 3WH-11,28,FORAKER 1207 3WH-11,2019-03-29,80.5,380.71
FORAKER 1207 3WH-11,29,FORAKER 1207 3WH-11,2019-03-30,108.93,215.09
FORAKER 1207 3WH-11,30,FORAKER 1207 3WH-11,2019-03-31,44.41,226.84
FORAKER 1207 3WH-11,31,FORAKER 1207 3WH-11,2019-04-01,96.18,0.0
FORAKER 1207 3WH-11,32,FORAKER 1207 3WH-11,2019-04-02,145.72,0.0
FORAKER 1207 3WH-11,33,FORAKER 1207 3WH-11,2019-04-03,155.44,388.17
FORAKER 1207 3WH-11,34,FORAKER 1207 3WH-11,2019-04-04,191.51,426.0
FORAKER 1207 3WH-11,35,FORAKER 1207 3WH-11,2019-04-05,259.52,1086.0
FORAKER 1207 3WH-11,36,FORAKER 1207 3WH-11,2019-04-06,277.57,1443.0
FORAKER 1207 3WH-11,37,FORAKER 1207 3WH-11,2019-04-07,306.74,1676.0
FORAKER 1207 3WH-11,38,FORAKER 1207 3WH-11,2019-04-08,351.82,1880.0
FORAKER 1207 3WH-11,39,FORAKER 1207 3WH-11,2019-04-09,369.15,2181.0
FORAKER 1207 3WH-11,40,FORAKER 1207 3WH-11,2019-04-10,360.12,2483.0
FORAKER 1207 3WH-11,41,FORAKER 1207 3WH-11,2019-04-11,362.21,2408.0
FORAKER 1207 3WH-11,42,FORAKER 1207 3WH-11,2019-04-12,352.51,2541.0
FORAKER 1207 3WH-11,43,FORAKER 1207 3WH-11,2019-04-13,332.42,2407.0
FORAKER 1207 3WH-11,44,FORAKER 1207 3WH-11,2019-04-14,330.3,2464.0
FORAKER 1207 3WH-11,45,FORAKER 1207 3WH-11,2019-04-15,321.28,2453.0
FORAKER 1207 3WH-11,46,FORAKER 1207 3WH-11,2019-04-16,305.31,2400.0
FORAKER 1207 3WH-11,47,FORAKER 1207 3WH-11,2019-04-17,294.22,2373.0
FORAKER 1207 3WH-11,48,FORAKER 1207 3WH-11,2019-04-18,285.92,2305.0
FORAKER 1207 3WH-11,49,FORAKER 1207 3WH-11,2019-04-19,272.03,2244.0
FORAKER 1207 3WH-11,50,FORAKER 1207 3WH-11,2019-04-20,268.55,2178.0
FORAKER 1207 3WH-11,51,FORAKER 1207 3WH-11,2019-04-21,254.65,2077.0
FORAKER 1207 3WH-11,52,FORAKER 1207 3WH-11,2019-04-22,247.03,2030.0
FORAKER 1207 3WH-11,53,FORAKER 1207 3WH-11,2019-04-23,268.54,2026.0
FORAKER 1207 3WH-11,54,FORAKER 1207 3WH-11,2019-04-24,235.92,2382.0
FORAKER 1207 3WH-11,55,FORAKER 1207 3WH-11,2019-04-25,222.75,2128.0
FORAKER 1207 3WH-11,56,FORAKER 1207 3WH-11,2019-04-26,219.29,2027.0
FORAKER 1207 3WH-11,57,FORAKER 1207 3WH-11,2019-04-27,213.73,2045.0
FORAKER 1207 3WH-11,58,FORAKER 1207 3WH-11,2019-04-28,204.0,1957.0
FORAKER 1207 3WH-11,59,FORAKER 1207 3WH-11,2019-04-29,214.41,1966.0
FORAKER 1207 3WH-11,60,FORAKER 1207 3WH-11,2019-04-30,202.62,1979.0
FORAKER 1207 3WH-11,61,FORAKER 1207 3WH-11,2019-05-01,224.83,1955.0
FORAKER 1207 3WH-11,62,FORAKER 1207 3WH-11,2019-05-02,220.65,2148.0
FORAKER 1207 3WH-11,63,FORAKER 1207 3WH-11,2019-05-03,193.61,2188.0
FORAKER 1207 3WH-11,64,FORAKER 1207 3WH-11,2019-05-04,204.7,2068.0
FORAKER 1207 3WH-11,65,FORAKER 1207 3WH-11,2019-05-05,191.53,2058.0
FORAKER 1207 3WH-11,66,FORAKER 1207 3WH-11,2019-05-06,208.18,2016.0
FORAKER 1207 3WH-11,67,FORAKER 1207 3WH-11,2019-05-07,187.38,2010.0
FORAKER 1207 3WH-11,68,FORAKER 1207 3WH-11,2019-05-08,185.98,1937.0
FORAKER 1207 3WH-11,69,FORAKER 1207 3WH-11,2019-05-09,186.68,1839.0
FORAKER 1207 3WH-11,70,FORAKER 1207 3WH-11,2019-05-10,182.49,1896.0
FORAKER 1207 3WH-11,71,FORAKER 1207 3WH-11,2019-05-11,181.11,1865.0
FORAKER 1207 3WH-11,72,FORAKER 1207 3WH-11,2019-05-12,169.31,1840.0
FORAKER 1207 3WH-11,73,FORAKER 1207 3WH-11,2019-05-13,176.27,1822.0
FORAKER 1207 3WH-11,74,FORAKER 1207 3WH-11,2019-05-14,155.43,1774.0
FORAKER 1207 3WH-11,75,FORAKER 1207 3WH-11,2019-05-15,161.01,1494.0
FORAKER 1207 3WH-11,76,FORAKER 1207 3WH-11,2019-05-16,169.32,1440.0
FORAKER 1207 3WH-11,77,FORAKER 1207 3WH-11,2019-05-17,165.15,1446.0
FORAKER 1207 3WH-11,78,FORAKER 1207 3WH-11,2019-05-18,153.35,1368.0
FORAKER 1207 3WH-11,79,FORAKER 1207 3WH-11,2019-05-19,124.91,1315.0
FORAKER 1207 3WH-11,80,FORAKER 1207 3WH-11,2019-05-20,141.55,1111.0
FORAKER 1207 3WH-11,81,FORAKER 1207 3WH-11,2019-05-21,154.05,1300.0
FORAKER 1207 3WH-11,82,FORAKER 1207 3WH-11,2019-05-22,154.06,1388.0
FORAKER 1207 3WH-11,83,FORAKER 1207 3WH-11,2019-05-23,130.45,1437.0
FORAKER 1207 3WH-11,84,FORAKER 1207 3WH-11,2019-05-24,139.47,1199.0
FORAKER 1207 3WH-11,85,FORAKER 1207 3WH-11,2019-05-25,138.78,1323.0
FORAKER 1207 3WH-11,86,FORAKER 1207 3WH-11,2019-05-26,142.25,1318.0
FORAKER 1207 3WH-11,87,FORAKER 1207 3WH-11,2019-05-27,140.19,1364.0
FORAKER 1207 3WH-11,88,FORAKER 1207 3WH-11,2019-05-28,125.61,1282.0
FORAKER 1207 3WH-11,89,FORAKER 1207 3WH-11,2019-05-29,141.57,1230.0
FORAKER 1207 3WH-11,90,FORAKER 1207 3WH-11,2019-05-30,151.28,1315.0
FORAKER 1207 3WH-11,91,FORAKER 1207 3WH-11,2019-05-31,128.39,1446.0
FORAKER 1207 3WH-11,92,FORAKER 1207 3WH-11,2019-06-01,128.36,1217.0
FORAKER 1207 3WH-11,93,FORAKER 1207 3WH-11,2019-06-02,125.61,1250.0
FORAKER 1207 3WH-11,94,FORAKER 1207 3WH-11,2019-06-03,140.17,1149.0
FORAKER 1207 3WH-11,95,FORAKER 1207 3WH-11,2019-06-04,121.43,1277.0
FORAKER 1207 3WH-11,96,FORAKER 1207 3WH-11,2019-06-05,139.48,1220.0
FORAKER 1207 3WH-11,97,FORAKER 1207 3WH-11,2019-06-06,120.74,1298.0
FORAKER 1207 3WH-11,98,FORAKER 1207 3WH-11,2019-06-07,130.45,1260.0
FORAKER 1207 3WH-11,99,FORAKER 1207 3WH-11,2019-06-08,131.15,1191.0
FORAKER 1207 3WH-11,100,FORAKER 1207 3WH-11,2019-06-09,116.59,1177.0
FORAKER 1207 3WH-11,101,FORAKER 1207 3WH-11,2019-06-10,113.82,1172.0
FORAKER 1207 3WH-11,102,FORAKER 1207 3WH-11,2019-06-11,119.36,1100.0
FORAKER 1207 3WH-11,103,FORAKER 1207 3WH-11,2019-06-12,111.04,1196.0
FORAKER 1207 3WH-11,104,FORAKER 1207 3WH-11,2019-06-13,116.58,1118.0
FORAKER 1207 3WH-11,105,FORAKER 1207 3WH-11,2019-06-14,120.05,1119.0
FORAKER 1207 3WH-11,106,FORAKER 1207 3WH-11,2019-06-15,131.15,1061.0
FORAKER 1207 3WH-11,107,FORAKER 1207 3WH-11,2019-06-16,108.25,1303.0
FORAKER 1207 3WH-11,108,FORAKER 1207 3WH-11,2019-06-17,120.05,939.0
FORAKER 1207 3WH-11,109,FORAKER 1207 3WH-11,2019-06-18,59.68,1084.0
FORAKER 1207 3WH-11,110,FORAKER 1207 3WH-11,2019-06-19,0.0,452.0
FORAKER 1207 3WH-11,111,FORAKER 1207 3WH-11,2019-06-20,174.87,3.0
FORAKER 1207 3WH-11,112,FORAKER 1207 3WH-11,2019-06-21,111.73,390.0
FORAKER 1207 3WH-11,113,FORAKER 1207 3WH-11,2019-06-22,122.83,735.0
FORAKER 1207 3WH-11,114,FORAKER 1207 3WH-11,2019-06-23,88.82,893.0
FORAKER 1207 3WH-11,115,FORAKER 1207 3WH-11,2019-06-24,105.47,590.0
FORAKER 1207 3WH-11,116,FORAKER 1207 3WH-11,2019-06-25,76.31,712.0
FORAKER 1207 3WH-11,117,FORAKER 1207 3WH-11,2019-06-26,7.63,640.0
FORAKER 1207 3WH-11,118,FORAKER 1207 3WH-11,2019-06-27,38.17,90.0
FORAKER 1207 3WH-11,119,FORAKER 1207 3WH-11,2019-06-28,15.96,63.0
FORAKER 1207 3WH-11,120,FORAKER 1207 3WH-11,2019-06-29,95.75,37.0
FORAKER 1207 3WH-11,121,FORAKER 1207 3WH-11,2019-06-30,129.07,434.0
FORAKER 1207 3WH-11,122,FORAKER 1207 3WH-11,2019-07-01,95.77,1019.0
FORAKER 1207 3WH-11,123,FORAKER 1207 3WH-11,2019-07-02,114.51,800.0
FORAKER 1207 3WH-11,124,FORAKER 1207 3WH-11,2019-07-03,108.93,988.0
FORAKER 1207 3WH-11,125,FORAKER 1207 3WH-11,2019-07-04,106.18,1002.0
FORAKER 1207 3WH-11,126,FORAKER 1207 3WH-11,2019-07-05,125.61,1074.0
FORAKER 1207 3WH-11,127,FORAKER 1207 3WH-11,2019-07-06,99.23,1110.0
FORAKER 1207 3WH-11,128,FORAKER 1207 3WH-11,2019-07-07,111.72,969.0
FORAKER 1207 3WH-11,129,FORAKER 1207 3WH-11,2019-07-08,69.37,992.0
FORAKER 1207 3WH-11,130,FORAKER 1207 3WH-11,2019-07-09,93.68,786.0
FORAKER 1207 3WH-11,131,FORAKER 1207 3WH-11,2019-07-10,92.99,900.0
FORAKER 1207 3WH-11,132,FORAKER 1207 3WH-11,2019-07-11,136.0,849.0
FORAKER 1207 3WH-11,133,FORAKER 1207 3WH-11,2019-07-12,105.49,1354.0
FORAKER 1207 3WH-11,134,FORAKER 1207 3WH-11,2019-07-13,97.84,1105.0
FORAKER 1207 3WH-11,135,FORAKER 1207 3WH-11,2019-07-14,29.84,1051.0
FORAKER 1207 3WH-11,136,FORAKER 1207 3WH-11,2019-07-15,83.97,410.0
FORAKER 1207 3WH-11,137,FORAKER 1207 3WH-11,2019-07-16,20.13,473.0
FORAKER 1207 3WH-11,138,FORAKER 1207 3WH-11,2019-07-17,87.44,297.0
FORAKER 1207 3WH-11,139,FORAKER 1207 3WH-11,2019-07-18,2.08,519.0
FORAKER 1207 3WH-11,140,FORAKER 1207 3WH-11,2019-07-19,135.32,19.0
FORAKER 1207 3WH-11,141,FORAKER 1207 3WH-11,2019-07-20,36.09,457.0
FORAKER 1207 3WH-11,142,FORAKER 1207 3WH-11,2019-07-21,121.44,608.0
FORAKER 1207 3WH-11,143,FORAKER 1207 3WH-11,2019-07-22,86.05,577.0
FORAKER 1207 3WH-11,144,FORAKER 1207 3WH-11,2019-07-23,71.47,1046.0
FORAKER 1207 3WH-11,145,FORAKER 1207 3WH-11,2019-07-24,71.48,1008.55
FORAKER 1207 3WH-11,146,FORAKER 1207 3WH-11,2019-07-25,102.71,805.69
FORAKER 1207 3WH-11,147,FORAKER 1207 3WH-11,2019-07-26,98.55,912.06
FORAKER 1207 3WH-11,148,FORAKER 1207 3WH-11,2019-07-27,85.35,1095.99
FORAKER 1207 3WH-11,149,FORAKER 1207 3WH-11,2019-07-28,100.62,1073.53
FORAKER 1207 3WH-11,150,FORAKER 1207 3WH-11,2019-07-29,89.51,1088.24
FORAKER 1207 3WH-11,151,FORAKER 1207 3WH-11,2019-07-30,99.93,901.0
FORAKER 1207 3WH-11,152,FORAKER 1207 3WH-11,2019-07-31,109.64,1284.0
FORAKER 1207 3WH-11,153,FORAKER 1207 3WH-11,2019-08-01,96.45,1227.0
FORAKER 1207 3WH-11,154,FORAKER 1207 3WH-11,2019-08-02,102.0,1233.7
FORAKER 1207 3WH-11,155,FORAKER 1207 3WH-11,2019-08-03,88.14,1374.3
FORAKER 1207 3WH-11,156,FORAKER 1207 3WH-11,2019-08-04,60.39,1279.0
FORAKER 1207 3WH-11,157,FORAKER 1207 3WH-11,2019-08-05,9.71,825.0
FORAKER 1207 3WH-11,158,FORAKER 1207 3WH-11,2019-08-06,47.18,129.5
FORAKER 1207 3WH-11,159,FORAKER 1207 3WH-11,2019-08-07,18.04,815.0
FORAKER 1207 3WH-11,160,FORAKER 1207 3WH-11,2019-08-08,106.17,262.0
FORAKER 1207 3WH-11,161,FORAKER 1207 3WH-11,2019-08-09,96.46,0.0
FORAKER 1207 3WH-11,162,FORAKER 1207 3WH-11,2019-08-10,86.75,1109.0
FORAKER 1207 3WH-11,163,FORAKER 1207 3WH-11,2019-08-11,35.39,1010.0
FORAKER 1207 3WH-11,164,FORAKER 1207 3WH-11,2019-08-12,99.92,421.0
FORAKER 1207 3WH-11,165,FORAKER 1207 3WH-11,2019-08-13,87.43,870.0
FORAKER 1207 3WH-11,166,FORAKER 1207 3WH-11,2019-08-14,43.02,999.1
FORAKER 1207 3WH-11,167,FORAKER 1207 3WH-11,2019-08-15,40.94,444.8
FORAKER 1207 3WH-11,168,FORAKER 1207 3WH-11,2019-08-16,31.93,279.8
FORAKER 1207 3WH-11,169,FORAKER 1207 3WH-11,2019-08-17,57.6,408.6
FORAKER 1207 3WH-11,170,FORAKER 1207 3WH-11,2019-08-18,51.35,617.6
FORAKER 1207 3WH-11,171,FORAKER 1207 3WH-11,2019-08-19,46.5,790.9
FORAKER 1207 3WH-11,172,FORAKER 1207 3WH-11,2019-08-20,2.78,521.1
FORAKER 1207 3WH-11,173,FORAKER 1207 3WH-11,2019-08-21,55.51,408.0
FORAKER 1207 3WH-11,174,FORAKER 1207 3WH-11,2019-08-22,62.45,535.0
FORAKER 1207 3WH-11,175,FORAKER 1207 3WH-11,2019-08-23,129.08,807.0
FORAKER 1207 3WH-11,176,FORAKER 1207 3WH-11,2019-08-24,95.07,1329.0
FORAKER 1207 3WH-11,177,FORAKER 1207 3WH-11,2019-08-25,95.07,1310.0
FORAKER 1207 3WH-11,178,FORAKER 1207 3WH-11,2019-08-26,88.12,1219.0
FORAKER 1207 3WH-11,179,FORAKER 1207 3WH-11,2019-08-27,89.52,1305.7
FORAKER 1207 3WH-11,180,FORAKER 1207 3WH-11,2019-08-28,70.08,1448.7
FORAKER 1207 3WH-11,181,FORAKER 1207 3WH-11,2019-08-29,91.62,1317.0
FORAKER 1207 3WH-11,182,FORAKER 1207 3WH-11,2019-08-30,83.27,1274.0
FORAKER 1207 3WH-11,183,FORAKER 1207 3WH-11,2019-08-31,86.04,1222.1
FORAKER 1207 3WH-11,184,FORAKER 1207 3WH-11,2019-09-01,84.66,1144.0
FORAKER 1207 3WH-11,185,FORAKER 1207 3WH-11,2019-09-02,62.45,1111.2
FORAKER 1207 3WH-11,186,FORAKER 1207 3WH-11,2019-09-03,71.48,707.4
FORAKER 1207 3WH-11,187,FORAKER 1207 3WH-11,2019-09-04,78.42,1063.1
FORAKER 1207 3WH-11,188,FORAKER 1207 3WH-11,2019-09-05,93.66,1116.6
FORAKER 1207 3WH-11,189,FORAKER 1207 3WH-11,2019-09-06,77.02,1285.0
FORAKER 1207 3WH-11,190,FORAKER 1207 3WH-11,2019-09-07,88.14,1244.0
FORAKER 1207 3WH-11,191,FORAKER 1207 3WH-11,2019-09-08,75.64,1220.0
FORAKER 1207 3WH-11,192,FORAKER 1207 3WH-11,2019-09-09,36.78,1068.0
FORAKER 1207 3WH-11,193,FORAKER 1207 3WH-11,2019-09-10,84.68,525.9
FORAKER 1207 3WH-11,194,FORAKER 1207 3WH-11,2019-09-11,78.41,1144.2
FORAKER 1207 3WH-11,195,FORAKER 1207 3WH-11,2019-09-12,83.28,1179.0
FORAKER 1207 3WH-11,196,FORAKER 1207 3WH-11,2019-09-13,79.8,1199.0
FORAKER 1207 3WH-11,197,FORAKER 1207 3WH-11,2019-09-14,96.46,1223.6
FORAKER 1207 3WH-11,198,FORAKER 1207 3WH-11,2019-09-15,49.95,1198.0
FORAKER 1207 3WH-11,199,FORAKER 1207 3WH-11,2019-09-16,83.96,1243.5
FORAKER 1207 3WH-11,200,FORAKER 1207 3WH-11,2019-09-17,64.53,1203.0
FORAKER 1207 3WH-11,201,FORAKER 1207 3WH-11,2019-09-18,74.94,1218.9
FORAKER 1207 3WH-11,202,FORAKER 1207 3WH-11,2019-09-19,85.36,1251.0
FORAKER 1207 3WH-11,203,FORAKER 1207 3WH-11,2019-09-20,75.64,1112.0
FORAKER 1207 3WH-11,204,FORAKER 1207 3WH-11,2019-09-21,73.56,1317.0
FORAKER 1207 3WH-11,205,FORAKER 1207 3WH-11,2019-09-22,70.79,1269.0
FORAKER 1207 3WH-11,206,FORAKER 1207 3WH-11,2019-09-23,95.08,1218.0
FORAKER 1207 3WH-11,207,FORAKER 1207 3WH-11,2019-09-24,70.78,1214.0
FORAKER 1207 3WH-11,208,FORAKER 1207 3WH-11,2019-09-25,46.5,1195.4
FORAKER 1207 3WH-11,209,FORAKER 1207 3WH-11,2019-09-26,74.25,1083.5
FORAKER 1207 3WH-11,210,FORAKER 1207 3WH-11,2019-09-27,88.14,1162.0
FORAKER 1207 3WH-11,211,FORAKER 1207 3WH-11,2019-09-28,57.59,1160.2
FORAKER 1207 3WH-11,212,FORAKER 1207 3WH-11,2019-09-29,66.61,1173.5
FORAKER 1207 3WH-11,213,FORAKER 1207 3WH-11,2019-09-30,68.0,1158.4
FORAKER 1207 3WH-11,214,FORAKER 1207 3WH-11,2019-10-01,62.47,1141.1
FORAKER 1207 3WH-11,215,FORAKER 1207 3WH-11,2019-10-02,72.86,1134.0
FORAKER 1207 3WH-11,216,FORAKER 1207 3WH-11,2019-10-03,65.23,1117.1
FORAKER 1207 3WH-11,217,FORAKER 1207 3WH-11,2019-10-04,56.22,1211.0
FORAKER 1207 3WH-11,218,FORAKER 1207 3WH-11,2019-10-05,39.55,1083.0
FORAKER 1207 3WH-11,219,FORAKER 1207 3WH-11,2019-10-06,54.82,559.0
FORAKER 1207 3WH-11,220,FORAKER 1207 3WH-11,2019-10-07,66.63,729.0
FORAKER 1207 3WH-11,221,FORAKER 1207 3WH-11,2019-10-08,3.46,1074.4
FORAKER 1207 3WH-11,222,FORAKER 1207 3WH-11,2019-10-09,72.86,63.2
FORAKER 1207 3WH-11,223,FORAKER 1207 3WH-11,2019-10-10,58.29,844.3
FORAKER 1207 3WH-11,224,FORAKER 1207 3WH-11,2019-10-11,22.2,1128.8
FORAKER 1207 3WH-11,225,FORAKER 1207 3WH-11,2019-10-12,0.0,309.7
FORAKER 1207 3WH-11,226,FORAKER 1207 3WH-11,2019-10-13,0.0,0.0
FORAKER 1207 4LMH-11,0,FORAKER 1207 4LMH-11,2019-04-01,0.0,0.0
FORAKER 1207 4LMH-11,1,FORAKER 1207 4LMH-11,2019-04-02,0.0,0.0
FORAKER 1207 4LMH-11,2,FORAKER 1207 4LMH-11,2019-04-03,0.0,0.0
FORAKER 1207 4LMH-11,3,FORAKER 1207 4LMH-11,2019-04-04,66.14,139.22
FORAKER 1207 4LMH-11,4,FORAKER 1207 4LMH-11,2019-04-05,233.93,144.0
FORAKER 1207 4LMH-11,5,FORAKER 1207 4LMH-11,2019-04-06,337.68,898.0
FORAKER 1207 4LMH-11,6,FORAKER 1207 4LMH-11,2019-04-07,479.69,1152.0
FORAKER 1207 4LMH-11,7,FORAKER 1207 4LMH-11,2019-04-08,506.85,1606.0
FORAKER 1207 4LMH-11,8,FORAKER 1207 4LMH-11,2019-04-09,618.26,1455.0
FORAKER 1207 4LMH-11,9,FORAKER 1207 4LMH-11,2019-04-10,664.89,1906.0
FORAKER 1207 4LMH-11,10,FORAKER 1207 4LMH-11,2019-04-11,827.82,2050.0
FORAKER 1207 4LMH-11,11,FORAKER 1207 4LMH-11,2019-04-12,658.63,2283.0
FORAKER 1207 4LMH-11,12,FORAKER 1207 4LMH-11,2019-04-13,754.01,2556.0
FORAKER 1207 4LMH-11,13,FORAKER 1207 4LMH-11,2019-04-14,765.86,2652.0
FORAKER 1207 4LMH-11,14,FORAKER 1207 4LMH-11,2019-04-15,719.89,2790.0
FORAKER 1207 4LMH-11,15,FORAKER 1207 4LMH-11,2019-04-16,662.82,2757.0
FORAKER 1207 4LMH-11,16,FORAKER 1207 4LMH-11,2019-04-17,643.32,2579.0
FORAKER 1207 4LMH-11,17,FORAKER 1207 4LMH-11,2019-04-18,669.77,2650.0
FORAKER 1207 4LMH-11,18,FORAKER 1207 4LMH-11,2019-04-19,655.16,2886.0
FORAKER 1207 4LMH-11,19,FORAKER 1207 4LMH-11,2019-04-20,607.81,2926.0
FORAKER 1207 4LMH-11,20,FORAKER 1207 4LMH-11,2019-04-21,591.09,2882.0
FORAKER 1207 4LMH-11,21,FORAKER 1207 4LMH-11,2019-04-22,564.63,2857.0
FORAKER 1207 4LMH-11,22,FORAKER 1207 4LMH-11,2019-04-23,553.5,2832.0
FORAKER 1207 4LMH-11,23,FORAKER 1207 4LMH-11,2019-04-24,530.53,2772.0
FORAKER 1207 4LMH-11,24,FORAKER 1207 4LMH-11,2019-04-25,509.64,2839.0
FORAKER 1207 4LMH-11,25,FORAKER 1207 4LMH-11,2019-04-26,483.18,2834.0
FORAKER 1207 4LMH-11,26,FORAKER 1207 4LMH-11,2019-04-27,475.52,2775.0
FORAKER 1207 4LMH-11,27,FORAKER 1207 4LMH-11,2019-04-28,454.65,2811.0
FORAKER 1207 4LMH-11,28,FORAKER 1207 4LMH-11,2019-04-29,440.02,2778.0
FORAKER 1207 4LMH-11,29,FORAKER 1207 4LMH-11,2019-04-30,428.87,2745.0
FORAKER 1207 4LMH-11,30,FORAKER 1207 4LMH-11,2019-05-01,425.39,2727.0
FORAKER 1207 4LMH-11,31,FORAKER 1207 4LMH-11,2019-05-02,408.69,2758.0
FORAKER 1207 4LMH-11,32,FORAKER 1207 4LMH-11,2019-05-03,390.59,2781.0
FORAKER 1207 4LMH-11,33,FORAKER 1207 4LMH-11,2019-05-04,380.84,2737.0
FORAKER 1207 4LMH-11,34,FORAKER 1207 4LMH-11,2019-05-05,369.0,2711.0
FORAKER 1207 4LMH-11,35,FORAKER 1207 4LMH-11,2019-05-06,359.96,2670.0
FORAKER 1207 4LMH-11,36,FORAKER 1207 4LMH-11,2019-05-07,356.47,2641.0
FORAKER 1207 4LMH-11,37,FORAKER 1207 4LMH-11,2019-05-08,335.58,2629.0
FORAKER 1207 4LMH-11,38,FORAKER 1207 4LMH-11,2019-05-09,331.41,2600.0
FORAKER 1207 4LMH-11,39,FORAKER 1207 4LMH-11,2019-05-10,325.15,2576.0
FORAKER 1207 4LMH-11,40,FORAKER 1207 4LMH-11,2019-05-11,326.54,2558.0
FORAKER 1207 4LMH-11,41,FORAKER 1207 4LMH-11,2019-05-12,304.96,2549.0
FORAKER 1207 4LMH-11,42,FORAKER 1207 4LMH-11,2019-05-13,288.93,2526.0
FORAKER 1207 4LMH-11,43,FORAKER 1207 4LMH-11,2019-05-14,289.64,2511.0
FORAKER 1207 4LMH-11,44,FORAKER 1207 4LMH-11,2019-05-15,274.31,2485.0
FORAKER 1207 4LMH-11,45,FORAKER 1207 4LMH-11,2019-05-16,278.49,2436.0
FORAKER 1207 4LMH-11,46,FORAKER 1207 4LMH-11,2019-05-17,272.23,2426.0
FORAKER 1207 4LMH-11,47,FORAKER 1207 4LMH-11,2019-05-18,265.26,2407.0
FORAKER 1207 4LMH-11,48,FORAKER 1207 4LMH-11,2019-05-19,256.21,2363.0
FORAKER 1207 4LMH-11,49,FORAKER 1207 4LMH-11,2019-05-20,252.04,2315.0
FORAKER 1207 4LMH-11,50,FORAKER 1207 4LMH-11,2019-05-21,247.86,2331.0
FORAKER 1207 4LMH-11,51,FORAKER 1207 4LMH-11,2019-05-22,240.2,2326.0
FORAKER 1207 4LMH-11,52,FORAKER 1207 4LMH-11,2019-05-23,236.72,2412.0
FORAKER 1207 4LMH-11,53,FORAKER 1207 4LMH-11,2019-05-24,225.59,2071.0
FORAKER 1207 4LMH-11,54,FORAKER 1207 4LMH-11,2019-05-25,222.09,2311.0
FORAKER 1207 4LMH-11,55,FORAKER 1207 4LMH-11,2019-05-26,225.59,2254.0
