,PERIOD,GROSS WTR,Well
157,8/27/2019,35,FORAKER 1207 9LMH-11
158,8/28/2019,34,FORAKER 1207 9LMH-11
159,8/29/2019,33,FORAKER 1207 9LMH-11
160,8/30/2019,32,FORAKER 1207 9LMH-11
161,8/31/2019,34,FORAKER 1207 9LMH-11
162,9/1/2019,31,FORAKER 1207 9LMH-11
163,9/2/2019,31,FORAKER 1207 9LMH-11
164,9/3/2019,31,FORAKER 1207 9LMH-11
165,9/4/2019,31,FORAKER 1207 9LMH-11
166,9/5/2019,31,FORAKER 1207 9LMH-11
167,9/6/2019,31,FORAKER 1207 9LMH-11
168,9/7/2019,31,FORAKER 1207 9LMH-11
169,9/8/2019,25,FORAKER 1207 9LMH-11
170,9/9/2019,25,FORAKER 1207 9LMH-11
171,9/10/2019,25,FORAKER 1207 9LMH-11
172,9/11/2019,25,FORAKER 1207 9LMH-11
173,9/12/2019,25,FORAKER 1207 9LMH-11
174,9/13/2019,25,FORAKER 1207 9LMH-11
175,9/14/2019,25,FORAKER 1207 9LMH-11
176,9/15/2019,27.39,FORAKER 1207 9LMH-11
177,9/16/2019,21.7,FORAKER 1207 9LMH-11
178,9/17/2019,17.04,FORAKER 1207 9LMH-11
179,9/18/2019,17.16,FORAKER 1207 9LMH-11
180,9/19/2019,17.89,FORAKER 1207 9LMH-11
181,9/20/2019,16.97,FORAKER 1207 9LMH-11
182,9/21/2019,15.84,FORAKER 1207 9LMH-11
183,9/22/2019,15.41,FORAKER 1207 9LMH-11
184,9/23/2019,16.98,FORAKER 1207 9LMH-11
0,3/23/2019,,FORAKER 1207 10UMH-11
1,3/24/2019,,FORAKER 1207 10UMH-11
2,3/25/2019,,FORAKER 1207 10UMH-11
3,3/26/2019,,FORAKER 1207 10UMH-11
4,3/27/2019,,FORAKER 1207 10UMH-11
5,3/28/2019,,FORAKER 1207 10UMH-11
6,3/29/2019,,FORAKER 1207 10UMH-11
7,3/30/2019,,FORAKER 1207 10UMH-11
8,3/31/2019,,FORAKER 1207 10UMH-11
9,4/1/2019,,FORAKER 1207 10UMH-11
10,4/2/2019,,FORAKER 1207 10UMH-11
11,4/3/2019,,FORAKER 1207 10UMH-11
12,4/4/2019,,FORAKER 1207 10UMH-11
13,4/5/2019,437.05,FORAKER 1207 10UMH-11
14,4/6/2019,1500.96,FORAKER 1207 10UMH-11
15,4/7/2019,1605.7,FORAKER 1207 10UMH-11
16,4/8/2019,1513.92,FORAKER 1207 10UMH-11
17,4/9/2019,1493.81,FORAKER 1207 10UMH-11
18,4/10/2019,1350.76,FORAKER 1207 10UMH-11
19,4/11/2019,1278.11,FORAKER 1207 10UMH-11
20,4/12/2019,1232.14,FORAKER 1207 10UMH-11
21,4/13/2019,1124.52,FORAKER 1207 10UMH-11
22,4/14/2019,1005.06,FORAKER 1207 10UMH-11
23,4/15/2019,937.93,FORAKER 1207 10UMH-11
24,4/16/2019,727.9,FORAKER 1207 10UMH-11
25,4/17/2019,690.95,FORAKER 1207 10UMH-11
26,4/18/2019,614.82,FORAKER 1207 10UMH-11
27,4/19/2019,551.58,FORAKER 1207 10UMH-11
28,4/20/2019,506.36,FORAKER 1207 10UMH-11
29,4/21/2019,469.5,FORAKER 1207 10UMH-11
30,4/22/2019,432,FORAKER 1207 10UMH-11
31,4/23/2019,400.24,FORAKER 1207 10UMH-11
32,4/24/2019,370.88,FORAKER 1207 10UMH-11
33,4/25/2019,342.95,FORAKER 1207 10UMH-11
34,4/26/2019,323.66,FORAKER 1207 10UMH-11
35,4/27/2019,300.67,FORAKER 1207 10UMH-11
36,4/28/2019,287.9,FORAKER 1207 10UMH-11
37,4/29/2019,269.61,FORAKER 1207 10UMH-11
38,4/30/2019,265.87,FORAKER 1207 10UMH-11
39,5/1/2019,251.29,FORAKER 1207 10UMH-11
40,5/2/2019,242.55,FORAKER 1207 10UMH-11
41,5/3/2019,247.14,FORAKER 1207 10UMH-11
42,5/4/2019,229.23,FORAKER 1207 10UMH-11
43,5/5/2019,225.15,FORAKER 1207 10UMH-11
44,5/6/2019,211.4,FORAKER 1207 10UMH-11
45,5/7/2019,203.02,FORAKER 1207 10UMH-11
46,5/8/2019,109.44,FORAKER 1207 10UMH-11
47,5/9/2019,134.78,FORAKER 1207 10UMH-11
48,5/10/2019,177.93,FORAKER 1207 10UMH-11
49,5/11/2019,183.47,FORAKER 1207 10UMH-11
50,5/12/2019,186.31,FORAKER 1207 10UMH-11
51,5/13/2019,179.39,FORAKER 1207 10UMH-11
52,5/14/2019,175.39,FORAKER 1207 10UMH-11
53,5/15/2019,162.54,FORAKER 1207 10UMH-11
54,5/16/2019,152.53,FORAKER 1207 10UMH-11
55,5/17/2019,142.45,FORAKER 1207 10UMH-11
56,5/18/2019,148.43,FORAKER 1207 10UMH-11
57,5/19/2019,140.93,FORAKER 1207 10UMH-11
58,5/20/2019,134.93,FORAKER 1207 10UMH-11
59,5/21/2019,131.12,FORAKER 1207 10UMH-11
60,5/22/2019,133.17,FORAKER 1207 10UMH-11
61,5/23/2019,113.98,FORAKER 1207 10UMH-11
62,5/24/2019,107.86,FORAKER 1207 10UMH-11
63,5/25/2019,105.09,FORAKER 1207 10UMH-11
64,5/26/2019,102.15,FORAKER 1207 10UMH-11
65,5/27/2019,98.33,FORAKER 1207 10UMH-11
66,5/28/2019,93.27,FORAKER 1207 10UMH-11
67,5/29/2019,86.38,FORAKER 1207 10UMH-11
68,5/30/2019,86.87,FORAKER 1207 10UMH-11
69,5/31/2019,80.38,FORAKER 1207 10UMH-11
70,6/1/2019,92.36,FORAKER 1207 10UMH-11
71,6/2/2019,75.94,FORAKER 1207 10UMH-11
72,6/3/2019,72.01,FORAKER 1207 10UMH-11
73,6/4/2019,60.8,FORAKER 1207 10UMH-11
74,6/5/2019,64.58,FORAKER 1207 10UMH-11
75,6/6/2019,50.93,FORAKER 1207 10UMH-11
76,6/7/2019,38.18,FORAKER 1207 10UMH-11
77,6/8/2019,32.78,FORAKER 1207 10UMH-11
78,6/9/2019,35.62,FORAKER 1207 10UMH-11
79,6/10/2019,33.9,FORAKER 1207 10UMH-11
80,6/11/2019,33.04,FORAKER 1207 10UMH-11
81,6/12/2019,31.7,FORAKER 1207 10UMH-11
82,6/13/2019,27.87,FORAKER 1207 10UMH-11
83,6/14/2019,24.23,FORAKER 1207 10UMH-11
84,6/15/2019,26.93,FORAKER 1207 10UMH-11
85,6/16/2019,21.91,FORAKER 1207 10UMH-11
86,6/17/2019,34.57,FORAKER 1207 10UMH-11
87,6/18/2019,36.45,FORAKER 1207 10UMH-11
88,6/19/2019,33.36,FORAKER 1207 10UMH-11
89,6/20/2019,26.84,FORAKER 1207 10UMH-11
90,6/21/2019,32.29,FORAKER 1207 10UMH-11
91,6/22/2019,25.17,FORAKER 1207 10UMH-11
92,6/23/2019,16.77,FORAKER 1207 10UMH-11
93,6/24/2019,22.89,FORAKER 1207 10UMH-11
94,6/25/2019,28.56,FORAKER 1207 10UMH-11
95,6/26/2019,24.31,FORAKER 1207 10UMH-11
96,6/27/2019,20.41,FORAKER 1207 10UMH-11
97,6/28/2019,16.38,FORAKER 1207 10UMH-11
98,6/29/2019,7.41,FORAKER 1207 10UMH-11
99,6/30/2019,7.34,FORAKER 1207 10UMH-11
100,7/1/2019,4.79,FORAKER 1207 10UMH-11
101,7/2/2019,1.99,FORAKER 1207 10UMH-11
102,7/3/2019,24.51,FORAKER 1207 10UMH-11
103,7/4/2019,100.4,FORAKER 1207 10UMH-11
104,7/5/2019,22.36,FORAKER 1207 10UMH-11
105,7/6/2019,16.39,FORAKER 1207 10UMH-11
106,7/7/2019,12.29,FORAKER 1207 10UMH-11
107,7/8/2019,16.93,FORAKER 1207 10UMH-11
108,7/9/2019,17.57,FORAKER 1207 10UMH-11
109,7/10/2019,19.14,FORAKER 1207 10UMH-11
110,7/11/2019,16.92,FORAKER 1207 10UMH-11
111,7/12/2019,9.93,FORAKER 1207 10UMH-11
112,7/13/2019,16.1,FORAKER 1207 10UMH-11
113,7/14/2019,12.24,FORAKER 1207 10UMH-11
114,7/15/2019,11.1,FORAKER 1207 10UMH-11
115,7/16/2019,10.92,FORAKER 1207 10UMH-11
116,7/17/2019,10.37,FORAKER 1207 10UMH-11
117,7/18/2019,7.99,FORAKER 1207 10UMH-11
118,7/19/2019,9.1,FORAKER 1207 10UMH-11
119,7/20/2019,9.67,FORAKER 1207 10UMH-11
120,7/21/2019,7.83,FORAKER 1207 10UMH-11
121,7/22/2019,6.35,FORAKER 1207 10UMH-11
122,7/23/2019,6.07,FORAKER 1207 10UMH-11
123,7/24/2019,6.48,FORAKER 1207 10UMH-11
124,7/25/2019,0,FORAKER 1207 10UMH-11
125,7/26/2019,31.68,FORAKER 1207 10UMH-11
126,7/27/2019,39.72,FORAKER 1207 10UMH-11
127,7/28/2019,42.07,FORAKER 1207 10UMH-11
128,7/29/2019,35.46,FORAKER 1207 10UMH-11
129,7/30/2019,38.03,FORAKER 1207 10UMH-11
130,7/31/2019,35.32,FORAKER 1207 10UMH-11
131,8/1/2019,43.79,FORAKER 1207 10UMH-11
132,8/2/2019,42.22,FORAKER 1207 10UMH-11
133,8/3/2019,37.05,FORAKER 1207 10UMH-11
134,8/4/2019,38.6,FORAKER 1207 10UMH-11
135,8/5/2019,39.63,FORAKER 1207 10UMH-11
136,8/6/2019,33.5,FORAKER 1207 10UMH-11
137,8/7/2019,32.95,FORAKER 1207 10UMH-11
138,8/8/2019,28.96,FORAKER 1207 10UMH-11
139,8/9/2019,29.23,FORAKER 1207 10UMH-11
140,8/10/2019,29.44,FORAKER 1207 10UMH-11
141,8/11/2019,27.92,FORAKER 1207 10UMH-11
142,8/12/2019,28.14,FORAKER 1207 10UMH-11
143,8/13/2019,29.17,FORAKER 1207 10UMH-11
144,8/14/2019,28.4,FORAKER 1207 10UMH-11
145,8/15/2019,24.07,FORAKER 1207 10UMH-11
146,8/16/2019,1.11,FORAKER 1207 10UMH-11
147,8/17/2019,0,FORAKER 1207 10UMH-11
148,8/18/2019,0,FORAKER 1207 10UMH-11
149,8/19/2019,17.9,FORAKER 1207 10UMH-11
150,8/20/2019,0,FORAKER 1207 10UMH-11
151,8/21/2019,10.94,FORAKER 1207 10UMH-11
152,8/22/2019,13.47,FORAKER 1207 10UMH-11
153,8/23/2019,11.41,FORAKER 1207 10UMH-11
154,8/24/2019,54.22,FORAKER 1207 10UMH-11
155,8/25/2019,24.67,FORAKER 1207 10UMH-11
156,8/26/2019,20.37,FORAKER 1207 10UMH-11
157,8/27/2019,8.64,FORAKER 1207 10UMH-11
158,8/28/2019,8.22,FORAKER 1207 10UMH-11
159,8/29/2019,14.13,FORAKER 1207 10UMH-11
160,8/30/2019,11.33,FORAKER 1207 10UMH-11
161,8/31/2019,8.15,FORAKER 1207 10UMH-11
162,9/1/2019,15.1,FORAKER 1207 10UMH-11
163,9/2/2019,2.09,FORAKER 1207 10UMH-11
164,9/3/2019,3.11,FORAKER 1207 10UMH-11
165,9/4/2019,3.03,FORAKER 1207 10UMH-11
166,9/5/2019,3.1,FORAKER 1207 10UMH-11
167,9/6/2019,0.8,FORAKER 1207 10UMH-11
168,9/7/2019,0.72,FORAKER 1207 10UMH-11
169,9/8/2019,0.08,FORAKER 1207 10UMH-11
170,9/9/2019,0.44,FORAKER 1207 10UMH-11
171,9/10/2019,2.33,FORAKER 1207 10UMH-11
172,9/11/2019,0.07,FORAKER 1207 10UMH-11
173,9/12/2019,0.05,FORAKER 1207 10UMH-11
174,9/13/2019,0,FORAKER 1207 10UMH-11
175,9/14/2019,0.03,FORAKER 1207 10UMH-11
176,9/15/2019,12.93,FORAKER 1207 10UMH-11
177,9/16/2019,16.32,FORAKER 1207 10UMH-11
178,9/17/2019,16.49,FORAKER 1207 10UMH-11
179,9/18/2019,16.53,FORAKER 1207 10UMH-11
180,9/19/2019,15.19,FORAKER 1207 10UMH-11
181,9/20/2019,15.73,FORAKER 1207 10UMH-11
182,9/21/2019,14.73,FORAKER 1207 10UMH-11
183,9/22/2019,15.55,FORAKER 1207 10UMH-11
184,9/23/2019,15.58,FORAKER 1207 10UMH-11
0,3/23/2019,,FORAKER 1207 11SMH-11
1,3/24/2019,,FORAKER 1207 11SMH-11
2,3/25/2019,,FORAKER 1207 11SMH-11
3,3/26/2019,,FORAKER 1207 11SMH-11
4,3/27/2019,,FORAKER 1207 11SMH-11
5,3/28/2019,,FORAKER 1207 11SMH-11
6,3/29/2019,,FORAKER 1207 11SMH-11
7,3/30/2019,,FORAKER 1207 11SMH-11
8,3/31/2019,,FORAKER 1207 11SMH-11
9,4/1/2019,,FORAKER 1207 11SMH-11
10,4/2/2019,,FORAKER 1207 11SMH-11
11,4/3/2019,,FORAKER 1207 11SMH-11
12,4/4/2019,,FORAKER 1207 11SMH-11
13,4/5/2019,664.34,FORAKER 1207 11SMH-11
14,4/6/2019,2196.67,FORAKER 1207 11SMH-11
15,4/7/2019,2525.09,FORAKER 1207 11SMH-11
16,4/8/2019,2018.82,FORAKER 1207 11SMH-11
17,4/9/2019,2018.82,FORAKER 1207 11SMH-11
18,4/10/2019,1858.423914,FORAKER 1207 11SMH-11
19,4/11/2019,1721.638983,FORAKER 1207 11SMH-11
20,4/12/2019,1603.609099,FORAKER 1207 11SMH-11
21,4/13/2019,1500.72439,FORAKER 1207 11SMH-11
22,4/14/2019,1410.245542,FORAKER 1207 11SMH-11
23,4/15/2019,1330.056294,FORAKER 1207 11SMH-11
24,4/16/2019,1258.495824,FORAKER 1207 11SMH-11
25,4/17/2019,1194.242489,FORAKER 1207 11SMH-11
26,4/18/2019,1136.231442,FORAKER 1207 11SMH-11
27,4/19/2019,1083.595155,FORAKER 1207 11SMH-11
28,4/20/2019,1035.619739,FORAKER 1207 11SMH-11
29,4/21/2019,991.7123679,FORAKER 1207 11SMH-11
30,4/22/2019,951.3766671,FORAKER 1207 11SMH-11
31,4/23/2019,914.1938596,FORAKER 1207 11SMH-11
32,4/24/2019,879.808175,FORAKER 1207 11SMH-11
33,4/25/2019,847.915429,FORAKER 1207 11SMH-11
34,4/26/2019,818.2540009,FORAKER 1207 11SMH-11
35,4/27/2019,790.59764,FORAKER 1207 11SMH-11
36,4/28/2019,764.7496842,FORAKER 1207 11SMH-11
37,4/29/2019,740.5383759,FORAKER 1207 11SMH-11
38,4/30/2019,717.8130409,FORAKER 1207 11SMH-11
39,5/1/2019,696.4409493,FORAKER 1207 11SMH-11
40,5/2/2019,676.3047222,FORAKER 1207 11SMH-11
41,5/3/2019,657.300174,FORAKER 1207 11SMH-11
42,5/4/2019,639.3345099,FORAKER 1207 11SMH-11
43,5/5/2019,622.3248102,FORAKER 1207 11SMH-11
44,5/6/2019,606.1967513,FORAKER 1207 11SMH-11
45,5/7/2019,590.8835192,FORAKER 1207 11SMH-11
46,5/8/2019,576.3248851,FORAKER 1207 11SMH-11
47,5/9/2019,562.4664131,FORAKER 1207 11SMH-11
48,5/10/2019,549.2587804,FORAKER 1207 11SMH-11
49,5/11/2019,543.2587804,FORAKER 1207 11SMH-11
50,5/12/2019,537.2587804,FORAKER 1207 11SMH-11
51,5/13/2019,531.2587804,FORAKER 1207 11SMH-11
52,5/14/2019,525.2587804,FORAKER 1207 11SMH-11
53,5/15/2019,519.2587804,FORAKER 1207 11SMH-11
54,5/16/2019,513.2587804,FORAKER 1207 11SMH-11
55,5/17/2019,507.2587804,FORAKER 1207 11SMH-11
56,5/18/2019,501.2587804,FORAKER 1207 11SMH-11
57,5/19/2019,495.2587804,FORAKER 1207 11SMH-11
58,5/20/2019,489.2587804,FORAKER 1207 11SMH-11
59,5/21/2019,483.2587804,FORAKER 1207 11SMH-11
60,5/22/2019,477.2587804,FORAKER 1207 11SMH-11
61,5/23/2019,471.2587804,FORAKER 1207 11SMH-11
62,5/24/2019,465.2587804,FORAKER 1207 11SMH-11
63,5/25/2019,459.2587804,FORAKER 1207 11SMH-11
64,5/26/2019,453.2587804,FORAKER 1207 11SMH-11
65,5/27/2019,447.2587804,FORAKER 1207 11SMH-11
66,5/28/2019,441.2587804,FORAKER 1207 11SMH-11
67,5/29/2019,435.2587804,FORAKER 1207 11SMH-11
68,5/30/2019,429.2587804,FORAKER 1207 11SMH-11
69,5/31/2019,414.81,FORAKER 1207 11SMH-11
70,6/1/2019,409.68,FORAKER 1207 11SMH-11
71,6/2/2019,398.8,FORAKER 1207 11SMH-11
72,6/3/2019,385.99,FORAKER 1207 11SMH-11
73,6/4/2019,372.51,FORAKER 1207 11SMH-11
74,6/5/2019,361.65,FORAKER 1207 11SMH-11
75,6/6/2019,358.7,FORAKER 1207 11SMH-11
76,6/7/2019,345.43,FORAKER 1207 11SMH-11
77,6/8/2019,336.87,FORAKER 1207 11SMH-11
78,6/9/2019,328.92,FORAKER 1207 11SMH-11
79,6/10/2019,323.27,FORAKER 1207 11SMH-11
80,6/11/2019,375.5,FORAKER 1207 11SMH-11
81,6/12/2019,314.02,FORAKER 1207 11SMH-11
82,6/13/2019,299.34,FORAKER 1207 11SMH-11
83,6/14/2019,291.71,FORAKER 1207 11SMH-11
84,6/15/2019,286.12,FORAKER 1207 11SMH-11
85,6/16/2019,275.54,FORAKER 1207 11SMH-11
86,6/17/2019,265.85,FORAKER 1207 11SMH-11
87,6/18/2019,284.84,FORAKER 1207 11SMH-11
88,6/19/2019,277.53,FORAKER 1207 11SMH-11
89,6/20/2019,306.93,FORAKER 1207 11SMH-11
90,6/21/2019,290.76,FORAKER 1207 11SMH-11
91,6/22/2019,272.61,FORAKER 1207 11SMH-11
92,6/23/2019,260.11,FORAKER 1207 11SMH-11
93,6/24/2019,243.03,FORAKER 1207 11SMH-11
94,6/25/2019,258.28,FORAKER 1207 11SMH-11
95,6/26/2019,244.63,FORAKER 1207 11SMH-11
96,6/27/2019,233.66,FORAKER 1207 11SMH-11
97,6/28/2019,231.71,FORAKER 1207 11SMH-11
98,6/29/2019,292.82,FORAKER 1207 11SMH-11
99,6/30/2019,264.97,FORAKER 1207 11SMH-11
100,7/1/2019,208.77,FORAKER 1207 11SMH-11
101,7/2/2019,202.97,FORAKER 1207 11SMH-11
102,7/3/2019,197.82,FORAKER 1207 11SMH-11
103,7/4/2019,204.51,FORAKER 1207 11SMH-11
104,7/5/2019,186.49,FORAKER 1207 11SMH-11
105,7/6/2019,183.92,FORAKER 1207 11SMH-11
106,7/7/2019,175.1,FORAKER 1207 11SMH-11
107,7/8/2019,174.44,FORAKER 1207 11SMH-11
108,7/9/2019,172.06,FORAKER 1207 11SMH-11
109,7/10/2019,165.44,FORAKER 1207 11SMH-11
110,7/11/2019,168.27,FORAKER 1207 11SMH-11
111,7/12/2019,164.13,FORAKER 1207 11SMH-11
112,7/13/2019,166.16,FORAKER 1207 11SMH-11
113,7/14/2019,157.7,FORAKER 1207 11SMH-11
114,7/15/2019,150.41,FORAKER 1207 11SMH-11
115,7/16/2019,147.81,FORAKER 1207 11SMH-11
116,7/17/2019,148.97,FORAKER 1207 11SMH-11
117,7/18/2019,142.4,FORAKER 1207 11SMH-11
118,7/19/2019,149.87,FORAKER 1207 11SMH-11
119,7/20/2019,158.68,FORAKER 1207 11SMH-11
120,7/21/2019,147.57,FORAKER 1207 11SMH-11
121,7/22/2019,150.28,FORAKER 1207 11SMH-11
122,7/23/2019,148.41,FORAKER 1207 11SMH-11
123,7/24/2019,75.19,FORAKER 1207 11SMH-11
124,7/25/2019,179.91,FORAKER 1207 11SMH-11
125,7/26/2019,130.14,FORAKER 1207 11SMH-11
126,7/27/2019,149.63,FORAKER 1207 11SMH-11
127,7/28/2019,138.14,FORAKER 1207 11SMH-11
128,7/29/2019,140.04,FORAKER 1207 11SMH-11
129,7/30/2019,134.45,FORAKER 1207 11SMH-11
130,7/31/2019,202.42,FORAKER 1207 11SMH-11
131,8/1/2019,186.35,FORAKER 1207 11SMH-11
132,8/2/2019,171.18,FORAKER 1207 11SMH-11
133,8/3/2019,162.37,FORAKER 1207 11SMH-11
134,8/4/2019,153.8,FORAKER 1207 11SMH-11
135,8/5/2019,145.02,FORAKER 1207 11SMH-11
136,8/6/2019,136.84,FORAKER 1207 11SMH-11
137,8/7/2019,133.19,FORAKER 1207 11SMH-11
138,8/8/2019,125.77,FORAKER 1207 11SMH-11
139,8/9/2019,130.54,FORAKER 1207 11SMH-11
140,8/10/2019,121.07,FORAKER 1207 11SMH-11
141,8/11/2019,112.52,FORAKER 1207 11SMH-11
142,8/12/2019,121.1,FORAKER 1207 11SMH-11
143,8/13/2019,116.11,FORAKER 1207 11SMH-11
144,8/14/2019,91.08,FORAKER 1207 11SMH-11
145,8/15/2019,44.28,FORAKER 1207 11SMH-11
146,8/16/2019,67.59,FORAKER 1207 11SMH-11
147,8/17/2019,17.18,FORAKER 1207 11SMH-11
148,8/18/2019,10.53,FORAKER 1207 11SMH-11
149,8/19/2019,8.39,FORAKER 1207 11SMH-11
150,8/20/2019,8.38,FORAKER 1207 11SMH-11
151,8/21/2019,10,FORAKER 1207 11SMH-11
152,8/22/2019,19.45,FORAKER 1207 11SMH-11
153,8/23/2019,17.7,FORAKER 1207 11SMH-11
154,8/24/2019,14.9,FORAKER 1207 11SMH-11
155,8/25/2019,4.79,FORAKER 1207 11SMH-11
156,8/26/2019,11.61,FORAKER 1207 11SMH-11
157,8/27/2019,39.96,FORAKER 1207 11SMH-11
158,8/28/2019,4.04,FORAKER 1207 11SMH-11
159,8/29/2019,3.46,FORAKER 1207 11SMH-11
160,8/30/2019,3.39,FORAKER 1207 11SMH-11
161,8/31/2019,16.83,FORAKER 1207 11SMH-11
162,9/1/2019,27.99,FORAKER 1207 11SMH-11
163,9/2/2019,31.59,FORAKER 1207 11SMH-11
164,9/3/2019,60.06,FORAKER 1207 11SMH-11
165,9/4/2019,70.19,FORAKER 1207 11SMH-11
166,9/5/2019,80.78,FORAKER 1207 11SMH-11
167,9/6/2019,79.65,FORAKER 1207 11SMH-11
168,9/7/2019,71.21,FORAKER 1207 11SMH-11
169,9/8/2019,67.18,FORAKER 1207 11SMH-11
170,9/9/2019,65.62,FORAKER 1207 11SMH-11
171,9/10/2019,91.3,FORAKER 1207 11SMH-11
172,9/11/2019,63.95,FORAKER 1207 11SMH-11
173,9/12/2019,47.91,FORAKER 1207 11SMH-11
174,9/13/2019,61.16,FORAKER 1207 11SMH-11
175,9/14/2019,63.27,FORAKER 1207 11SMH-11
176,9/15/2019,69.78,FORAKER 1207 11SMH-11
177,9/16/2019,67.77,FORAKER 1207 11SMH-11
178,9/17/2019,68.23,FORAKER 1207 11SMH-11
179,9/18/2019,68.95,FORAKER 1207 11SMH-11
180,9/19/2019,69.2,FORAKER 1207 11SMH-11
181,9/20/2019,68.44,FORAKER 1207 11SMH-11
182,9/21/2019,73.05,FORAKER 1207 11SMH-11
183,9/22/2019,70.98,FORAKER 1207 11SMH-11
184,9/23/2019,71.47,FORAKER 1207 11SMH-11
