,PERIOD,GROSS WTR,Well
45,5/7/2019,419.5485,FORAKER 1207 7SMH-11
46,5/8/2019,402.173,FORAKER 1207 7SMH-11
47,5/9/2019,401.3465,FORAKER 1207 7SMH-11
48,5/10/2019,390.3645,FORAKER 1207 7SMH-11
49,5/11/2019,373.502,FORAKER 1207 7SMH-11
50,5/12/2019,364.1255,FORAKER 1207 7SMH-11
51,5/13/2019,379.97,FORAKER 1207 7SMH-11
52,5/14/2019,370.43,FORAKER 1207 7SMH-11
53,5/15/2019,365.71,FORAKER 1207 7SMH-11
54,5/16/2019,357.41,FORAKER 1207 7SMH-11
55,5/17/2019,330.08,FORAKER 1207 7SMH-11
56,5/18/2019,325.99,FORAKER 1207 7SMH-11
57,5/19/2019,310.36,FORAKER 1207 7SMH-11
58,5/20/2019,309.25,FORAKER 1207 7SMH-11
59,5/21/2019,296.48,FORAKER 1207 7SMH-11
60,5/22/2019,291.61,FORAKER 1207 7SMH-11
61,5/23/2019,285.77,FORAKER 1207 7SMH-11
62,5/24/2019,277.01,FORAKER 1207 7SMH-11
63,5/25/2019,271.29,FORAKER 1207 7SMH-11
64,5/26/2019,255.25,FORAKER 1207 7SMH-11
65,5/27/2019,250.14,FORAKER 1207 7SMH-11
66,5/28/2019,245.85,FORAKER 1207 7SMH-11
67,5/29/2019,242.98,FORAKER 1207 7SMH-11
68,5/30/2019,232.96,FORAKER 1207 7SMH-11
69,5/31/2019,219.1,FORAKER 1207 7SMH-11
70,6/1/2019,218.84,FORAKER 1207 7SMH-11
71,6/2/2019,216.75,FORAKER 1207 7SMH-11
72,6/3/2019,215.89,FORAKER 1207 7SMH-11
73,6/4/2019,226.38,FORAKER 1207 7SMH-11
74,6/5/2019,212.49,FORAKER 1207 7SMH-11
75,6/6/2019,205.39,FORAKER 1207 7SMH-11
76,6/7/2019,202.1,FORAKER 1207 7SMH-11
77,6/8/2019,200.98,FORAKER 1207 7SMH-11
78,6/9/2019,193.13,FORAKER 1207 7SMH-11
79,6/10/2019,174.02,FORAKER 1207 7SMH-11
80,6/11/2019,184.4,FORAKER 1207 7SMH-11
81,6/12/2019,188.56,FORAKER 1207 7SMH-11
82,6/13/2019,195.64,FORAKER 1207 7SMH-11
83,6/14/2019,184.18,FORAKER 1207 7SMH-11
84,6/15/2019,178.65,FORAKER 1207 7SMH-11
85,6/16/2019,175.98,FORAKER 1207 7SMH-11
86,6/17/2019,152.64,FORAKER 1207 7SMH-11
87,6/18/2019,153.97,FORAKER 1207 7SMH-11
88,6/19/2019,165.41,FORAKER 1207 7SMH-11
89,6/20/2019,164.75,FORAKER 1207 7SMH-11
90,6/21/2019,160.28,FORAKER 1207 7SMH-11
91,6/22/2019,154.27,FORAKER 1207 7SMH-11
92,6/23/2019,152.92,FORAKER 1207 7SMH-11
93,6/24/2019,151.69,FORAKER 1207 7SMH-11
94,6/25/2019,148.97,FORAKER 1207 7SMH-11
95,6/26/2019,143.11,FORAKER 1207 7SMH-11
96,6/27/2019,136.79,FORAKER 1207 7SMH-11
97,6/28/2019,142.59,FORAKER 1207 7SMH-11
98,6/29/2019,139.78,FORAKER 1207 7SMH-11
99,6/30/2019,134.26,FORAKER 1207 7SMH-11
100,7/1/2019,131.35,FORAKER 1207 7SMH-11
101,7/2/2019,132.64,FORAKER 1207 7SMH-11
102,7/3/2019,132.2,FORAKER 1207 7SMH-11
103,7/4/2019,127.42,FORAKER 1207 7SMH-11
104,7/5/2019,125.33,FORAKER 1207 7SMH-11
105,7/6/2019,123.36,FORAKER 1207 7SMH-11
106,7/7/2019,122.19,FORAKER 1207 7SMH-11
107,7/8/2019,119.37,FORAKER 1207 7SMH-11
108,7/9/2019,117.37,FORAKER 1207 7SMH-11
109,7/10/2019,116.59,FORAKER 1207 7SMH-11
110,7/11/2019,114.25,FORAKER 1207 7SMH-11
111,7/12/2019,114.66,FORAKER 1207 7SMH-11
112,7/13/2019,107.95,FORAKER 1207 7SMH-11
113,7/14/2019,111.12,FORAKER 1207 7SMH-11
114,7/15/2019,110.36,FORAKER 1207 7SMH-11
115,7/16/2019,109.83,FORAKER 1207 7SMH-11
116,7/17/2019,108.77,FORAKER 1207 7SMH-11
117,7/18/2019,106.31,FORAKER 1207 7SMH-11
118,7/19/2019,100.09,FORAKER 1207 7SMH-11
119,7/20/2019,103.23,FORAKER 1207 7SMH-11
120,7/21/2019,104.75,FORAKER 1207 7SMH-11
121,7/22/2019,102.64,FORAKER 1207 7SMH-11
122,7/23/2019,101.56,FORAKER 1207 7SMH-11
123,7/24/2019,101.34,FORAKER 1207 7SMH-11
124,7/25/2019,98.79,FORAKER 1207 7SMH-11
125,7/26/2019,98.76,FORAKER 1207 7SMH-11
126,7/27/2019,96.87,FORAKER 1207 7SMH-11
127,7/28/2019,94.52,FORAKER 1207 7SMH-11
128,7/29/2019,90.23,FORAKER 1207 7SMH-11
129,7/30/2019,89.14,FORAKER 1207 7SMH-11
130,7/31/2019,91.69,FORAKER 1207 7SMH-11
131,8/1/2019,94.12,FORAKER 1207 7SMH-11
132,8/2/2019,96.2,FORAKER 1207 7SMH-11
133,8/3/2019,95.58,FORAKER 1207 7SMH-11
134,8/4/2019,93.04,FORAKER 1207 7SMH-11
135,8/5/2019,90.88,FORAKER 1207 7SMH-11
136,8/6/2019,91.18,FORAKER 1207 7SMH-11
137,8/7/2019,94.65,FORAKER 1207 7SMH-11
138,8/8/2019,92.46,FORAKER 1207 7SMH-11
139,8/9/2019,87.26,FORAKER 1207 7SMH-11
140,8/10/2019,95.16,FORAKER 1207 7SMH-11
141,8/11/2019,90.59,FORAKER 1207 7SMH-11
142,8/12/2019,87.6,FORAKER 1207 7SMH-11
143,8/13/2019,86.34,FORAKER 1207 7SMH-11
144,8/14/2019,85.02,FORAKER 1207 7SMH-11
145,8/15/2019,84.94,FORAKER 1207 7SMH-11
146,8/16/2019,80.7,FORAKER 1207 7SMH-11
147,8/17/2019,89.35,FORAKER 1207 7SMH-11
148,8/18/2019,91.89,FORAKER 1207 7SMH-11
149,8/19/2019,92.73,FORAKER 1207 7SMH-11
150,8/20/2019,88.35,FORAKER 1207 7SMH-11
151,8/21/2019,88.46,FORAKER 1207 7SMH-11
152,8/22/2019,77.48,FORAKER 1207 7SMH-11
153,8/23/2019,77.45,FORAKER 1207 7SMH-11
154,8/24/2019,81.48,FORAKER 1207 7SMH-11
155,8/25/2019,84.64,FORAKER 1207 7SMH-11
156,8/26/2019,84.9,FORAKER 1207 7SMH-11
157,8/27/2019,80.07,FORAKER 1207 7SMH-11
158,8/28/2019,71.2,FORAKER 1207 7SMH-11
159,8/29/2019,78.32,FORAKER 1207 7SMH-11
160,8/30/2019,83.96,FORAKER 1207 7SMH-11
161,8/31/2019,80.1,FORAKER 1207 7SMH-11
162,9/1/2019,81.86,FORAKER 1207 7SMH-11
163,9/2/2019,81.62,FORAKER 1207 7SMH-11
164,9/3/2019,79.96,FORAKER 1207 7SMH-11
165,9/4/2019,78.98,FORAKER 1207 7SMH-11
166,9/5/2019,,FORAKER 1207 7SMH-11
167,9/6/2019,,FORAKER 1207 7SMH-11
168,9/7/2019,,FORAKER 1207 7SMH-11
169,9/8/2019,,FORAKER 1207 7SMH-11
170,9/9/2019,,FORAKER 1207 7SMH-11
171,9/10/2019,,FORAKER 1207 7SMH-11
172,9/11/2019,,FORAKER 1207 7SMH-11
173,9/12/2019,,FORAKER 1207 7SMH-11
174,9/13/2019,,FORAKER 1207 7SMH-11
175,9/14/2019,,FORAKER 1207 7SMH-11
176,9/15/2019,,FORAKER 1207 7SMH-11
177,9/16/2019,,FORAKER 1207 7SMH-11
178,9/17/2019,,FORAKER 1207 7SMH-11
179,9/18/2019,,FORAKER 1207 7SMH-11
180,9/19/2019,,FORAKER 1207 7SMH-11
181,9/20/2019,,FORAKER 1207 7SMH-11
182,9/21/2019,,FORAKER 1207 7SMH-11
183,9/22/2019,,FORAKER 1207 7SMH-11
184,9/23/2019,,FORAKER 1207 7SMH-11
0,3/23/2019,,FORAKER 1207 8UMH-11
1,3/24/2019,,FORAKER 1207 8UMH-11
2,3/25/2019,,FORAKER 1207 8UMH-11
3,3/26/2019,,FORAKER 1207 8UMH-11
4,3/27/2019,,FORAKER 1207 8UMH-11
5,3/28/2019,,FORAKER 1207 8UMH-11
6,3/29/2019,,FORAKER 1207 8UMH-11
7,3/30/2019,,FORAKER 1207 8UMH-11
8,3/31/2019,,FORAKER 1207 8UMH-11
9,4/1/2019,,FORAKER 1207 8UMH-11
10,4/2/2019,,FORAKER 1207 8UMH-11
11,4/3/2019,,FORAKER 1207 8UMH-11
12,4/4/2019,,FORAKER 1207 8UMH-11
13,4/5/2019,0.765,FORAKER 1207 8UMH-11
14,4/6/2019,361.962,FORAKER 1207 8UMH-11
15,4/7/2019,952.668,FORAKER 1207 8UMH-11
16,4/8/2019,1135.512,FORAKER 1207 8UMH-11
17,4/9/2019,1098.846,FORAKER 1207 8UMH-11
18,4/10/2019,1081.57,FORAKER 1207 8UMH-11
19,4/11/2019,1075.301718,FORAKER 1207 8UMH-11
20,4/12/2019,938.6665692,FORAKER 1207 8UMH-11
21,4/13/2019,834.0236302,FORAKER 1207 8UMH-11
22,4/14/2019,751.2045076,FORAKER 1207 8UMH-11
23,4/15/2019,683.9562229,FORAKER 1207 8UMH-11
24,4/16/2019,628.2175475,FORAKER 1207 8UMH-11
25,4/17/2019,581.2335835,FORAKER 1207 8UMH-11
26,4/18/2019,541.0681779,FORAKER 1207 8UMH-11
27,4/19/2019,506.319928,FORAKER 1207 8UMH-11
28,4/20/2019,475.9489394,FORAKER 1207 8UMH-11
29,4/21/2019,449.1669617,FORAKER 1207 8UMH-11
30,4/22/2019,425.3653711,FORAKER 1207 8UMH-11
31,4/23/2019,404.0665963,FORAKER 1207 8UMH-11
32,4/24/2019,384.8905303,FORAKER 1207 8UMH-11
33,4/25/2019,367.5307901,FORAKER 1207 8UMH-11
34,4/26/2019,351.737608,FORAKER 1207 8UMH-11
35,4/27/2019,337.3052865,FORAKER 1207 8UMH-11
36,4/28/2019,324.0628548,FORAKER 1207 8UMH-11
37,4/29/2019,311.8670112,FORAKER 1207 8UMH-11
38,4/30/2019,300.5967228,FORAKER 1207 8UMH-11
39,5/1/2019,290.1490463,FORAKER 1207 8UMH-11
40,5/2/2019,280.4358574,FORAKER 1207 8UMH-11
41,5/3/2019,271.3812672,FORAKER 1207 8UMH-11
42,5/4/2019,262.9195617,FORAKER 1207 8UMH-11
43,5/5/2019,254.9935457,FORAKER 1207 8UMH-11
44,5/6/2019,247.5532002,FORAKER 1207 8UMH-11
45,5/7/2019,240.5545871,FORAKER 1207 8UMH-11
46,5/8/2019,233.9589486,FORAKER 1207 8UMH-11
47,5/9/2019,227.7319627,FORAKER 1207 8UMH-11
48,5/10/2019,221.8431239,FORAKER 1207 8UMH-11
49,5/11/2019,216.2652249,FORAKER 1207 8UMH-11
50,5/12/2019,210.9739209,FORAKER 1207 8UMH-11
51,5/13/2019,205.947361,FORAKER 1207 8UMH-11
52,5/14/2019,201.1658761,FORAKER 1207 8UMH-11
53,5/15/2019,196.6117117,FORAKER 1207 8UMH-11
54,5/16/2019,192.2687997,FORAKER 1207 8UMH-11
55,5/17/2019,188.1225621,FORAKER 1207 8UMH-11
56,5/18/2019,184.1597411,FORAKER 1207 8UMH-11
57,5/19/2019,180.3682529,FORAKER 1207 8UMH-11
58,5/20/2019,176.7370598,FORAKER 1207 8UMH-11
59,5/21/2019,173.2560586,FORAKER 1207 8UMH-11
60,5/22/2019,169.915984,FORAKER 1207 8UMH-11
61,5/23/2019,166.7083225,FORAKER 1207 8UMH-11
62,5/24/2019,163.6252379,FORAKER 1207 8UMH-11
63,5/25/2019,160.6595046,FORAKER 1207 8UMH-11
64,5/26/2019,157.8044492,FORAKER 1207 8UMH-11
65,5/27/2019,155.0538984,FORAKER 1207 8UMH-11
66,5/28/2019,152.402133,FORAKER 1207 8UMH-11
67,5/29/2019,149.8438465,FORAKER 1207 8UMH-11
68,5/30/2019,147.3741085,FORAKER 1207 8UMH-11
69,5/31/2019,144.988332,FORAKER 1207 8UMH-11
70,6/1/2019,142.6822435,FORAKER 1207 8UMH-11
71,6/2/2019,140.4518569,FORAKER 1207 8UMH-11
72,6/3/2019,138.2934493,FORAKER 1207 8UMH-11
73,6/4/2019,136.20354,FORAKER 1207 8UMH-11
74,6/5/2019,134.1788707,FORAKER 1207 8UMH-11
75,6/6/2019,132.2163878,FORAKER 1207 8UMH-11
76,6/7/2019,130.3132269,FORAKER 1207 8UMH-11
77,6/8/2019,128.4666983,FORAKER 1207 8UMH-11
78,6/9/2019,126.6742732,FORAKER 1207 8UMH-11
79,6/10/2019,124.9335728,FORAKER 1207 8UMH-11
80,6/11/2019,123.2423562,FORAKER 1207 8UMH-11
81,6/12/2019,121.5985115,FORAKER 1207 8UMH-11
82,6/13/2019,120.0000459,FORAKER 1207 8UMH-11
83,6/14/2019,109.9,FORAKER 1207 8UMH-11
84,6/15/2019,99.65,FORAKER 1207 8UMH-11
85,6/16/2019,131.39,FORAKER 1207 8UMH-11
86,6/17/2019,112.11,FORAKER 1207 8UMH-11
87,6/18/2019,114.37,FORAKER 1207 8UMH-11
88,6/19/2019,95.47,FORAKER 1207 8UMH-11
89,6/20/2019,96.47,FORAKER 1207 8UMH-11
90,6/21/2019,93.38,FORAKER 1207 8UMH-11
91,6/22/2019,97.16,FORAKER 1207 8UMH-11
92,6/23/2019,89.31,FORAKER 1207 8UMH-11
93,6/24/2019,79.57,FORAKER 1207 8UMH-11
94,6/25/2019,83.67,FORAKER 1207 8UMH-11
95,6/26/2019,77,FORAKER 1207 8UMH-11
96,6/27/2019,75.75,FORAKER 1207 8UMH-11
97,6/28/2019,78.93,FORAKER 1207 8UMH-11
98,6/29/2019,72.29,FORAKER 1207 8UMH-11
99,6/30/2019,76.96,FORAKER 1207 8UMH-11
100,7/1/2019,79.48,FORAKER 1207 8UMH-11
101,7/2/2019,82.79,FORAKER 1207 8UMH-11
102,7/3/2019,75.67,FORAKER 1207 8UMH-11
103,7/4/2019,63.96,FORAKER 1207 8UMH-11
104,7/5/2019,68.12,FORAKER 1207 8UMH-11
105,7/6/2019,64.69,FORAKER 1207 8UMH-11
106,7/7/2019,62.91,FORAKER 1207 8UMH-11
107,7/8/2019,58.96,FORAKER 1207 8UMH-11
108,7/9/2019,61.14,FORAKER 1207 8UMH-11
109,7/10/2019,57.55,FORAKER 1207 8UMH-11
110,7/11/2019,54.46,FORAKER 1207 8UMH-11
111,7/12/2019,55.14,FORAKER 1207 8UMH-11
112,7/13/2019,47.71,FORAKER 1207 8UMH-11
113,7/14/2019,45.4,FORAKER 1207 8UMH-11
114,7/15/2019,48.08,FORAKER 1207 8UMH-11
115,7/16/2019,57.22,FORAKER 1207 8UMH-11
116,7/17/2019,54.7,FORAKER 1207 8UMH-11
117,7/18/2019,45.67,FORAKER 1207 8UMH-11
118,7/19/2019,48.89,FORAKER 1207 8UMH-11
119,7/20/2019,43.19,FORAKER 1207 8UMH-11
120,7/21/2019,41.06,FORAKER 1207 8UMH-11
121,7/22/2019,45.84,FORAKER 1207 8UMH-11
122,7/23/2019,109.55,FORAKER 1207 8UMH-11
123,7/24/2019,13.91,FORAKER 1207 8UMH-11
124,7/25/2019,7.58,FORAKER 1207 8UMH-11
125,7/26/2019,35.63,FORAKER 1207 8UMH-11
126,7/27/2019,55.25,FORAKER 1207 8UMH-11
127,7/28/2019,64.68,FORAKER 1207 8UMH-11
128,7/29/2019,52.88,FORAKER 1207 8UMH-11
129,7/30/2019,50.9,FORAKER 1207 8UMH-11
130,7/31/2019,51.54,FORAKER 1207 8UMH-11
131,8/1/2019,45.82,FORAKER 1207 8UMH-11
132,8/2/2019,47.32,FORAKER 1207 8UMH-11
133,8/3/2019,46.07,FORAKER 1207 8UMH-11
134,8/4/2019,46.49,FORAKER 1207 8UMH-11
135,8/5/2019,44.67,FORAKER 1207 8UMH-11
136,8/6/2019,41.99,FORAKER 1207 8UMH-11
137,8/7/2019,37.21,FORAKER 1207 8UMH-11
138,8/8/2019,32.94,FORAKER 1207 8UMH-11
139,8/9/2019,36.8,FORAKER 1207 8UMH-11
140,8/10/2019,32.99,FORAKER 1207 8UMH-11
141,8/11/2019,31.42,FORAKER 1207 8UMH-11
142,8/12/2019,27.82,FORAKER 1207 8UMH-11
143,8/13/2019,27.11,FORAKER 1207 8UMH-11
144,8/14/2019,27.43,FORAKER 1207 8UMH-11
145,8/15/2019,19.03,FORAKER 1207 8UMH-11
146,8/16/2019,13.15,FORAKER 1207 8UMH-11
147,8/17/2019,0,FORAKER 1207 8UMH-11
148,8/18/2019,0,FORAKER 1207 8UMH-11
149,8/19/2019,23,FORAKER 1207 8UMH-11
150,8/20/2019,17.59,FORAKER 1207 8UMH-11
151,8/21/2019,24.93,FORAKER 1207 8UMH-11
152,8/22/2019,23.28,FORAKER 1207 8UMH-11
153,8/23/2019,21.91,FORAKER 1207 8UMH-11
154,8/24/2019,25.84,FORAKER 1207 8UMH-11
155,8/25/2019,25.2,FORAKER 1207 8UMH-11
156,8/26/2019,22,FORAKER 1207 8UMH-11
157,8/27/2019,22,FORAKER 1207 8UMH-11
158,8/28/2019,22,FORAKER 1207 8UMH-11
159,8/29/2019,22,FORAKER 1207 8UMH-11
160,8/30/2019,22,FORAKER 1207 8UMH-11
161,8/31/2019,22,FORAKER 1207 8UMH-11
162,9/1/2019,22,FORAKER 1207 8UMH-11
163,9/2/2019,22,FORAKER 1207 8UMH-11
164,9/3/2019,22,FORAKER 1207 8UMH-11
165,9/4/2019,22,FORAKER 1207 8UMH-11
166,9/5/2019,22,FORAKER 1207 8UMH-11
167,9/6/2019,22,FORAKER 1207 8UMH-11
168,9/7/2019,22,FORAKER 1207 8UMH-11
169,9/8/2019,22,FORAKER 1207 8UMH-11
170,9/9/2019,22,FORAKER 1207 8UMH-11
171,9/10/2019,22,FORAKER 1207 8UMH-11
172,9/11/2019,22,FORAKER 1207 8UMH-11
173,9/12/2019,22,FORAKER 1207 8UMH-11
174,9/13/2019,22,FORAKER 1207 8UMH-11
175,9/14/2019,22,FORAKER 1207 8UMH-11
176,9/15/2019,22,FORAKER 1207 8UMH-11
177,9/16/2019,22,FORAKER 1207 8UMH-11
178,9/17/2019,22,FORAKER 1207 8UMH-11
179,9/18/2019,22,FORAKER 1207 8UMH-11
180,9/19/2019,22,FORAKER 1207 8UMH-11
181,9/20/2019,22,FORAKER 1207 8UMH-11
182,9/21/2019,22,FORAKER 1207 8UMH-11
183,9/22/2019,22,FORAKER 1207 8UMH-11
184,9/23/2019,22,FORAKER 1207 8UMH-11
0,3/23/2019,,FORAKER 1207 9LMH-11
1,3/24/2019,,FORAKER 1207 9LMH-11
2,3/25/2019,,FORAKER 1207 9LMH-11
3,3/26/2019,,FORAKER 1207 9LMH-11
4,3/27/2019,,FORAKER 1207 9LMH-11
5,3/28/2019,,FORAKER 1207 9LMH-11
6,3/29/2019,,FORAKER 1207 9LMH-11
7,3/30/2019,,FORAKER 1207 9LMH-11
8,3/31/2019,,FORAKER 1207 9LMH-11
9,4/1/2019,,FORAKER 1207 9LMH-11
10,4/2/2019,,FORAKER 1207 9LMH-11
11,4/3/2019,,FORAKER 1207 9LMH-11
12,4/4/2019,,FORAKER 1207 9LMH-11
13,4/5/2019,0.00729,FORAKER 1207 9LMH-11
14,4/6/2019,309.80313,FORAKER 1207 9LMH-11
15,4/7/2019,1249.67367,FORAKER 1207 9LMH-11
16,4/8/2019,1475.54703,FORAKER 1207 9LMH-11
17,4/9/2019,1459.05705,FORAKER 1207 9LMH-11
18,4/10/2019,1560.56301,FORAKER 1207 9LMH-11
19,4/11/2019,1654.22493,FORAKER 1207 9LMH-11
20,4/12/2019,1616.85639,FORAKER 1207 9LMH-11
21,4/13/2019,1625.75019,FORAKER 1207 9LMH-11
22,4/14/2019,1654.22493,FORAKER 1207 9LMH-11
23,4/15/2019,1600.135425,FORAKER 1207 9LMH-11
24,4/16/2019,1418.850311,FORAKER 1207 9LMH-11
25,4/17/2019,1275.920017,FORAKER 1207 9LMH-11
26,4/18/2019,1160.211966,FORAKER 1207 9LMH-11
27,4/19/2019,1064.541904,FORAKER 1207 9LMH-11
28,4/20/2019,984.0615497,FORAKER 1207 9LMH-11
29,4/21/2019,915.3779511,FORAKER 1207 9LMH-11
30,4/22/2019,856.0439856,FORAKER 1207 9LMH-11
31,4/23/2019,804.2492783,FORAKER 1207 9LMH-11
32,4/24/2019,758.6251146,FORAKER 1207 9LMH-11
33,4/25/2019,718.1170741,FORAKER 1207 9LMH-11
34,4/26/2019,681.8994243,FORAKER 1207 9LMH-11
35,4/27/2019,649.3161067,FORAKER 1207 9LMH-11
36,4/28/2019,619.8391384,FORAKER 1207 9LMH-11
37,4/29/2019,593.0387061,FORAKER 1207 9LMH-11
38,4/30/2019,568.5612842,FORAKER 1207 9LMH-11
39,5/1/2019,546.1133689,FORAKER 1207 9LMH-11
40,5/2/2019,525.4492132,FORAKER 1207 9LMH-11
41,5/3/2019,506.3614587,FORAKER 1207 9LMH-11
42,5/4/2019,488.6738936,FORAKER 1207 9LMH-11
43,5/5/2019,472.235795,FORAKER 1207 9LMH-11
44,5/6/2019,456.917464,FORAKER 1207 9LMH-11
45,5/7/2019,442.6066699,FORAKER 1207 9LMH-11
46,5/8/2019,429.2057935,FORAKER 1207 9LMH-11
47,5/9/2019,416.6295159,FORAKER 1207 9LMH-11
48,5/10/2019,404.8029324,FORAKER 1207 9LMH-11
49,5/11/2019,393.6600046,FORAKER 1207 9LMH-11
50,5/12/2019,401.2173,FORAKER 1207 9LMH-11
51,5/13/2019,406.6686,FORAKER 1207 9LMH-11
52,5/14/2019,363.3579,FORAKER 1207 9LMH-11
53,5/15/2019,332.8614,FORAKER 1207 9LMH-11
54,5/16/2019,395.07,FORAKER 1207 9LMH-11
55,5/17/2019,366.63,FORAKER 1207 9LMH-11
56,5/18/2019,357.35,FORAKER 1207 9LMH-11
57,5/19/2019,336.03,FORAKER 1207 9LMH-11
58,5/20/2019,338.47,FORAKER 1207 9LMH-11
59,5/21/2019,326.55,FORAKER 1207 9LMH-11
60,5/22/2019,319.65,FORAKER 1207 9LMH-11
61,5/23/2019,299.96,FORAKER 1207 9LMH-11
62,5/24/2019,287.13,FORAKER 1207 9LMH-11
63,5/25/2019,274.38,FORAKER 1207 9LMH-11
64,5/26/2019,278.85,FORAKER 1207 9LMH-11
65,5/27/2019,272.54,FORAKER 1207 9LMH-11
66,5/28/2019,269.07,FORAKER 1207 9LMH-11
67,5/29/2019,262.39,FORAKER 1207 9LMH-11
68,5/30/2019,242.45,FORAKER 1207 9LMH-11
69,5/31/2019,242.51,FORAKER 1207 9LMH-11
70,6/1/2019,284.26,FORAKER 1207 9LMH-11
71,6/2/2019,275.4,FORAKER 1207 9LMH-11
72,6/3/2019,263.53,FORAKER 1207 9LMH-11
73,6/4/2019,250.59,FORAKER 1207 9LMH-11
74,6/5/2019,234.96,FORAKER 1207 9LMH-11
75,6/6/2019,229.35,FORAKER 1207 9LMH-11
76,6/7/2019,213.57,FORAKER 1207 9LMH-11
77,6/8/2019,217.24,FORAKER 1207 9LMH-11
78,6/9/2019,209.16,FORAKER 1207 9LMH-11
79,6/10/2019,200.73,FORAKER 1207 9LMH-11
80,6/11/2019,221.25,FORAKER 1207 9LMH-11
81,6/12/2019,217.76,FORAKER 1207 9LMH-11
82,6/13/2019,217.39,FORAKER 1207 9LMH-11
83,6/14/2019,200.2,FORAKER 1207 9LMH-11
84,6/15/2019,196.69,FORAKER 1207 9LMH-11
85,6/16/2019,178.31,FORAKER 1207 9LMH-11
86,6/17/2019,172.42,FORAKER 1207 9LMH-11
87,6/18/2019,265.47,FORAKER 1207 9LMH-11
88,6/19/2019,257.58,FORAKER 1207 9LMH-11
89,6/20/2019,215.25,FORAKER 1207 9LMH-11
90,6/21/2019,272.26,FORAKER 1207 9LMH-11
91,6/22/2019,235.86,FORAKER 1207 9LMH-11
92,6/23/2019,222.6,FORAKER 1207 9LMH-11
93,6/24/2019,212.45,FORAKER 1207 9LMH-11
94,6/25/2019,210.2,FORAKER 1207 9LMH-11
95,6/26/2019,205.46,FORAKER 1207 9LMH-11
96,6/27/2019,187.58,FORAKER 1207 9LMH-11
97,6/28/2019,170.34,FORAKER 1207 9LMH-11
98,6/29/2019,164.52,FORAKER 1207 9LMH-11
99,6/30/2019,167.53,FORAKER 1207 9LMH-11
100,7/1/2019,152.32,FORAKER 1207 9LMH-11
101,7/2/2019,170.27,FORAKER 1207 9LMH-11
102,7/3/2019,171.49,FORAKER 1207 9LMH-11
103,7/4/2019,174.09,FORAKER 1207 9LMH-11
104,7/5/2019,166.49,FORAKER 1207 9LMH-11
105,7/6/2019,162.83,FORAKER 1207 9LMH-11
106,7/7/2019,160.27,FORAKER 1207 9LMH-11
107,7/8/2019,156.06,FORAKER 1207 9LMH-11
108,7/9/2019,148.83,FORAKER 1207 9LMH-11
109,7/10/2019,144.48,FORAKER 1207 9LMH-11
110,7/11/2019,144.73,FORAKER 1207 9LMH-11
111,7/12/2019,150.45,FORAKER 1207 9LMH-11
112,7/13/2019,154.75,FORAKER 1207 9LMH-11
113,7/14/2019,156.56,FORAKER 1207 9LMH-11
114,7/15/2019,155.86,FORAKER 1207 9LMH-11
115,7/16/2019,163.81,FORAKER 1207 9LMH-11
116,7/17/2019,193.55,FORAKER 1207 9LMH-11
117,7/18/2019,183.92,FORAKER 1207 9LMH-11
118,7/19/2019,177.88,FORAKER 1207 9LMH-11
119,7/20/2019,191.66,FORAKER 1207 9LMH-11
120,7/21/2019,179.45,FORAKER 1207 9LMH-11
121,7/22/2019,180.13,FORAKER 1207 9LMH-11
122,7/23/2019,179.2,FORAKER 1207 9LMH-11
123,7/24/2019,171.375,FORAKER 1207 9LMH-11
124,7/25/2019,163.75,FORAKER 1207 9LMH-11
125,7/26/2019,156.125,FORAKER 1207 9LMH-11
126,7/27/2019,148.5,FORAKER 1207 9LMH-11
127,7/28/2019,140.875,FORAKER 1207 9LMH-11
128,7/29/2019,133.25,FORAKER 1207 9LMH-11
129,7/30/2019,125.625,FORAKER 1207 9LMH-11
130,7/31/2019,118,FORAKER 1207 9LMH-11
131,8/1/2019,110.375,FORAKER 1207 9LMH-11
132,8/2/2019,102.75,FORAKER 1207 9LMH-11
133,8/3/2019,95.125,FORAKER 1207 9LMH-11
134,8/4/2019,87.5,FORAKER 1207 9LMH-11
135,8/5/2019,79.875,FORAKER 1207 9LMH-11
136,8/6/2019,72.25,FORAKER 1207 9LMH-11
137,8/7/2019,64.625,FORAKER 1207 9LMH-11
138,8/8/2019,56.57,FORAKER 1207 9LMH-11
139,8/9/2019,60.28,FORAKER 1207 9LMH-11
140,8/10/2019,53.99,FORAKER 1207 9LMH-11
141,8/11/2019,48.28,FORAKER 1207 9LMH-11
142,8/12/2019,49.96,FORAKER 1207 9LMH-11
143,8/13/2019,46.75,FORAKER 1207 9LMH-11
144,8/14/2019,55.67,FORAKER 1207 9LMH-11
145,8/15/2019,35.62,FORAKER 1207 9LMH-11
146,8/16/2019,47.08,FORAKER 1207 9LMH-11
147,8/17/2019,52.73,FORAKER 1207 9LMH-11
148,8/18/2019,54.19,FORAKER 1207 9LMH-11
149,8/19/2019,52.47,FORAKER 1207 9LMH-11
150,8/20/2019,48.06,FORAKER 1207 9LMH-11
151,8/21/2019,33.52,FORAKER 1207 9LMH-11
152,8/22/2019,37.2,FORAKER 1207 9LMH-11
153,8/23/2019,46.77,FORAKER 1207 9LMH-11
154,8/24/2019,47.38,FORAKER 1207 9LMH-11
155,8/25/2019,42.52,FORAKER 1207 9LMH-11
156,8/26/2019,38.42,FORAKER 1207 9LMH-11
