,Well,Period,OIL,GAS,Delta Days,Gross WTR,Liquid Rate,Cum Oil,Cum Gas,Cum WTR,Cum Liquid,WCT,GOR,MBT Qo,MBT Qw,MBT Ql,Days Online,BHP AVG
358,FORAKER 1207 11SMH-11,2019-09-10,134.59,2230.31,1,91.29999999999997,225.89,65677.55000000002,508746.7199999997,66359.27323347628,132036.82323347637,40.417902518925125,16.57114198677465,487.98239096515357,726.8266509690724,584.5182311455858,159.0,
359,FORAKER 1207 11SMH-11,2019-09-11,171.51,2206.09,1,63.95000000000001,235.46,65849.06000000001,510952.8099999997,66423.22323347628,132272.28323347637,27.159602480251426,12.862748527782639,383.93714652206876,1038.6743273413022,561.7611621229778,160.0,
360,FORAKER 1207 11SMH-11,2019-09-12,126.49,2202.56,1,47.90999999999999,174.39999999999998,65975.55000000002,513155.3699999997,66471.13323347628,132446.68323347636,27.471330275229356,17.412918017234563,521.5870819827655,1387.416681976128,759.4419910176398,161.0,
361,FORAKER 1207 11SMH-11,2019-09-13,141.84,2145.53,1,61.159999999999975,202.99999999999997,66117.39000000001,515300.89999999973,66532.29323347629,132649.68323347636,30.128078817733982,15.126410039481106,466.14065143824035,1087.8399809266893,653.4467154358442,162.0,
362,FORAKER 1207 11SMH-11,2019-09-14,123.46,2103.38,1,63.26999999999999,186.73,66240.85000000002,517404.27999999974,66595.56323347629,132836.41323347637,33.88314678948214,17.03693503968897,536.5369350396892,1052.561454614767,711.3822804770331,163.0,
363,FORAKER 1207 11SMH-11,2019-09-15,144.28,2101.06,1,69.77999999999999,214.06,66385.13000000002,519505.33999999973,66665.34323347629,133050.47323347637,32.598336914883674,14.562378708067646,460.1131827003051,955.364620714765,621.5569150400653,164.0,
364,FORAKER 1207 11SMH-11,2019-09-16,132.53,2093.03,1,67.77,200.3,66517.66000000002,521598.36999999976,66733.1132334763,133250.77323347636,33.83424862705941,15.792877084433714,501.90643627857855,984.6999149103777,665.2559821940906,165.0,
365,FORAKER 1207 11SMH-11,2019-09-17,150.6,2080.41,1,68.23,218.82999999999998,66668.26000000002,523678.77999999974,66801.34323347629,133469.60323347634,31.179454370972902,13.81414342629482,442.6843293492698,979.0611642016164,609.9236998285261,166.0,
366,FORAKER 1207 11SMH-11,2019-09-18,140.82,2071.13,1,68.95000000000002,209.77,66809.08000000003,525749.9099999997,66870.29323347629,133679.37323347633,32.86933307908662,14.707640960090897,474.42891634711003,969.8374653151018,637.2664024096692,167.0,
367,FORAKER 1207 11SMH-11,2019-09-19,138.03,2060.81,1,69.20000000000002,207.23000000000002,66947.11000000003,527810.7199999997,66939.49323347629,133886.60323347634,33.3928485257926,14.930160110120987,485.01854669274815,967.3337172467669,646.07732101277,168.0,
368,FORAKER 1207 11SMH-11,2019-09-20,121.43,2052.63,1,68.44000000000001,189.87,67068.54000000002,529863.3499999997,67007.93323347629,134076.47323347634,36.04571548954548,16.90381289631887,552.3226550275881,979.0755878649368,706.1488030414301,169.0,
369,FORAKER 1207 11SMH-11,2019-09-21,131.1,2037.94,1,73.04999999999998,204.14999999999998,67199.64000000003,531901.2899999997,67080.98323347629,134280.62323347633,35.7825128581925,15.544927536231885,512.5830663615563,918.288613736842,657.7547060175183,170.0,
370,FORAKER 1207 11SMH-11,2019-09-22,138.72,2036.88,1,70.98,209.7,67338.36000000003,533938.1699999997,67151.96323347629,134490.32323347635,33.848354792560805,14.683391003460208,485.42647058823553,946.0687973158113,641.3463196636926,171.0,
371,FORAKER 1207 11SMH-11,2019-09-23,137.33,2027.56,1,71.47000000000001,208.8,67475.69000000003,535965.7299999997,67223.43323347629,134699.12323347633,34.22892720306513,14.764144760795164,491.3397655282897,940.5825274027742,645.1107434553464,172.0,
372,FORAKER 1207 11SMH-11,2019-09-24,126.24,2018.63,1,,126.24,67601.93000000004,537984.3599999998,67223.43323347629,134825.36323347632,0.0,15.990415082382764,535.5032477820029,,1068.0082638900217,173.0,
373,FORAKER 1207 11SMH-11,2019-09-25,138.02,1992.63,1,,138.02,67739.95000000004,539976.9899999998,67223.43323347629,134963.3832334763,0.0,14.437255470221707,490.798072743081,,977.8538127334901,174.0,
374,FORAKER 1207 11SMH-11,2019-09-26,138.73,1981.81,1,,138.73,67878.68000000004,541958.7999999998,67223.43323347629,135102.11323347632,0.0,14.285374468391842,489.28623945794016,,973.8492988789471,175.0,
375,FORAKER 1207 11SMH-11,2019-09-27,129.7,1981.06,1,,129.7,68008.38000000003,543939.8599999999,67223.43323347629,135231.81323347634,0.0,15.274171164225136,524.3514263685431,,1042.650834490951,176.0,
376,FORAKER 1207 11SMH-11,2019-09-28,131.78,1983.81,1,,131.78,68140.16000000003,545923.6699999999,67223.43323347629,135363.59323347633,0.0,15.053953558961906,517.0751252086814,,1027.193756514466,177.0,
377,FORAKER 1207 11SMH-11,2019-09-29,135.25,1973.88,1,,135.25,68275.41000000003,547897.5499999999,67223.43323347629,135498.84323347633,0.0,14.594306839186691,504.808946395564,,1001.8398760330967,178.0,
378,FORAKER 1207 11SMH-11,2019-09-30,129.71,1964.94,1,,129.71,68405.12000000004,549862.4899999999,67223.43323347629,135628.55323347633,0.0,15.148716367280857,527.3696708041017,,1045.6291206034716,179.0,
379,FORAKER 1207 11SMH-11,2019-10-01,138.73,1957.0,1,,138.73,68543.85000000003,551819.4899999999,67223.43323347629,135767.28323347634,0.0,14.10653787933396,494.08094860520464,,978.6440080262117,180.0,
380,FORAKER 1207 11SMH-11,2019-10-02,129.07,1948.38,1,,129.07,68672.92000000004,553767.8699999999,67223.43323347629,135896.35323347634,0.0,15.095529557604403,532.0595025954912,,1052.8887675949202,181.0,
381,FORAKER 1207 11SMH-11,2019-10-03,129.08,1939.69,1,,129.08,68802.00000000004,555707.5599999998,67223.43323347629,136025.43323347633,0.0,15.027037496126432,533.0182832352033,,1053.80719889585,182.0,
382,FORAKER 1207 11SMH-11,2019-10-04,130.37,1932.81,1,,130.37,68932.37000000004,557640.3699999999,67223.43323347629,136155.80323347633,0.0,14.82557336810616,528.7441129094119,,1044.3798667904912,183.0,
383,FORAKER 1207 11SMH-11,2019-10-05,133.99,1927.19,1,,133.99,69066.36000000004,559567.5599999998,67223.43323347629,136289.79323347632,0.0,14.383088290170909,515.4590641092622,,1017.163916960044,184.0,
384,FORAKER 1207 11SMH-11,2019-10-06,131.14,1917.75,1,,131.14,69197.50000000004,561485.3099999998,67223.43323347629,136420.93323347633,0.0,14.623684611865183,527.6612780234867,,1040.2694313975626,185.0,
385,FORAKER 1207 11SMH-11,2019-10-07,130.39,1916.75,1,,130.39,69327.89000000004,563402.0599999998,67223.43323347629,136551.32323347635,0.0,14.700130378096482,531.6963724211984,,1047.2530349986682,186.0,
386,FORAKER 1207 11SMH-11,2019-10-08,126.32,1910.56,1,,126.32,69454.21000000005,565312.6199999999,67223.43323347629,136677.64323347635,0.0,15.124762507916403,549.827501583281,,1081.9952757558294,187.0,
387,FORAKER 1207 11SMH-11,2019-10-09,137.81,1900.44,1,,137.81,69592.02000000005,567213.0599999998,67223.43323347629,136815.45323347635,0.0,13.790290980335245,504.9852695740516,,992.7832032035146,188.0,
388,FORAKER 1207 11SMH-11,2019-10-10,118.61,1899.0,1,,118.61,69710.63000000005,569112.0599999998,67223.43323347629,136934.06323347634,0.0,16.01045443048647,587.7297866958945,,1154.4900365355059,189.0,
389,FORAKER 1207 11SMH-11,2019-10-11,128.32,1890.13,1,,128.32,69838.95000000006,571002.1899999998,67223.43323347629,137062.38323347634,0.0,14.729816084788032,544.256156483791,,1068.1295451486624,190.0,
390,FORAKER 1207 11SMH-11,2019-10-12,0.0,1882.94,1,,0.0,69838.95000000006,572885.1299999998,67223.43323347629,137062.38323347634,,,,,,191.0,
391,FORAKER 1207 11SMH-11,2019-10-13,0.0,0.0,-43751,,0.0,69838.95000000006,572885.1299999998,67223.43323347629,137062.38323347634,,,,,,192.0,
392,FORAKER 1207 1SMH-11,2019-03-01,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
393,FORAKER 1207 1SMH-11,2019-03-02,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
394,FORAKER 1207 1SMH-11,2019-03-03,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
395,FORAKER 1207 1SMH-11,2019-03-04,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
396,FORAKER 1207 1SMH-11,2019-03-05,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
397,FORAKER 1207 1SMH-11,2019-03-06,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
398,FORAKER 1207 1SMH-11,2019-03-07,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
399,FORAKER 1207 1SMH-11,2019-03-08,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
400,FORAKER 1207 1SMH-11,2019-03-09,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
401,FORAKER 1207 1SMH-11,2019-03-10,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
402,FORAKER 1207 1SMH-11,2019-03-11,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
403,FORAKER 1207 1SMH-11,2019-03-12,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
404,FORAKER 1207 1SMH-11,2019-03-13,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
405,FORAKER 1207 1SMH-11,2019-03-14,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
406,FORAKER 1207 1SMH-11,2019-03-15,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
407,FORAKER 1207 1SMH-11,2019-03-16,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
408,FORAKER 1207 1SMH-11,2019-03-17,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
409,FORAKER 1207 1SMH-11,2019-03-18,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
410,FORAKER 1207 1SMH-11,2019-03-19,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
411,FORAKER 1207 1SMH-11,2019-03-20,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
412,FORAKER 1207 1SMH-11,2019-03-21,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
413,FORAKER 1207 1SMH-11,2019-03-22,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
414,FORAKER 1207 1SMH-11,2019-03-23,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
415,FORAKER 1207 1SMH-11,2019-03-24,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
416,FORAKER 1207 1SMH-11,2019-03-25,288.54,500.3,1,1166.6,1455.1399999999999,288.54,500.3,1166.6,1455.1399999999999,80.17098011187926,1.7339017120676508,1.0,1.0,1.0,1.0,4175.0
417,FORAKER 1207 1SMH-11,2019-03-26,238.68,471.0,1,2200.91,2439.5899999999997,527.22,971.3,3367.5099999999998,3894.7299999999996,90.21638881943278,1.973353443941679,2.208898944193062,1.5300534778796044,1.5964690788206215,2.0,4416.0
418,FORAKER 1207 1SMH-11,2019-03-27,483.93,655.0,1,2022.64,2506.57,1011.1500000000001,1626.3,5390.15,6401.299999999999,80.69353738375548,1.3535015394788503,2.08945508647945,2.664908238737491,2.5538085910227917,3.0,4242.0
419,FORAKER 1207 1SMH-11,2019-03-28,563.02,900.0,1,2304.53,2867.55,1574.17,2526.3,7694.68,9268.849999999999,80.36581750972084,1.598522254982061,2.7959397534723456,3.3389367897141713,3.2323237607016435,4.0,4067.0
420,FORAKER 1207 1SMH-11,2019-03-29,684.58,1376.0,1,2623.92,3308.5,2258.75,3902.3,10318.6,12577.349999999999,79.30844793713163,2.009991527651991,3.2994682871249523,3.9325131863776335,3.801526371467432,5.0,3873.0
421,FORAKER 1207 1SMH-11,2019-03-30,787.24,1842.0,1,2913.08,3700.3199999999997,3045.99,5744.3,13231.68,16277.669999999998,78.72508323604445,2.3398201310909,3.869201260098572,4.542161560959534,4.3989898170969,6.0,3683.0
422,FORAKER 1207 1SMH-11,2019-03-31,902.44,2140.0,1,3127.29,4029.73,3948.43,7884.3,16358.970000000001,20307.399999999998,77.60544751137174,2.37134878773104,4.375282567262089,5.23103709601604,5.039394698900422,7.0,3526.0
423,FORAKER 1207 1SMH-11,2019-04-01,1014.15,2487.0,1,3189.42,4203.57,4962.58,10371.3,19548.39,24510.969999999998,75.87407846187884,2.4522999556278657,4.893339249617907,6.129136331997667,5.830988897532335,8.0,3358.0
424,FORAKER 1207 1SMH-11,2019-04-02,1127.17,2881.0,1,3093.7,4220.87,6089.75,13252.3,22642.09,28731.839999999997,73.29531589459046,2.5559587284970324,5.402689922549393,7.318773636745645,6.807089533674336,9.0,3210.0
425,FORAKER 1207 1SMH-11,2019-04-03,1154.76,3259.0,1,2961.46,4116.22,7244.51,16511.3,25603.55,32848.06,71.94610589327101,2.822231459350861,6.273606636876927,8.64558359727972,7.980151692572311,10.0,3047.0
426,FORAKER 1207 1SMH-11,2019-04-04,1169.44,3498.0,1,2885.91,4055.35,8413.95,20009.3,28489.46,36903.409999999996,71.16303155091423,2.9911752633739224,7.194853947188398,9.871915617604152,9.099932188343793,11.0,2886.0
427,FORAKER 1207 1SMH-11,2019-04-05,1178.28,3699.0,1,2672.02,3850.3,9592.230000000001,23708.3,31161.48,40753.71,69.39770926940757,3.139321723189734,8.140874834504533,11.662143247430782,10.584554450302573,12.0,2847.0
428,FORAKER 1207 1SMH-11,2019-04-06,1157.76,3849.0,1,2506.07,3663.83,10749.990000000002,27557.3,33667.55,44417.54,68.40028058070381,3.3245232172470978,9.285162728026535,13.434401273707438,12.123253535234987,13.0,2723.0
429,FORAKER 1207 1SMH-11,2019-04-07,1149.6,3946.0,1,2285.12,3434.72,11899.590000000002,31503.3,35952.670000000006,47852.26,66.53002282573253,3.43249826026444,10.351069937369523,15.733383804789248,13.931924581916432,14.0,2559.0
430,FORAKER 1207 1SMH-11,2019-04-08,1115.01,4122.0,1,2090.79,3205.8,13014.600000000002,35625.3,38043.46000000001,51058.060000000005,65.21897810218978,3.696827831140528,11.67218231226626,18.19573462662439,15.926776467652381,15.0,2430.0
431,FORAKER 1207 1SMH-11,2019-04-09,1070.54,4111.0,1,1918.15,2988.69,14085.140000000003,39736.3,39961.61000000001,54046.75000000001,64.18029303808692,3.8401180712537597,13.15704224036468,20.8334124025754,18.08375910515979,16.0,2319.0
432,FORAKER 1207 1SMH-11,2019-04-10,1016.54,4247.0,1,1783.09,2799.63,15101.680000000004,43983.3,41744.700000000004,56846.380000000005,63.69020191953936,4.177897574123989,14.855962382198442,23.41143744847428,20.304961727085367,17.0,2163.0
433,FORAKER 1207 1SMH-11,2019-04-11,989.07,4277.0,1,1643.29,2632.36,16090.750000000004,48260.3,43387.990000000005,59478.740000000005,62.426491817228644,4.324264207791157,16.268565420041053,26.40312422031413,22.595214940205747,18.0,2051.0
434,FORAKER 1207 1SMH-11,2019-04-12,921.1,4389.0,1,1529.55,2450.65,17011.850000000002,52649.3,44917.54000000001,61929.39000000001,62.41405341440026,4.764954945174248,18.469058734122246,29.366506488836592,25.27059759655602,19.0,1956.0
435,FORAKER 1207 1SMH-11,2019-04-13,920.68,4114.0,1,1431.36,2352.04,17932.530000000002,56763.3,46348.90000000001,64281.43000000001,60.85610788932161,4.468436373115524,19.47748403354043,32.38102224457859,27.33007516878965,20.0,1880.0
436,FORAKER 1207 1SMH-11,2019-04-14,889.45,4525.0,1,1362.41,2251.86,18821.980000000003,61288.3,47711.31000000001,66533.29000000001,60.50154094837156,5.087413570183821,21.16136938557536,35.019788463091146,29.545926478555508,21.0,1811.0
437,FORAKER 1207 1SMH-11,2019-04-15,849.21,4391.0,1,1315.2,2164.41,19671.190000000002,65679.3,49026.51000000001,68697.70000000001,60.764827366349266,5.17068805124763,23.16410546272418,37.27684762773723,31.739688875952346,22.0,1823.0
438,FORAKER 1207 1SMH-11,2019-04-16,823.66,4417.0,1,1268.15,2091.81,20494.850000000002,70096.3,50294.66000000001,70789.51000000001,60.62453090863894,5.362649636986135,24.882657892819857,39.6598667350077,33.84127143478615,23.0,1709.0
439,FORAKER 1207 1SMH-11,2019-04-17,790.67,4398.0,1,1219.03,2009.6999999999998,21285.52,74494.3,51513.69000000001,72799.21,60.657312036622386,5.562371153578611,26.920864583201592,42.25793458733584,36.223918992884514,24.0,1666.0
440,FORAKER 1207 1SMH-11,2019-04-18,767.55,4412.0,1,1185.38,1952.93,22053.07,78906.3,52699.07000000001,74752.14,60.69751604000144,5.748159729007883,28.731769917269233,44.45753260557796,38.276917247417984,25.0,1624.0
441,FORAKER 1207 1SMH-11,2019-04-19,730.49,4437.0,1,1129.56,1860.05,22783.56,83343.3,53828.630000000005,76612.19,60.727399801080615,6.0740051198510585,31.189420799737164,47.65451149120012,41.18824225155238,26.0,1595.0
442,FORAKER 1207 1SMH-11,2019-04-20,710.7,4399.0,1,1065.62,1776.32,23494.260000000002,87742.3,54894.25000000001,78388.51000000001,59.99031705998919,6.189672154214155,33.05791473195441,51.51390739663296,44.12972324806342,27.0,1547.0
443,FORAKER 1207 1SMH-11,2019-04-21,699.88,4357.0,1,1024.23,1724.1100000000001,24194.140000000003,92099.3,55918.48000000001,80112.62000000001,59.40630238209859,6.225352917643025,34.56898325427217,54.595627935131766,46.46607235037208,28.0,1517.0
444,FORAKER 1207 1SMH-11,2019-04-22,676.74,4359.0,1,998.67,1675.4099999999999,24870.880000000005,96458.3,56917.15000000001,81788.03000000001,59.607499059931605,6.441173862931111,36.75101220557379,56.99295062433037,48.816725458246054,29.0,1483.0
445,FORAKER 1207 1SMH-11,2019-04-23,725.66,4435.0,1,883.19,1608.85,25596.540000000005,100893.3,57800.34000000001,83396.88000000002,54.89573297697113,6.111677645178183,35.27346140065596,65.44496654174074,51.83633029803899,30.0,1475.0
446,FORAKER 1207 1SMH-11,2019-04-24,617.22,4853.0,1,875.78,1493.0,26213.760000000006,105746.3,58676.12000000001,84889.88000000002,58.65907568653717,7.862674573085771,42.470691163604556,66.99869830322685,56.858593436034845,31.0,1465.0
447,FORAKER 1207 1SMH-11,2019-04-25,596.19,4501.0,1,850.37,1446.56,26809.950000000004,110247.3,59526.49000000001,86336.44000000002,58.78567083287247,7.549606669014911,44.96880189201429,70.00069381563321,59.6839674814733,32.0,1378.0
448,FORAKER 1207 1SMH-11,2019-04-26,617.35,4443.0,1,821.18,1438.53,27427.300000000003,114690.3,60347.67000000001,87774.97000000002,57.08466281551306,7.196889932777193,44.427472260468136,73.48896709612998,61.01712859655344,33.0,1353.0
449,FORAKER 1207 1SMH-11,2019-04-27,561.11,4540.0,1,869.26,1430.37,27988.410000000003,119230.3,61216.930000000015,89205.34000000001,60.771688444248696,8.09110513090125,49.88043342660085,70.42418839012495,62.36522018778359,34.0,1326.0
450,FORAKER 1207 1SMH-11,2019-04-28,540.97,4391.0,1,985.85,1526.8200000000002,28529.380000000005,123621.3,62202.78000000001,90732.16000000002,64.5688424306729,8.116901122058524,52.7374530935172,63.09558249226557,59.42557734376024,35.0,1266.0
451,FORAKER 1207 1SMH-11,2019-04-29,577.06,4406.0,1,816.11,1393.17,29106.440000000006,128027.3,63018.890000000014,92125.33000000002,58.579354996159836,7.6352545662496105,50.43919176515442,77.21862248961538,66.1264095551871,36.0,1287.0
452,FORAKER 1207 1SMH-11,2019-04-30,508.41,4358.0,1,912.09,1420.5,29614.850000000006,132385.3,63930.98000000001,93545.83000000002,64.2090813093981,8.571821954721582,58.2499360752149,70.09284171518162,65.85415698697643,37.0,1305.0
453,FORAKER 1207 1SMH-11,2019-05-01,513.37,4439.0,1,862.79,1376.1599999999999,30128.220000000005,136824.3,64793.77000000001,94921.99000000002,62.695471456807354,8.646784969904747,58.68714572335743,75.09796126519781,68.97598389722127,38.0,1217.0
454,FORAKER 1207 1SMH-11,2019-05-02,476.82,4097.0,1,857.22,1334.04,30605.040000000005,140921.3,65650.99,96256.03000000001,64.2574435549159,8.592340925296758,64.18573046432617,76.58592893306269,72.1537809960721,39.0,1228.0
455,FORAKER 1207 1SMH-11,2019-05-03,500.55,4208.0,1,829.65,1330.2,31105.590000000004,145129.3,66480.64,97586.23000000001,62.370320252593594,8.406752572170612,62.14282289481571,80.13094678478876,73.3620733724252,40.0,1207.0
456,FORAKER 1207 1SMH-11,2019-05-04,460.65,4055.0,1,809.89,1270.54,31566.240000000005,149184.3,67290.53,98856.77,63.7437624946873,8.802778682296754,68.52543145555195,83.0860116805986,77.8068931320541,41.0,1180.0
457,FORAKER 1207 1SMH-11,2019-05-05,456.25,4159.0,1,787.37,1243.62,32022.490000000005,153343.3,68077.9,100100.39,63.31274826715557,9.115616438356165,70.1862794520548,86.4624001422457,80.4911387722938,42.0,1160.0
458,FORAKER 1207 1SMH-11,2019-05-06,445.58,3600.0,1,778.05,1223.6299999999999,32468.070000000007,156943.3,68855.95,101324.02,63.58539754664401,8.079357242246061,72.86698236007004,88.49810423494634,82.80609334521057,43.0,1149.0
459,FORAKER 1207 1SMH-11,2019-05-07,426.87,3970.0,1,755.69,1182.56,32894.94000000001,160913.3,69611.64,102506.58,63.90288864835611,9.300255347061166,77.06079134162628,92.11666159403988,86.68192734406712,44.0,1122.0
460,FORAKER 1207 1SMH-11,2019-05-08,402.28,3814.0,1,738.16,1140.44,33297.22000000001,164727.3,70349.8,103647.02,64.72589526849286,9.480958536342847,82.7712538530377,95.3042700769481,90.88336080810915,45.0,1085.0
461,FORAKER 1207 1SMH-11,2019-05-09,424.49,3720.0,1,724.57,1149.06,33721.71000000001,168447.3,71074.37000000001,104796.08,63.05762971472334,8.763457325260902,79.44052863436124,98.09179237340769,91.20157346004561,46.0,1065.0
462,FORAKER 1207 1SMH-11,2019-05-10,397.57,3836.0,1,710.05,1107.62,34119.280000000006,172283.3,71784.42000000001,105903.7,64.10592080316354,9.64861533817944,85.81955378926983,101.0976973452574,95.61374839746485,47.0,1064.0
463,FORAKER 1207 1SMH-11,2019-05-11,399.93,3762.0,1,695.8,1095.73,34519.21000000001,176045.3,72480.22000000002,106999.43,63.50104496545682,9.40664616307854,86.31312979771461,104.16818051164131,97.65127358017028,48.0,1044.0
464,FORAKER 1207 1SMH-11,2019-05-12,382.98,3742.0,1,689.18,1072.1599999999999,34902.19000000001,179787.3,73169.40000000001,108071.59,64.2795851365468,9.770745208627082,91.13319233380335,106.16878028961956,100.7980058946426,49.0,1019.0
465,FORAKER 1207 1SMH-11,2019-05-13,387.99,3713.0,1,673.83,1061.8200000000002,35290.18000000001,183500.3,73843.23000000001,109133.41,63.45990845906085,9.569834274079229,90.95641640248462,109.5873291483015,102.7795765760675,50.0,1010.0
466,FORAKER 1207 1SMH-11,2019-05-14,373.6,3666.0,1,611.64,985.24,35663.780000000006,187166.3,74454.87000000001,110118.65000000001,62.0803053063213,9.812633832976445,95.45979657387582,121.72989013144989,111.76835085867404,51.0,1001.0
467,FORAKER 1207 1SMH-11,2019-05-15,392.09,3650.0,1,588.25,980.3399999999999,36055.87,190816.3,75043.12000000001,111098.99,60.00469224962769,9.309087199367493,91.9581473641256,127.57011474713134,113.32699879633599,52.0,1004.0
468,FORAKER 1207 1SMH-11,2019-05-16,411.59,3826.0,1,592.38,1003.97,36467.46,194642.3,75635.50000000001,112102.96,59.00375509228363,9.29565830073617,88.60142374693262,127.68071170532431,111.65967110571033,53.0,960.0
469,FORAKER 1207 1SMH-11,2019-05-17,387.35,3915.0,1,589.9,977.25,36854.81,198557.3,76225.40000000001,113080.21,60.36326426195958,10.107138247063379,95.14601781334709,129.21749449059163,115.71267331798414,54.0,936.0
470,FORAKER 1207 1SMH-11,2019-05-18,352.65,3899.0,1,582.6,935.25,37207.46,202456.3,76808.00000000001,114015.46,62.293504410585406,11.056288104352758,105.50818091592231,131.83659457603846,121.90907244052393,55.0,923.0
471,FORAKER 1207 1SMH-11,2019-05-19,292.91,3604.0,1,580.12,873.03,37500.37,206060.3,77388.12000000001,114888.49,66.44903382472539,12.304120719674984,128.02693660168651,133.4001930635041,131.59741360548895,56.0,929.0
472,FORAKER 1207 1SMH-11,2019-05-20,334.49,2969.0,1,571.63,906.12,37834.86,209029.3,77959.75000000001,115794.61,63.08546329404494,8.876199587431612,113.11208107865706,136.38148802547104,127.79169425683132,57.0,947.0
473,FORAKER 1207 1SMH-11,2019-05-21,358.26,3515.0,1,565.34,923.6,38193.12,212544.3,78525.09000000001,116718.21,61.2104807275877,9.811310221626751,106.60726846424386,138.89887501326638,126.37311606756172,58.0,945.0
474,FORAKER 1207 1SMH-11,2019-05-22,355.63,3679.0,1,557.84,913.47,38548.75,216223.3,79082.93000000001,117631.68000000001,61.06823431530318,10.345021511121109,108.39566403284313,141.76633084755485,128.7745410358304,59.0,845.0
475,FORAKER 1207 1SMH-11,2019-05-23,280.5,3758.0,1,545.46,825.96,38829.25,219981.3,79628.39000000001,118457.64000000001,66.03951765218655,13.397504456327987,138.42869875222817,145.9839218274484,143.41813162865031,60.0,911.0
476,FORAKER 1207 1SMH-11,2019-05-24,306.07,3018.0,1,556.64,862.71,39135.32,222999.3,80185.03000000001,119320.35000000002,64.52226124653707,9.86048943052243,127.86395269056098,144.05186475998852,138.30875960635674,61.0,932.0
477,FORAKER 1207 1SMH-11,2019-05-25,295.64,3189.0,1,545.3,840.9399999999999,39430.96,226188.3,80730.33000000002,120161.29000000002,64.84410302756439,10.786767690434312,133.37491543769448,148.04755180634518,142.88925488144224,62.0,953.0
478,FORAKER 1207 1SMH-11,2019-05-26,301.21,3128.0,1,539.39,840.5999999999999,39732.17,229316.3,81269.72000000002,121001.89000000003,64.16726147989532,10.384781381760234,131.90853557318815,150.66968241902893,143.94704972638596,63.0,941.0
479,FORAKER 1207 1SMH-11,2019-05-27,288.85,3241.0,1,531.82,820.6700000000001,40021.02,232557.3,81801.54000000002,121822.56000000003,64.80314864683734,11.220356586463561,138.55295135883674,153.8143356774849,148.44280892441543,64.0,936.0
480,FORAKER 1207 1SMH-11,2019-05-28,276.3,3028.0,1,525.25,801.55,40297.32,235585.3,82326.79000000002,122624.11000000003,65.52928700642505,10.95910242490047,145.84625407166124,156.7382960495003,152.9837315201797,65.0,918.0
481,FORAKER 1207 1SMH-11,2019-05-29,287.34,2929.0,1,520.05,807.3899999999999,40584.659999999996,238514.3,82846.84000000003,123431.50000000003,64.41125106825697,10.193498990742675,141.2426393819169,159.3055283145852,152.8771721225183,66.0,905.0
482,FORAKER 1207 1SMH-11,2019-05-30,323.6,3323.0,1,513.95,837.5500000000001,40908.259999999995,241837.3,83360.79000000002,124269.05000000003,61.36350068652618,10.26885043263288,126.41613102595795,162.19630314232904,148.3720971882276,67.0,897.0
483,FORAKER 1207 1SMH-11,2019-05-31,275.41,3397.0,1,511.71,787.12,41183.67,245234.3,83872.50000000003,125056.17000000003,65.0104177253786,12.334337896227442,149.53585563341926,163.90631412323393,158.87815072669991,68.0,896.0
484,FORAKER 1207 1SMH-11,2019-06-01,281.82,2980.0,1,507.22,789.04,41465.49,248214.3,84379.72000000003,125845.21000000002,64.28317955997161,10.574125328223689,147.13466042154568,166.35724143369745,159.4915466896482,69.0,883.0
