,Well,Period,OIL,GAS,Delta Days,Gross WTR,Liquid Rate,Cum Oil,Cum Gas,Cum WTR,Cum Liquid,WCT,GOR,MBT Qo,MBT Qw,MBT Ql,Days Online,BHP AVG
49,FORAKER 1207 10UMH-11,2019-05-20,174.79,2817.0,1,134.93000000000004,309.72,26315.889999999996,131111.78,23673.150000000005,49989.04000000001,43.56515562443498,16.116482636306426,150.5571829052005,175.44763951678647,161.40074906367042,46.0,731.0
50,FORAKER 1207 10UMH-11,2019-05-21,169.24,2720.0,1,131.11999999999998,300.36,26485.129999999997,133831.78,23804.270000000004,50289.40000000001,43.65428152883206,16.07185062632947,156.49450484519025,181.5456833435022,167.4304168331336,47.0,671.0
51,FORAKER 1207 10UMH-11,2019-05-22,159.53,2754.0,1,133.17000000000002,292.70000000000005,26644.659999999996,136585.78,23937.440000000002,50582.100000000006,45.49709600273317,17.263210681376542,167.01974550241331,179.75099496883684,172.81209429449947,48.0,642.0
52,FORAKER 1207 10UMH-11,2019-05-23,152.59,2744.0,1,113.98,266.57,26797.249999999996,139329.78,24051.420000000002,50848.670000000006,42.75799977491841,17.98282980536077,175.61602988400284,211.01438848920864,190.7516599767416,49.0,614.0
53,FORAKER 1207 10UMH-11,2019-05-24,149.81,2671.0,1,107.85999999999997,257.66999999999996,26947.059999999998,142000.78,24159.280000000002,51106.340000000004,41.85974308223696,17.829250383819506,179.87490821707493,223.98739106248848,198.34028020336095,50.0,609.0
54,FORAKER 1207 10UMH-11,2019-05-25,135.95,2622.0,1,105.08999999999999,241.03999999999996,27083.01,144622.78,24264.370000000003,51347.380000000005,43.59857285097909,19.286502390584776,199.21301949246046,230.89133123988967,213.02431131762367,51.0,616.0
55,FORAKER 1207 10UMH-11,2019-05-26,141.49,2605.0,1,102.14999999999999,243.64,27224.5,147227.78,24366.520000000004,51591.020000000004,41.92661303562634,18.411195137465544,192.41289137041485,238.53666177190414,211.75102610408803,52.0,601.0
56,FORAKER 1207 10UMH-11,2019-05-27,138.72,2547.0,1,98.33,237.05,27363.22,149774.78,24464.850000000006,51828.07000000001,41.480700274203755,18.360726643598618,197.2550461361015,248.80351876334797,218.63771356253957,53.0,591.0
57,FORAKER 1207 10UMH-11,2019-05-28,127.67,2625.0,1,93.27,220.94,27490.89,152399.78,24558.120000000006,52049.01000000001,42.21508101747081,20.56082086629592,215.32771990287458,263.30138308137674,235.57984068072784,54.0,575.0
58,FORAKER 1207 10UMH-11,2019-05-29,127.68,2467.0,1,86.38,214.06,27618.57,154866.78,24644.500000000007,52263.07000000001,40.353172007848265,19.321741854636592,216.3108552631579,285.30331095160926,244.15149957955717,55.0,546.0
59,FORAKER 1207 10UMH-11,2019-05-30,124.89,2314.0,1,86.87,211.76,27743.46,157180.78,24731.370000000006,52474.83000000001,41.022856063468076,18.52830490831932,222.14316598606774,284.6940255554277,247.80331507366836,56.0,554.0
60,FORAKER 1207 10UMH-11,2019-05-31,130.45,2408.0,1,80.38,210.82999999999998,27873.91,159588.78,24811.750000000007,52685.66000000001,38.12550396053693,18.45917976236106,213.67504791107706,308.6806419507341,249.89640942939818,57.0,542.0
61,FORAKER 1207 10UMH-11,2019-06-01,103.37,2163.0,1,92.36,195.73000000000002,27977.28,161751.78,24904.110000000008,52881.390000000014,47.18745210238593,20.924833123730288,270.6518332204701,269.6417280207883,270.1751903131866,58.0,553.0
