,,Well,PERIOD,TP,CP,BH,GROSS OIL,GROSS WTR,GROSS GAS,GROSS BOE,Downtime,Lift,Choke,Cum Prod,Days Online,Formation,Pad,Comp Order
10,69,FORAKER 1207 10UMH-11,2019-06-13,0.0,220.0,,80.46,27.0,1998.0,413.46,0,FLOW,,29144.639999999996,70.0,UM,Pad1,5Z
10,70,FORAKER 1207 10UMH-11,2019-06-14,0.0,216.0,,86.03,23.0,1949.0,410.8633,0,FLOW,,29230.669999999995,71.0,UM,Pad1,5Z
10,71,FORAKER 1207 10UMH-11,2019-06-15,0.0,223.0,,94.37,80.0,1920.0,414.37,0,FLOW,,29325.039999999994,72.0,UM,Pad1,5Z
10,72,FORAKER 1207 10UMH-11,2019-06-16,0.0,251.0,,66.61,26.0,1858.0,376.2767,0,FLOW,,29391.649999999994,73.0,UM,Pad1,5Z
10,73,FORAKER 1207 10UMH-11,2019-06-17,0.0,227.0,,93.67,35.0,2151.0,452.17,0,FLOW,,29485.319999999992,74.0,UM,Pad1,5Z
10,74,FORAKER 1207 10UMH-11,2019-06-18,0.0,216.0,,81.19,36.0,1660.0,357.8567,0,FLOW,,29566.50999999999,75.0,UM,Pad1,5Z
10,75,FORAKER 1207 10UMH-11,2019-06-19,0.0,217.0,,58.28,33.0,1817.0,361.1133,0,FLOW,,29624.78999999999,76.0,UM,Pad1,5Z
10,76,FORAKER 1207 10UMH-11,2019-06-20,0.0,213.0,,88.12,27.0,1620.0,358.12,0,FLOW,,29712.90999999999,77.0,UM,Pad1,5Z
10,77,FORAKER 1207 10UMH-11,2019-06-21,0.0,203.0,,70.08,32.0,1863.0,380.58,0,FLOW,,29782.98999999999,78.0,UM,Pad1,5Z
10,78,FORAKER 1207 10UMH-11,2019-06-22,0.0,212.0,,84.65,25.0,1788.0,382.65,0,FLOW,,29867.639999999992,79.0,UM,Pad1,5Z
10,79,FORAKER 1207 10UMH-11,2019-06-23,0.0,194.0,,52.72,16.0,1974.0,381.72,0,FLOW,,29920.359999999993,80.0,UM,Pad1,5Z
10,80,FORAKER 1207 10UMH-11,2019-06-24,0.0,198.0,,70.74,22.0,1280.0,284.0733,0,FLOW,,29991.099999999995,81.0,UM,Pad1,5Z
10,81,FORAKER 1207 10UMH-11,2019-06-25,0.0,198.0,,67.98,28.0,1657.0,344.1467,0,FLOW,,30059.079999999994,82.0,UM,Pad1,5Z
10,82,FORAKER 1207 10UMH-11,2019-06-26,0.0,192.0,,62.42,24.0,1705.0,346.5867,0,FLOW,,30121.499999999993,83.0,UM,Pad1,5Z
10,83,FORAKER 1207 10UMH-11,2019-06-27,0.0,186.0,,0.0,20.0,1579.0,263.1667,0,FLOW,,30121.499999999993,84.0,UM,Pad1,5Z
11,0,FORAKER 1207 11SMH-11,2019-04-05,0.0,1268.0,,366.92,664.0,172.0,395.5867,0,FLOW,28.25,366.92,1.0,SM,Pad1,6Z
11,1,FORAKER 1207 11SMH-11,2019-04-06,0.0,1328.0,,718.2,2176.0,1108.0,902.8667,0,FLOW,32.75,1085.1200000000001,2.0,SM,Pad1,6Z
11,2,FORAKER 1207 11SMH-11,2019-04-07,0.0,1247.0,,412.89,2525.0,1678.0,692.5567,0,FLOW,34.0,1498.0100000000002,3.0,SM,Pad1,6Z
11,3,FORAKER 1207 11SMH-11,2019-04-08,0.0,1247.0,,631.48,3212.0,1576.0,894.1467,0,FLOW,34.0,2129.4900000000002,4.0,SM,Pad1,6Z
11,4,FORAKER 1207 11SMH-11,2019-04-09,0.0,1219.0,,755.55,2116.0,1890.0,1070.55,0,FLOW,35.75,2885.04,5.0,SM,Pad1,6Z
11,5,FORAKER 1207 11SMH-11,2019-04-10,0.0,1174.0,,851.5,3164.0,2309.0,1236.3333,0,FLOW,38.0,3736.54,6.0,SM,Pad1,6Z
11,6,FORAKER 1207 11SMH-11,2019-04-11,0.0,1160.0,,787.36,3295.0,2779.0,1250.5267,0,FLOW,40.833333333333336,4523.9,7.0,SM,Pad1,6Z
11,7,FORAKER 1207 11SMH-11,2019-04-12,0.0,1098.0,,1041.79,3322.0,2464.0,1452.4567,0,FLOW,42.0,5565.69,8.0,SM,Pad1,6Z
11,8,FORAKER 1207 11SMH-11,2019-04-13,0.0,1055.0,,882.66,3029.0,2938.0,1372.3267,0,FLOW,42.0,6448.349999999999,9.0,SM,Pad1,6Z
11,9,FORAKER 1207 11SMH-11,2019-04-14,0.0,1027.0,,1072.7,2291.0,2959.0,1565.8667,0,FLOW,42.0,7521.049999999999,10.0,SM,Pad1,6Z
11,10,FORAKER 1207 11SMH-11,2019-04-15,0.0,1007.0,,900.07,2411.0,3039.0,1406.57,0,FLOW,42.0,8421.119999999999,11.0,SM,Pad1,6Z
11,11,FORAKER 1207 11SMH-11,2019-04-16,0.0,992.0,,1077.21,2173.0,3151.0,1602.3767,0,FLOW,42.0,9498.329999999998,12.0,SM,Pad1,6Z
11,12,FORAKER 1207 11SMH-11,2019-04-17,0.0,980.0,,1098.54,2774.0,3265.0,1642.7067,0,FLOW,42.0,10596.869999999999,13.0,SM,Pad1,6Z
11,13,FORAKER 1207 11SMH-11,2019-04-18,0.0,966.0,,1014.39,2630.0,3397.0,1580.5567,0,FLOW,42.0,11611.259999999998,14.0,SM,Pad1,6Z
11,14,FORAKER 1207 11SMH-11,2019-04-19,0.0,965.0,,1002.8,2283.0,3190.0,1534.4667,0,FLOW,42.0,12614.059999999998,15.0,SM,Pad1,6Z
11,15,FORAKER 1207 11SMH-11,2019-04-20,0.0,963.0,,986.15,2396.0,3202.0,1519.8167,0,FLOW,42.0,13600.209999999997,16.0,SM,Pad1,6Z
11,16,FORAKER 1207 11SMH-11,2019-04-21,0.0,954.0,,938.28,2271.0,3243.0,1478.78,0,FLOW,42.0,14538.489999999998,17.0,SM,Pad1,6Z
11,17,FORAKER 1207 11SMH-11,2019-04-22,0.0,946.0,,971.55,2106.0,3331.0,1526.7167,0,FLOW,42.0,15510.039999999997,18.0,SM,Pad1,6Z
11,18,FORAKER 1207 11SMH-11,2019-04-23,0.0,936.0,,945.03,1775.0,3416.0,1514.3633,0,FLOW,42.0,16455.069999999996,19.0,SM,Pad1,6Z
11,19,FORAKER 1207 11SMH-11,2019-04-24,0.0,927.0,,901.8,1791.0,3438.0,1474.8,0,FLOW,42.0,17356.869999999995,20.0,SM,Pad1,6Z
11,20,FORAKER 1207 11SMH-11,2019-04-25,0.0,927.0,,887.26,1581.0,3464.0,1464.5933,0,FLOW,42.0,18244.129999999994,21.0,SM,Pad1,6Z
11,21,FORAKER 1207 11SMH-11,2019-04-26,0.0,552.0,,869.09,1285.0,3618.0,1472.09,0,FLOW,42.0,19113.219999999994,22.0,SM,Pad1,6Z
11,22,FORAKER 1207 11SMH-11,2019-04-27,0.0,902.0,,843.42,1110.0,3584.0,1440.7533,0,FLOW,42.0,19956.639999999992,23.0,SM,Pad1,6Z
11,23,FORAKER 1207 11SMH-11,2019-04-28,0.0,893.0,,815.68,1071.0,3614.0,1418.0133,0,FLOW,42.0,20772.319999999992,24.0,SM,Pad1,6Z
11,24,FORAKER 1207 11SMH-11,2019-04-29,0.0,883.0,,778.94,951.0,3607.0,1380.1067,0,FLOW,42.0,21551.25999999999,25.0,SM,Pad1,6Z
11,25,FORAKER 1207 11SMH-11,2019-04-30,0.0,883.0,,729.68,907.0,3450.0,1304.68,0,FLOW,42.0,22280.93999999999,26.0,SM,Pad1,6Z
11,26,FORAKER 1207 11SMH-11,2019-05-01,0.0,876.0,,726.87,803.0,3501.0,1310.37,0,FLOW,42.0,23007.80999999999,27.0,SM,Pad1,6Z
11,27,FORAKER 1207 11SMH-11,2019-05-02,0.0,870.0,,768.52,756.0,3664.0,1379.1867,0,FLOW,42.0,23776.32999999999,28.0,SM,Pad1,6Z
11,28,FORAKER 1207 11SMH-11,2019-05-03,0.0,862.0,,774.25,736.0,3747.0,1398.75,0,FLOW,42.0,24550.57999999999,29.0,SM,Pad1,6Z
11,29,FORAKER 1207 11SMH-11,2019-05-04,0.0,852.0,,676.42,712.0,3693.0,1291.92,0,FLOW,42.0,25226.99999999999,30.0,SM,Pad1,6Z
11,30,FORAKER 1207 11SMH-11,2019-05-05,0.0,846.0,,672.89,678.0,3626.0,1277.2233,0,FLOW,42.0,25899.88999999999,31.0,SM,Pad1,6Z
11,31,FORAKER 1207 11SMH-11,2019-05-06,0.0,838.0,,642.29,651.0,3667.0,1253.4567,0,FLOW,42.0,26542.17999999999,32.0,SM,Pad1,6Z
11,32,FORAKER 1207 11SMH-11,2019-05-07,0.0,829.0,,661.01,617.0,3591.0,1259.51,0,FLOW,42.0,27203.189999999988,33.0,SM,Pad1,6Z
11,33,FORAKER 1207 11SMH-11,2019-05-08,0.0,827.0,,625.23,499.0,3488.0,1206.5633,0,FLOW,42.0,27828.419999999987,34.0,SM,Pad1,6Z
11,34,FORAKER 1207 11SMH-11,2019-05-09,0.0,812.0,,582.66,531.0,3533.0,1171.4933,0,FLOW,42.0,28411.079999999987,35.0,SM,Pad1,6Z
11,35,FORAKER 1207 11SMH-11,2019-05-10,0.0,805.0,,582.62,564.0,3704.0,1199.9533,0,FLOW,42.0,28993.699999999986,36.0,SM,Pad1,6Z
11,36,FORAKER 1207 11SMH-11,2019-05-11,0.0,799.0,,588.18,509.0,3686.0,1202.5133,0,FLOW,42.0,29581.879999999986,37.0,SM,Pad1,6Z
11,37,FORAKER 1207 11SMH-11,2019-05-12,0.0,792.0,,586.1,500.0,3815.0,1221.9333,0,FLOW,44.0,30167.979999999985,38.0,SM,Pad1,6Z
11,38,FORAKER 1207 11SMH-11,2019-05-13,0.0,781.0,,590.25,590.0,3716.0,1209.5833,0,FLOW,44.0,30758.229999999985,39.0,SM,Pad1,6Z
11,39,FORAKER 1207 11SMH-11,2019-05-14,0.0,776.0,,580.54,581.0,3897.0,1230.04,0,FLOW,44.0,31338.769999999986,40.0,SM,Pad1,6Z
11,40,FORAKER 1207 11SMH-11,2019-05-15,0.0,771.0,,565.98,555.0,3832.0,1204.6467,0,FLOW,44.0,31904.749999999985,41.0,SM,Pad1,6Z
11,41,FORAKER 1207 11SMH-11,2019-05-16,0.0,763.0,,550.73,540.0,3700.0,1167.3967,0,FLOW,44.0,32455.479999999985,42.0,SM,Pad1,6Z
11,42,FORAKER 1207 11SMH-11,2019-05-17,0.0,757.0,,541.01,473.0,3710.0,1159.3433,0,FLOW,44.0,32996.48999999998,43.0,SM,Pad1,6Z
11,43,FORAKER 1207 11SMH-11,2019-05-18,0.0,751.0,,570.14,517.0,3699.0,1186.64,0,FLOW,47.416666666666664,33566.62999999998,44.0,SM,Pad1,6Z
11,44,FORAKER 1207 11SMH-11,2019-05-19,0.0,721.0,,563.2,516.0,3974.0,1225.5333,0,FLOW,47.416666666666664,34129.82999999998,45.0,SM,Pad1,6Z
11,45,FORAKER 1207 11SMH-11,2019-05-20,0.0,707.0,,543.09,521.0,3907.0,1194.2567,0,FLOW,48.0,34672.91999999998,46.0,SM,Pad1,6Z
11,46,FORAKER 1207 11SMH-11,2019-05-21,0.0,695.0,,519.51,500.0,3964.0,1180.1767,0,FLOW,48.0,35192.42999999998,47.0,SM,Pad1,6Z
11,47,FORAKER 1207 11SMH-11,2019-05-22,0.0,685.0,,538.23,481.0,3978.0,1201.23,0,FLOW,49.333333333333336,35730.65999999998,48.0,SM,Pad1,6Z
11,48,FORAKER 1207 11SMH-11,2019-05-23,0.0,649.0,,518.12,453.0,4167.0,1212.62,0,FLOW,50.0,36248.779999999984,49.0,SM,Pad1,6Z
11,49,FORAKER 1207 11SMH-11,2019-05-24,0.0,635.0,,516.17,466.0,4220.0,1219.5033,0,FLOW,50.0,36764.94999999998,50.0,SM,Pad1,6Z
11,50,FORAKER 1207 11SMH-11,2019-05-25,0.0,618.0,,498.86,469.0,4160.0,1192.1933,0,FLOW,51.75,37263.80999999998,51.0,SM,Pad1,6Z
11,51,FORAKER 1207 11SMH-11,2019-05-26,0.0,596.0,,499.68,471.0,4294.0,1215.3467,0,FLOW,53.75,37763.48999999998,52.0,SM,Pad1,6Z
11,52,FORAKER 1207 11SMH-11,2019-05-27,0.0,576.0,,514.21,461.0,4160.0,1207.5433,0,FLOW,54.0,38277.69999999998,53.0,SM,Pad1,6Z
11,53,FORAKER 1207 11SMH-11,2019-05-28,0.0,567.0,,466.11,460.0,4643.0,1239.9433,0,FLOW,54.0,38743.80999999998,54.0,SM,Pad1,6Z
11,54,FORAKER 1207 11SMH-11,2019-05-29,0.0,554.0,,471.66,471.0,4259.0,1181.4933,0,FLOW,54.0,39215.46999999999,55.0,SM,Pad1,6Z
11,55,FORAKER 1207 11SMH-11,2019-05-30,0.0,549.0,,463.38,418.0,4003.0,1130.5467,0,FLOW,54.0,39678.849999999984,56.0,SM,Pad1,6Z
11,56,FORAKER 1207 11SMH-11,2019-05-31,0.0,545.0,,438.57,405.0,4170.0,1133.57,0,FLOW,,40117.419999999984,57.0,SM,Pad1,6Z
11,57,FORAKER 1207 11SMH-11,2019-06-01,0.0,522.0,,441.13,414.0,4230.0,1146.13,0,FLOW,,40558.54999999998,58.0,SM,Pad1,6Z
11,58,FORAKER 1207 11SMH-11,2019-06-02,0.0,517.0,,438.43,409.0,4270.0,1150.0967,0,FLOW,,40996.97999999998,59.0,SM,Pad1,6Z
11,59,FORAKER 1207 11SMH-11,2019-06-03,0.0,507.0,,424.72,398.0,4127.0,1112.5533,0,FLOW,,41421.69999999998,60.0,SM,Pad1,6Z
11,60,FORAKER 1207 11SMH-11,2019-06-04,0.0,504.0,,460.76,385.0,4081.0,1140.9267,0,FLOW,,41882.459999999985,61.0,SM,Pad1,6Z
11,61,FORAKER 1207 11SMH-11,2019-06-05,0.0,495.0,,365.73,361.0,4069.0,1043.8967,0,FLOW,,42248.18999999999,62.0,SM,Pad1,6Z
11,62,FORAKER 1207 11SMH-11,2019-06-06,0.0,483.0,,385.76,370.0,4056.0,1061.76,0,FLOW,,42633.94999999999,63.0,SM,Pad1,6Z
11,63,FORAKER 1207 11SMH-11,2019-06-07,0.0,492.0,,421.72,358.0,4158.0,1114.72,0,FLOW,,43055.66999999999,64.0,SM,Pad1,6Z
11,64,FORAKER 1207 11SMH-11,2019-06-08,0.0,476.0,,391.97,345.0,3811.0,1027.1367,0,FLOW,,43447.63999999999,65.0,SM,Pad1,6Z
11,65,FORAKER 1207 11SMH-11,2019-06-09,0.0,468.0,,388.63,336.0,3891.0,1037.13,0,FLOW,,43836.26999999999,66.0,SM,Pad1,6Z
11,66,FORAKER 1207 11SMH-11,2019-06-10,0.0,466.0,,399.73,328.0,3839.0,1039.5633,0,FLOW,,44235.99999999999,67.0,SM,Pad1,6Z
11,67,FORAKER 1207 11SMH-11,2019-06-11,0.0,458.0,,342.74,323.0,3877.0,988.9067,0,FLOW,,44578.73999999999,68.0,SM,Pad1,6Z
11,68,FORAKER 1207 11SMH-11,2019-06-12,0.0,456.0,,369.27,375.0,3747.0,993.77,0,FLOW,,44948.00999999999,69.0,SM,Pad1,6Z
11,69,FORAKER 1207 11SMH-11,2019-06-13,0.0,438.0,,360.04,293.0,3795.0,992.54,0,FLOW,,45308.04999999999,70.0,SM,Pad1,6Z
11,70,FORAKER 1207 11SMH-11,2019-06-14,0.0,438.0,,353.15,285.0,3731.0,974.9833,0,FLOW,,45661.19999999999,71.0,SM,Pad1,6Z
11,71,FORAKER 1207 11SMH-11,2019-06-15,0.0,432.0,,353.93,282.0,3698.0,970.2633,0,FLOW,,46015.12999999999,72.0,SM,Pad1,6Z
11,72,FORAKER 1207 11SMH-11,2019-06-16,0.0,442.0,,402.51,275.0,3551.0,994.3433,0,FLOW,,46417.63999999999,73.0,SM,Pad1,6Z
11,73,FORAKER 1207 11SMH-11,2019-06-17,0.0,429.0,,344.0,266.0,4114.0,1029.6667,0,FLOW,,46761.63999999999,74.0,SM,Pad1,6Z
11,74,FORAKER 1207 11SMH-11,2019-06-18,0.0,417.0,,338.65,285.0,3286.0,886.3167,0,FLOW,,47100.28999999999,75.0,SM,Pad1,6Z
11,75,FORAKER 1207 11SMH-11,2019-06-19,0.0,420.0,,285.07,278.0,3629.0,889.9033,0,FLOW,,47385.35999999999,76.0,SM,Pad1,6Z
11,76,FORAKER 1207 11SMH-11,2019-06-20,0.0,415.0,,362.86,307.0,3249.0,904.36,0,FLOW,,47748.219999999994,77.0,SM,Pad1,6Z
11,77,FORAKER 1207 11SMH-11,2019-06-21,0.0,401.0,,337.79,291.0,3758.0,964.1233,0,FLOW,,48086.009999999995,78.0,SM,Pad1,6Z
11,78,FORAKER 1207 11SMH-11,2019-06-22,0.0,400.0,,382.87,272.0,3617.0,985.7033,0,FLOW,,48468.88,79.0,SM,Pad1,6Z
11,79,FORAKER 1207 11SMH-11,2019-06-23,0.0,394.0,,254.66,260.0,4047.0,929.16,0,FLOW,,48723.54,80.0,SM,Pad1,6Z
11,80,FORAKER 1207 11SMH-11,2019-06-24,0.0,405.0,,314.87,243.0,2631.0,753.37,0,FLOW,,49038.41,81.0,SM,Pad1,6Z
11,81,FORAKER 1207 11SMH-11,2019-06-25,0.0,393.0,,321.8,258.0,3406.0,889.4667,0,FLOW,,49360.21000000001,82.0,SM,Pad1,6Z
11,82,FORAKER 1207 11SMH-11,2019-06-26,0.0,394.0,,254.63,244.0,3512.0,839.9633,0,FLOW,,49614.840000000004,83.0,SM,Pad1,6Z
11,83,FORAKER 1207 11SMH-11,2019-06-27,0.0,365.0,,0.0,233.0,3260.0,543.3333,0,FLOW,,49614.840000000004,84.0,SM,Pad1,6Z
