,,Well,PERIOD,TP,CP,BH,GROSS OIL,GROSS WTR,GROSS GAS,GROSS BOE,Downtime,Lift,Choke,Cum Prod,Days Online,Formation,Pad,Comp Order
8,82,FORAKER 1207 8UMH-11,2019-06-26,0.0,292.0,,120.08,77.0,3058.0,629.7467,0,FLOW,,43946.5,83.0,UM,Pad1,5Z
8,83,FORAKER 1207 8UMH-11,2019-06-27,0.0,283.0,,0.0,75.0,2831.0,471.8333,0,FLOW,,43946.5,84.0,UM,Pad1,5Z
9,0,FORAKER 1207 9LMH-11,2019-04-06,718.0,1096.0,,327.41,424.0,114.0,346.41,0,FLOW,25.416666666666668,327.41,1.0,LM,Pad1,6Z
9,1,FORAKER 1207 9LMH-11,2019-04-07,1615.0,1075.0,4194.0,513.29,1680.0,691.0,628.4567,0,FLOW,27.666666666666668,840.7,2.0,LM,Pad1,6Z
9,2,FORAKER 1207 9LMH-11,2019-04-08,1503.0,999.0,3956.0,611.07,1982.0,1047.0,785.57,0,FLOW,32.333333333333336,1451.77,3.0,LM,Pad1,6Z
9,3,FORAKER 1207 9LMH-11,2019-04-09,1334.0,873.0,3662.0,781.05,1974.0,1362.0,1008.05,0,FLOW,37.916666666666664,2232.8199999999997,4.0,LM,Pad1,6Z
9,4,FORAKER 1207 9LMH-11,2019-04-10,1230.0,806.0,3468.0,911.47,2095.0,1704.0,1195.47,0,FLOW,39.916666666666664,3144.29,5.0,LM,Pad1,6Z
9,5,FORAKER 1207 9LMH-11,2019-04-11,1175.0,706.0,3270.0,978.77,2231.0,1918.0,1298.4367,0,FLOW,42.916666666666664,4123.0599999999995,6.0,LM,Pad1,6Z
9,6,FORAKER 1207 9LMH-11,2019-04-12,1192.0,648.0,3089.0,1056.17,2166.0,2037.0,1395.67,0,FLOW,44.916666666666664,5179.23,7.0,LM,Pad1,6Z
9,7,FORAKER 1207 9LMH-11,2019-04-13,1195.0,633.0,2924.0,1025.08,2198.0,2175.0,1387.58,0,FLOW,46.0,6204.3099999999995,8.0,LM,Pad1,6Z
9,8,FORAKER 1207 9LMH-11,2019-04-14,1195.0,628.0,2774.0,841.38,1837.0,2362.0,1235.0467,0,FLOW,47.916666666666664,7045.69,9.0,LM,Pad1,6Z
9,9,FORAKER 1207 9LMH-11,2019-04-15,1198.0,594.0,2630.0,1068.33,1990.0,2606.0,1502.6633,0,FLOW,48.0,8114.0199999999995,10.0,LM,Pad1,6Z
9,10,FORAKER 1207 9LMH-11,2019-04-16,1186.0,641.0,2571.0,976.07,2468.0,2315.0,1361.9033,0,FLOW,48.0,9090.09,11.0,LM,Pad1,6Z
9,11,FORAKER 1207 9LMH-11,2019-04-17,1183.0,635.0,2476.0,678.61,2560.0,2512.0,1097.2767,0,FLOW,48.0,9768.7,12.0,LM,Pad1,6Z
9,12,FORAKER 1207 9LMH-11,2019-04-18,1151.0,616.0,2388.0,804.58,2492.0,2567.0,1232.4133,0,FLOW,49.833333333333336,10573.28,13.0,LM,Pad1,6Z
9,13,FORAKER 1207 9LMH-11,2019-04-19,1131.0,587.0,2282.0,757.86,2362.0,2792.0,1223.1933,0,FLOW,50.0,11331.140000000001,14.0,LM,Pad1,6Z
9,14,FORAKER 1207 9LMH-11,2019-04-20,1127.0,582.0,2201.0,733.83,2302.0,2855.0,1209.6633,0,FLOW,50.0,12064.970000000001,15.0,LM,Pad1,6Z
9,15,FORAKER 1207 9LMH-11,2019-04-21,1130.0,569.0,2132.0,667.95,2236.0,2928.0,1155.95,0,FLOW,51.75,12732.920000000002,16.0,LM,Pad1,6Z
9,16,FORAKER 1207 9LMH-11,2019-04-22,1134.0,548.0,2066.0,661.0,1556.0,2980.0,1157.6667,0,FLOW,52.0,13393.920000000002,17.0,LM,Pad1,6Z
9,17,FORAKER 1207 9LMH-11,2019-04-23,1134.0,546.0,1994.0,620.11,1750.0,3124.0,1140.7767,0,FLOW,52.0,14014.030000000002,18.0,LM,Pad1,6Z
9,18,FORAKER 1207 9LMH-11,2019-04-24,1109.0,539.0,1934.0,587.53,1883.0,3122.0,1107.8633,0,FLOW,52.0,14601.560000000003,19.0,LM,Pad1,6Z
9,19,FORAKER 1207 9LMH-11,2019-04-25,1109.0,530.0,1876.0,568.76,1818.0,3204.0,1102.76,0,FLOW,52.0,15170.320000000003,20.0,LM,Pad1,6Z
9,20,FORAKER 1207 9LMH-11,2019-04-26,1102.0,526.0,1819.0,546.57,1720.0,3210.0,1081.57,0,FLOW,52.0,15716.890000000003,21.0,LM,Pad1,6Z
9,21,FORAKER 1207 9LMH-11,2019-04-27,1109.0,517.0,1770.0,497.34,1627.0,3223.0,1034.5067,0,FLOW,52.0,16214.230000000003,22.0,LM,Pad1,6Z
9,22,FORAKER 1207 9LMH-11,2019-04-28,1106.0,508.0,1720.0,526.51,1563.0,3285.0,1074.01,0,FLOW,52.0,16740.74,23.0,LM,Pad1,6Z
9,23,FORAKER 1207 9LMH-11,2019-04-29,1092.0,488.0,1675.0,474.48,1380.0,3225.0,1011.98,0,FLOW,52.0,17215.22,24.0,LM,Pad1,6Z
9,24,FORAKER 1207 9LMH-11,2019-04-30,1091.0,486.0,1633.0,461.99,1309.0,3232.0,1000.6567,0,FLOW,52.0,17677.210000000003,25.0,LM,Pad1,6Z
9,25,FORAKER 1207 9LMH-11,2019-05-01,1094.0,491.0,1590.0,425.93,1217.0,3275.0,971.7633,0,FLOW,52.0,18103.140000000003,26.0,LM,Pad1,6Z
9,26,FORAKER 1207 9LMH-11,2019-05-02,1089.0,473.0,1551.0,425.92,1170.0,3248.0,967.2533,0,FLOW,52.0,18529.06,27.0,LM,Pad1,6Z
9,27,FORAKER 1207 9LMH-11,2019-05-03,1066.0,478.0,1514.0,413.43,941.0,3358.0,973.0967,0,FLOW,52.0,18942.49,28.0,LM,Pad1,6Z
9,28,FORAKER 1207 9LMH-11,2019-05-04,1057.0,457.0,1476.0,402.33,790.0,3238.0,941.9967,0,FLOW,52.0,19344.820000000003,29.0,LM,Pad1,6Z
9,29,FORAKER 1207 9LMH-11,2019-05-05,1058.0,465.0,1444.0,378.75,772.0,3281.0,925.5833,0,FLOW,52.0,19723.570000000003,30.0,LM,Pad1,6Z
9,30,FORAKER 1207 9LMH-11,2019-05-06,1050.0,451.0,1413.0,357.24,690.0,3290.0,905.5733,0,FLOW,52.0,20080.810000000005,31.0,LM,Pad1,6Z
9,31,FORAKER 1207 9LMH-11,2019-05-07,1050.0,439.0,1382.0,352.4,651.0,3217.0,888.5667,0,FLOW,52.0,20433.210000000006,32.0,LM,Pad1,6Z
9,32,FORAKER 1207 9LMH-11,2019-05-08,1050.0,420.0,1343.0,350.99,421.0,3206.0,885.3233,0,FLOW,52.0,20784.200000000008,33.0,LM,Pad1,6Z
9,33,FORAKER 1207 9LMH-11,2019-05-09,1004.0,432.0,1315.0,332.97,548.0,3304.0,883.6367,0,FLOW,52.0,21117.17000000001,34.0,LM,Pad1,6Z
9,34,FORAKER 1207 9LMH-11,2019-05-10,1004.0,438.0,1316.0,319.78,477.0,3185.0,850.6133,0,FLOW,52.0,21436.950000000008,35.0,LM,Pad1,6Z
9,35,FORAKER 1207 9LMH-11,2019-05-11,986.0,420.0,1293.0,339.91,457.0,3092.0,855.2433,0,FLOW,52.0,21776.860000000008,36.0,LM,Pad1,6Z
9,36,FORAKER 1207 9LMH-11,2019-05-12,970.0,404.0,1271.0,284.4,475.0,3114.0,803.4,0,FLOW,53.833333333333336,22061.26000000001,37.0,LM,Pad1,6Z
9,37,FORAKER 1207 9LMH-11,2019-05-13,947.0,395.0,1240.0,279.54,470.0,3121.0,799.7067,0,FLOW,54.0,22340.80000000001,38.0,LM,Pad1,6Z
9,38,FORAKER 1207 9LMH-11,2019-05-14,929.0,396.0,1217.0,283.74,423.0,3048.0,791.74,0,FLOW,54.0,22624.54000000001,39.0,LM,Pad1,6Z
9,39,FORAKER 1207 9LMH-11,2019-05-15,915.0,380.0,1217.0,267.07,399.0,3074.0,779.4033,0,FLOW,56.0,22891.61000000001,40.0,LM,Pad1,6Z
9,40,FORAKER 1207 9LMH-11,2019-05-16,894.0,367.0,1172.0,259.44,374.0,3036.0,765.44,0,FLOW,56.0,23151.05000000001,41.0,LM,Pad1,6Z
9,41,FORAKER 1207 9LMH-11,2019-05-17,885.0,365.0,1157.0,253.88,383.0,2979.0,750.38,0,FLOW,57.583333333333336,23404.93000000001,42.0,LM,Pad1,6Z
9,42,FORAKER 1207 9LMH-11,2019-05-18,871.0,363.0,1141.0,252.51,353.0,2950.0,744.1767,0,FLOW,60.0,23657.44000000001,43.0,LM,Pad1,6Z
9,43,FORAKER 1207 9LMH-11,2019-05-19,857.0,343.0,1122.0,241.4,340.0,2916.0,727.4,0,FLOW,61.416666666666664,23898.84000000001,44.0,LM,Pad1,6Z
9,44,FORAKER 1207 9LMH-11,2019-05-20,849.0,325.0,1110.0,226.14,306.0,2873.0,704.9733,0,FLOW,62.0,24124.98000000001,45.0,LM,Pad1,6Z
9,45,FORAKER 1207 9LMH-11,2019-05-21,837.0,330.0,1092.0,222.67,336.0,2749.0,680.8367,0,FLOW,63.666666666666664,24347.65000000001,46.0,LM,Pad1,6Z
9,46,FORAKER 1207 9LMH-11,2019-05-22,821.0,332.0,1073.0,214.35,315.0,2801.0,681.1833,0,FLOW,64.0,24562.000000000007,47.0,LM,Pad1,6Z
9,47,FORAKER 1207 9LMH-11,2019-05-23,810.0,310.0,1059.0,212.26,309.0,2804.0,679.5933,0,FLOW,64.0,24774.260000000006,48.0,LM,Pad1,6Z
9,48,FORAKER 1207 9LMH-11,2019-05-24,806.0,323.0,1046.0,208.11,289.0,2753.0,666.9433,0,FLOW,64.0,24982.370000000006,49.0,LM,Pad1,6Z
9,49,FORAKER 1207 9LMH-11,2019-05-25,791.0,312.0,1036.0,180.35,291.0,2677.0,626.5167,0,FLOW,64.0,25162.720000000005,50.0,LM,Pad1,6Z
9,50,FORAKER 1207 9LMH-11,2019-05-26,782.0,304.0,1024.0,199.76,270.0,2675.0,645.5933,0,FLOW,64.0,25362.480000000003,51.0,LM,Pad1,6Z
9,51,FORAKER 1207 9LMH-11,2019-05-27,773.0,297.0,1012.0,198.39,256.0,2616.0,634.39,0,FLOW,64.0,25560.870000000003,52.0,LM,Pad1,6Z
9,52,FORAKER 1207 9LMH-11,2019-05-28,764.0,298.0,1000.0,173.42,266.0,2687.0,621.2533,0,FLOW,64.0,25734.29,53.0,LM,Pad1,6Z
9,53,FORAKER 1207 9LMH-11,2019-05-29,756.0,288.0,990.0,181.74,254.0,2542.0,605.4067,0,FLOW,64.0,25916.030000000002,54.0,LM,Pad1,6Z
9,54,FORAKER 1207 9LMH-11,2019-05-30,749.0,286.0,978.0,191.47,235.0,2385.0,588.97,0,FLOW,64.0,26107.500000000004,55.0,LM,Pad1,6Z
9,55,FORAKER 1207 9LMH-11,2019-05-31,740.0,276.0,970.0,184.52,236.0,2477.0,597.3533,0,FLOW,,26292.020000000004,56.0,LM,Pad1,6Z
9,56,FORAKER 1207 9LMH-11,2019-06-01,700.0,200.0,916.0,176.18,242.0,2650.0,617.8467,0,FLOW,,26468.200000000004,57.0,LM,Pad1,6Z
9,57,FORAKER 1207 9LMH-11,2019-06-02,688.0,182.0,900.0,169.24,284.0,2685.0,616.74,0,FLOW,,26637.440000000006,58.0,LM,Pad1,6Z
9,58,FORAKER 1207 9LMH-11,2019-06-03,680.0,182.0,889.0,172.01,275.0,2596.0,604.6767,0,FLOW,,26809.450000000004,59.0,LM,Pad1,6Z
9,59,FORAKER 1207 9LMH-11,2019-06-04,673.0,177.0,881.0,183.12,263.0,2568.0,611.12,0,FLOW,,26992.570000000003,60.0,LM,Pad1,6Z
9,60,FORAKER 1207 9LMH-11,2019-06-05,667.0,179.0,874.0,155.37,234.0,2534.0,577.7033,0,FLOW,,27147.940000000002,61.0,LM,Pad1,6Z
9,61,FORAKER 1207 9LMH-11,2019-06-06,664.0,181.0,870.0,144.27,219.0,2510.0,562.6033,0,FLOW,,27292.210000000003,62.0,LM,Pad1,6Z
9,62,FORAKER 1207 9LMH-11,2019-06-07,660.0,181.0,860.0,130.4,228.0,2500.0,547.0667,0,FLOW,,27422.610000000004,63.0,LM,Pad1,6Z
9,63,FORAKER 1207 9LMH-11,2019-06-08,651.0,179.0,852.0,158.85,213.0,2331.0,547.35,0,FLOW,,27581.460000000003,64.0,LM,Pad1,6Z
9,64,FORAKER 1207 9LMH-11,2019-06-09,645.0,170.0,848.0,135.96,217.0,2395.0,535.1267,0,FLOW,,27717.420000000002,65.0,LM,Pad1,6Z
9,65,FORAKER 1207 9LMH-11,2019-06-10,638.0,164.0,835.0,155.39,209.0,2336.0,544.7233,0,FLOW,,27872.81,66.0,LM,Pad1,6Z
9,66,FORAKER 1207 9LMH-11,2019-06-11,637.0,171.0,833.0,135.26,200.0,2347.0,526.4267,0,FLOW,,28008.07,67.0,LM,Pad1,6Z
9,67,FORAKER 1207 9LMH-11,2019-06-12,631.0,169.0,826.0,130.4,221.0,2257.0,506.5667,0,FLOW,,28138.47,68.0,LM,Pad1,6Z
9,68,FORAKER 1207 9LMH-11,2019-06-13,627.0,168.0,820.0,126.93,213.0,2263.0,504.0967,0,FLOW,,28265.4,69.0,LM,Pad1,6Z
9,69,FORAKER 1207 9LMH-11,2019-06-14,619.0,159.0,815.0,127.64,195.0,2212.0,496.3067,0,FLOW,,28393.04,70.0,LM,Pad1,6Z
9,70,FORAKER 1207 9LMH-11,2019-06-15,616.0,162.0,806.0,111.68,193.0,2184.0,475.68,0,FLOW,,28504.72,71.0,LM,Pad1,6Z
9,71,FORAKER 1207 9LMH-11,2019-06-16,634.0,245.0,801.0,147.76,196.0,2139.0,504.26,0,FLOW,,28652.48,72.0,LM,Pad1,6Z
9,72,FORAKER 1207 9LMH-11,2019-06-17,619.0,176.0,801.0,122.78,172.0,2466.0,533.78,0,FLOW,,28775.26,73.0,LM,Pad1,6Z
9,73,FORAKER 1207 9LMH-11,2019-06-18,607.0,160.0,,119.32,265.0,1908.0,437.32,0,FLOW,,28894.579999999998,74.0,LM,Pad1,6Z
9,74,FORAKER 1207 9LMH-11,2019-06-19,601.0,151.0,,105.43,258.0,2106.0,456.43,0,FLOW,,29000.01,75.0,LM,Pad1,6Z
9,75,FORAKER 1207 9LMH-11,2019-06-20,598.0,154.0,,121.39,215.0,1875.0,433.89,0,FLOW,,29121.399999999998,76.0,LM,Pad1,6Z
9,76,FORAKER 1207 9LMH-11,2019-06-21,594.0,154.0,,116.52,272.0,2167.0,477.6867,0,FLOW,,29237.92,77.0,LM,Pad1,6Z
9,77,FORAKER 1207 9LMH-11,2019-06-22,590.0,153.0,,131.78,235.0,2082.0,478.78,0,FLOW,,29369.699999999997,78.0,LM,Pad1,6Z
9,78,FORAKER 1207 9LMH-11,2019-06-23,584.0,145.0,,93.64,222.0,2323.0,480.8067,0,FLOW,,29463.339999999997,79.0,LM,Pad1,6Z
9,79,FORAKER 1207 9LMH-11,2019-06-24,581.0,144.0,,105.43,212.0,1502.0,355.7633,0,FLOW,,29568.769999999997,80.0,LM,Pad1,6Z
9,80,FORAKER 1207 9LMH-11,2019-06-25,580.0,146.0,,157.44,210.0,1941.0,480.94,0,FLOW,,29726.209999999995,81.0,LM,Pad1,6Z
9,81,FORAKER 1207 9LMH-11,2019-06-26,577.0,150.0,,103.35,205.0,1993.0,435.5167,0,FLOW,,29829.559999999994,82.0,LM,Pad1,6Z
9,82,FORAKER 1207 9LMH-11,2019-06-27,567.0,136.0,,0.0,187.0,1866.0,311.0,0,FLOW,,29829.559999999994,83.0,LM,Pad1,6Z
10,0,FORAKER 1207 10UMH-11,2019-04-05,0.0,1376.0,,799.21,437.0,302.0,849.5433,0,FLOW,28.25,799.21,1.0,UM,Pad1,5Z
10,1,FORAKER 1207 10UMH-11,2019-04-06,0.0,1321.0,,1013.52,1487.0,1060.0,1190.1867,0,FLOW,32.75,1812.73,2.0,UM,Pad1,5Z
10,2,FORAKER 1207 10UMH-11,2019-04-07,0.0,1176.0,,1221.85,1605.0,1807.0,1523.0167,0,FLOW,34.666666666666664,3034.58,3.0,UM,Pad1,5Z
10,3,FORAKER 1207 10UMH-11,2019-04-08,0.0,1061.0,,1167.02,1513.0,1965.0,1494.52,0,FLOW,37.083333333333336,4201.6,4.0,UM,Pad1,5Z
10,4,FORAKER 1207 10UMH-11,2019-04-09,0.0,950.0,,1046.16,1493.0,2118.0,1399.16,0,FLOW,38.0,5247.76,5.0,UM,Pad1,5Z
10,5,FORAKER 1207 10UMH-11,2019-04-10,0.0,885.0,,1217.64,1331.0,2083.0,1564.8067,0,FLOW,40.0,6465.400000000001,6.0,UM,Pad1,5Z
10,6,FORAKER 1207 10UMH-11,2019-04-11,0.0,810.0,,1174.52,1278.0,1870.0,1486.1867,0,FLOW,42.916666666666664,7639.92,7.0,UM,Pad1,5Z
10,7,FORAKER 1207 10UMH-11,2019-04-12,0.0,755.0,,1180.07,1200.0,2763.0,1640.57,0,FLOW,44.916666666666664,8819.99,8.0,UM,Pad1,5Z
10,8,FORAKER 1207 10UMH-11,2019-04-13,0.0,734.0,,1099.11,1072.0,2629.0,1537.2767,0,FLOW,46.0,9919.1,9.0,UM,Pad1,5Z
10,9,FORAKER 1207 10UMH-11,2019-04-14,0.0,716.0,,1171.81,979.0,2769.0,1633.31,0,FLOW,48.0,11090.91,10.0,UM,Pad1,5Z
10,10,FORAKER 1207 10UMH-11,2019-04-15,0.0,669.0,,1227.69,912.0,3039.0,1734.19,0,FLOW,48.0,12318.6,11.0,UM,Pad1,5Z
10,11,FORAKER 1207 10UMH-11,2019-04-16,0.0,654.0,,900.97,710.0,2799.0,1367.47,0,FLOW,48.0,13219.57,12.0,UM,Pad1,5Z
10,12,FORAKER 1207 10UMH-11,2019-04-17,0.0,647.0,,848.97,673.0,3073.0,1361.1367,0,FLOW,48.0,14068.539999999999,13.0,UM,Pad1,5Z
10,13,FORAKER 1207 10UMH-11,2019-04-18,0.0,634.0,,777.6,599.0,3282.0,1324.6,0,FLOW,48.0,14846.14,14.0,UM,Pad1,5Z
10,14,FORAKER 1207 10UMH-11,2019-04-19,0.0,620.0,,717.88,536.0,3203.0,1251.7133,0,FLOW,48.0,15564.019999999999,15.0,UM,Pad1,5Z
10,15,FORAKER 1207 10UMH-11,2019-04-20,0.0,619.0,,674.19,493.0,3233.0,1213.0233,0,FLOW,48.0,16238.21,16.0,UM,Pad1,5Z
10,16,FORAKER 1207 10UMH-11,2019-04-21,0.0,660.0,,624.24,456.0,3224.0,1161.5733,0,FLOW,48.0,16862.45,17.0,UM,Pad1,5Z
10,17,FORAKER 1207 10UMH-11,2019-04-22,0.0,586.0,,645.78,420.0,3230.0,1184.1133,0,FLOW,48.0,17508.23,18.0,UM,Pad1,5Z
10,18,FORAKER 1207 10UMH-11,2019-04-23,0.0,577.0,,554.27,372.0,3304.0,1104.9367,0,FLOW,48.0,18062.5,19.0,UM,Pad1,5Z
10,19,FORAKER 1207 10UMH-11,2019-04-24,0.0,565.0,,510.57,364.0,3237.0,1050.07,0,FLOW,48.0,18573.07,20.0,UM,Pad1,5Z
10,20,FORAKER 1207 10UMH-11,2019-04-25,0.0,551.0,,510.53,333.0,3301.0,1060.6967,0,FLOW,48.0,19083.6,21.0,UM,Pad1,5Z
10,21,FORAKER 1207 10UMH-11,2019-04-26,0.0,546.0,,464.07,315.0,3254.0,1006.4033,0,FLOW,48.0,19547.67,22.0,UM,Pad1,5Z
10,22,FORAKER 1207 10UMH-11,2019-04-27,0.0,533.0,,438.35,292.0,3265.0,982.5167,0,FLOW,48.0,19986.019999999997,23.0,UM,Pad1,5Z
10,23,FORAKER 1207 10UMH-11,2019-04-28,0.0,532.0,,428.65,280.0,3281.0,975.4833,0,FLOW,48.0,20414.67,24.0,UM,Pad1,5Z
10,24,FORAKER 1207 10UMH-11,2019-04-29,0.0,520.0,,401.6,261.0,3253.0,943.7667,0,FLOW,48.0,20816.269999999997,25.0,UM,Pad1,5Z
10,25,FORAKER 1207 10UMH-11,2019-04-30,0.0,508.0,,384.95,259.0,3207.0,919.45,0,FLOW,48.0,21201.219999999998,26.0,UM,Pad1,5Z
10,26,FORAKER 1207 10UMH-11,2019-05-01,0.0,507.0,,367.61,244.0,3236.0,906.9433,0,FLOW,48.0,21568.829999999998,27.0,UM,Pad1,5Z
10,27,FORAKER 1207 10UMH-11,2019-05-02,0.0,487.0,,348.88,235.0,3192.0,880.88,0,FLOW,48.0,21917.71,28.0,UM,Pad1,5Z
10,28,FORAKER 1207 10UMH-11,2019-05-03,0.0,478.0,,339.18,241.0,3164.0,866.5133,0,FLOW,48.0,22256.89,29.0,UM,Pad1,5Z
10,29,FORAKER 1207 10UMH-11,2019-05-04,0.0,474.0,,321.84,223.0,3158.0,848.1733,0,FLOW,48.0,22578.73,30.0,UM,Pad1,5Z
10,30,FORAKER 1207 10UMH-11,2019-05-05,0.0,466.0,,309.35,218.0,3111.0,827.85,0,FLOW,48.0,22888.079999999998,31.0,UM,Pad1,5Z
10,31,FORAKER 1207 10UMH-11,2019-05-06,0.0,460.0,,289.23,206.0,3090.0,804.23,0,FLOW,48.0,23177.309999999998,32.0,UM,Pad1,5Z
10,32,FORAKER 1207 10UMH-11,2019-05-07,0.0,451.0,,274.67,196.0,3066.0,785.67,0,FLOW,48.0,23451.979999999996,33.0,UM,Pad1,5Z
10,33,FORAKER 1207 10UMH-11,2019-05-08,0.0,448.0,,281.61,177.0,3045.0,789.11,0,FLOW,48.0,23733.589999999997,34.0,UM,Pad1,5Z
10,34,FORAKER 1207 10UMH-11,2019-05-09,0.0,428.0,,261.49,201.0,3022.0,765.1567,0,FLOW,48.0,23995.079999999998,35.0,UM,Pad1,5Z
10,35,FORAKER 1207 10UMH-11,2019-05-10,0.0,425.0,,251.09,168.0,2968.0,745.7567,0,FLOW,48.0,24246.17,36.0,UM,Pad1,5Z
10,36,FORAKER 1207 10UMH-11,2019-05-11,0.0,407.0,,249.69,185.0,2955.0,742.19,0,FLOW,49.083333333333336,24495.859999999997,37.0,UM,Pad1,5Z
10,37,FORAKER 1207 10UMH-11,2019-05-12,0.0,387.0,,238.6,180.0,2966.0,732.9333,0,FLOW,50.833333333333336,24734.459999999995,38.0,UM,Pad1,5Z
10,38,FORAKER 1207 10UMH-11,2019-05-13,0.0,364.0,,222.64,174.0,2982.0,719.64,0,FLOW,52.833333333333336,24957.099999999995,39.0,UM,Pad1,5Z
10,39,FORAKER 1207 10UMH-11,2019-05-14,0.0,364.0,,214.32,166.0,3001.0,714.4867,0,FLOW,54.0,25171.419999999995,40.0,UM,Pad1,5Z
10,40,FORAKER 1207 10UMH-11,2019-05-15,0.0,355.0,,210.86,158.0,2965.0,705.0267,0,FLOW,56.0,25382.279999999995,41.0,UM,Pad1,5Z
10,41,FORAKER 1207 10UMH-11,2019-05-16,0.0,335.0,,196.99,160.0,2940.0,686.99,0,FLOW,56.0,25579.269999999997,42.0,UM,Pad1,5Z
10,42,FORAKER 1207 10UMH-11,2019-05-17,0.0,347.0,,192.13,146.0,2906.0,676.4633,0,FLOW,57.583333333333336,25771.399999999998,43.0,UM,Pad1,5Z
10,43,FORAKER 1207 10UMH-11,2019-05-18,0.0,323.0,,191.44,145.0,2878.0,671.1067,0,FLOW,60.0,25962.839999999997,44.0,UM,Pad1,5Z
10,44,FORAKER 1207 10UMH-11,2019-05-19,0.0,320.0,,178.26,142.0,2840.0,651.5933,0,FLOW,61.333333333333336,26141.099999999995,45.0,UM,Pad1,5Z
10,45,FORAKER 1207 10UMH-11,2019-05-20,0.0,323.0,,174.79,136.0,2817.0,644.29,0,FLOW,62.0,26315.889999999996,46.0,UM,Pad1,5Z
10,46,FORAKER 1207 10UMH-11,2019-05-21,0.0,315.0,,169.24,134.0,2720.0,622.5733,0,FLOW,63.416666666666664,26485.129999999997,47.0,UM,Pad1,5Z
10,47,FORAKER 1207 10UMH-11,2019-05-22,0.0,301.0,,159.53,260.0,2754.0,618.53,0,FLOW,64.0,26644.659999999996,48.0,UM,Pad1,5Z
10,48,FORAKER 1207 10UMH-11,2019-05-23,0.0,296.0,,152.59,117.0,2744.0,609.9233,0,FLOW,64.0,26797.249999999996,49.0,UM,Pad1,5Z
10,49,FORAKER 1207 10UMH-11,2019-05-24,0.0,289.0,,149.81,108.0,2671.0,594.9767,0,FLOW,64.0,26947.059999999998,50.0,UM,Pad1,5Z
10,50,FORAKER 1207 10UMH-11,2019-05-25,0.0,263.0,,135.95,105.0,2622.0,572.95,0,FLOW,64.0,27083.01,51.0,UM,Pad1,5Z
10,51,FORAKER 1207 10UMH-11,2019-05-26,0.0,263.0,,141.49,108.0,2605.0,575.6567,0,FLOW,64.0,27224.5,52.0,UM,Pad1,5Z
10,52,FORAKER 1207 10UMH-11,2019-05-27,0.0,291.0,,138.72,100.0,2547.0,563.22,0,FLOW,64.0,27363.22,53.0,UM,Pad1,5Z
10,53,FORAKER 1207 10UMH-11,2019-05-28,0.0,291.0,,127.67,88.0,2625.0,565.17,0,FLOW,64.0,27490.89,54.0,UM,Pad1,5Z
10,54,FORAKER 1207 10UMH-11,2019-05-29,0.0,271.0,,127.68,87.0,2467.0,538.8467,0,FLOW,64.0,27618.57,55.0,UM,Pad1,5Z
10,55,FORAKER 1207 10UMH-11,2019-05-30,0.0,275.0,,124.89,84.0,2314.0,510.5567,0,FLOW,64.0,27743.46,56.0,UM,Pad1,5Z
10,56,FORAKER 1207 10UMH-11,2019-05-31,0.0,263.0,,130.46,80.0,2408.0,531.7933,0,FLOW,,27873.92,57.0,UM,Pad1,5Z
10,57,FORAKER 1207 10UMH-11,2019-06-01,0.0,260.0,,103.36,80.0,2163.0,463.86,0,FLOW,,27977.28,58.0,UM,Pad1,5Z
10,58,FORAKER 1207 10UMH-11,2019-06-02,0.0,237.0,,119.3,92.0,2598.0,552.3,0,FLOW,,28096.579999999998,59.0,UM,Pad1,5Z
10,59,FORAKER 1207 10UMH-11,2019-06-03,0.0,235.0,,116.52,75.0,2267.0,494.3533,0,FLOW,,28213.1,60.0,UM,Pad1,5Z
10,60,FORAKER 1207 10UMH-11,2019-06-04,0.0,233.0,,91.57,72.0,2230.0,463.2367,0,FLOW,,28304.67,61.0,UM,Pad1,5Z
10,61,FORAKER 1207 10UMH-11,2019-06-05,0.0,229.0,,108.21,64.0,2229.0,479.71,0,FLOW,,28412.879999999997,62.0,UM,Pad1,5Z
10,62,FORAKER 1207 10UMH-11,2019-06-06,0.0,224.0,,105.42,64.0,2207.0,473.2533,0,FLOW,,28518.299999999996,63.0,UM,Pad1,5Z
10,63,FORAKER 1207 10UMH-11,2019-06-07,0.0,240.0,,94.33,40.0,2200.0,460.9967,0,FLOW,,28612.629999999997,64.0,UM,Pad1,5Z
10,64,FORAKER 1207 10UMH-11,2019-06-08,0.0,240.0,,97.1,38.0,2007.0,431.6,0,FLOW,,28709.729999999996,65.0,UM,Pad1,5Z
10,65,FORAKER 1207 10UMH-11,2019-06-09,0.0,242.0,,80.47,32.0,2080.0,427.1367,0,FLOW,,28790.199999999997,66.0,UM,Pad1,5Z
10,66,FORAKER 1207 10UMH-11,2019-06-10,0.0,226.0,,90.87,35.0,2032.0,429.5367,0,FLOW,,28881.069999999996,67.0,UM,Pad1,5Z
10,67,FORAKER 1207 10UMH-11,2019-06-11,0.0,231.0,,88.78,33.0,2057.0,431.6133,0,FLOW,,28969.849999999995,68.0,UM,Pad1,5Z
10,68,FORAKER 1207 10UMH-11,2019-06-12,0.0,222.0,,94.33,33.0,1996.0,426.9967,0,FLOW,,29064.179999999997,69.0,UM,Pad1,5Z
