,,Well,PERIOD,TP,CP,BH,GROSS OIL,GROSS WTR,GROSS GAS,GROSS BOE,Downtime,Lift,Choke,Cum Prod,Days Online,Formation,Pad,Comp Order,Recon WTR,RECON WTR,RECON WCT,WCT,Liq Rate,RECON Liq Rate
0,,FORAKER 1207 1SMH-11,2019-03-25,,,,288.54,0.0,0.0,288.54,0.0,FLOW,25.5238095238095,288.54,1,SM,Pad3,3Z,0,,,0.0,288.54,
0,,FORAKER 1207 1SMH-11,2019-03-26,0.0,931.0,,238.68,933.0,471.0,317.18,0.0,FLOW,31.5,527.22,2,SM,Pad3,3Z,0,1166.6,83.01548445861322,79.62925030725113,1171.68,1405.28
0,,FORAKER 1207 1SMH-11,2019-03-27,0.0,868.0,,483.93,2139.0,655.0,593.0967,0.0,FLOW,34.1666666666666,1011.15,3,SM,Pad3,3Z,0,2200.91,81.97546222493706,81.55002230330204,2622.93,2684.8399999999997
0,,FORAKER 1207 1SMH-11,2019-03-28,0.0,933.0,,563.02,1981.0,900.0,713.02,0.0,FLOW,37.75,1574.17,4,SM,Pad3,3Z,0,2022.64,78.22528870771873,77.86888467857958,2544.02,2585.66
0,,FORAKER 1207 1SMH-11,2019-03-29,0.0,888.0,,684.58,2208.0,1376.0,913.9133,0.0,FLOW,42.5833333333333,2258.75,5,SM,Pad3,3Z,0,2304.53,77.09753070311899,76.33323883868381,2892.58,2989.11
0,,FORAKER 1207 1SMH-11,2019-03-30,0.0,846.0,,787.24,2695.0,1842.0,1094.24,0.0,FLOW,47.4166666666666,3045.99,6,SM,Pad3,3Z,0,2623.92,76.92163369645517,77.3927127366293,3482.24,3411.16
0,,FORAKER 1207 1SMH-11,2019-03-31,0.0,804.0,,902.44,2881.0,2140.0,1259.1067,0.0,FLOW,51.75,3948.43,7,SM,Pad3,3Z,0,2913.08,76.34817796787856,76.14763284206965,3783.44,3815.52
0,,FORAKER 1207 1SMH-11,2019-04-01,0.0,751.0,,1014.15,3049.0,2487.0,1428.65,0.0,FLOW,57.0833333333333,4962.58,8,SM,Pad3,3Z,0,3127.29,75.51214070468244,75.04030124410863,4063.15,4141.44
0,,FORAKER 1207 1SMH-11,2019-04-02,0.0,748.0,,1127.17,3184.0,2881.0,1607.3367,0.0,FLOW,61.8333333333333,6089.75,9,SM,Pad3,3Z,0,3189.42,73.8874898936429,73.85466126364769,4311.17,4316.59
0,,FORAKER 1207 1SMH-11,2019-04-03,0.0,732.0,,1154.76,3147.0,3259.0,1697.9267,0.0,FLOW,64.0,7244.51,10,SM,Pad3,3Z,0,3093.7,72.81932747395527,73.1561035483151,4301.76,4248.46
0,,FORAKER 1207 1SMH-11,2019-04-04,0.0,736.0,,1169.44,2973.0,3498.0,1752.44,0.0,FLOW,64.0,8413.95,11,SM,Pad3,3Z,0,2961.46,71.69043065675761,71.76929539112213,4142.4400000000005,4130.9
0,,FORAKER 1207 1SMH-11,2019-04-05,0.0,737.0,,1178.28,2882.0,3699.0,1794.78,0.0,FLOW,64.0,9592.23,12,SM,Pad3,3Z,0,2885.91,71.0082451853875,70.9803264799472,4060.2799999999997,4064.1899999999996
0,,FORAKER 1207 1SMH-11,2019-04-06,0.0,741.0,,1157.76,2668.0,3849.0,1799.26,0.0,FLOW,64.0,10749.99,13,SM,Pad3,3Z,0,2672.02,69.76954289802548,69.73777759190331,3825.76,3829.7799999999997
0,,FORAKER 1207 1SMH-11,2019-04-07,0.0,724.0,,1149.6,2515.0,3946.0,1807.2667,0.0,FLOW,64.0,11899.59,14,SM,Pad3,3Z,0,2506.07,68.55296019607897,68.62959122414452,3664.6,3655.67
0,,FORAKER 1207 1SMH-11,2019-04-08,0.0,703.0,,1115.01,2267.0,4122.0,1802.01,0.0,FLOW,64.0,13014.6,15,SM,Pad3,3Z,0,2285.12,67.2068420913318,67.03114420122944,3382.01,3400.13
0,,FORAKER 1207 1SMH-11,2019-04-09,0.0,691.0,,1070.54,2087.0,4111.0,1755.7067,0.0,FLOW,64.0,14085.14,16,SM,Pad3,3Z,0,2090.79,66.13640461451351,66.0957580901588,3157.54,3161.33
0,,FORAKER 1207 1SMH-11,2019-04-10,0.0,686.0,,1016.54,1928.0,4247.0,1724.3733,0.0,FLOW,64.0,15101.68,17,SM,Pad3,3Z,0,1918.15,65.36124769566803,65.47712036515041,2944.54,2934.69
0,,FORAKER 1207 1SMH-11,2019-04-11,0.0,671.0,,989.07,1776.0,4277.0,1701.9033,0.0,FLOW,64.0,16090.75,18,SM,Pad3,3Z,0,1783.09,64.32132344453423,64.22983866592888,2765.07,2772.16
0,,FORAKER 1207 1SMH-11,2019-04-12,0.0,658.0,,921.1,1655.0,4389.0,1652.6,0.0,FLOW,64.0,17011.85,19,SM,Pad3,3Z,0,1643.29,64.08112650571871,64.24440045029309,2576.1,2564.39
0,,FORAKER 1207 1SMH-11,2019-04-13,0.0,643.0,,920.68,1516.0,4114.0,1606.3467,0.0,FLOW,64.0,17932.53,20,SM,Pad3,3Z,0,1529.55,62.424751962060704,62.215801828717765,2436.68,2450.23
0,,FORAKER 1207 1SMH-11,2019-04-14,0.0,621.0,,889.45,1434.0,4525.0,1643.6167,0.0,FLOW,64.0,18821.98,21,SM,Pad3,3Z,0,1431.36,61.675018635734936,61.71856506488197,2323.45,2320.81
0,,FORAKER 1207 1SMH-11,2019-04-15,0.0,616.0,,849.21,1374.0,4391.0,1581.0433,0.0,FLOW,64.0,19671.19,22,SM,Pad3,3Z,0,1362.41,61.60235483491739,61.80252877595908,2223.21,2211.62
0,,FORAKER 1207 1SMH-11,2019-04-16,0.0,595.0,,823.66,1327.0,4417.0,1559.8267,0.0,FLOW,64.0,20494.85,23,SM,Pad3,3Z,0,1315.2,61.490700653619214,61.70198915681698,2150.66,2138.86
0,,FORAKER 1207 1SMH-11,2019-04-17,0.0,595.0,,790.67,1266.0,4398.0,1523.67,0.0,FLOW,64.0,21285.52,24,SM,Pad3,3Z,0,1268.15,61.59596273593612,61.55581595491741,2056.67,2058.82
0,,FORAKER 1207 1SMH-11,2019-04-18,0.0,580.0,,767.55,1228.0,4412.0,1502.8833,0.0,FLOW,64.0,22053.07,25,SM,Pad3,3Z,0,1219.03,61.36324738998681,61.53691964621282,1995.55,1986.58
0,,FORAKER 1207 1SMH-11,2019-04-19,0.0,569.0,,730.49,1183.0,4437.0,1469.99,0.0,FLOW,64.0,22783.56,26,SM,Pad3,3Z,0,1185.38,61.87163012104162,61.82420603191028,1913.49,1915.8700000000001
0,,FORAKER 1207 1SMH-11,2019-04-20,0.0,566.0,,710.7,1129.0,4399.0,1443.8667,0.0,FLOW,64.0,23494.26,27,SM,Pad3,3Z,0,1129.56,61.38045710932151,61.36870141870957,1839.7,1840.26
0,,FORAKER 1207 1SMH-11,2019-04-21,0.0,558.0,,699.88,1054.0,4357.0,1426.0467,0.0,FLOW,64.0,24194.14,28,SM,Pad3,3Z,0,1065.62,60.35797224582271,60.09533149360275,1753.88,1765.5
0,,FORAKER 1207 1SMH-11,2019-04-22,0.0,549.0,,676.74,1023.0,4359.0,1403.24,0.0,FLOW,64.0,24870.88,29,SM,Pad3,3Z,0,1024.23,60.21446586359548,60.18567545624625,1699.74,1700.97
0,,FORAKER 1207 1SMH-11,2019-04-23,0.0,543.0,,725.66,1002.0,4435.0,1464.8267,0.0,FLOW,,25596.54,30,SM,Pad3,3Z,0,998.67,57.91640811213631,57.99752266070871,1727.6599999999999,1724.33
0,,FORAKER 1207 1SMH-11,2019-04-24,0.0,531.0,,617.22,883.0,4853.0,1426.0533,0.0,FLOW,,26213.76,31,SM,Pad3,3Z,0,883.19,58.86324404662725,58.8580341549906,1500.22,1500.41
0,,FORAKER 1207 1SMH-11,2019-04-25,0.0,524.0,,596.19,875.0,4501.0,1346.3567,0.0,FLOW,,26809.95,32,SM,Pad3,3Z,0,875.78,59.49713649055347,59.475662558880906,1471.19,1471.97
0,,FORAKER 1207 1SMH-11,2019-04-26,0.0,517.0,,617.35,850.0,4443.0,1357.85,0.0,FLOW,,27427.3,33,SM,Pad3,3Z,0,850.37,57.93816259232006,57.927556479367574,1467.35,1467.72
0,,FORAKER 1207 1SMH-11,2019-04-27,0.0,502.0,2338.0,561.11,821.0,4540.0,1317.7767,0.0,FLOW,,27988.41,34,SM,Pad3,3Z,0,821.18,59.40721556258094,59.401928934744696,1382.1100000000001,1382.29
0,,FORAKER 1207 1SMH-11,2019-04-28,0.0,495.0,,540.97,869.0,4391.0,1272.8033,0.0,FLOW,,28529.38,35,SM,Pad3,3Z,0,869.26,61.6395907050623,61.632517003907886,1409.97,1410.23
0,,FORAKER 1207 1SMH-11,2019-04-29,0.0,481.0,,577.06,985.0,4406.0,1311.3933,0.0,FLOW,,29106.44,36,SM,Pad3,3Z,0,985.85,63.07784837258704,63.057757064389335,1562.06,1562.9099999999999
0,,FORAKER 1207 1SMH-11,2019-04-30,0.0,476.0,,508.41,816.0,4358.0,1234.7433,0.0,FLOW,,29614.85,37,SM,Pad3,3Z,0,816.11,61.61552864433908,61.61234058939452,1324.41,1324.52
0,,FORAKER 1207 1SMH-11,2019-05-01,0.0,462.0,,513.37,912.0,4439.0,1253.2033,0.0,FLOW,,30128.22,38,SM,Pad3,3Z,0,912.09,63.98566076915522,63.983386769751014,1425.37,1425.46
0,,FORAKER 1207 1SMH-11,2019-05-02,0.0,456.0,,476.82,862.0,4097.0,1159.6533,0.0,FLOW,,30605.04,39,SM,Pad3,3Z,0,862.79,64.40605847970679,64.38505549663137,1338.82,1339.61
0,,FORAKER 1207 1SMH-11,2019-05-03,0.0,443.0,,500.55,857.0,4208.0,1201.8833,0.0,FLOW,,31105.59,40,SM,Pad3,3Z,0,857.22,63.134404206898076,63.12842989208501,1357.55,1357.77
0,,FORAKER 1207 1SMH-11,2019-05-04,0.0,434.0,,460.65,829.0,4055.0,1136.4833,0.0,FLOW,,31566.24,41,SM,Pad3,3Z,0,829.65,64.29900023250407,64.28100647462489,1289.65,1290.3
0,,FORAKER 1207 1SMH-11,2019-05-05,0.0,441.0,,456.25,809.0,4159.0,1149.4167,0.0,FLOW,,32022.49,42,SM,Pad3,3Z,0,809.89,63.96528030075664,63.93993281960087,1265.25,1266.1399999999999
0,,FORAKER 1207 1SMH-11,2019-05-06,0.0,413.0,,445.58,787.0,3600.0,1045.58,0.0,FLOW,,32468.07,43,SM,Pad3,3Z,0,787.37,63.860659394136015,63.84981096561684,1232.58,1232.95
0,,FORAKER 1207 1SMH-11,2019-05-07,0.0,412.0,,426.87,778.0,3970.0,1088.5367,0.0,FLOW,,32894.94,44,SM,Pad3,3Z,0,778.05,64.57275171795638,64.57128154904679,1204.87,1204.92
0,,FORAKER 1207 1SMH-11,2019-05-08,0.0,405.0,,402.28,755.0,3814.0,1037.9467,0.0,FLOW,,33297.22,45,SM,Pad3,3Z,0,755.69,65.25989447049578,65.23918152910272,1157.28,1157.97
0,,FORAKER 1207 1SMH-11,2019-05-09,0.0,402.0,,424.49,738.0,3720.0,1044.49,0.0,FLOW,,33721.71,46,SM,Pad3,3Z,0,738.16,63.48944222250892,63.484417070254366,1162.49,1162.65
0,,FORAKER 1207 1SMH-11,2019-05-10,0.0,398.0,,397.57,724.0,3836.0,1036.9033,0.0,FLOW,,34119.28,47,SM,Pad3,3Z,0,724.57,64.57037446307947,64.55236855479373,1121.57,1122.14
0,,FORAKER 1207 1SMH-11,2019-05-11,0.0,389.0,,399.93,710.0,3762.0,1026.93,0.0,FLOW,,34519.21,48,SM,Pad3,3Z,0,710.05,63.96962107425359,63.96799798185471,1109.93,1109.98
0,,FORAKER 1207 1SMH-11,2019-05-12,0.0,386.0,,382.98,695.0,3742.0,1006.6467,0.0,FLOW,,34902.19,49,SM,Pad3,3Z,0,695.8,64.49878566528857,64.47243919182173,1077.98,1078.78
0,,FORAKER 1207 1SMH-11,2019-05-13,0.0,384.0,,387.99,689.0,3713.0,1006.8233,0.0,FLOW,,35290.18,50,SM,Pad3,3Z,0,689.18,63.98061587307481,63.97459586439985,1076.99,1077.17
0,,FORAKER 1207 1SMH-11,2019-05-14,0.0,387.0,,373.6,673.0,3666.0,984.6,0.0,FLOW,,35663.78,51,SM,Pad3,3Z,0,673.83,64.33174531949629,64.30345881903307,1046.6,1047.43
0,,FORAKER 1207 1SMH-11,2019-05-15,0.0,378.0,,392.09,611.0,3650.0,1000.4233,0.0,FLOW,,36055.87,52,SM,Pad3,3Z,0,611.64,60.93670608629811,60.91178259179137,1003.0899999999999,1003.73
0,,FORAKER 1207 1SMH-11,2019-05-16,0.0,370.0,,411.59,588.0,3826.0,1049.2567,0.0,FLOW,,36467.46,53,SM,Pad3,3Z,0,588.25,58.83441350616099,58.82411788833422,999.5899999999999,999.8399999999999
0,,FORAKER 1207 1SMH-11,2019-05-17,0.0,368.0,,387.35,592.0,3915.0,1039.85,0.0,FLOW,,36854.81,54,SM,Pad3,3Z,0,592.38,60.46359711349045,60.448256496655944,979.35,979.73
0,,FORAKER 1207 1SMH-11,2019-05-18,0.0,362.0,,352.65,589.0,3899.0,1002.4833,0.0,FLOW,,37207.46,55,SM,Pad3,3Z,0,589.9,62.585539228688134,62.549779642117564,941.65,942.55
0,,FORAKER 1207 1SMH-11,2019-05-19,0.0,379.0,,292.91,582.0,3604.0,893.5767,0.0,FLOW,,37500.37,56,SM,Pad3,3Z,0,582.6,66.54407145549452,66.52112788743985,874.9100000000001,875.51
0,,FORAKER 1207 1SMH-11,2019-05-20,0.0,368.0,,334.49,580.0,2969.0,829.3233,0.0,FLOW,,37834.86,57,SM,Pad3,3Z,0,580.12,63.4281278359082,63.423328849960086,914.49,914.61
0,,FORAKER 1207 1SMH-11,2019-05-21,0.0,360.0,,358.26,386.0,3515.0,944.0933,0.0,FLOW,,38193.12,58,SM,Pad3,3Z,0,571.63,61.472862381572014,51.86359605514202,744.26,929.89
0,,FORAKER 1207 1SMH-11,2019-05-22,0.0,363.0,,355.63,565.0,3679.0,968.7967,0.0,FLOW,,38548.75,59,SM,Pad3,3Z,0,565.34,61.38527856499126,61.371017672680665,920.63,920.97
0,,FORAKER 1207 1SMH-11,2019-05-23,0.0,389.0,,280.5,557.0,3758.0,906.8333,0.0,FLOW,,38829.25,60,SM,Pad3,3Z,0,557.84,66.54102154257222,66.50746268656717,837.5,838.34
0,,FORAKER 1207 1SMH-11,2019-05-24,0.0,381.0,,306.07,545.0,3018.0,809.07,0.0,FLOW,,39135.32,61,SM,Pad3,3Z,0,545.46,64.05646307235212,64.03703573149095,851.0699999999999,851.53
0,,FORAKER 1207 1SMH-11,2019-05-25,0.0,378.0,,295.64,556.0,3189.0,827.14,0.0,FLOW,,39430.96,62,SM,Pad3,3Z,0,556.64,65.31186933871498,65.28580151237612,851.64,852.28
0,,FORAKER 1207 1SMH-11,2019-05-26,0.0,375.0,,301.21,545.0,3128.0,822.5433,0.0,FLOW,,39732.17,63,SM,Pad3,3Z,0,545.3,64.41743157198378,64.40481677125064,846.21,846.51
0,,FORAKER 1207 1SMH-11,2019-05-27,0.0,371.0,,288.85,539.0,3241.0,829.0167,0.0,FLOW,,40021.02,64,SM,Pad3,3Z,0,539.39,65.12484304066454,65.1084133599082,827.85,828.24
0,,FORAKER 1207 1SMH-11,2019-05-28,0.0,361.0,,276.3,531.0,3028.0,780.9667,0.0,FLOW,,40297.32,65,SM,Pad3,3Z,0,531.82,65.80953323763798,65.77480490523969,807.3,808.1200000000001
0,,FORAKER 1207 1SMH-11,2019-05-29,0.0,365.0,,287.34,480.0,2929.0,775.5067,0.0,FLOW,,40584.6599999999,66,SM,Pad3,3Z,0,525.25,64.6389938345291,62.55375713503793,767.3399999999999,812.5899999999999
0,,FORAKER 1207 1SMH-11,2019-05-30,0.0,360.0,,323.6,520.0,3323.0,877.4333,0.0,FLOW,,40908.2599999999,67,SM,Pad3,3Z,0,520.05,61.6428613761631,61.64058795637743,843.6,843.65
0,,FORAKER 1207 1SMH-11,2019-05-31,0.0,362.0,,275.41,514.0,3397.0,841.5767,0.0,FLOW,,41183.67,68,SM,Pad3,3Z,0,513.95,65.10970913144826,65.11191902813493,789.4100000000001,789.3600000000001
0,,FORAKER 1207 1SMH-11,2019-06-01,0.0,361.0,,281.82,511.0,2980.0,778.4867,0.0,FLOW,,41465.49,69,SM,Pad3,3Z,0,511.71,64.48527465880308,64.45346989228325,792.8199999999999,793.53
0,,FORAKER 1207 1SMH-11,2019-06-02,0.0,355.0,,258.9,507.0,3040.0,765.5667,0.0,FLOW,,41724.39,70,SM,Pad3,3Z,0,507.22,66.20633843262152,66.19663141402272,765.9,766.12
0,,FORAKER 1207 1SMH-11,2019-06-03,0.0,359.0,,276.12,498.0,2873.0,754.9533,0.0,FLOW,,42000.51,71,SM,Pad3,3Z,0,497.92,64.32742493927962,64.33111145558829,774.12,774.04
0,,FORAKER 1207 1SMH-11,2019-06-04,0.0,343.0,,277.59,503.0,3090.0,792.59,0.0,FLOW,,42278.1,72,SM,Pad3,3Z,0,503.12,64.44390362618641,64.43843759207779,780.5899999999999,780.71
0,,FORAKER 1207 1SMH-11,2019-06-05,0.0,354.0,,262.91,521.0,2956.0,755.5767,0.0,FLOW,,42541.01,73,SM,Pad3,3Z,0,496.36,65.3733191091443,66.4617111658226,783.9100000000001,759.27
0,,FORAKER 1207 1SMH-11,2019-06-06,0.0,350.0,,269.98,491.0,3205.0,804.1467,0.0,FLOW,,42810.99,74,SM,Pad3,3Z,0,491.12,64.52765733806332,64.52206365476097,760.98,761.1
0,,FORAKER 1207 1SMH-11,2019-06-07,0.0,344.0,,258.17,485.0,3132.0,780.17,0.0,FLOW,,43069.16,75,SM,Pad3,3Z,0,485.61,65.28946731560409,65.26097662715125,743.1700000000001,743.78
0,,FORAKER 1207 1SMH-11,2019-06-08,0.0,345.0,,257.39,487.0,2894.0,739.7233,0.0,FLOW,,43326.55,76,SM,Pad3,3Z,0,487.63,65.45193417626372,65.42269509262618,744.39,745.02
0,,FORAKER 1207 1SMH-11,2019-06-09,0.0,331.0,,240.12,478.0,2905.0,724.2867,0.0,FLOW,,43566.67,77,SM,Pad3,3Z,0,477.94,66.55989750160154,66.56269147217735,718.12,718.06
0,,FORAKER 1207 1SMH-11,2019-06-10,0.0,320.0,,230.43,478.0,2885.0,711.2633,0.0,FLOW,,43797.1,78,SM,Pad3,3Z,0,478.98,67.5180784031801,67.47314484140988,708.4300000000001,709.4100000000001
0,,FORAKER 1207 1SMH-11,2019-06-11,0.0,319.0,,278.4,454.0,2800.0,745.0667,0.0,FLOW,,44075.5,79,SM,Pad3,3Z,0,454.47,62.012362356215974,61.98798470780994,732.4,732.87
0,,FORAKER 1207 1SMH-11,2019-06-12,0.0,256.62,,262.24,473.16,3369.0,823.74,0.0,FLOW,,44337.74,80,SM,Pad3,3Z,0,473.16,64.3404949687245,64.3404949687245,735.4000000000001,735.4000000000001
0,,FORAKER 1207 1SMH-11,2019-06-13,0.0,251.76,,262.82,450.36,3239.0,802.6533,0.0,FLOW,,44600.56,81,SM,Pad3,3Z,0,450.36,63.14815334137244,63.14815334137244,713.1800000000001,713.1800000000001
0,,FORAKER 1207 1SMH-11,2019-06-14,0.0,254.87,,231.8,450.69,3202.0,765.4667,0.0,FLOW,,44832.36,82,SM,Pad3,3Z,0,450.69,66.03613239754428,66.03613239754428,682.49,682.49
0,,FORAKER 1207 1SMH-11,2019-06-15,0.0,255.0,,279.7,450.0,2981.0,776.5333,0.0,FLOW,,45112.06,83,SM,Pad3,3Z,0,450.26,61.68283193599649,61.66917911470467,729.7,729.96
0,,FORAKER 1207 1SMH-11,2019-06-16,0.0,240.0,,226.05,442.0,3752.0,851.3833,0.0,FLOW,,45338.11,84,SM,Pad3,3Z,0,442.86,66.2062160828811,66.16271237182846,668.05,668.9100000000001
0,,FORAKER 1207 1SMH-11,2019-06-17,0.0,240.0,,226.25,440.0,2037.0,565.75,0.0,FLOW,,45564.36,85,SM,Pad3,3Z,0,439.38,66.00964499797185,66.04127579737336,666.25,665.63
0,,FORAKER 1207 1SMH-11,2019-06-18,0.0,228.0,,238.05,428.0,3747.0,862.55,0.0,FLOW,,45802.41,86,SM,Pad3,3Z,0,427.82,64.24977848528992,64.25943998198333,666.05,665.87
0,,FORAKER 1207 1SMH-11,2019-06-19,0.0,221.0,,224.86,286.0,3175.0,754.0267,0.0,FLOW,,46027.27,87,SM,Pad3,3Z,0,286.38,56.01674360378687,55.9840269349724,510.86,511.24
0,,FORAKER 1207 1SMH-11,2019-06-20,0.0,242.0,,231.9,300.0,2826.0,702.9,0.0,FLOW,,46259.17,88,SM,Pad3,3Z,0,0.1,0.04310344827586207,56.40157924421884,531.9,232.0
0,,FORAKER 1207 1SMH-11,2019-06-21,0.0,245.0,,214.35,300.0,3240.0,754.35,0.0,FLOW,,46473.52,89,SM,Pad3,3Z,0,97.01,31.15686022610483,58.32604257801108,514.35,311.36
0,,FORAKER 1207 1SMH-11,2019-06-22,0.0,269.0,,263.16,272.0,2746.0,720.8267,0.0,FLOW,,46736.68,90,SM,Pad3,3Z,0,512.88,66.08937683624556,50.8259212198221,535.1600000000001,776.04
0,,FORAKER 1207 1SMH-11,2019-06-23,0.0,253.0,,165.86,400.0,3528.0,753.86,0.0,FLOW,,46902.54,91,SM,Pad3,3Z,0,510.92,75.49277460917877,70.68886296963913,565.86,676.78
0,,FORAKER 1207 1SMH-11,2019-06-24,0.0,244.0,,220.81,522.0,2286.0,601.81,0.0,FLOW,,47123.35,92,SM,Pad3,3Z,0,522.7,70.30167717986309,70.27369044573983,742.81,743.51
0,,FORAKER 1207 1SMH-11,2019-06-25,0.0,281.0,,197.61,478.0,2901.0,681.11,0.0,FLOW,,47320.96,93,SM,Pad3,3Z,0,478.67,70.77985449813687,70.75087698524297,675.61,676.28
0,,FORAKER 1207 1SMH-11,2019-06-26,0.0,467.0,,207.49,450.0,2769.0,668.99,0.0,FLOW,,47528.45,94,SM,Pad3,3Z,0,460.36,68.9316463277682,68.44210558335487,657.49,667.85
0,,FORAKER 1207 1SMH-11,2019-06-27,0.0,282.0,,0.0,86.0,2759.0,459.8333,0.0,FLOW,,47528.45,95,SM,Pad3,3Z,0,86.62,100.0,100.0,86.0,86.62
0,,FORAKER 1207 1SMH-11,2019-07-06,0.0,271.0,,181.95,453.0,2968.0,,,,,47710.399999999994,104,SM,Pad3,3Z,0,452.78,71.33426811400123,71.3442003307347,634.95,634.73
0,,FORAKER 1207 1SMH-11,2019-07-07,0.0,273.0,,193.73,443.0,2506.0,,,,,47904.13,105,SM,Pad3,3Z,0,442.91,69.56992963056044,69.57423083567603,636.73,636.64
0,,FORAKER 1207 1SMH-11,2019-07-08,0.0,265.0,,117.36,441.0,2578.0,,,,,48021.49,106,SM,Pad3,3Z,0,440.64,78.96774193548387,78.9813023855577,558.36,558.0
0,,FORAKER 1207 1SMH-11,2019-07-09,0.0,275.0,,250.59,413.0,2228.0,,,,,48272.079999999994,107,SM,Pad3,3Z,0,413.23,62.250308818655654,62.237224792417,663.59,663.82
0,,FORAKER 1207 1SMH-11,2019-07-10,0.0,223.0,,185.98,443.0,3113.0,,,,,48458.06,108,SM,Pad3,3Z,0,443.16,70.43901198461391,70.43149225730548,628.98,629.14
0,,FORAKER 1207 1SMH-11,2019-07-11,0.0,188.0,,235.22,446.0,2511.0,,,,,48693.28,109,SM,Pad3,3Z,0,446.01,65.47127989078578,65.47077302486714,681.22,681.23
0,,FORAKER 1207 1SMH-11,2019-07-12,0.0,187.0,,209.76,470.0,3429.0,,,,,48903.04,110,SM,Pad3,3Z,0,469.86,69.13569347576586,69.14205013534189,679.76,679.62
0,,FORAKER 1207 1SMH-11,2019-07-13,0.0,187.0,,189.59,437.0,3084.0,,,,,49092.63,111,SM,Pad3,3Z,0,437.8,69.78115685618197,69.74257488948116,626.59,627.39
0,,FORAKER 1207 1SMH-11,2019-07-14,0.0,190.0,,154.06,440.0,2702.0,,,,,49246.689999999995,112,SM,Pad3,3Z,0,440.62,74.09363018766395,74.06659260007407,594.06,594.6800000000001
0,,FORAKER 1207 1SMH-11,2019-07-15,0.0,183.0,,149.11,292.0,2437.0,,,,,49395.799999999996,113,SM,Pad3,3Z,0,291.7,66.17363489938975,66.19664029380426,441.11,440.81
0,,FORAKER 1207 1SMH-11,2019-07-16,0.0,184.0,,190.1,305.0,2316.0,,,,,49585.899999999994,114,SM,Pad3,3Z,0,304.71,61.58121299084497,61.60371642092506,495.1,494.80999999999995
0,,FORAKER 1207 1SMH-11,2019-07-17,0.0,174.0,,178.43,134.0,2826.0,,,,,49764.329999999994,115,SM,Pad3,3Z,0,134.17,42.92066538707613,42.88960727202893,312.43,312.6
0,,FORAKER 1207 1SMH-11,2019-07-18,0.0,173.0,,205.54,392.0,2864.0,,,,,49969.869999999995,116,SM,Pad3,3Z,0,391.59,65.57868470852243,65.60230277470964,597.54,597.13
0,,FORAKER 1207 1SMH-11,2019-07-19,0.0,171.0,,203.24,296.0,2830.0,,,,,50173.10999999999,117,SM,Pad3,3Z,0,1.4,0.6841282251759186,59.29012098389552,499.24,204.64000000000001
0,,FORAKER 1207 1SMH-11,2019-07-20,0.0,169.0,,192.86,563.0,2810.0,,,,,50365.969999999994,118,SM,Pad3,3Z,0,563.55,74.50324559432053,74.48469293255364,755.86,756.41
0,,FORAKER 1207 1SMH-11,2019-07-21,0.0,170.0,,157.02,347.0,2762.0,,,,,50522.98999999999,119,SM,Pad3,3Z,0,347.83,68.89769238387639,68.8464743462561,504.02,504.85
0,,FORAKER 1207 1SMH-11,2019-07-22,0.0,169.0,,127.0,458.0,2772.0,,,,,50649.98999999999,120,SM,Pad3,3Z,0,458.41,78.3058027707077,78.2905982905983,585.0,585.4100000000001
0,,FORAKER 1207 1SMH-11,2019-07-23,0.0,167.38,,136.01,491.6,2725.51,,,,,50785.99999999999,121,SM,Pad3,3Z,0,491.6,78.32889851978139,78.32889851978139,627.61,627.61
0,,FORAKER 1207 1SMH-11,2019-07-24,0.0,184.7,,148.52,469.72,2597.37,,,,,50934.51999999999,122,SM,Pad3,3Z,0,469.72,75.976966873706,75.976966873706,618.24,618.24
0,,FORAKER 1207 1SMH-11,2019-07-25,0.0,182.56,,165.11,375.54,2602.71,,,,,51099.62999999999,123,SM,Pad3,3Z,0,375.54,69.46083418107833,69.46083418107833,540.6500000000001,540.6500000000001
0,,FORAKER 1207 1SMH-11,2019-07-26,0.0,185.43,,161.7,407.41,2611.46,,,,,51261.32999999999,124,SM,Pad3,3Z,0,407.41,71.58721512537119,71.58721512537119,569.11,569.11
0,,FORAKER 1207 1SMH-11,2019-07-27,0.0,173.84,,141.71,416.8,2569.28,,,,,51403.039999999986,125,SM,Pad3,3Z,0,416.8,74.62713290719951,74.62713290719951,558.51,558.51
0,,FORAKER 1207 1SMH-11,2019-07-28,0.0,175.89,,156.8,407.23,2556.1,,,,,51559.83999999999,126,SM,Pad3,3Z,0,407.23,72.20006028048154,72.20006028048154,564.03,564.03
0,,FORAKER 1207 1SMH-11,2019-07-29,0.0,177.2,,165.23,400.07,2502.87,,,,,51725.06999999999,127,SM,Pad3,3Z,0,400.07,70.77127189103132,70.77127189103132,565.3,565.3
0,,FORAKER 1207 1SMH-11,2019-07-30,0.0,178.66,,153.98,348.52,2540.74,,,,,51879.049999999996,128,SM,Pad3,3Z,0,348.52,69.35721393034827,69.35721393034827,502.5,502.5
0,,FORAKER 1207 1SMH-11,2019-07-31,0.0,185.24,,162.29,440.07,2746.44,,,,,52041.34,129,SM,Pad3,3Z,0,440.07,73.05763994953183,73.05763994953183,602.36,602.36
1,,FORAKER 1207 2UMH-11,2019-03-25,,,,166.53,0.0,0.0,166.53,0.0,FLOW,26.9230769230769,166.53,1,UM,Pad3,3Z,0,,,0.0,166.53,
