Well Name,Stages,Top Perf,Bottom Perf,Num Perfs,Plug Depth,TVD,Capacity Top Perf,Capacity Bottom Perf,Capacity Plug,Date,IWHP,Break Pres,Start Time,End Time,Pump Time,Ave Rate,Ave Pres,Max Rate,Max Pres,ISIP,FG,Design,Avg HHP,15 minute SIP,15% HCl Acid,Slickwater,Pump Down,Total Fluid,100 Mesh,Total Proppant,100 Mesh,Delivered Total Prop,"Plexslick 957, gal","Chemplex 4-N-1, gal","Payzone 845, gal","Payzone 850, gal","Payzone 217, gal","Stim741 Gel, gal","15% HCl Acid, gal"
Silvertip A 3H,28.0,17538.0,17698.0,24.0,17717.0,12218.0,337.0,339.4,339.7,43215.0,4920.0,6950.0,0.26,0.38,0.12,70.2,10707.0,71.1,11120.0,5330.0,0.87,55.0,18425.0,,31.0,10837.0,127.0,10994.0,507120.0,507120.0,507120.0,507120.0,449.0,8.0,91.0,34.0,91.0,10.0,1285.0
Silvertip A 3H,29.0,17339.0,17499.0,24.0,17518.0,12214.0,334.1,336.4,336.7,43215.0,5020.0,6610.0,0.53,0.65,0.12,70.4,10632.0,71.0,11400.0,5190.0,0.86,55.0,18353.0,,29.0,10732.0,131.0,10892.0,499140.0,499140.0,499140.0,499140.0,445.0,7.0,90.0,34.0,90.0,10.0,1206.0
Silvertip A 3H,30.0,17140.0,17300.0,24.0,17319.0,12212.0,331.1,333.5,333.8,43215.0,4890.0,7790.0,0.8,0.93,0.12,70.8,10613.0,71.2,11610.0,5290.0,0.87,55.0,18417.0,,28.0,10742.0,107.0,10876.0,503960.0,503960.0,503960.0,503960.0,446.0,7.0,90.0,34.0,90.0,10.0,1161.0
Silvertip A 3H,31.0,16941.0,17101.0,24.0,17120.0,12203.0,328.1,330.5,330.8,43216.0,4810.0,8540.0,0.07,0.22,0.16,70.5,10502.0,71.0,10970.0,5260.0,0.86,55.0,18144.0,,29.0,10791.0,108.0,10928.0,503340.0,503340.0,503340.0,503340.0,443.0,7.0,91.0,34.0,91.0,10.0,1224.0
Silvertip A 3H,32.0,16742.0,16902.0,24.0,16921.0,12197.0,325.1,327.5,327.8,43216.0,4860.0,7660.0,0.4,0.54,0.14,69.2,11137.0,70.4,11870.0,5290.0,0.87,55.0,18876.0,,30.0,10739.0,100.0,10869.0,497620.0,497620.0,497620.0,497620.0,442.0,8.0,90.0,34.0,90.0,10.0,1261.0
Silvertip A 3H,33.0,16543.0,16703.0,24.0,16722.0,12194.0,322.2,324.6,324.8,43216.0,4780.0,7030.0,0.71,0.85,0.13,66.3,10085.0,70.5,11690.0,5385.0,0.88,55.0,16388.0,5385.0,30.0,10929.0,93.0,11053.0,494460.0,494460.0,494460.0,494460.0,453.0,8.0,91.0,34.0,91.0,10.0,1269.0
Silvertip A 3H,34.0,16344.0,16504.0,24.0,16523.0,12191.0,319.2,321.6,321.9,43217.0,4880.0,6910.0,0.0,0.13,0.12,69.2,10334.0,71.3,11890.0,5070.0,0.85,55.0,17527.0,,30.0,10672.0,88.0,10790.0,499680.0,499680.0,499680.0,499680.0,443.0,8.0,90.0,34.0,90.0,10.0,1256.0
Silvertip A 3H,35.0,16145.0,16305.0,24.0,16324.0,12186.0,316.2,318.6,318.9,43217.0,4940.0,7100.0,0.24,0.43,0.19,69.7,10343.0,70.7,10970.0,5210.0,0.86,55.0,17667.0,,29.0,10725.0,96.0,10849.0,498400.0,498400.0,498400.0,498400.0,444.0,7.0,90.0,34.0,90.0,10.0,1211.0
Silvertip A 3H,36.0,15946.0,16106.0,24.0,16125.0,12180.0,313.3,315.6,315.9,43217.0,5000.0,7050.0,0.64,0.76,0.12,70.3,10163.0,71.1,11240.0,5250.0,0.86,55.0,17511.0,,30.0,10667.0,83.0,10780.0,502720.0,502720.0,502720.0,502720.0,444.0,8.0,90.0,34.0,90.0,10.0,1272.0
Silvertip A 3H,37.0,15747.0,15907.0,24.0,15926.0,12185.0,310.3,312.7,313.0,43217.0,5000.0,6750.0,0.89,0.01,0.12,70.6,10134.0,72.0,11120.0,5280.0,0.87,55.0,17536.0,,27.0,10698.0,76.0,10802.0,504400.0,504400.0,504400.0,504400.0,444.0,7.0,90.0,34.0,90.0,10.0,1140.0
Silvertip A 3H,38.0,15548.0,15708.0,24.0,15727.0,12189.0,307.3,309.7,310.0,43218.0,4927.0,6760.0,0.15,0.27,0.12,70.3,9856.0,70.3,10330.0,5190.0,0.86,55.0,16982.0,,29.0,10743.0,69.0,10840.0,500800.0,500800.0,500800.0,500800.0,445.0,8.0,90.0,34.0,90.0,10.0,1211.0
Silvertip A 3H,39.0,15349.0,15509.0,24.0,15528.0,12186.0,304.3,306.7,307.0,43218.0,5010.0,6820.0,0.46,0.08,0.63,69.5,9928.0,70.4,10125.0,5010.0,0.84,55.0,16921.0,,30.0,10663.0,67.0,10760.0,500880.0,500880.0,500880.0,500880.0,443.0,8.0,90.0,34.0,90.0,10.0,1259.0
Silvertip A 3H,40.0,15150.0,15310.0,24.0,15329.0,12182.0,301.4,303.8,304.0,43218.0,4970.0,8730.0,0.71,0.83,0.12,70.7,9675.0,71.1,11220.0,5350.0,0.87,55.0,16765.0,,30.0,10758.0,64.0,10852.0,506400.0,506400.0,506400.0,506400.0,447.0,8.0,90.0,34.0,90.0,10.0,1269.0
Silvertip A 3H,41.0,14951.0,15111.0,24.0,15130.0,12180.0,298.4,300.8,301.1,43218.0,4860.0,8390.0,0.98,0.1,0.12,70.5,9653.0,71.4,11490.0,5346.0,0.87,55.0,16680.0,,29.0,10796.0,61.0,10886.0,505660.0,505660.0,505660.0,505660.0,448.0,7.0,91.0,34.0,91.0,10.0,1227.0
Silvertip A 3H,42.0,14752.0,14912.0,24.0,14931.0,12177.0,295.4,297.8,298.1,43219.0,4860.0,7040.0,0.3,0.5,0.2,69.5,9648.0,70.8,11100.0,5340.0,0.87,55.0,16437.0,,29.0,10837.0,63.0,10929.0,500720.0,500720.0,500720.0,500720.0,449.0,7.0,92.0,34.0,92.0,10.0,1222.0
Silvertip A 3H,43.0,14553.0,14713.0,24.0,14732.0,12173.0,292.5,294.8,295.1,43219.0,4940.0,7460.0,0.65,0.84,0.2,70.4,9660.0,70.9,11060.0,5360.0,0.87,55.0,16668.0,,30.0,11838.0,48.0,11916.0,519100.0,519100.0,519100.0,519100.0,492.0,7.0,99.0,37.0,99.0,10.0,1275.0
Silvertip A 3H,44.0,14354.0,14514.0,24.0,14533.0,12168.0,289.5,291.9,292.2,43219.0,4900.0,8720.0,0.98,0.1,0.12,70.8,9690.0,71.2,11740.0,5415.0,0.88,55.0,16815.0,,29.0,10717.0,43.0,10790.0,506820.0,506820.0,506820.0,506820.0,444.0,7.0,90.0,34.0,90.0,10.0,1235.0
Silvertip A 3H,45.0,14155.0,14315.0,24.0,14334.0,12165.0,286.5,288.9,289.2,43220.0,4950.0,6830.0,0.27,0.4,0.12,70.0,9631.0,72.1,10480.0,5470.0,0.88,55.0,16531.0,,28.0,10676.0,41.0,10745.0,502080.0,502080.0,502080.0,502080.0,442.0,7.0,90.0,34.0,90.0,10.0,1190.0
Silvertip A 3H,46.0,13956.0,14116.0,24.0,14135.0,12159.0,283.5,285.9,286.2,43220.0,4970.0,6800.0,0.54,0.66,0.12,70.5,9676.0,71.1,10500.0,5380.0,0.88,55.0,16729.0,,30.0,10678.0,37.0,10744.0,497140.0,497140.0,497140.0,497140.0,443.0,7.0,90.0,34.0,90.0,10.0,1240.0
Silvertip A 3H,47.0,13757.0,13917.0,24.0,13936.0,12155.0,280.6,283.0,283.2,43220.0,4976.0,8220.0,0.8,0.92,0.12,71.2,9605.0,71.5,11560.0,5440.0,0.88,55.0,16762.0,,30.0,10763.0,44.0,10837.0,507200.0,507200.0,507200.0,507200.0,448.0,8.0,90.0,34.0,90.0,10.0,1266.0
Silvertip A 3H,48.0,13558.0,13718.0,24.0,13737.0,12151.0,277.6,280.0,280.3,43221.0,4980.0,8780.0,0.05,0.17,0.12,71.0,8794.0,71.4,10820.0,5531.0,0.89,55.0,15303.0,,30.0,10944.0,26.0,11001.0,507020.0,507020.0,507020.0,507020.0,454.0,8.0,92.0,35.0,92.0,10.0,1269.0
Silvertip A 3H,49.0,13359.0,13519.0,24.0,13538.0,12146.0,274.6,277.0,277.3,43221.0,5000.0,6710.0,0.29,0.43,0.14,70.5,9259.0,70.7,10040.0,5340.0,0.87,55.0,15999.0,,30.0,10624.0,21.0,10675.0,501380.0,501380.0,501380.0,501380.0,441.0,7.0,90.0,34.0,90.0,10.0,1240.0
Silvertip A 3H,50.0,13160.0,13320.0,24.0,13339.0,12143.0,271.7,274.0,274.3,43221.0,5030.0,7910.0,0.61,0.73,0.12,70.0,9317.0,70.4,10940.0,5365.0,0.88,55.0,15985.0,,28.0,10606.0,21.0,10656.0,496480.0,496480.0,496480.0,496480.0,441.0,7.0,89.0,34.0,89.0,10.0,1190.0
Silvertip A 3H,51.0,12961.0,13121.0,24.0,13140.0,12140.0,268.7,271.1,271.4,43221.0,5020.0,7590.0,0.86,0.99,0.13,64.0,8760.0,71.2,11230.0,5357.0,0.87,55.0,13741.0,,29.0,10666.0,140.0,10836.0,498140.0,498140.0,498140.0,498140.0,443.0,7.0,90.0,34.0,90.0,10.0,1235.0
Silvertip A 3H,52.0,12762.0,12922.0,24.0,12941.0,12132.0,265.7,268.1,268.4,43221.0,4910.0,7450.0,0.43,0.54,0.12,70.4,9630.0,70.8,11010.0,5390.0,0.88,55.0,16616.0,,29.0,10610.0,14.0,10653.0,501380.0,501380.0,501380.0,501380.0,313.0,7.0,89.0,34.0,89.0,10.0,1222.0
Silvertip A 3H,53.0,12563.0,12723.0,24.0,12742.0,12124.0,262.7,265.1,265.4,43222.0,5000.0,7950.0,0.67,0.78,0.12,67.4,10014.0,71.0,11220.0,5350.0,0.87,55.0,16543.0,,28.0,10302.0,0.0,10330.0,498640.0,498640.0,498640.0,498640.0,291.0,7.0,86.0,32.0,86.0,,1179.0
