Well Name,Stages,Top Perf,Bottom Perf,Num Perfs,Plug Depth,TVD,Capacity Top Perf,Capacity Bottom Perf,Capacity Plug,Date,IWHP,Break Pres,Start Time,End Time,Pump Time,Ave Rate,Ave Pres,Max Rate,Max Pres,ISIP,FG,Design,Avg HHP,15 minute SIP,15% HCl Acid,Slickwater,Pump Down,Total Fluid,100 Mesh,Total Proppant,100 Mesh,Delivered Total Prop,"Plexslick 957, gal","Chemplex 4-N-1, gal","Payzone 845, gal","Payzone 850, gal","Payzone 217, gal","Stim741 Gel, gal","15% HCl Acid, gal"
Silvertip A 2H,17.0,19893.0,20055.0,24.0,20074.0,12416.0,373.0,375.4,375.7,43250.0,5010.0,9200.0,0.49,0.64,0.15,60.7,11211.0,63.4,11790.0,5830.0,0.9,55.0,16679.0,,30.0,10771.0,200.0,11001.0,503480.0,503480.0,503480.0,503480.0,449.0,8.0,90.0,34.0,90.0,10.0,1251.0
Silvertip A 2H,18.0,19692.0,19854.0,24.0,19873.0,12414.0,370.0,372.4,372.7,43250.0,5170.0,10160.0,0.78,0.93,0.15,61.6,10812.0,64.0,11530.0,5900.0,0.91,55.0,16324.0,,30.0,10906.0,234.0,11171.0,498720.0,498720.0,498720.0,498720.0,455.0,8.0,92.0,34.0,92.0,15.0,1275.0
Silvertip A 2H,19.0,19491.0,19653.0,24.0,19672.0,12412.0,367.0,369.4,369.7,43251.0,5260.0,10000.0,0.08,0.23,0.15,59.6,11260.0,64.7,11580.0,5820.0,0.9,55.0,16448.0,,29.0,10914.0,185.0,11128.0,495260.0,495260.0,495260.0,495260.0,452.0,7.0,92.0,34.0,92.0,10.0,1211.0
Silvertip A 2H,20.0,19290.0,19452.0,24.0,19471.0,12409.0,364.0,366.4,366.7,43251.0,5200.0,10350.0,0.38,0.52,0.14,63.6,11347.0,67.7,11990.0,5910.0,0.91,55.0,17688.0,,30.0,10873.0,197.0,11100.0,499920.0,499920.0,499920.0,499920.0,452.0,8.0,91.0,34.0,91.0,10.0,1256.0
Silvertip A 2H,21.0,19089.0,19251.0,24.0,19270.0,12409.0,361.0,363.4,363.7,43251.0,5220.0,9720.0,0.66,0.81,0.15,61.1,11070.0,63.0,11660.0,6116.0,0.93,55.0,16578.0,,30.0,11023.0,162.0,11215.0,506260.0,506260.0,506260.0,506260.0,460.0,8.0,92.0,34.0,92.0,10.0,1269.0
Silvertip A 2H,22.0,18888.0,19050.0,24.0,19069.0,12409.0,358.0,360.4,360.7,43251.0,5270.0,9550.0,0.99,0.18,0.19,63.9,11106.0,65.1,11750.0,6130.0,0.93,55.0,17394.0,,30.0,12187.0,151.0,12368.0,497580.0,497580.0,497580.0,497580.0,507.0,8.0,103.0,39.0,103.0,10.0,1261.0
Silvertip A 2H,23.0,18687.0,18849.0,24.0,18868.0,12413.0,355.0,357.4,357.7,43252.0,5110.0,9660.0,0.63,0.78,0.15,60.3,11149.0,64.1,11700.0,6138.0,0.93,55.0,16478.0,,29.0,10744.0,148.0,10921.0,505380.0,505380.0,505380.0,505380.0,446.0,7.0,91.0,34.0,91.0,10.0,1224.0
Silvertip A 2H,24.0,18486.0,18648.0,24.0,18667.0,12406.0,352.0,354.4,354.7,43253.0,5220.0,9030.0,0.91,0.05,0.14,61.4,11095.0,66.6,11580.0,6141.0,0.93,55.0,16697.0,,30.0,10716.0,142.0,10888.0,501080.0,501080.0,501080.0,501080.0,447.0,8.0,91.0,34.0,91.0,10.0,1272.0
Silvertip A 2H,25.0,18285.0,18447.0,24.0,18466.0,12405.0,349.0,351.4,351.7,43253.0,5160.0,9360.0,0.2,0.32,0.13,69.3,11233.0,70.1,11430.0,6244.0,0.94,55.0,19080.0,,30.0,10666.0,164.0,10860.0,497140.0,497140.0,497140.0,497140.0,444.0,8.0,90.0,34.0,90.0,10.0,1275.0
Silvertip A 2H,26.0,18084.0,18246.0,24.0,18265.0,12399.0,346.0,348.4,348.7,43253.0,5340.0,8720.0,0.45,0.59,0.14,62.9,11432.0,64.5,11790.0,6121.0,0.93,55.0,17624.0,,29.0,10812.0,143.0,10984.0,504320.0,504320.0,504320.0,504320.0,450.0,7.0,91.0,34.0,91.0,10.0,1219.0
Silvertip A 2H,27.0,17883.0,18045.0,24.0,18064.0,12385.0,343.0,345.4,345.7,43253.0,5130.0,10240.0,0.73,0.87,0.14,64.4,11314.0,69.6,11620.0,6040.0,0.92,55.0,17858.0,,30.0,10675.0,196.0,10901.0,496680.0,496680.0,496680.0,496680.0,445.0,8.0,91.0,34.0,91.0,10.0,1259.0
Silvertip A 2H,28.0,17682.0,17844.0,24.0,17863.0,12378.0,340.0,342.4,342.7,43254.0,5190.0,10910.0,0.04,0.19,0.15,58.7,11205.0,60.0,11770.0,6059.0,0.92,55.0,16121.0,,30.0,10746.0,136.0,10913.0,506520.0,506520.0,506520.0,506520.0,446.0,8.0,91.0,34.0,91.0,10.0,1266.0
Silvertip A 2H,29.0,17481.0,17643.0,24.0,17662.0,12373.0,337.0,339.4,339.7,43254.0,5230.0,7520.0,0.33,0.45,0.13,69.5,11097.0,71.3,11790.0,6061.0,0.92,55.0,18903.0,,30.0,10665.0,127.0,10822.0,493520.0,493520.0,493520.0,493520.0,436.0,8.0,90.0,34.0,90.0,10.0,1269.0
Silvertip A 2H,30.0,17280.0,17442.0,24.0,17461.0,12371.0,334.0,336.4,336.7,43254.0,5140.0,9960.0,0.59,0.72,0.13,68.9,11332.0,71.0,11760.0,5960.0,0.92,55.0,19137.0,,30.0,10716.0,116.0,10862.0,500480.0,500480.0,500480.0,500480.0,446.0,7.0,90.0,34.0,90.0,10.0,1240.0
Silvertip A 2H,31.0,17079.0,17241.0,24.0,17260.0,12363.0,331.0,333.4,333.7,43255.0,5120.0,8630.0,0.87,0.17,0.3,67.9,11262.0,70.5,11520.0,6107.0,0.93,55.0,18742.0,,29.0,10696.0,111.0,10837.0,502580.0,502580.0,502580.0,502580.0,443.0,7.0,90.0,34.0,90.0,10.0,1219.0
Silvertip A 2H,32.0,16878.0,17040.0,24.0,17059.0,12350.0,328.0,330.4,330.7,43255.0,5120.0,8090.0,0.29,0.43,0.14,69.6,11373.0,71.4,11790.0,5979.0,0.92,55.0,19401.0,,29.0,10688.0,122.0,10840.0,501180.0,501180.0,501180.0,501180.0,445.0,7.0,90.0,34.0,90.0,10.0,1227.0
Silvertip A 2H,33.0,16677.0,16839.0,24.0,16858.0,12341.0,325.0,327.4,327.7,43255.0,5130.0,8950.0,0.57,0.7,0.12,69.7,11446.0,71.0,11810.0,5979.0,0.92,55.0,19554.0,,29.0,10606.0,119.0,10754.0,501180.0,501180.0,501180.0,501180.0,426.0,7.0,89.0,34.0,89.0,10.0,1227.0
Silvertip A 2H,34.0,16476.0,16638.0,24.0,16657.0,12339.0,322.0,324.4,324.7,43256.0,5130.0,8770.0,0.88,0.09,0.21,68.7,11302.0,70.6,12840.0,6940.0,1.0,55.0,19031.0,,29.0,10721.0,96.0,10846.0,458800.0,458800.0,458800.0,458800.0,421.0,7.0,90.0,34.0,90.0,15.0,1206.0
Silvertip A 2H,35.0,16275.0,16437.0,24.0,16456.0,12342.0,319.0,321.4,321.7,43256.0,5420.0,7630.0,0.23,0.36,0.13,70.0,11156.0,70.5,11780.0,5931.0,0.91,55.0,19140.0,,28.0,10804.0,90.0,10922.0,514740.0,514740.0,514740.0,514740.0,450.0,7.0,91.0,34.0,91.0,10.0,1172.0
Silvertip A 2H,36.0,16074.0,16236.0,24.0,16255.0,12330.0,316.0,318.4,318.7,43256.0,5300.0,8150.0,0.48,0.61,0.13,67.7,11373.0,70.4,11850.0,6038.0,0.92,55.0,18871.0,,29.0,10587.0,85.0,10701.0,513300.0,513300.0,513300.0,513300.0,386.0,8.0,89.0,33.0,89.0,10.0,1230.0
Silvertip A 2H,37.0,15873.0,16035.0,24.0,16054.0,12329.0,313.0,315.4,315.7,43256.0,5280.0,8820.0,0.77,0.9,0.13,66.0,10968.0,67.3,11360.0,5880.0,0.91,55.0,17742.0,,30.0,10597.0,75.0,10702.0,506540.0,506540.0,506540.0,506540.0,345.0,8.0,89.0,33.0,89.0,10.0,1264.0
Silvertip A 2H,38.0,15672.0,15834.0,24.0,15853.0,12333.0,310.0,312.4,312.7,43257.0,5990.0,7560.0,0.02,0.15,0.13,67.8,11170.0,70.6,11520.0,5810.0,0.9,55.0,18562.0,,30.0,10697.0,72.0,10800.0,511440.0,511440.0,511440.0,511440.0,298.0,8.0,90.0,34.0,90.0,10.0,1269.0
Silvertip A 2H,39.0,15471.0,15633.0,24.0,15652.0,12328.0,307.0,309.4,309.7,43257.0,5320.0,7250.0,0.27,0.4,0.12,69.9,11335.0,70.4,11790.0,5975.0,0.92,55.0,19420.0,,30.0,10771.0,76.0,10876.0,508780.0,508780.0,508780.0,508780.0,293.0,8.0,91.0,34.0,91.0,10.0,1251.0
Silvertip A 2H,40.0,15270.0,15432.0,24.0,15451.0,12325.0,304.0,306.4,306.7,43257.0,5230.0,8610.0,0.54,0.66,0.13,69.1,11395.0,70.1,11750.0,6095.0,0.93,55.0,19299.0,,29.0,10659.0,63.0,10750.0,498880.0,498880.0,498880.0,498880.0,371.0,7.0,90.0,34.0,90.0,10.0,1206.0
Silvertip A 2H,41.0,15069.0,15231.0,24.0,15250.0,12320.0,301.0,303.4,303.7,43258.0,5380.0,7540.0,0.79,0.91,0.13,69.6,11179.0,71.2,11620.0,5730.0,0.9,55.0,19070.0,,30.0,10581.0,55.0,10666.0,500080.0,500080.0,500080.0,500080.0,360.0,8.0,89.0,33.0,89.0,10.0,1261.0
Silvertip A 2H,42.0,14868.0,15030.0,24.0,15049.0,12312.0,298.0,300.4,300.7,43258.0,5260.0,7370.0,0.06,0.19,0.13,66.4,10876.0,70.8,11510.0,5870.0,0.91,55.0,17700.0,,28.0,10512.0,50.0,10590.0,506320.0,506320.0,506320.0,506320.0,278.0,7.0,88.0,33.0,88.0,10.0,1172.0
Silvertip A 2H,43.0,14667.0,14829.0,24.0,14848.0,12306.0,295.0,297.4,297.7,43258.0,5060.0,7420.0,0.31,0.48,0.17,63.9,10840.0,70.7,11660.0,5848.0,0.91,55.0,16977.0,,29.0,10314.0,48.0,10391.0,392560.0,392560.0,392560.0,392560.0,270.0,7.0,87.0,32.0,87.0,20.0,1206.0
Silvertip A 2H,44.0,14467.0,14628.0,24.0,14647.0,12299.0,292.0,294.4,294.7,43258.0,5010.0,6690.0,0.59,0.73,0.14,67.1,11193.0,70.3,11690.0,5590.0,0.89,55.0,18408.0,,30.0,10542.0,50.0,10622.0,500840.0,500840.0,500840.0,500840.0,272.0,8.0,88.0,33.0,88.0,10.0,1251.0
Silvertip A 2H,45.0,14266.0,14428.0,24.0,14447.0,12298.0,289.0,291.4,291.7,43259.0,5050.0,7170.0,0.84,0.99,0.15,69.0,10989.0,70.8,11670.0,5700.0,0.9,55.0,18584.0,,29.0,10484.0,46.0,10559.0,497880.0,497880.0,497880.0,497880.0,331.0,7.0,88.0,33.0,88.0,10.0,1198.0
Silvertip A 2H,46.0,14065.0,14227.0,24.0,14246.0,12293.0,286.0,288.4,288.7,43259.0,5220.0,6670.0,0.1,0.26,0.16,69.7,11280.0,71.3,11560.0,5918.0,0.92,55.0,19270.0,,29.0,10630.0,38.0,10697.0,498300.0,498300.0,498300.0,498300.0,275.0,7.0,89.0,33.0,89.0,10.0,1230.0
Silvertip A 2H,47.0,13864.0,14026.0,24.0,14045.0,12287.0,283.0,285.4,285.7,43259.0,5230.0,6350.0,0.37,0.5,0.12,69.9,11172.0,71.9,11580.0,5804.0,0.91,55.0,19140.0,,30.0,10743.0,48.0,10821.0,508200.0,508200.0,508200.0,508200.0,281.0,8.0,90.0,34.0,90.0,10.0,1264.0
Silvertip A 2H,48.0,13663.0,13825.0,24.0,13844.0,12282.0,280.0,282.4,282.7,43259.0,5180.0,7510.0,0.6,0.73,0.13,69.3,11270.0,71.6,11590.0,5760.0,0.9,55.0,19142.0,,30.0,10571.0,28.0,10629.0,503160.0,503160.0,503160.0,503160.0,303.0,8.0,89.0,33.0,89.0,10.0,1269.0
Silvertip A 2H,49.0,13462.0,13624.0,24.0,13643.0,12278.0,277.0,279.4,279.7,43260.0,5200.0,0.0,0.9,0.02,0.12,69.3,11174.0,70.4,11520.0,5680.0,0.9,55.0,18979.0,,30.0,10375.0,25.0,10430.0,497540.0,497540.0,497540.0,497540.0,229.0,8.0,87.0,33.0,87.0,10.0,1251.0
Silvertip A 2H,50.0,13261.0,13423.0,24.0,13442.0,12272.0,274.0,276.4,276.7,43260.0,5240.0,6940.0,0.18,0.3,0.12,69.6,11288.0,70.8,11600.0,5922.0,0.92,55.0,19256.0,,29.0,10574.0,25.0,10627.0,499500.0,499500.0,499500.0,499500.0,246.0,7.0,89.0,33.0,89.0,10.0,1206.0
Silvertip A 2H,51.0,13060.0,13222.0,24.0,13241.0,12266.0,271.0,273.4,273.7,43260.0,5230.0,6720.0,0.42,0.54,0.12,68.2,11071.0,70.8,11780.0,5735.0,0.9,55.0,18506.0,,30.0,10582.0,19.0,10631.0,499280.0,499280.0,499280.0,499280.0,261.0,8.0,89.0,33.0,89.0,10.0,1261.0
Silvertip A 2H,52.0,12859.0,13021.0,24.0,13040.0,12269.0,268.0,270.4,270.7,43260.0,5130.0,6830.0,0.66,0.78,0.12,69.1,11154.0,70.1,11490.0,5560.0,0.89,55.0,18891.0,,29.0,10484.0,14.0,10527.0,499000.0,499000.0,499000.0,499000.0,253.0,7.0,88.0,33.0,88.0,10.0,1230.0
Silvertip A 2H,53.0,12658.0,12820.0,24.0,12839.0,12266.0,265.0,267.4,267.7,43283.0,5010.0,6840.0,0.0,0.13,0.13,67.4,10897.0,70.3,11500.0,5510.0,0.88,55.0,18001.0,,30.0,10448.0,0.0,10477.0,495640.0,495640.0,495640.0,495640.0,305.0,8.0,88.0,33.0,88.0,,1251.0
