Well Name,Stages,Top Perf,Bottom Perf,Num Perfs,Plug Depth,TVD,Capacity Top Perf,Capacity Bottom Perf,Capacity Plug,Date,IWHP,Break Pres,Start Time,End Time,Pump Time,Ave Rate,Ave Pres,Max Rate,Max Pres,ISIP,FG,Design,Avg HHP,15 minute SIP,15% HCl Acid,Slickwater,Pump Down,Total Fluid,100 Mesh,Total Proppant,100 Mesh,Delivered Total Prop,"Plexslick 957, gal","Chemplex 4-N-1, gal","Payzone 845, gal","Payzone 850, gal","Payzone 217, gal","Stim741 Gel, gal","15% HCl Acid, gal"
Silvertip A 7H,1.0,22737.0,22897.0,24.0,22916.0,11886.0,588.0,590.3,590.6,43205.0,4210.0,8710.0,0.34,0.77,0.43,52.0,8015.0,62.3,8950.0,5200.0,0.87,55.0,10215.0,,29.0,11735.0,384.0,12148.0,496020.0,496020.0,496020.0,496020.0,491.0,7.0,103.0,38.0,103.0,20.0,1200.0
Silvertip A 7H,2.0,22538.0,22698.0,24.0,22717.0,11886.0,585.0,587.4,587.7,43206.0,4780.0,7570.0,0.26,0.44,0.18,58.7,8084.0,63.5,8750.0,5074.0,0.86,55.0,11631.0,,29.0,11149.0,405.0,11583.0,502480.0,502480.0,502480.0,502480.0,453.0,7.0,93.0,35.0,93.0,20.0,1200.0
Silvertip A 7H,3.0,22339.0,22499.0,24.0,22518.0,11893.0,582.0,584.4,584.7,43207.0,4810.0,8800.0,0.03,0.21,0.18,52.9,8358.0,65.4,8800.0,5100.0,0.86,55.0,10837.0,,29.0,11101.0,331.0,11461.0,496460.0,496460.0,496460.0,496460.0,465.0,7.0,94.0,35.0,94.0,20.0,1200.0
Silvertip A 7H,4.0,22140.0,22300.0,24.0,22319.0,11903.0,579.0,581.4,581.7,43207.0,4900.0,6910.0,0.4,0.55,0.14,69.8,8580.0,71.0,8770.0,5199.0,0.87,55.0,14679.0,,29.0,11106.0,319.0,11454.0,504360.0,504360.0,504360.0,504360.0,481.0,7.0,94.0,35.0,94.0,10.0,1200.0
Silvertip A 7H,5.0,21942.0,22101.0,24.0,22120.0,11914.0,576.1,578.5,578.7,43207.0,4860.0,6420.0,0.72,0.85,0.14,69.4,8516.0,71.0,8700.0,5170.0,0.87,55.0,14486.0,,29.0,11007.0,323.0,11358.0,507360.0,507360.0,507360.0,507360.0,461.0,7.0,91.0,34.0,91.0,10.0,1200.0
Silvertip A 7H,6.0,21743.0,21903.0,24.0,21922.0,11926.0,573.1,575.5,575.8,43208.0,4890.0,6940.0,0.03,0.21,0.18,69.1,8555.0,71.1,8850.0,5172.0,0.87,55.0,14489.0,,29.0,10881.0,406.0,11315.0,496880.0,496880.0,496880.0,496880.0,455.0,7.0,91.0,34.0,91.0,10.0,1200.0
Silvertip A 7H,7.0,21544.0,21704.0,24.0,21723.0,11931.0,570.1,572.5,572.8,43208.0,4940.0,7630.0,0.42,0.58,0.15,59.2,8479.0,70.4,8740.0,5220.0,0.87,55.0,12303.0,,29.0,10942.0,387.0,11357.0,503240.0,503240.0,503240.0,503240.0,480.0,7.0,93.0,34.0,93.0,10.0,1200.0
Silvertip A 7H,8.0,21345.0,21505.0,24.0,21524.0,11936.0,567.2,569.6,569.8,43208.0,4980.0,7220.0,0.73,0.88,0.15,59.2,8549.0,63.2,8700.0,5300.0,0.88,55.0,12404.0,,29.0,10989.0,373.0,11390.0,498260.0,498260.0,498260.0,498260.0,460.0,7.0,91.0,34.0,91.0,10.0,1200.0
Silvertip A 7H,9.0,21147.0,21306.0,24.0,21325.0,11940.0,564.2,566.6,566.9,43209.0,4930.0,8090.0,0.06,0.22,0.16,55.9,8570.0,59.8,8720.0,5140.0,0.86,55.0,11742.0,,29.0,11089.0,380.0,11498.0,506200.0,506200.0,506200.0,506200.0,480.0,7.0,91.0,34.0,91.0,10.0,1200.0
Silvertip A 7H,10.0,20948.0,21108.0,24.0,21127.0,11948.0,561.2,563.6,563.9,43209.0,4920.0,9120.0,0.44,0.6,0.16,58.0,8569.0,61.8,9120.0,5280.0,0.88,55.0,12181.0,,29.0,10858.0,672.0,11559.0,496400.0,496400.0,496400.0,496400.0,455.0,7.0,92.0,34.0,92.0,10.0,1200.0
Silvertip A 7H,11.0,20749.0,20909.0,24.0,20928.0,11946.0,558.3,560.7,560.9,43209.0,4920.0,8380.0,0.87,0.03,0.16,60.1,8563.0,63.6,8880.0,5310.0,0.88,55.0,12614.0,,29.0,10978.0,238.0,11244.0,501100.0,501100.0,501100.0,501100.0,473.0,7.0,91.0,34.0,91.0,10.0,1200.0
Silvertip A 7H,12.0,20550.0,20710.0,24.0,20729.0,11946.0,555.3,557.7,558.0,43210.0,4960.0,7280.0,0.19,0.36,0.17,54.6,8250.0,58.4,8790.0,5210.0,0.87,55.0,11040.0,,29.0,11133.0,228.0,11389.0,495960.0,495960.0,495960.0,495960.0,485.0,7.0,93.0,35.0,93.0,10.0,1200.0
Silvertip A 7H,13.0,20351.0,20511.0,24.0,20530.0,11949.0,552.3,554.7,555.0,43210.0,5020.0,6800.0,0.52,0.68,0.16,59.6,8526.0,61.2,8700.0,5290.0,0.88,55.0,12455.0,,29.0,11079.0,241.0,11348.0,512260.0,512260.0,512260.0,512260.0,465.0,7.0,94.0,35.0,94.0,10.0,1200.0
Silvertip A 7H,14.0,20153.0,20312.0,24.0,20331.0,11952.0,549.4,551.8,552.0,43210.0,4950.0,7180.0,0.89,0.04,0.15,61.6,8562.0,64.0,8745.0,5270.0,0.87,55.0,12927.0,,29.0,10987.0,213.0,11229.0,501580.0,501580.0,501580.0,501580.0,460.0,7.0,92.0,35.0,92.0,10.0,1200.0
