Well Name,Stages,Top Perf,Bottom Perf,Num Perfs,Plug Depth,TVD,Capacity Top Perf,Capacity Bottom Perf,Capacity Plug,Date,IWHP,Break Pres,Start Time,End Time,Pump Time,Ave Rate,Ave Pres,Max Rate,Max Pres,ISIP,FG,Design,Avg HHP,15 minute SIP,15% HCl Acid,Slickwater,Pump Down,Total Fluid,100 Mesh,Total Proppant,100 Mesh,Delivered Total Prop,"Plexslick 957, gal","Chemplex 4-N-1, gal","Payzone 845, gal","Payzone 850, gal","Payzone 217, gal","Stim741 Gel, gal","15% HCl Acid, gal"
Silvertip A 4H,22.0,18657.0,18819.0,24.0,18838.0,12051.0,352.5,354.9,355.2,43281.0,4420.0,7200.0,0.73,0.85,0.12,68.8,11645.0,70.1,12030.0,5830.0,0.92,55.0,19637.0,,14.0,10747.0,172.0,10933.0,502980.0,502980.0,502980.0,502980.0,387.0,4.0,90.0,34.0,90.0,10.0,575.0
Silvertip A 4H,23.0,18456.0,18618.0,24.0,18637.0,12046.0,349.5,351.9,352.2,43273.0,4770.0,7310.0,0.01,0.14,0.13,68.6,11677.0,70.3,11950.0,5860.0,0.92,55.0,19628.0,,13.0,10921.0,184.0,11118.0,504400.0,504400.0,504400.0,504400.0,315.0,3.0,92.0,35.0,92.0,10.0,554.0
Silvertip A 4H,24.0,18255.0,18417.0,24.0,18436.0,12043.0,346.5,348.9,349.2,43273.0,4710.0,7400.0,0.31,0.44,0.13,68.1,11303.0,71.8,11880.0,5810.0,0.92,55.0,18866.0,,13.0,10853.0,140.0,11005.0,498600.0,498600.0,498600.0,498600.0,367.0,3.0,92.0,34.0,92.0,10.0,525.0
Silvertip A 4H,25.0,18054.0,18216.0,24.0,18235.0,12040.0,343.5,345.9,346.2,43273.0,4930.0,7570.0,0.58,0.73,0.15,70.0,11492.0,71.1,11920.0,5810.0,0.92,55.0,19704.0,,15.0,11339.0,138.0,11491.0,500460.0,500460.0,500460.0,500460.0,355.0,4.0,95.0,35.0,95.0,10.0,609.0
Silvertip A 4H,26.0,17853.0,18015.0,24.0,18034.0,12037.0,340.5,342.9,343.2,43281.0,4970.0,7130.0,0.85,0.98,0.13,69.0,11685.0,69.7,11900.0,5790.0,0.91,55.0,19773.0,,14.0,10828.0,134.0,10976.0,507360.0,507360.0,507360.0,507360.0,330.0,4.0,91.0,34.0,91.0,10.0,586.0
Silvertip A 4H,27.0,17653.0,17814.0,24.0,17833.0,12032.0,337.5,339.9,340.2,43281.0,4680.0,7310.0,0.12,0.25,0.13,67.4,11480.0,70.8,12320.0,5710.0,0.91,55.0,18965.0,,15.0,11287.0,141.0,11444.0,507840.0,507840.0,507840.0,507840.0,348.0,4.0,95.0,35.0,95.0,10.0,641.0
Silvertip A 4H,28.0,17452.0,17614.0,24.0,17633.0,12027.0,334.5,336.9,337.2,43281.0,4940.0,8290.0,0.41,0.53,0.12,69.6,11656.0,70.6,11910.0,5850.0,0.92,55.0,19884.0,,16.0,10696.0,133.0,10846.0,496360.0,496360.0,496360.0,496360.0,330.0,4.0,90.0,34.0,90.0,10.0,689.0
Silvertip A 4H,29.0,17251.0,17413.0,24.0,17432.0,12020.0,331.5,333.9,334.2,43281.0,4880.0,7580.0,0.87,1.0,0.12,68.0,11640.0,70.2,11960.0,5820.0,0.92,55.0,19391.0,,14.0,10740.0,117.0,10871.0,502920.0,502920.0,502920.0,502920.0,340.0,4.0,90.0,34.0,90.0,10.0,575.0
Silvertip A 4H,30.0,17050.0,17212.0,24.0,17231.0,12018.0,328.5,330.9,331.2,43275.0,4890.0,7540.0,0.11,0.24,0.12,68.4,11695.0,70.3,12050.0,5750.0,0.91,55.0,19606.0,,14.0,10818.0,114.0,10946.0,504400.0,504400.0,504400.0,504400.0,297.0,4.0,90.0,34.0,90.0,10.0,596.0
Silvertip A 4H,31.0,16849.0,17011.0,24.0,17030.0,12018.0,325.5,327.9,328.2,43275.0,4690.0,7720.0,0.37,0.5,0.13,69.2,11654.0,70.4,11960.0,5770.0,0.91,55.0,19766.0,,15.0,10707.0,111.0,10833.0,498900.0,498900.0,498900.0,498900.0,329.0,4.0,90.0,34.0,90.0,10.0,609.0
Silvertip A 4H,32.0,16648.0,16810.0,24.0,16829.0,12015.0,322.5,324.9,325.2,43281.0,4830.0,7880.0,0.63,0.75,0.12,69.1,11678.0,70.5,11870.0,5740.0,0.91,55.0,19784.0,,15.0,10612.0,106.0,10733.0,492780.0,492780.0,492780.0,492780.0,397.0,4.0,89.0,34.0,89.0,10.0,620.0
Silvertip A 4H,33.0,16447.0,16609.0,24.0,16628.0,12016.0,319.5,321.9,322.2,43281.0,4950.0,7550.0,0.87,0.09,0.22,68.6,11557.0,69.9,11900.0,5850.0,0.92,55.0,19438.0,,15.0,10958.0,518.0,11491.0,497680.0,497680.0,497680.0,497680.0,346.0,4.0,92.0,35.0,92.0,10.0,631.0
Silvertip A 4H,34.0,16247.0,16408.0,24.0,16427.0,12014.0,316.5,318.9,319.2,43276.0,4880.0,7490.0,0.21,0.34,0.12,69.7,11482.0,70.6,11760.0,5800.0,0.92,55.0,19615.0,,15.0,10684.0,96.0,10795.0,499180.0,499180.0,499180.0,499180.0,329.0,4.0,90.0,34.0,90.0,10.0,633.0
Silvertip A 4H,35.0,16046.0,16208.0,24.0,16227.0,12007.0,313.5,315.9,316.2,43276.0,4970.0,7400.0,0.48,0.61,0.12,69.6,11556.0,71.4,11910.0,5780.0,0.92,55.0,19713.0,,15.0,10757.0,96.0,10868.0,501600.0,501600.0,501600.0,501600.0,330.0,4.0,90.0,34.0,90.0,10.0,636.0
Silvertip A 4H,36.0,15845.0,16007.0,24.0,16026.0,12004.0,310.5,312.9,313.2,43281.0,4910.0,7010.0,0.74,0.87,0.13,65.4,11449.0,69.5,11930.0,5910.0,0.93,55.0,18355.0,,15.0,10788.0,82.0,10885.0,504520.0,504520.0,504520.0,504520.0,294.0,4.0,90.0,34.0,90.0,10.0,633.0
Silvertip A 4H,37.0,15644.0,15806.0,24.0,15825.0,12000.0,307.5,309.9,310.2,43277.0,4810.0,7010.0,0.01,0.13,0.12,68.8,11664.0,70.4,11910.0,5830.0,0.92,55.0,19663.0,,15.0,10750.0,78.0,10843.0,504660.0,504660.0,504660.0,504660.0,282.0,4.0,90.0,34.0,90.0,10.0,631.0
Silvertip A 4H,38.0,15443.0,15605.0,24.0,15624.0,11997.0,304.5,306.9,307.2,43277.0,4720.0,7670.0,0.27,0.39,0.12,70.5,11615.0,70.9,12000.0,5609.0,0.9,55.0,20070.0,,15.0,10770.0,75.0,10859.0,499620.0,499620.0,499620.0,499620.0,321.0,4.0,90.0,34.0,90.0,10.0,620.0
Silvertip A 4H,39.0,15242.0,15404.0,24.0,15423.0,11994.0,301.5,303.9,304.2,43277.0,4620.0,7600.0,0.52,0.65,0.13,69.9,11308.0,70.5,11830.0,5740.0,0.91,55.0,19373.0,,15.0,10986.0,69.0,11069.0,503300.0,503300.0,503300.0,503300.0,385.0,4.0,92.0,35.0,92.0,10.0,609.0
Silvertip A 4H,40.0,15042.0,15203.0,24.0,15222.0,11988.0,298.5,300.9,301.2,43277.0,4740.0,6960.0,0.76,0.89,0.13,66.9,11474.0,70.4,12070.0,5760.0,0.91,55.0,18811.0,,14.0,10746.0,64.0,10824.0,505500.0,505500.0,505500.0,505500.0,288.0,4.0,90.0,34.0,90.0,10.0,596.0
Silvertip A 4H,41.0,14841.0,15003.0,24.0,15022.0,11987.0,295.5,297.9,298.2,43278.0,4850.0,6950.0,0.01,0.13,0.12,68.9,11615.0,70.6,12000.0,5800.0,0.92,55.0,19600.0,,14.0,10765.0,59.0,10837.0,507380.0,507380.0,507380.0,507380.0,287.0,4.0,90.0,34.0,90.0,10.0,575.0
Silvertip A 4H,42.0,14640.0,14802.0,24.0,14821.0,11982.0,292.5,294.9,295.2,43278.0,4890.0,7440.0,0.28,0.39,0.12,69.8,11401.0,70.6,11690.0,5840.0,0.92,55.0,19505.0,,13.0,10630.0,61.0,10704.0,497400.0,497400.0,497400.0,497400.0,287.0,3.0,89.0,34.0,89.0,10.0,554.0
Silvertip A 4H,43.0,14439.0,14601.0,24.0,14620.0,11977.0,289.5,291.9,292.2,43278.0,4970.0,7290.0,0.53,0.65,0.13,68.1,10961.0,71.2,11750.0,5830.0,0.92,55.0,18295.0,,16.0,11015.0,58.0,11088.0,503060.0,503060.0,503060.0,503060.0,336.0,4.0,92.0,35.0,92.0,10.0,652.0
Silvertip A 4H,44.0,14238.0,14400.0,24.0,14419.0,11973.0,286.5,288.9,289.2,43279.0,4790.0,6880.0,0.78,0.91,0.13,67.3,11550.0,70.5,11960.0,5810.0,0.92,55.0,19044.0,,15.0,10969.0,44.0,11027.0,512120.0,512120.0,512120.0,512120.0,268.0,4.0,92.0,35.0,92.0,10.0,609.0
Silvertip A 4H,45.0,14037.0,14199.0,24.0,14218.0,11966.0,283.5,285.9,286.2,43279.0,4510.0,7080.0,0.05,0.2,0.14,68.9,11696.0,70.6,12000.0,5700.0,0.91,55.0,19751.0,,14.0,11181.0,48.0,11243.0,506960.0,506960.0,506960.0,506960.0,266.0,4.0,94.0,35.0,94.0,10.0,596.0
Silvertip A 4H,46.0,13837.0,13995.0,24.0,14017.0,11968.0,280.5,282.9,283.2,43279.0,4700.0,6840.0,0.32,0.45,0.13,66.4,11158.0,72.6,11960.0,5853.0,0.92,55.0,18159.0,,15.0,10739.0,40.0,10794.0,500360.0,500360.0,500360.0,500360.0,261.0,4.0,89.0,34.0,89.0,10.0,609.0
Silvertip A 4H,47.0,13636.0,13798.0,24.0,13817.0,11969.0,277.5,279.9,280.2,43279.0,4890.0,6980.0,0.55,0.72,0.17,65.4,10812.0,70.3,12250.0,5700.0,0.91,55.0,17321.0,,15.0,10972.0,33.0,11020.0,504800.0,504800.0,504800.0,504800.0,299.0,4.0,92.0,35.0,92.0,10.0,620.0
Silvertip A 4H,48.0,13435.0,13597.0,24.0,13616.0,11968.0,274.5,276.9,277.2,43280.0,4570.0,6930.0,0.85,0.03,0.18,69.1,11593.0,71.0,11960.0,5740.0,0.91,55.0,19620.0,,15.0,10646.0,36.0,10697.0,496000.0,496000.0,496000.0,496000.0,237.0,4.0,90.0,34.0,90.0,10.0,631.0
Silvertip A 4H,49.0,13234.0,13396.0,24.0,13415.0,11965.0,271.5,273.9,274.2,43280.0,4680.0,6890.0,0.15,0.27,0.12,70.6,11419.0,71.6,11680.0,5784.0,0.92,55.0,19759.0,,15.0,10684.0,29.0,10728.0,499720.0,499720.0,499720.0,499720.0,243.0,4.0,90.0,34.0,90.0,10.0,633.0
Silvertip A 4H,50.0,13033.0,13195.0,24.0,13214.0,11960.0,268.5,270.9,271.2,43280.0,4940.0,6980.0,0.38,0.5,0.12,69.4,11504.0,71.4,11830.0,5759.0,0.92,55.0,19568.0,,15.0,10609.0,27.0,10651.0,494480.0,494480.0,494480.0,494480.0,242.0,4.0,89.0,33.0,89.0,10.0,636.0
Silvertip A 4H,51.0,12832.0,12994.0,24.0,13013.0,11957.0,265.5,267.9,268.2,43280.0,4970.0,7250.0,0.6,0.73,0.13,65.0,11150.0,70.0,11820.0,5750.0,0.91,55.0,17763.0,,15.0,10663.0,22.0,10700.0,505080.0,505080.0,505080.0,505080.0,223.0,4.0,90.0,34.0,90.0,10.0,633.0
Silvertip A 4H,52.0,12632.0,12793.0,24.0,12812.0,11955.0,262.5,264.9,265.2,43281.0,4880.0,7160.0,0.85,0.97,0.12,69.6,11211.0,70.8,11820.0,5750.0,0.91,55.0,19125.0,,15.0,10588.0,18.0,10621.0,495080.0,495080.0,495080.0,495080.0,247.0,4.0,89.0,33.0,89.0,10.0,631.0
Silvertip A 4H,53.0,12431.0,12593.0,24.0,12612.0,11950.0,259.5,261.9,262.2,43281.0,4860.0,7650.0,0.1,0.22,0.12,69.7,11080.0,70.8,11930.0,5768.0,0.92,55.0,18928.0,,15.0,10384.0,0.0,10398.0,497080.0,497080.0,497080.0,497080.0,257.0,4.0,87.0,33.0,87.0,,620.0
