,Date,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate,GOR,DaysOn
60,2019-01-12,3365.63,,450.0,64.0,2639.66,0.0,765.0,0.0,2642.0,3.4505359477124182,0
61,2019-01-13,3363.87,,446.0,64.0,2600.07,0.0,762.0,0.0,2616.0,3.4121653543307087,1
62,2019-01-14,3340.8,,441.0,64.0,2570.86,0.0,743.0,0.0,2588.0,3.460107671601615,2
63,2019-01-15,3280.72,,431.0,64.0,2520.64,0.0,723.0,0.0,2498.0,3.486362378976487,3
64,2019-01-16,3267.17,,420.0,64.0,2503.7,0.0,719.0,0.0,2518.0,3.4821974965229483,4
65,2019-01-17,3236.99,,418.0,64.0,2482.63,0.0,716.0,0.0,2456.0,3.4673603351955307,5
66,2019-01-18,3367.9,,458.0,64.0,2460.28,0.0,722.0,0.0,2432.0,3.4075900277008313,6
67,2019-01-19,3198.19,,409.0,64.0,2427.63,0.0,704.0,0.0,2388.0,3.4483380681818185,7
68,2019-01-20,3199.32,,408.0,64.0,2396.23,0.0,697.0,0.0,2363.0,3.437919655667145,8
69,2019-01-21,3161.42,,403.0,64.0,2352.04,0.0,677.0,0.0,2298.0,3.4742097488921715,9
70,2019-01-22,3206.32,,398.0,64.0,2316.64,0.0,682.0,0.0,2344.0,3.3968328445747797,10
71,2019-01-23,3199.04,,399.0,64.0,2290.47,0.0,671.0,0.0,2307.0,3.4135171385991057,11
72,2019-01-24,3199.48,,395.0,64.0,2257.94,0.0,765.0,0.0,2195.0,2.9515555555555557,12
73,2019-01-25,3189.91,,394.0,64.0,2265.28,0.0,655.0,0.0,2303.0,3.4584427480916036,13
74,2019-01-26,3188.02,,396.0,64.0,2272.34,0.0,667.0,0.0,2287.0,3.4068065967016494,14
75,2019-01-27,3159.93,,391.0,64.0,2276.1,0.0,672.0,0.0,2270.0,3.3870535714285714,15
76,2019-01-28,3157.88,,389.0,64.0,2260.48,0.0,671.0,0.0,2259.0,3.368822652757079,16
77,2019-01-29,4745.49,,361.0,64.0,540.5,0.0,155.0,726.0,475.0,3.4870967741935486,17
78,2019-01-30,6361.97,,361.0,64.0,1.29,0.0,0.0,726.0,141.0,inf,18
79,2019-01-31,0.0,,361.0,64.0,0.0,0.0,0.0,726.0,0.0,,19
80,2019-02-01,0.0,,361.0,64.0,0.0,0.0,0.0,726.0,0.0,,20
81,2019-02-02,0.0,,361.0,64.0,0.0,0.0,0.0,726.0,0.0,,21
82,2019-02-03,0.0,,361.0,64.0,0.0,0.0,0.0,726.0,0.0,,22
83,2019-02-04,4929.65,,1091.0,64.0,564.48,0.0,192.0,726.0,695.0,2.94,23
84,2019-02-05,4283.41,,723.0,64.0,1777.83,0.0,558.0,0.0,1937.0,3.1860752688172043,24
85,2019-02-06,4125.3,,618.0,50.0,1846.09,0.0,537.0,0.0,2241.0,3.4377839851024206,25
86,2019-02-07,3980.13,,571.0,59.0,1893.08,0.0,554.0,0.0,2268.0,3.4171119133574006,26
87,2019-02-08,3851.13,,546.0,64.0,1926.44,0.0,575.0,0.0,2206.0,3.3503304347826086,27
88,2019-02-09,3759.1,,538.0,64.0,1934.61,0.0,576.0,0.0,2115.0,3.3586979166666664,28
89,2019-02-10,4008.72,,538.0,64.0,798.32,0.0,237.0,0.0,856.0,3.368438818565401,29
90,2019-02-11,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,30
91,2019-02-12,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,31
92,2019-02-13,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,32
93,2019-02-14,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,33
94,2019-02-15,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,34
95,2019-02-16,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,35
96,2019-02-17,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,36
97,2019-02-18,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,37
98,2019-02-19,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,38
99,2019-02-20,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,39
100,2019-02-21,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,40
101,2019-02-22,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,41
102,2019-02-23,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,42
103,2019-02-24,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,43
104,2019-02-25,0.0,,538.0,64.0,0.0,0.0,0.0,0.0,0.0,,44
105,2019-02-26,0.0,,538.0,64.0,1464.58,0.0,0.0,0.0,0.0,inf,45
106,2019-02-27,4988.02,4489.71,538.0,64.0,1500.15,0.0,512.0,526.88,2512.0,2.92998046875,46
107,2019-02-28,4886.36,4390.57,538.0,64.0,1412.45,0.0,478.0,522.5,2321.0,2.954916317991632,47
108,2019-03-01,4743.21,4255.37,538.0,64.0,1423.26,0.0,487.0,525.0,2122.0,2.9225051334702257,48
109,2019-03-02,4621.2,4138.5,538.0,64.0,1422.98,0.0,491.0,511.25,1993.0,2.8981262729124238,49
110,2019-03-03,4585.13,4106.38,538.0,64.0,1422.45,0.0,499.0,527.5,1906.0,2.8506012024048095,50
111,2019-03-04,4595.68,4115.91,538.0,64.0,1402.62,0.0,494.0,526.25,1906.0,2.839311740890688,51
112,2019-03-05,4601.06,4121.08,538.0,64.0,1398.87,0.0,491.0,528.75,1906.0,2.8490224032586555,52
113,2019-03-06,4588.81,4109.49,538.0,64.0,1411.99,0.0,495.0,526.88,1906.0,2.8525050505050507,53
114,2019-03-07,4591.01,4111.06,538.0,64.0,1400.95,0.0,489.0,525.63,1906.0,2.8649284253578733,54
115,2019-03-08,4572.85,4092.29,538.0,64.0,1391.1,0.0,485.0,512.5,1906.0,2.868247422680412,55
116,2019-03-09,4680.31,4199.55,538.0,64.0,1378.5,0.0,484.0,566.88,1906.0,2.8481404958677685,56
117,2019-03-10,4565.0,4083.62,538.0,64.0,1375.31,0.0,484.0,501.88,1906.0,2.841549586776859,57
118,2019-03-11,4583.6,4101.95,538.0,64.0,1369.92,0.0,481.0,511.25,1906.0,2.848066528066528,58
119,2019-03-12,4290.85,3824.79,538.0,64.0,1338.16,0.0,470.0,516.25,1550.0,2.847148936170213,59
120,2019-03-13,4335.22,3869.51,538.0,64.0,1329.82,0.0,466.0,544.38,1534.0,2.8536909871244633,60
121,2019-03-14,4310.21,3845.46,538.0,64.0,1335.01,0.0,467.0,539.38,1522.0,2.8586937901498928,61
122,2019-03-15,4313.74,3848.57,538.0,64.0,1324.17,0.0,461.0,541.25,1517.0,2.8723861171366596,62
123,2019-03-16,4279.15,3815.3,538.0,64.0,1307.57,0.0,456.0,538.75,1478.0,2.8674780701754385,63
124,2019-03-17,4272.23,3808.36,538.0,64.0,1326.05,0.0,459.0,533.13,1496.0,2.8889978213507623,64
125,2019-03-18,4258.99,3795.12,538.0,64.0,1315.67,0.0,454.0,529.38,1485.0,2.8979515418502206,65
126,2019-03-19,4242.76,3779.67,538.0,64.0,1313.23,0.0,452.0,528.13,1471.0,2.9053761061946903,66
127,2019-03-20,4267.32,3798.16,1106.88,64.0,1253.06,146.89,463.0,495.0,1515.0,2.7063930885529155,67
128,2019-03-21,4200.45,3730.77,1078.75,64.0,1260.78,357.05,482.0,470.0,1538.0,2.615726141078838,68
