,Date,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate,GOR,DaysOn
0,2018-10-09,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
1,2018-10-10,7699.71,,3638.0,23.0,2544.11,0.0,666.0,0.0,2364.0,3.819984984984985,1
2,2018-10-11,7855.62,,3483.0,34.0,3390.06,0.0,1277.0,0.0,4440.0,2.654706342991386,2
3,2018-10-12,7794.77,,3475.0,44.0,5716.86,0.0,2196.0,0.0,6520.0,2.6033060109289616,3
4,2018-10-13,7466.51,,3146.0,52.0,6172.1,0.0,2292.0,0.0,7020.0,2.692888307155323,4
5,2018-10-14,7300.97,,2976.0,49.0,7719.63,0.0,2803.0,0.0,8326.0,2.7540599357830895,5
6,2018-10-15,7419.27,,3056.0,58.0,7935.91,0.0,2929.0,0.0,8776.0,2.7094264254011606,6
7,2018-10-16,7083.06,,2710.0,58.0,9537.64,0.0,3475.0,0.0,9947.0,2.7446446043165467,7
8,2018-10-17,5810.46,,1361.0,58.0,582.71,0.0,217.0,0.0,712.0,2.685299539170507,8
9,2018-10-18,0.0,,3252.0,0.0,0.0,0.0,0.0,0.0,0.0,,9
10,2018-10-19,7041.94,,2743.0,52.0,6462.78,0.0,2358.0,0.0,7183.0,2.7407888040712467,10
11,2018-10-20,6845.25,,2594.0,55.0,10604.82,0.0,3908.0,0.0,9372.0,2.713618219037871,11
12,2018-10-21,7110.99,,2871.0,57.0,9916.17,0.0,3646.0,0.0,8885.0,2.7197394404827206,12
13,2018-10-22,6654.4,,2418.0,58.0,9761.91,0.0,3629.0,0.0,8888.0,2.689972444199504,13
14,2018-10-23,6681.58,,2418.0,58.0,10984.01,0.0,4099.0,0.0,9689.0,2.6796804098560627,14
15,2018-10-24,6715.94,,2418.0,58.0,10915.22,0.0,4126.0,0.0,9942.0,2.6454726126999515,15
16,2018-10-25,6701.86,,2418.0,58.0,11030.42,0.0,4089.0,0.0,9910.0,2.6975837613108338,16
17,2018-10-26,6695.31,,2418.0,58.0,11051.34,0.0,4122.0,0.0,9843.0,2.681062590975255,17
18,2018-10-27,6681.29,,2418.0,58.0,10834.38,0.0,4049.0,0.0,9618.0,2.6758162509261543,18
19,2018-10-28,5289.91,,1240.0,58.0,10656.99,0.0,3976.0,0.0,9407.0,2.680329476861167,19
20,2018-10-29,6176.18,,1974.0,58.0,10566.22,0.0,3941.0,0.0,9276.0,2.681101243339254,20
21,2018-10-30,6111.38,,1924.0,58.0,10452.84,0.0,3900.0,0.0,9149.0,2.6802153846153844,21
22,2018-10-31,6068.91,,1923.0,58.0,8953.98,0.0,3342.0,0.0,8057.0,2.6792280071813286,22
23,2018-11-01,6037.08,,1880.0,58.0,10210.85,0.0,3755.0,0.0,8869.0,2.719267643142477,23
24,2018-11-02,5981.48,,1843.0,58.0,10069.61,0.0,3730.0,0.0,8673.0,2.699627345844504,24
25,2018-11-03,5974.54,,1843.0,58.0,9911.46,0.0,3711.0,0.0,8514.0,2.670832659660469,25
26,2018-11-04,5901.0,,1786.0,58.0,9730.04,0.0,3637.0,0.0,8370.0,2.675292823755843,26
27,2018-11-05,5856.15,,1751.0,58.0,9689.35,0.0,3467.0,0.0,8423.0,2.7947360830689356,27
28,2018-11-06,5813.23,,1728.0,58.0,9590.65,0.0,3559.0,0.0,8165.0,2.6947597639786456,28
29,2018-11-07,5768.06,,1696.0,58.0,9482.49,0.0,3554.0,0.0,8030.0,2.6681176139561056,29
30,2018-11-08,5731.81,,1700.0,58.0,7855.64,0.0,2885.0,0.0,6873.0,2.7229254766031197,30
31,2018-11-09,5930.25,,1850.0,44.0,9361.66,0.0,3494.0,0.0,7835.0,2.6793531768746424,31
