,Date,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate,GOR,DaysOn
26,2018-12-30,5091.48,,1111.0,64.0,6658.37,0.0,2745.0,0.0,8566.0,2.4256357012750454,0
27,2018-12-31,5049.67,,1087.0,64.0,6443.2,0.0,2675.0,0.0,8246.0,2.4086728971962614,1
28,2019-01-01,4975.79,,1042.0,64.0,6197.42,0.0,2614.0,0.0,7881.0,2.3708569242540167,2
29,2019-01-02,4887.64,,999.0,64.0,6093.54,0.0,2544.0,0.0,7628.0,2.395259433962264,3
30,2019-01-03,4847.92,,976.0,64.0,5921.79,0.0,2471.0,0.0,7413.0,2.3965155807365437,4
31,2019-01-04,4806.33,,956.0,64.0,5753.97,0.0,2398.0,0.0,7157.0,2.399487072560467,5
32,2019-01-05,4761.57,,936.0,64.0,5575.1,0.0,2323.0,0.0,6870.0,2.399956952216961,6
33,2019-01-06,4715.05,,914.0,64.0,5502.8,0.0,2296.0,0.0,6723.0,2.3966898954703835,7
34,2019-01-07,4681.49,,896.0,64.0,5393.5,0.0,2264.0,0.0,6572.0,2.3822879858657244,8
35,2019-01-08,4632.08,,871.0,64.0,5285.35,0.0,2228.0,0.0,6409.0,2.3722396768402154,9
36,2019-01-09,4600.23,,857.0,64.0,5191.88,0.0,2190.0,0.0,6258.0,2.3707214611872147,10
37,2019-01-10,4666.06,,840.0,64.0,4727.67,0.0,2148.0,0.0,6139.0,2.2009636871508382,11
38,2019-01-11,4666.8,,816.0,64.0,4464.89,0.0,2111.0,0.0,5989.0,2.1150592136428235,12
39,2019-01-12,4651.07,,805.0,64.0,4352.54,0.0,2065.0,0.0,5860.0,2.1077675544794188,13
40,2019-01-13,4618.41,,788.0,64.0,4267.28,0.0,2032.0,0.0,5736.0,2.10003937007874,14
41,2019-01-14,4594.39,,776.0,64.0,4193.69,0.0,1994.0,0.0,5632.0,2.10315446339017,15
42,2019-01-15,4585.1,,770.0,64.0,3697.29,0.0,1767.0,0.0,4964.0,2.0924108658743634,16
43,2019-01-16,4551.32,,758.0,64.0,4095.03,0.0,1946.0,0.0,5456.0,2.104331963001028,17
44,2019-01-17,4526.43,,744.0,64.0,3990.71,0.0,1908.0,0.0,5318.0,2.0915670859538786,18
45,2019-01-18,4502.32,,730.0,64.0,3952.28,0.0,1905.0,0.0,5274.0,2.0746876640419947,19
46,2019-01-19,4472.24,,718.0,64.0,3868.82,0.0,1858.0,0.0,5137.0,2.082249730893434,20
47,2019-01-20,4453.84,,710.0,64.0,3836.99,0.0,1837.0,0.0,5093.0,2.088726183995645,21
48,2019-01-21,4437.72,,703.0,64.0,3780.44,0.0,1814.0,0.0,5004.0,2.084035281146637,22
49,2019-01-22,4420.55,,691.0,64.0,3720.38,0.0,1805.0,0.0,4941.0,2.061152354570637,23
50,2019-01-23,4394.66,,682.0,64.0,3688.58,0.0,1784.0,0.0,4869.0,2.0675896860986547,24
51,2019-01-24,4365.7,,666.0,64.0,3572.24,0.0,1745.0,0.0,4723.0,2.04712893982808,25
52,2019-01-25,4446.41,,666.0,64.0,3363.81,0.0,1725.0,0.0,4719.0,1.9500347826086957,26
53,2019-01-26,4109.63,,561.0,64.0,3551.16,0.0,1725.0,0.0,4663.0,2.0586434782608696,27
54,2019-01-27,4332.3,,653.0,64.0,3496.77,0.0,1703.0,0.0,4602.0,2.053300058719906,28
55,2019-01-28,4315.76,,644.0,64.0,3441.85,0.0,1688.0,0.0,4530.0,2.039010663507109,29
56,2019-01-29,4346.21,,644.0,64.0,2795.64,0.0,1381.0,0.0,3759.0,2.0243591600289643,30
57,2019-01-30,4877.93,,644.0,64.0,860.3,0.0,527.0,0.0,1325.0,1.632447817836812,31
58,2019-01-31,4170.18,,320.0,64.0,130.72,0.0,131.0,0.0,55.0,0.9978625954198473,32
59,2019-02-01,0.0,,320.0,64.0,0.0,0.0,0.0,0.0,0.0,,33
60,2019-02-02,3345.77,,320.0,64.0,2183.4,0.0,1165.0,0.0,2738.0,1.8741630901287554,34
61,2019-02-03,4293.18,,643.0,64.0,3855.47,0.0,2033.0,0.0,4831.0,1.896443679291687,35
62,2019-02-04,4279.61,,645.0,64.0,3672.06,0.0,1771.0,0.0,4699.0,2.0734387351778656,36
63,2019-02-05,4178.95,,611.0,64.0,3619.39,0.0,1652.0,0.0,4649.0,2.1909140435835353,37
64,2019-02-06,4279.14,,646.0,64.0,3151.48,0.0,1549.0,0.0,3977.0,2.034525500322789,38
65,2019-02-07,5706.87,,1233.0,0.0,860.47,0.0,508.0,0.0,1299.0,1.6938385826771654,39
66,2019-02-08,4843.03,,751.0,0.0,1695.02,0.0,1027.0,0.0,2767.0,1.6504576436222005,40
67,2019-02-09,4701.37,,736.0,0.0,2021.83,0.0,1083.0,0.0,3069.0,1.8668790397045245,41
68,2019-02-10,4694.41,,735.0,0.0,2017.5,0.0,1077.0,0.0,3047.0,1.873259052924791,42
69,2019-02-11,4686.22,,731.0,0.0,2007.5,0.0,1076.0,0.0,3024.0,1.8657063197026023,43
70,2019-02-12,4675.17,,728.0,64.0,2000.34,0.0,1068.0,0.0,3004.0,1.8729775280898875,44
