,Date,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate,GOR,DaysOn
8,2018-11-22,0.0,,2971.0,42.0,0.0,0.0,0.0,0.0,0.0,,0
9,2018-11-23,0.0,,2971.0,42.0,0.0,0.0,0.0,0.0,0.0,,1
10,2018-11-24,7493.82,,2971.0,30.0,2928.6,0.0,751.0,0.0,4107.0,3.899600532623169,2
11,2018-11-25,6906.63,,2373.0,41.0,7090.94,0.0,2106.0,0.0,8840.0,3.3670180436847104,3
12,2018-11-26,7327.39,,2907.0,34.0,4405.09,0.0,1324.0,0.0,5257.0,3.327107250755287,4
13,2018-11-27,6556.44,,2094.0,36.0,7239.56,0.0,2232.0,0.0,8492.0,3.2435304659498208,5
14,2018-11-28,6589.24,,2127.0,36.0,7702.79,0.0,2231.0,0.0,8904.0,3.4526176602420438,6
15,2018-11-29,6504.0,,2069.0,36.0,7569.62,0.0,2229.0,0.0,8603.0,3.3959712875729027,7
16,2018-11-30,7155.26,,2718.0,25.0,7849.11,0.0,2319.0,0.0,8507.0,3.3846959896507114,8
17,2018-12-01,6447.76,,2069.0,25.0,3678.79,0.0,1104.0,0.0,4499.0,3.33223731884058,9
18,2018-12-02,7129.96,,2662.0,37.0,2984.75,0.0,816.0,0.0,3934.0,3.657781862745098,10
19,2018-12-03,6685.93,,2330.0,45.0,4452.95,0.0,1262.0,0.0,5120.0,3.528486529318542,11
20,2018-12-04,6264.16,,1896.0,57.0,6888.19,0.0,2039.0,0.0,7703.0,3.3782197155468365,12
21,2018-12-05,6305.82,,1896.0,62.0,8033.93,0.0,2371.0,0.0,8901.0,3.3884141712357656,13
22,2018-12-06,6323.45,,2017.0,57.0,5564.08,0.0,1613.0,0.0,6054.0,3.4495226286422813,14
23,2018-12-07,6363.38,,2017.0,57.0,6610.67,0.0,1930.0,0.0,7218.0,3.4252176165803108,15
24,2018-12-08,5797.06,,1578.0,40.0,4027.19,0.0,1130.0,0.0,4550.0,3.5638849557522123,16
25,2018-12-09,5873.35,,1578.0,40.0,7188.34,0.0,2196.0,0.0,7792.0,3.2733788706739526,17
26,2018-12-10,6752.55,,2453.0,40.0,5044.99,0.0,1403.0,0.0,5338.0,3.5958588738417676,18
27,2018-12-11,6753.81,,2453.0,40.0,3582.8,0.0,1072.0,0.0,3858.0,3.342164179104478,19
28,2018-12-12,5450.55,,1212.0,64.0,8084.44,0.0,2422.0,0.0,8900.0,3.3379190751445087,20
29,2018-12-13,5312.28,,1156.0,64.0,7681.75,0.0,2380.0,0.0,8162.0,3.227626050420168,21
30,2018-12-14,5543.94,,1415.0,64.0,5877.19,0.0,1602.0,0.0,6080.0,3.6686579275905116,22
31,2018-12-15,5572.37,,1427.0,49.0,5814.73,0.0,1703.0,0.0,6033.0,3.414403992953611,23
32,2018-12-16,5128.29,,1109.0,64.0,6798.87,0.0,1945.0,0.0,6915.0,3.4955629820051413,24
33,2018-12-17,0.0,,0.0,64.0,6932.89,0.0,2066.0,0.0,7050.0,3.355706679574056,25
34,2018-12-18,0.0,,0.0,45.0,2350.13,0.0,604.0,0.0,4193.0,3.8909437086092717,26
35,2018-12-19,0.0,,0.0,35.0,1528.64,0.0,378.0,0.0,6826.0,4.0440211640211645,27
36,2018-12-20,5759.36,,1595.0,35.0,3521.15,0.0,969.0,0.0,3776.0,3.633797729618163,28
37,2018-12-21,5620.07,,1438.0,50.0,4761.65,0.0,1387.0,0.0,5275.0,3.4330569574621483,29
