,Date,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Measured BHP,Measured BHT,Oil Rate,Tubing Pressure,Water Rate,GOR,DaysOn
68,2018-12-02,3404.93,,517.0,64.0,4028.97,0.0,0.0,0.0,1325.0,0.0,3080.0,3.040732075471698,14
69,2018-12-03,3388.46,,510.0,64.0,3948.63,0.0,0.0,0.0,1312.0,0.0,3024.0,3.009626524390244,15
70,2018-12-04,3361.34,,504.0,64.0,3900.41,0.0,0.0,0.0,1293.0,0.0,2973.0,3.0165583913379734,16
71,2018-12-05,3387.86,,505.0,64.0,3776.43,0.0,0.0,0.0,1283.0,0.0,2917.0,2.9434372564302413,17
72,2018-12-06,3130.8,,439.0,64.0,3362.74,0.0,0.0,0.0,1089.0,0.0,2575.0,3.0879155188246097,18
73,2018-12-07,3235.12,,439.0,64.0,3176.5,0.0,0.0,0.0,822.0,0.0,2836.0,3.8643552311435525,19
74,2018-12-08,5117.88,,1251.0,64.0,2658.11,0.0,0.0,0.0,555.0,0.0,2599.0,4.789387387387388,20
75,2018-12-09,3403.21,,493.0,64.0,3135.81,0.0,0.0,0.0,1059.0,0.0,2593.0,2.9611048158640227,21
76,2018-12-10,4050.23,,723.0,28.0,2950.56,0.0,0.0,0.0,949.0,0.0,2515.0,3.1091253951527924,22
77,2018-12-11,3418.16,,491.0,64.0,2815.76,0.0,0.0,0.0,1229.0,0.0,2122.0,2.291098454027665,23
78,2018-12-12,3485.18,,491.0,64.0,2935.84,0.0,0.0,0.0,880.0,0.0,2715.0,3.336181818181818,24
79,2018-12-13,3982.68,,723.0,64.0,2666.2,0.0,0.0,0.0,926.0,0.0,2096.0,2.8792656587473,25
80,2018-12-14,3604.46,,559.0,64.0,2706.36,0.0,0.0,0.0,839.0,0.0,2355.0,3.22569725864124,26
81,2018-12-15,3457.15,,521.0,64.0,3372.71,0.0,0.0,0.0,1172.0,0.0,2674.0,2.8777389078498294,27
82,2018-12-16,3249.88,,483.0,64.0,3875.7,0.0,0.0,0.0,1298.0,0.0,2834.0,2.985901386748844,28
83,2018-12-17,3254.52,,481.0,64.0,3536.14,0.0,0.0,0.0,1002.0,0.0,2816.0,3.5290818363273453,29
84,2018-12-18,3254.14,,481.0,64.0,3208.03,0.0,0.0,0.0,1083.0,0.0,2432.0,2.9621698984302864,30
85,2018-12-19,3177.2,,461.0,64.0,3155.42,0.0,0.0,0.0,1082.0,0.0,2352.0,2.9162846580406656,31
86,2018-12-20,3357.32,,515.0,35.0,2934.64,0.0,0.0,0.0,786.0,0.0,2446.0,3.7336386768447833,32
87,2018-12-21,5081.83,,1300.0,35.0,1807.19,0.0,0.0,0.0,648.0,0.0,1378.0,2.7888734567901237,33
88,2018-12-22,5375.38,,1072.0,28.0,416.92,0.0,0.0,0.0,192.0,0.0,320.0,2.1714583333333333,34
89,2018-12-23,3479.66,,578.0,64.0,2764.96,0.0,0.0,0.0,990.0,0.0,1976.0,2.7928888888888888,35
90,2018-12-24,3863.82,,630.0,57.0,2206.54,0.0,0.0,0.0,752.0,0.0,1943.0,2.9342287234042552,36
91,2018-12-25,5392.15,,1483.0,57.0,1970.34,0.0,0.0,0.0,703.0,0.0,1599.0,2.80275960170697,37
92,2018-12-26,3893.98,,699.0,42.0,1514.33,0.0,0.0,0.0,556.0,0.0,1133.0,2.723615107913669,38
93,2018-12-27,3401.72,,495.0,64.0,3213.13,0.0,0.0,0.0,1103.0,0.0,2617.0,2.913082502266546,39
94,2018-12-28,3389.03,,509.0,57.0,3058.82,0.0,0.0,0.0,1056.0,0.0,2403.0,2.896609848484849,40
95,2018-12-29,3310.43,,510.0,57.0,2949.0,0.0,0.0,0.0,1007.0,0.0,2199.0,2.9285004965243298,41
96,2018-12-30,3233.07,,496.0,57.0,2915.67,0.0,0.0,0.0,993.0,0.0,2122.0,2.936223564954683,42
97,2018-12-31,3189.1,,487.0,57.0,2882.33,0.0,0.0,0.0,983.0,0.0,2072.0,2.932177009155646,43
98,2019-01-01,3177.97,,483.0,57.0,2837.75,0.0,0.0,0.0,982.0,0.0,2032.0,2.889765784114053,44
99,2019-01-02,3083.1,,462.0,57.0,2810.78,0.0,0.0,0.0,951.0,0.0,1990.0,2.9556046267087277,45
100,2019-01-03,3111.4,,469.0,57.0,2747.06,0.0,0.0,0.0,929.0,0.0,1960.0,2.9570075349838536,46
101,2019-01-04,3689.52,,650.0,40.0,2381.73,0.0,0.0,0.0,826.0,0.0,1735.0,2.883450363196126,47
102,2019-01-05,4517.22,,953.0,64.0,1039.25,0.0,0.0,0.0,372.0,0.0,683.0,2.7936827956989245,48
103,2019-01-06,4545.84,,949.0,44.0,1229.34,0.0,0.0,0.0,460.0,0.0,958.0,2.672478260869565,49
104,2019-01-07,3983.11,,780.0,47.0,1995.31,0.0,0.0,0.0,682.0,0.0,1403.0,2.925674486803519,50
105,2019-01-08,3847.87,,671.0,47.0,2060.28,0.0,0.0,0.0,710.0,0.0,1634.0,2.9018028169014087,51
106,2019-01-09,3832.82,,656.0,52.0,2016.23,0.0,0.0,0.0,689.0,0.0,1638.0,2.9263134978229317,52
107,2019-01-10,3832.53,,660.0,52.0,1998.41,0.0,0.0,0.0,681.0,0.0,1611.0,2.9345227606461086,53
108,2019-01-11,5098.33,,1270.0,0.0,1355.61,0.0,0.0,0.0,469.0,0.0,1098.0,2.8904264392324093,54
109,2019-01-12,3952.13,,677.0,52.0,1133.25,0.0,0.0,0.0,398.0,0.0,911.0,2.847361809045226,55
110,2019-01-13,3649.64,,585.0,52.0,2398.87,0.0,0.0,0.0,808.0,0.0,1986.0,2.968898514851485,56
111,2019-01-14,3630.14,,586.0,52.0,2111.08,0.0,0.0,0.0,713.0,0.0,1722.0,2.9608415147265075,57
112,2019-01-15,3563.42,,575.0,52.0,2281.56,0.0,0.0,0.0,768.0,0.0,1815.0,2.97078125,58
113,2019-01-16,5387.84,,1507.0,52.0,1658.71,0.0,0.0,0.0,562.0,0.0,1298.0,2.95144128113879,59
114,2019-01-17,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60
115,2019-01-18,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,61
116,2019-01-19,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,62
117,2019-01-20,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,63
118,2019-01-21,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64
119,2019-01-22,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,65
120,2019-01-23,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,66
121,2019-01-24,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,67
122,2019-01-25,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,68
123,2019-01-26,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,69
124,2019-01-27,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,70
125,2019-01-28,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,71
126,2019-01-29,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,72
127,2019-01-30,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,73
128,2019-01-31,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,74
129,2019-02-01,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,75
130,2019-02-02,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,76
131,2019-02-03,0.0,,1507.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,77
132,2019-02-04,5617.63,,1697.0,52.0,347.21,0.0,0.0,0.0,169.0,0.0,143.0,2.054497041420118,78
133,2019-02-05,5501.09,,1195.0,52.0,1711.16,0.0,0.0,0.0,542.0,0.0,2504.0,3.1571217712177124,79
134,2019-02-06,5013.36,,880.0,40.0,2094.14,0.0,0.0,0.0,640.0,0.0,3123.0,3.27209375,80
135,2019-02-07,4725.73,,739.0,39.0,2110.03,0.0,0.0,0.0,650.0,0.0,3085.0,3.2462000000000004,81
136,2019-02-08,4493.59,,673.0,64.0,2273.95,0.0,0.0,0.0,710.0,0.0,3068.0,3.202746478873239,82
137,2019-02-09,4408.57,,673.0,64.0,2265.11,0.0,0.0,0.0,716.0,0.0,2850.0,3.163561452513967,83
138,2019-02-10,4242.55,,639.0,64.0,2278.87,0.0,0.0,0.0,727.0,0.0,2680.0,3.134621733149931,84
139,2019-02-11,4175.57,,636.0,64.0,2200.42,0.0,0.0,0.0,711.0,0.0,2468.0,3.0948241912798875,85
140,2019-02-12,4076.95,,625.0,64.0,2339.41,0.0,0.0,0.0,759.0,0.0,2483.0,3.0822266139657444,86
141,2019-02-13,4071.63,,625.0,64.0,1996.51,0.0,0.0,0.0,667.0,0.0,2097.0,2.9932683658170913,87
142,2019-02-14,3954.34,,610.0,64.0,2378.96,0.0,0.0,0.0,779.0,0.0,2370.0,3.0538639281129654,88
143,2019-02-15,3884.16,,595.0,64.0,2330.57,0.0,0.0,0.0,769.0,0.0,2267.0,3.030650195058518,89
144,2019-02-16,3808.52,,583.0,64.0,2342.05,0.0,0.0,0.0,777.0,0.0,2205.0,3.0142213642213647,90
145,2019-02-17,3783.29,,585.0,64.0,2334.23,0.0,0.0,0.0,776.0,0.0,2148.0,3.008028350515464,91
146,2019-02-18,3604.55,,531.0,64.0,2310.65,0.0,0.0,0.0,775.0,0.0,2094.0,2.9814838709677423,92
147,2019-02-19,3994.88,,668.0,64.0,1595.95,0.0,0.0,0.0,543.0,0.0,1434.0,2.939134438305709,93
148,2019-02-20,3687.45,,580.0,64.0,2199.0,0.0,0.0,0.0,743.0,0.0,1897.0,2.9596231493943472,94
149,2019-02-21,3744.33,,578.0,64.0,2301.21,0.0,0.0,0.0,768.0,0.0,2086.0,2.9963671875,95
150,2019-02-22,3666.89,,573.0,64.0,2324.96,0.0,0.0,0.0,777.0,0.0,2011.0,2.9922265122265124,96
151,2019-02-23,3642.83,,573.0,64.0,2310.18,0.0,0.0,0.0,779.0,0.0,1956.0,2.965571245186136,97
152,2019-02-24,3543.32,,548.0,64.0,2248.5,0.0,0.0,0.0,755.0,0.0,1878.0,2.9781456953642382,98
153,2019-02-25,3577.17,,561.0,64.0,2287.35,0.0,0.0,0.0,768.0,0.0,1900.0,2.9783203124999997,99
154,2019-02-26,3578.85,,561.0,64.0,2254.61,0.0,0.0,0.0,755.0,0.0,1878.0,2.9862384105960267,100
155,2019-02-27,4368.88,,875.0,0.0,2348.36,0.0,0.0,0.0,783.0,876.25,1919.0,2.999182630906769,101
156,2019-02-28,3514.44,,553.13,64.0,1803.66,0.0,0.0,0.0,614.0,552.5,1455.0,2.937557003257329,102
157,2019-03-01,3505.12,,541.88,64.0,2243.72,0.0,0.0,0.0,749.0,541.25,1854.0,2.9956208277703604,103
158,2019-03-02,3448.62,,535.0,64.0,2250.7,0.0,0.0,0.0,755.0,534.38,1809.0,2.9810596026490064,104
159,2019-03-03,3452.12,,529.38,64.0,2236.21,0.0,0.0,0.0,757.0,538.75,1778.0,2.9540422721268165,105
160,2019-03-04,3404.47,,530.0,64.0,2198.39,0.0,0.0,0.0,742.0,528.75,1729.0,2.962789757412399,106
161,2019-03-05,3385.91,,525.0,64.0,2217.9,0.0,0.0,0.0,751.0,523.75,1739.0,2.9532623169107857,107
162,2019-03-06,3366.13,,520.0,64.0,2157.07,0.0,0.0,0.0,728.0,519.38,1688.0,2.963008241758242,108
163,2019-03-07,3544.96,,521.25,64.0,1988.99,0.0,0.0,0.0,729.0,521.88,1709.0,2.7283813443072704,109
164,2019-03-08,3647.8,,515.0,64.0,1846.63,0.0,0.0,0.0,731.0,514.38,1687.0,2.526169630642955,110
165,2019-03-09,3632.27,,513.13,64.0,1836.18,0.0,0.0,0.0,727.0,512.5,1667.0,2.5256946354883083,111
166,2019-03-10,3818.34,,576.25,64.0,1562.96,0.0,0.0,0.0,626.0,575.63,1395.0,2.4967412140575083,112
167,2019-03-11,3892.63,,590.0,64.0,1683.77,0.0,0.0,0.0,673.0,590.0,1546.0,2.501887072808321,113
168,2019-03-12,3649.22,,507.5,64.0,1795.49,0.0,0.0,0.0,720.0,506.88,1663.0,2.493736111111111,114
169,2019-03-13,3615.72,,503.13,64.0,1759.71,0.0,0.0,0.0,705.0,503.13,1606.0,2.4960425531914896,115
170,2019-03-14,3588.2,,498.75,64.0,1740.48,0.0,0.0,0.0,696.0,498.13,1576.0,2.500689655172414,116
171,2019-03-15,3589.61,,501.88,64.0,1701.29,0.0,0.0,0.0,682.0,501.25,1529.0,2.494560117302053,117
172,2019-03-16,3604.94,,495.0,64.0,1662.13,0.0,0.0,0.0,678.0,495.0,1523.0,2.451519174041298,118
173,2019-03-17,3575.09,,491.25,64.0,1717.47,0.0,0.0,0.0,700.0,486.25,1572.0,2.4535285714285715,119
174,2019-03-18,3574.51,,485.63,64.0,1608.75,0.0,0.0,0.0,657.0,484.38,1478.0,2.4486301369863015,120
175,2019-03-19,3540.21,,484.38,64.0,1587.2,0.0,0.0,0.0,648.0,483.75,1423.0,2.449382716049383,121
176,2019-03-20,3570.73,,479.38,64.0,1603.14,0.0,0.0,0.0,659.0,478.75,1485.0,2.4326858877086495,122
177,2019-03-21,3571.46,,479.38,64.0,1595.32,0.0,0.0,0.0,658.0,479.38,1474.0,2.424498480243161,123
178,2019-03-22,3554.71,,479.38,64.0,1667.69,0.0,0.0,0.0,681.0,479.38,1528.0,2.4488839941262848,124
179,2019-03-23,3517.13,,476.88,64.0,1666.31,0.0,0.0,0.0,675.0,476.25,1503.0,2.4686074074074074,125
180,2019-03-24,3497.68,,473.75,64.0,1660.64,0.0,0.0,0.0,671.0,473.75,1487.0,2.474873323397914,126
181,2019-03-25,3409.29,,448.13,64.0,1641.56,0.0,0.0,0.0,666.0,448.13,1466.0,2.4648048048048046,127
182,2019-03-26,3430.39,,453.13,64.0,1623.13,0.0,0.0,0.0,661.0,453.13,1452.0,2.4555673222390317,128
183,2019-03-27,3476.99,,466.88,64.0,1606.99,0.0,0.0,0.0,653.0,466.88,1438.0,2.46093415007657,129
184,2019-03-28,3405.16,,449.38,64.0,1604.53,0.0,0.0,0.0,649.0,448.75,1429.0,2.47231124807396,130
185,2019-03-29,3426.4,,442.5,64.0,1598.3,0.0,0.0,0.0,645.0,455.0,1425.0,2.477984496124031,131
186,2019-03-30,4575.39,,884.38,0.0,1575.33,0.0,0.0,0.0,644.0,885.0,1407.0,2.4461645962732916,132
187,2019-03-31,3387.3,,449.38,0.0,1371.51,0.0,0.0,0.0,564.0,448.75,1197.0,2.431755319148936,133
188,2019-04-01,3427.33,,450.0,0.0,1544.84,0.0,0.0,0.0,634.0,441.88,1415.0,2.4366561514195584,134
189,2019-04-02,3416.09,,443.13,0.0,1550.39,0.0,0.0,0.0,630.0,443.13,1410.0,2.460936507936508,135
190,2019-04-03,3404.34,,445.63,64.0,1551.19,0.0,0.0,0.0,632.0,445.0,1390.0,2.4544145569620253,136
191,2019-04-04,3391.37,,446.88,64.0,1562.32,0.0,0.0,0.0,631.0,447.5,1383.0,2.4759429477020602,137
192,2019-04-05,3357.96,,444.38,64.0,1576.59,0.0,0.0,0.0,640.0,444.38,1370.0,2.463421875,138
193,2019-04-06,3288.03,,433.13,64.0,1531.94,0.0,0.0,0.0,620.0,431.88,1307.0,2.4708709677419356,139
194,2019-04-07,3336.38,,438.75,64.0,1557.07,0.0,0.0,0.0,633.0,438.75,1350.0,2.459826224328594,140
195,2019-04-08,3302.22,,435.0,64.0,1563.88,0.0,0.0,0.0,632.0,435.0,1338.0,2.4744936708860763,141
196,2019-04-09,3290.58,,435.0,64.0,1566.19,0.0,0.0,0.0,632.0,435.63,1327.0,2.4781487341772155,142
197,2019-04-10,3267.37,,431.88,64.0,1565.66,0.0,0.0,0.0,633.0,431.25,1319.0,2.473396524486572,143
198,2019-04-11,3289.16,,437.5,64.0,1559.58,0.0,0.0,0.0,634.0,437.5,1309.0,2.4599053627760252,144
199,2019-04-12,3258.97,,430.63,64.0,1544.61,0.0,0.0,0.0,626.0,431.25,1292.0,2.4674281150159745,145
200,2019-04-13,3253.68,,429.38,64.0,1532.92,0.0,0.0,0.0,624.0,428.75,1283.0,2.4566025641025644,146
201,2019-04-14,3247.14,,429.38,64.0,1530.88,0.0,0.0,0.0,620.0,429.38,1276.0,2.469161290322581,147
202,2019-04-15,3215.96,,420.0,64.0,1519.26,0.0,0.0,0.0,612.0,420.63,1269.0,2.482450980392157,148
203,2019-04-16,4106.63,,704.38,0.0,1511.78,0.0,0.0,0.0,610.0,706.88,1264.0,2.478327868852459,149
204,2019-04-17,6005.42,,704.38,0.0,72.29,0.0,0.0,0.0,38.0,706.88,186.0,1.9023684210526317,150
205,2019-04-18,0.0,,704.38,0.0,0.0,0.0,0.0,0.0,0.0,706.88,0.0,,151
206,2019-04-19,0.0,,704.38,0.0,0.0,0.0,0.0,0.0,0.0,706.88,0.0,,152
207,2019-04-20,0.0,,704.38,0.0,0.0,0.0,0.0,0.0,0.0,706.88,0.0,,153
208,2019-04-21,0.0,,704.38,0.0,0.0,0.0,0.0,0.0,0.0,706.88,0.0,,154
209,2019-04-22,0.0,,704.38,0.0,0.0,0.0,0.0,0.0,0.0,706.88,0.0,,155
210,2019-04-23,0.0,,704.38,0.0,0.0,0.0,0.0,0.0,0.0,706.88,0.0,,156
211,2019-04-24,0.0,,704.38,0.0,0.0,0.0,0.0,0.0,0.0,706.88,0.0,,157
212,2019-04-25,0.0,,704.38,0.0,0.0,0.0,0.0,0.0,0.0,706.88,0.0,,158
213,2019-04-26,0.0,,704.38,0.0,0.0,0.0,0.0,0.0,0.0,706.88,0.0,,159
214,2019-04-27,0.0,,704.38,0.0,0.0,0.0,0.0,0.0,0.0,706.88,0.0,,160
215,2019-04-28,0.0,,704.38,0.0,0.0,0.0,0.0,0.0,0.0,706.88,0.0,,161
216,2019-04-29,0.0,,704.38,0.0,0.0,0.0,0.0,0.0,0.0,706.88,0.0,,162
217,2019-04-30,0.0,,704.38,0.0,0.0,0.0,0.0,0.0,0.0,706.88,0.0,,163
218,2019-05-01,0.0,,704.38,0.0,0.0,0.0,4948.33,164.17,0.0,234.38,0.0,,164
219,2019-05-02,3761.04,3481.1,704.38,26.0,1062.75,0.0,4652.93,169.45,354.0,370.63,1170.0,3.0021186440677967,165
220,2019-05-03,4436.37,4134.06,381.25,26.0,2213.62,0.0,3649.23,175.83,665.0,295.63,2556.0,3.328751879699248,166
221,2019-05-04,4137.93,3839.59,351.88,64.0,1621.08,0.0,3479.76,175.78,353.0,273.13,2154.0,4.59229461756374,167
222,2019-05-05,4542.61,4250.37,831.25,64.0,1590.47,0.0,3495.1,175.57,561.0,586.25,1776.0,2.8350623885918003,168
223,2019-05-06,3650.23,3375.14,1005.0,64.0,1487.84,0.0,3591.49,175.7,446.0,290.0,1487.0,3.335964125560538,169
224,2019-05-07,3761.3,3484.65,1015.63,64.0,1866.17,0.0,3336.64,175.7,599.0,275.63,1723.0,3.115475792988314,170
225,2019-05-08,3647.21,3375.53,1015.0,64.0,1845.76,0.0,3292.07,175.67,600.0,266.88,1618.0,3.0762666666666667,171
226,2019-05-09,3570.64,3304.17,1019.38,64.0,1904.58,0.0,3349.75,175.42,565.0,268.75,1596.0,3.370938053097345,172
227,2019-05-10,3507.79,3244.19,1019.38,64.0,1879.36,0.0,3255.08,175.65,600.0,266.88,1505.0,3.1322666666666663,173
228,2019-05-11,3475.28,3212.89,966.25,64.0,1861.81,0.0,3223.95,175.61,593.0,261.88,1481.0,3.13964586846543,174
229,2019-05-12,3544.02,3274.18,941.88,64.0,1683.44,0.0,3199.99,175.6,583.0,250.0,1481.0,2.8875471698113206,175
230,2019-05-13,3462.33,3197.28,1000.63,64.0,1626.79,0.0,3346.93,175.24,435.0,260.0,1469.0,3.7397471264367814,176
231,2019-05-14,3532.72,3263.2,976.88,64.0,1689.29,113.64,3243.23,175.28,517.0,246.88,1535.0,3.2674854932301742,177
232,2019-05-15,3444.72,3180.82,1001.25,64.0,1710.42,31.91,3142.61,175.57,585.0,252.5,1405.0,2.923794871794872,178
233,2019-05-16,3400.48,3137.9,978.75,64.0,1702.36,54.8,3129.6,175.56,549.0,237.5,1415.0,3.100837887067395,179
234,2019-05-17,3406.62,3143.68,1031.25,64.0,1637.33,159.69,3091.01,175.54,583.0,258.13,1335.0,2.8084562607204115,180
235,2019-05-18,3403.32,3139.8,1031.25,64.0,1587.74,329.56,3094.88,175.53,579.0,264.38,1307.0,2.742210708117444,181
236,2019-05-19,3383.04,3120.2,1021.25,64.0,1579.0,328.42,3080.98,175.52,562.0,259.38,1306.0,2.8096085409252667,182
237,2019-05-20,3418.71,3153.9,1016.25,64.0,1567.55,352.96,3067.98,175.5,492.0,261.25,1381.0,3.1860772357723577,183
238,2019-05-21,3374.4,3112.09,1011.88,64.0,1558.95,314.37,3134.95,175.38,548.0,263.13,1291.0,2.844799270072993,184
239,2019-05-22,3377.74,3114.75,1006.88,64.0,1553.75,321.32,3282.83,175.0,492.0,256.25,1345.0,3.158028455284553,185
240,2019-05-23,4116.78,3842.62,928.75,0.0,1179.49,246.74,3113.75,175.51,268.0,641.25,1166.0,4.401082089552239,186
241,2019-05-24,3289.03,3028.19,1014.38,0.0,1378.53,259.36,3042.7,175.47,421.0,252.5,1227.0,3.274418052256532,187
242,2019-05-25,3375.43,3112.13,1022.5,0.0,1462.21,252.46,3048.99,175.44,537.0,271.25,1229.0,2.7229236499068903,188
243,2019-05-26,3295.89,3036.49,920.0,0.0,1546.48,103.07,3014.07,175.15,544.0,235.63,1253.0,2.842794117647059,189
244,2019-05-27,3276.09,3019.3,883.13,0.0,1566.22,9.68,2993.55,175.42,556.0,246.25,1216.0,2.8169424460431656,190
245,2019-05-28,3280.29,3021.66,988.75,64.0,1511.77,211.86,2983.55,175.41,559.0,247.5,1199.0,2.704418604651163,191
246,2019-05-29,3250.25,2992.47,985.63,64.0,1496.12,264.44,2972.8,175.4,551.0,240.63,1186.0,2.715281306715063,192
247,2019-05-30,3256.34,2998.77,995.63,64.0,1482.94,341.91,2967.13,175.4,557.0,252.5,1162.0,2.662369838420108,193
248,2019-05-31,3217.06,2960.47,975.63,64.0,1468.26,348.14,2959.88,175.39,513.0,237.5,1182.0,2.8621052631578947,194
249,2019-06-01,3291.13,3032.39,1009.38,64.0,1356.83,287.93,2990.12,175.3,476.0,286.25,1119.0,2.8504831932773107,195
250,2019-06-02,3203.97,2948.92,972.5,64.0,1477.17,259.43,2989.1,175.38,513.0,241.25,1166.0,2.8794736842105264,196
251,2019-06-03,3212.1,2955.88,968.75,64.0,1445.1,263.24,2942.73,175.37,500.0,240.63,1166.0,2.8901999999999997,197
252,2019-06-04,3183.77,2928.6,965.63,64.0,1440.56,264.65,2934.16,175.36,498.0,233.13,1155.0,2.8926907630522085,198
253,2019-06-05,3180.41,2925.92,967.5,64.0,1423.95,264.69,2924.8,175.35,486.0,241.25,1138.0,2.9299382716049385,199
254,2019-06-06,3176.79,2922.31,964.38,64.0,1417.96,299.68,2914.63,175.33,481.0,240.63,1138.0,2.947941787941788,200
255,2019-06-07,3173.0,2918.78,971.87,64.0,1409.25,348.06,2908.51,175.32,479.0,243.75,1128.0,2.9420668058455113,201
256,2019-06-08,3181.49,2926.84,969.38,64.0,1393.39,400.03,2903.75,175.32,475.0,249.38,1121.0,2.9334526315789478,202
257,2019-06-09,3188.08,2933.51,968.13,64.0,1389.26,390.52,2897.18,175.31,475.0,255.63,1113.0,2.924757894736842,203
258,2019-06-10,3170.47,2915.1,960.62,64.0,1353.89,400.26,2892.75,175.3,470.0,242.5,1105.0,2.880617021276596,204
259,2019-06-11,3223.63,2967.51,961.25,64.0,1357.1,418.78,2885.49,175.29,465.0,270.63,1105.0,2.918494623655914,205
260,2019-06-12,3128.37,2874.54,959.38,64.0,1351.54,425.19,2880.67,175.28,465.0,230.63,1096.0,2.9065376344086022,206
261,2019-06-13,3135.49,2881.15,955.63,64.0,1335.99,424.96,2873.44,175.27,464.0,233.13,1088.0,2.879288793103448,207
262,2019-06-14,3114.19,2860.28,951.88,64.0,1328.29,424.98,2866.72,175.26,461.0,225.0,1084.0,2.8813232104121473,208
263,2019-06-15,3161.65,2903.67,958.13,64.0,1264.28,404.41,2872.18,175.24,459.0,228.75,1076.0,2.7544226579520696,209
264,2019-06-16,3115.25,2861.61,960.62,64.0,1315.48,409.02,2858.09,175.25,452.0,230.63,1074.0,2.910353982300885,210
265,2019-06-17,3099.29,2847.46,960.0,64.0,1330.07,395.12,2847.71,175.23,455.0,235.0,1060.0,2.923230769230769,211
266,2019-06-18,3102.82,2849.69,958.75,64.0,1303.9,420.55,2841.78,175.23,448.0,230.0,1062.0,2.9104910714285714,212
267,2019-06-19,3104.42,2850.73,956.88,64.0,1296.44,425.0,2835.98,175.22,464.0,228.13,1050.0,2.794051724137931,213
268,2019-06-20,3140.52,2885.31,956.25,64.0,1291.49,424.98,2827.52,175.21,468.0,238.13,1054.0,2.759594017094017,214
269,2019-06-21,3092.55,2840.24,958.13,64.0,1309.67,406.0,2821.61,175.2,469.0,231.25,1039.0,2.7924733475479746,215
270,2019-06-22,2927.42,2668.52,978.75,64.0,890.98,149.56,3124.9,173.79,314.0,247.5,735.0,2.837515923566879,216
