,Date,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Measured BHP,Measured BHT,Oil Rate,Tubing Pressure,Water Rate,GOR,Days Since IP,Days Since IP Sum,DaysOn
0,2018-09-23,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0
1,2018-09-24,7750.1,,3930.0,25.0,1011.0,0.0,0.0,0.0,436.0,0.0,518.0,2.3188073394495414,1 days 00:00:00.000000000,1,1
2,2018-09-25,7972.0,,3930.0,25.0,3758.37,0.0,0.0,0.0,1470.0,0.0,2918.0,2.5567142857142855,1 days 00:00:00.000000000,2,2
3,2018-09-26,7947.05,,3839.0,28.0,3397.12,0.0,0.0,0.0,1376.0,0.0,2860.0,2.4688372093023254,1 days 00:00:00.000000000,3,3
4,2018-09-27,7630.15,,3515.0,35.0,4175.96,0.0,0.0,0.0,1684.0,0.0,3570.0,2.4797862232779098,1 days 00:00:00.000000000,4,4
5,2018-09-28,7466.37,,3373.0,42.0,4797.87,0.0,0.0,0.0,1916.0,0.0,3975.0,2.50410751565762,1 days 00:00:00.000000000,5,5
6,2018-09-29,7170.52,,3061.0,52.0,7939.39,0.0,0.0,0.0,3027.0,0.0,6263.0,2.6228576148001324,1 days 00:00:00.000000000,6,6
7,2018-09-30,7028.35,,2821.0,57.0,8585.28,0.0,0.0,0.0,3506.0,0.0,7257.0,2.4487393040502,1 days 00:00:00.000000000,7,7
8,2018-10-01,7057.98,,2821.0,57.0,9514.97,0.0,0.0,0.0,3807.0,0.0,8027.0,2.4993354347255057,1 days 00:00:00.000000000,8,8
9,2018-10-02,7054.77,,2821.0,57.0,9524.85,0.0,0.0,0.0,3680.0,0.0,8084.0,2.5882744565217393,1 days 00:00:00.000000000,9,9
10,2018-10-03,6374.87,,2200.0,64.0,10244.41,0.0,0.0,0.0,3884.0,0.0,8233.0,2.6375926879505665,1 days 00:00:00.000000000,10,10
11,2018-10-04,6134.53,,1975.0,64.0,10992.37,0.0,0.0,0.0,4075.0,0.0,8675.0,2.697514110429448,1 days 00:00:00.000000000,11,11
12,2018-10-05,6623.58,,2427.0,49.0,10002.98,0.0,0.0,0.0,3738.0,0.0,8208.0,2.6760246120920277,1 days 00:00:00.000000000,12,12
13,2018-10-06,6434.95,,2249.0,57.0,9924.92,0.0,0.0,0.0,3213.0,0.0,8488.0,3.088988484282602,1 days 00:00:00.000000000,13,13
14,2018-10-07,5935.55,,1790.0,64.0,10688.26,0.0,0.0,0.0,3936.0,0.0,8665.0,2.7155132113821137,1 days 00:00:00.000000000,14,14
15,2018-10-08,5909.24,,1780.0,64.0,10963.7,0.0,0.0,0.0,4135.0,0.0,8596.0,2.6514389359129384,1 days 00:00:00.000000000,15,15
16,2018-10-09,5924.74,,1780.0,64.0,11220.49,0.0,0.0,0.0,4266.0,0.0,8803.0,2.630213314580403,1 days 00:00:00.000000000,16,16
17,2018-10-10,5817.96,,1697.0,64.0,11087.84,0.0,0.0,0.0,4225.0,0.0,8671.0,2.624340828402367,1 days 00:00:00.000000000,17,17
18,2018-10-11,5777.86,,1666.0,64.0,10848.91,0.0,0.0,0.0,4163.0,0.0,8535.0,2.6060317079029547,1 days 00:00:00.000000000,18,18
19,2018-10-12,5740.37,,1640.0,64.0,10549.81,0.0,0.0,0.0,4060.0,0.0,8354.0,2.5984753694581277,1 days 00:00:00.000000000,19,19
20,2018-10-13,5716.73,,1623.0,64.0,10204.93,0.0,0.0,0.0,3957.0,0.0,8164.0,2.5789562800101087,1 days 00:00:00.000000000,20,20
21,2018-10-14,5681.24,,1602.0,64.0,9855.51,0.0,0.0,0.0,3788.0,0.0,7955.0,2.601771383315734,1 days 00:00:00.000000000,21,21
22,2018-10-15,5648.05,,1563.0,64.0,9641.42,0.0,0.0,0.0,3765.0,0.0,7929.0,2.560802124833997,1 days 00:00:00.000000000,22,22
23,2018-10-16,5633.12,,1563.0,64.0,9573.52,0.0,0.0,0.0,3693.0,0.0,7818.0,2.592342269157866,1 days 00:00:00.000000000,23,23
24,2018-10-17,5628.83,,1563.0,64.0,9121.43,0.0,0.0,0.0,3525.0,0.0,7560.0,2.587639716312057,1 days 00:00:00.000000000,24,24
25,2018-10-18,5559.23,,1517.0,64.0,9460.35,0.0,0.0,0.0,3647.0,0.0,7643.0,2.59400877433507,1 days 00:00:00.000000000,25,25
26,2018-10-19,5506.09,,1493.0,64.0,9509.24,0.0,0.0,0.0,3648.0,0.0,7518.0,2.606699561403509,1 days 00:00:00.000000000,26,26
27,2018-10-20,5472.29,,1466.0,64.0,9311.21,0.0,0.0,0.0,3583.0,0.0,7421.0,2.5987189506000554,1 days 00:00:00.000000000,27,27
28,2018-10-21,5430.06,,1433.0,64.0,9138.85,0.0,0.0,0.0,3512.0,0.0,7345.0,2.6021782460136675,1 days 00:00:00.000000000,28,28
29,2018-10-22,5408.26,,1420.0,64.0,8996.85,0.0,0.0,0.0,3452.0,0.0,7247.0,2.606271726535342,1 days 00:00:00.000000000,29,29
30,2018-10-23,5381.3,,1420.0,64.0,9064.39,0.0,0.0,0.0,3489.0,0.0,7087.0,2.5979908283175694,1 days 00:00:00.000000000,30,30
31,2018-10-24,5263.89,,1420.0,64.0,9652.08,0.0,0.0,0.0,3787.0,0.0,6510.0,2.548740427779245,1 days 00:00:00.000000000,31,31
32,2018-10-25,5172.93,,1376.0,64.0,9508.68,0.0,0.0,0.0,3712.0,0.0,6266.0,2.561605603448276,1 days 00:00:00.000000000,32,32
33,2018-10-26,5039.62,,1282.0,64.0,8737.82,0.0,0.0,0.0,3459.0,0.0,5895.0,2.526111592945938,1 days 00:00:00.000000000,33,33
34,2018-10-27,5241.7,,1420.0,64.0,8721.41,0.0,0.0,0.0,3487.0,0.0,5920.0,2.5011213077143677,1 days 00:00:00.000000000,34,34
35,2018-10-28,5052.28,,1282.0,64.0,8394.95,0.0,0.0,0.0,3385.0,0.0,5768.0,2.4800443131462337,1 days 00:00:00.000000000,35,35
36,2018-10-29,4993.34,,1240.0,64.0,8135.14,0.0,0.0,0.0,3295.0,0.0,5648.0,2.4689347496206375,1 days 00:00:00.000000000,36,36
37,2018-10-30,5278.74,,1450.0,64.0,7844.52,0.0,0.0,0.0,3243.0,0.0,5403.0,2.41890841813136,1 days 00:00:00.000000000,37,37
38,2018-10-31,4887.26,,1171.0,64.0,6481.07,0.0,0.0,0.0,2644.0,0.0,4752.0,2.451236762481089,1 days 00:00:00.000000000,38,38
39,2018-11-01,4860.54,,1148.0,64.0,7617.18,0.0,0.0,0.0,3067.0,0.0,5444.0,2.483593087707858,1 days 00:00:00.000000000,39,39
40,2018-11-02,4815.07,,1124.0,64.0,7497.89,0.0,0.0,0.0,3028.0,0.0,5336.0,2.476185601056803,1 days 00:00:00.000000000,40,40
41,2018-11-03,5350.13,,1499.0,64.0,7369.74,0.0,0.0,0.0,2980.0,0.0,5248.0,2.4730671140939595,1 days 00:00:00.000000000,41,41
42,2018-11-04,4758.15,,1095.0,64.0,7254.31,0.0,0.0,0.0,2936.0,0.0,5151.0,2.4708140326975476,1 days 00:00:00.000000000,42,42
43,2018-11-05,4725.86,,1088.0,64.0,5852.3,0.0,0.0,0.0,2368.0,0.0,4267.0,2.471410472972973,1 days 00:00:00.000000000,43,43
44,2018-11-06,4691.84,,1059.0,64.0,7323.75,0.0,0.0,0.0,2939.0,0.0,5169.0,2.4919190200748553,1 days 00:00:00.000000000,44,44
45,2018-11-07,4635.7,,1035.0,64.0,7178.33,0.0,0.0,0.0,3107.0,0.0,4834.0,2.3103733504988733,1 days 00:00:00.000000000,45,45
46,2018-11-08,4627.95,,1028.0,64.0,6068.88,0.0,0.0,0.0,2452.0,0.0,4413.0,2.475073409461664,1 days 00:00:00.000000000,46,46
47,2018-11-09,4749.95,,1106.0,59.0,6992.47,0.0,0.0,0.0,2859.0,0.0,4860.0,2.4457747464148305,1 days 00:00:00.000000000,47,47
48,2018-11-10,4814.58,,1106.0,59.0,4190.97,0.0,0.0,0.0,1783.0,0.0,3321.0,2.35051598429613,1 days 00:00:00.000000000,48,48
49,2018-11-11,4740.38,,1003.0,64.0,5319.95,0.0,0.0,0.0,2437.0,0.0,4381.0,2.1829913828477636,1 days 00:00:00.000000000,49,49
50,2018-11-12,4604.73,,931.0,64.0,6018.4,0.0,0.0,0.0,2600.0,0.0,4914.0,2.3147692307692305,1 days 00:00:00.000000000,50,50
51,2018-11-13,4570.94,,926.0,64.0,5863.94,0.0,0.0,0.0,2776.0,0.0,4496.0,2.1123703170028816,1 days 00:00:00.000000000,51,51
52,2018-11-14,4571.73,,921.0,64.0,5712.36,0.0,0.0,0.0,2556.0,0.0,4575.0,2.234882629107981,1 days 00:00:00.000000000,52,52
53,2018-11-15,4511.45,,908.0,64.0,5687.34,0.0,0.0,0.0,2442.0,0.0,4485.0,2.328968058968059,1 days 00:00:00.000000000,53,53
54,2018-11-16,4502.16,,923.0,64.0,4268.61,0.0,0.0,0.0,1939.0,0.0,3295.0,2.2014492006188755,1 days 00:00:00.000000000,54,54
55,2018-11-17,4510.62,,892.0,64.0,5605.36,0.0,0.0,0.0,2495.0,0.0,4483.0,2.246637274549098,1 days 00:00:00.000000000,55,55
56,2018-11-18,4397.67,,863.0,64.0,5594.42,0.0,0.0,0.0,2492.0,0.0,4233.0,2.244951845906902,1 days 00:00:00.000000000,56,56
57,2018-11-19,4418.43,,874.0,64.0,5356.88,0.0,0.0,0.0,2381.0,0.0,4086.0,2.2498446031079378,1 days 00:00:00.000000000,57,57
58,2018-11-20,4384.57,,850.0,64.0,5437.92,0.0,0.0,0.0,2425.0,0.0,4184.0,2.242441237113402,1 days 00:00:00.000000000,58,58
59,2018-11-21,4440.35,,844.0,64.0,5073.07,0.0,0.0,0.0,2386.0,0.0,4105.0,2.126181894383906,1 days 00:00:00.000000000,59,59
60,2018-11-22,4572.61,,836.0,64.0,5041.84,0.0,0.0,0.0,2224.0,0.0,4841.0,2.267014388489209,1 days 00:00:00.000000000,60,60
61,2018-11-23,4316.01,,816.0,51.0,4995.22,0.0,0.0,0.0,2280.0,809.0,3909.0,2.190885964912281,1 days 00:00:00.000000000,61,61
62,2018-11-24,4279.7,,805.0,53.0,5108.23,0.0,0.0,0.0,2285.0,0.0,3917.0,2.235549234135667,1 days 00:00:00.000000000,62,62
63,2018-11-25,4249.46,,793.0,53.0,5045.51,0.0,0.0,0.0,2252.0,0.0,3865.0,2.2404573712255775,1 days 00:00:00.000000000,63,63
64,2018-11-26,4214.4,,783.0,53.0,5017.71,0.0,0.0,0.0,2219.0,0.0,3815.0,2.261248310049572,1 days 00:00:00.000000000,64,64
65,2018-11-27,4180.32,,773.0,53.0,4997.66,0.0,0.0,0.0,2193.0,0.0,3776.0,2.2789147286821705,1 days 00:00:00.000000000,65,65
66,2018-11-28,4208.81,,761.0,53.0,4762.47,0.0,0.0,0.0,2167.0,0.0,3740.0,2.19772496538994,1 days 00:00:00.000000000,66,66
67,2018-11-29,4177.32,,755.0,53.0,4766.24,0.0,0.0,0.0,2151.0,0.0,3694.0,2.21582519758252,1 days 00:00:00.000000000,67,67
68,2018-11-30,4159.38,,748.0,53.0,4662.27,0.0,0.0,0.0,2093.0,0.0,3630.0,2.227553750597229,1 days 00:00:00.000000000,68,68
69,2018-12-01,4138.62,,742.0,64.0,4676.85,0.0,0.0,0.0,2100.0,0.0,3614.0,2.2270714285714286,1 days 00:00:00.000000000,69,69
70,2018-12-02,4106.3,,731.0,64.0,4641.91,0.0,0.0,0.0,2077.0,0.0,3572.0,2.2349109292248435,1 days 00:00:00.000000000,70,70
71,2018-12-03,4097.62,,725.0,64.0,4589.11,0.0,0.0,0.0,2072.0,0.0,3536.0,2.2148214285714283,1 days 00:00:00.000000000,71,71
72,2018-12-04,4071.57,,717.0,64.0,4558.15,0.0,0.0,0.0,2050.0,0.0,3501.0,2.2234878048780486,1 days 00:00:00.000000000,72,72
73,2018-12-05,4078.22,,708.0,64.0,4418.01,0.0,0.0,0.0,2026.0,0.0,3458.0,2.1806564659427443,1 days 00:00:00.000000000,73,73
74,2018-12-06,4331.76,,810.0,64.0,3389.63,0.0,0.0,0.0,1556.0,0.0,2792.0,2.1784254498714652,1 days 00:00:00.000000000,74,74
75,2018-12-07,5706.44,,1708.0,64.0,3480.25,0.0,0.0,0.0,1458.0,0.0,3006.0,2.387002743484225,1 days 00:00:00.000000000,75,75
76,2018-12-08,5854.59,,1765.0,64.0,2665.61,0.0,0.0,0.0,1092.0,0.0,2565.0,2.4410347985347984,1 days 00:00:00.000000000,76,76
77,2018-12-09,4183.29,,717.0,64.0,3506.14,0.0,0.0,0.0,1625.0,0.0,3023.0,2.1576246153846155,1 days 00:00:00.000000000,77,77
78,2018-12-10,4709.23,,1007.0,28.0,3061.97,0.0,0.0,0.0,1340.0,0.0,2604.0,2.28505223880597,1 days 00:00:00.000000000,78,78
79,2018-12-11,4304.81,,726.0,64.0,2843.75,0.0,0.0,0.0,1301.0,0.0,2742.0,2.1858186010760954,1 days 00:00:00.000000000,79,79
80,2018-12-12,4731.93,,1057.0,64.0,3607.41,0.0,0.0,0.0,1610.0,0.0,2822.0,2.2406273291925465,1 days 00:00:00.000000000,80,80
81,2018-12-13,4931.17,,1086.0,64.0,2781.98,0.0,0.0,0.0,1330.0,0.0,2521.0,2.0917142857142856,1 days 00:00:00.000000000,81,81
82,2018-12-14,3987.46,,697.0,64.0,3285.3,0.0,0.0,0.0,1470.0,0.0,2529.0,2.2348979591836735,1 days 00:00:00.000000000,82,82
83,2018-12-15,4015.26,,710.0,64.0,4057.88,0.0,0.0,0.0,1885.0,0.0,2993.0,2.1527214854111407,1 days 00:00:00.000000000,83,83
84,2018-12-16,3884.56,,694.0,64.0,4651.33,0.0,0.0,0.0,2090.0,0.0,3161.0,2.225516746411483,1 days 00:00:00.000000000,84,84
85,2018-12-17,3808.32,,653.0,64.0,4274.29,0.0,0.0,0.0,1826.0,0.0,3106.0,2.3407940854326394,1 days 00:00:00.000000000,85,85
86,2018-12-18,5025.4,,1270.0,64.0,3871.87,0.0,0.0,0.0,1787.0,0.0,2832.0,2.1666871852266367,1 days 00:00:00.000000000,86,86
87,2018-12-19,3780.76,,636.0,64.0,3881.38,0.0,0.0,0.0,1799.0,0.0,2756.0,2.157520844913841,1 days 00:00:00.000000000,87,87
88,2018-12-20,4612.89,,1011.0,35.0,3397.39,0.0,0.0,0.0,1451.0,0.0,2608.0,2.3414128187456926,1 days 00:00:00.000000000,88,88
89,2018-12-21,5540.66,,1571.0,35.0,1447.97,0.0,0.0,0.0,681.0,0.0,1176.0,2.1262408223201175,1 days 00:00:00.000000000,89,89
90,2018-12-22,4798.44,,1022.0,28.0,444.04,0.0,0.0,0.0,292.0,0.0,186.0,1.5206849315068494,1 days 00:00:00.000000000,90,90
91,2018-12-23,4544.21,,861.0,28.0,2265.82,0.0,0.0,0.0,1104.0,0.0,2050.0,2.0523731884057974,1 days 00:00:00.000000000,91,91
92,2018-12-24,4600.98,,981.0,57.0,2487.06,0.0,0.0,0.0,1232.0,0.0,1862.0,2.0187175324675324,1 days 00:00:00.000000000,92,92
93,2018-12-25,6027.29,,2005.0,57.0,1945.47,0.0,0.0,0.0,924.0,0.0,1547.0,2.105487012987013,1 days 00:00:00.000000000,93,93
94,2018-12-26,4597.52,,920.0,42.0,1689.29,0.0,0.0,0.0,844.0,0.0,1403.0,2.0015284360189574,1 days 00:00:00.000000000,94,94
95,2018-12-27,3756.93,,640.0,64.0,4024.98,0.0,0.0,0.0,1837.0,0.0,2789.0,2.1910615133369626,1 days 00:00:00.000000000,95,95
96,2018-12-28,3570.85,,601.0,64.0,4604.79,0.0,0.0,0.0,2112.0,0.0,2907.0,2.1802982954545453,1 days 00:00:00.000000000,96,96
97,2018-12-29,3512.08,,579.0,64.0,4344.35,0.0,0.0,0.0,2011.0,0.0,2757.0,2.160293386374938,1 days 00:00:00.000000000,97,97
98,2018-12-30,3493.55,,563.0,64.0,4141.54,0.0,0.0,0.0,1891.0,0.0,2739.0,2.1901322051824432,1 days 00:00:00.000000000,98,98
99,2018-12-31,3465.98,,549.0,64.0,4008.5,0.0,0.0,0.0,1864.0,0.0,2660.0,2.150482832618026,1 days 00:00:00.000000000,99,99
100,2019-01-01,3441.37,,539.0,64.0,3917.55,0.0,0.0,0.0,1908.0,0.0,2534.0,2.0532232704402515,1 days 00:00:00.000000000,100,100
101,2019-01-02,3391.47,,530.0,64.0,3864.6,0.0,0.0,0.0,1863.0,0.0,2472.0,2.0743961352657005,1 days 00:00:00.000000000,101,101
102,2019-01-03,3352.05,,507.0,64.0,3556.4,0.0,0.0,0.0,1769.0,0.0,2309.0,2.0104013566987,1 days 00:00:00.000000000,102,102
103,2019-01-04,3949.41,,710.0,64.0,3089.24,0.0,0.0,0.0,1494.0,0.0,2130.0,2.067764390896921,1 days 00:00:00.000000000,103,103
104,2019-01-05,4615.28,,897.0,40.0,940.77,0.0,0.0,0.0,696.0,0.0,578.0,1.3516810344827586,1 days 00:00:00.000000000,104,104
105,2019-01-06,4566.0,,771.0,44.0,1419.23,0.0,0.0,0.0,720.0,0.0,1527.0,1.9711527777777778,1 days 00:00:00.000000000,105,105
106,2019-01-07,4481.59,,776.0,47.0,1705.93,0.0,0.0,0.0,802.0,0.0,1739.0,2.1270947630922694,1 days 00:00:00.000000000,106,106
107,2019-01-08,4371.24,,765.0,47.0,2011.02,0.0,0.0,0.0,906.0,0.0,1924.0,2.2196688741721853,1 days 00:00:00.000000000,107,107
108,2019-01-09,4321.2,,766.0,52.0,2077.15,0.0,0.0,0.0,1070.0,0.0,1765.0,1.9412616822429907,1 days 00:00:00.000000000,108,108
109,2019-01-10,4292.92,,765.0,52.0,2103.91,0.0,0.0,0.0,1077.0,0.0,1747.0,1.9534911792014855,1 days 00:00:00.000000000,109,109
110,2019-01-11,4293.28,,771.0,52.0,2108.2,0.0,0.0,0.0,1094.0,0.0,1713.0,1.9270566727605116,1 days 00:00:00.000000000,110,110
111,2019-01-12,4242.99,,770.0,52.0,2188.59,0.0,0.0,0.0,1127.0,0.0,1701.0,1.9419609582963622,1 days 00:00:00.000000000,111,111
112,2019-01-13,4246.61,,763.0,52.0,2127.66,0.0,0.0,0.0,1128.0,0.0,1656.0,1.886223404255319,1 days 00:00:00.000000000,112,112
113,2019-01-14,4229.88,,760.0,52.0,2118.24,0.0,0.0,0.0,1181.0,0.0,1576.0,1.7935986452159185,1 days 00:00:00.000000000,113,113
114,2019-01-15,4224.56,,758.0,52.0,2112.6,0.0,0.0,0.0,1098.0,0.0,1645.0,1.9240437158469945,1 days 00:00:00.000000000,114,114
115,2019-01-16,6032.58,,1988.0,52.0,1451.37,0.0,0.0,0.0,760.0,0.0,1132.0,1.9096973684210525,1 days 00:00:00.000000000,115,115
116,2019-01-17,6125.7,,1988.0,52.0,0.39,0.0,0.0,0.0,46.0,0.0,0.0,0.008478260869565218,1 days 00:00:00.000000000,116,116
117,2019-01-18,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,117,117
118,2019-01-19,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,118,118
119,2019-01-20,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,119,119
120,2019-01-21,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,120,120
121,2019-01-22,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,121,121
122,2019-01-23,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,122,122
123,2019-01-24,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,123,123
124,2019-01-25,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,124,124
125,2019-01-26,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,125,125
126,2019-01-27,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,126,126
127,2019-01-28,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,127,127
128,2019-01-29,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,128,128
129,2019-01-30,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,129,129
130,2019-01-31,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,130,130
131,2019-02-01,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,131,131
132,2019-02-02,0.0,,1988.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1 days 00:00:00.000000000,132,132
