,Date,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Measured BHP,Measured BHT,Oil Rate,Tubing Pressure,Water Rate,Cum Oil,Mat Bal Time,Delta P,Rate N,Cum Water,Cum Liquid,Rate P
0,2018-08-21,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
1,2018-08-22,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
2,2018-08-23,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
3,2018-08-24,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
4,2018-08-25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
5,2018-08-26,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
6,2018-08-27,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,inf
7,2018-08-28,8852.49,,4151.0,13.0,501.0,0.0,0.0,0.0,215.0,0.0,761.0,215.0,1.0,1133.3986719999994,0.9563845528216282,761.0,976.0,245.26004049836052
8,2018-08-29,8863.5,,4090.0,16.0,1351.67,0.0,0.0,0.0,545.52,4115.0,2735.98,760.52,1.3941193723419856,1122.3886719999991,3.2506191183754334,3496.98,4257.5,72.23784474368425
9,2018-08-30,8669.07,,4021.0,26.0,2645.0,0.0,0.0,0.0,1036.0,4014.0,4712.0,1796.52,1.7340926640926642,1316.8186719999994,4.774363958037426,8208.98,10005.5,48.38415162254695
10,2018-08-31,8447.99,,3865.0,34.0,2965.0,0.0,0.0,0.0,1055.0,0.0,4837.0,2851.52,2.702862559241706,1537.8986719999994,4.134707826611742,13045.98,15897.5,55.126306776374726
11,2018-09-01,9267.4,,4624.0,32.0,2585.0,0.0,0.0,0.0,945.0,0.0,4462.0,3796.52,4.017481481481481,718.4886719999995,8.9283355350066,17507.98,21304.5,28.064510361827246
12,2018-09-02,8690.88,,3861.0,34.0,776.0,0.0,0.0,0.0,309.0,0.0,1703.0,4105.52,13.286472491909386,1295.008672,1.702026866984738,19210.98,23316.5,135.9372920111332
13,2018-09-03,9150.82,,4536.0,37.0,4694.06,0.0,0.0,0.0,1733.0,0.0,7255.0,5838.52,3.3690248124639357,835.0686719999994,12.445650668808325,26465.98,32304.5,19.6224414248331
14,2018-09-04,8603.72,,3862.0,35.0,1467.17,0.0,0.0,0.0,611.0,0.0,2981.0,6449.52,10.55567921440262,1382.1686719999998,2.829950838270514,29446.98,35896.5,81.26782392160355
