,Date,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate,Cum Oil,Mat Bal Time,Delta P,Rate N,Cum Water,Cum Liquid,Rate P
0,2018-11-12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,inf
1,2018-11-13,7197.49,,2421.0,28.0,344.33,0.0,188.0,0.0,595.0,188.0,1.0,2788.3986719999994,2.2338877635445478,595.0,783.0,742.7182976147125
2,2018-11-14,6841.8,,2421.0,28.0,1266.38,0.0,634.0,0.0,1764.0,822.0,1.2965299684542586,3144.088671999999,3.39563862928349,2359.0,3181.0,273.4491799133944
3,2018-11-15,6775.44,,2543.0,38.0,3606.23,0.0,1605.0,0.0,4424.0,2427.0,1.5121495327102803,3210.4486719999995,7.803924614269437,6783.0,9210.0,111.05841350677059
4,2018-11-16,6747.91,,2520.0,48.0,3462.61,0.0,1485.0,0.0,4244.0,3912.0,2.6343434343434344,3237.9786719999993,7.160444449999374,11027.0,14939.0,117.8762143187851
5,2018-11-17,6703.41,,2489.0,48.0,5381.22,0.0,2204.0,0.0,6636.0,6116.0,2.7749546279491835,3282.4786719999993,10.466616938396143,17663.0,23779.0,77.44273210772849
6,2018-11-18,0.0,,2708.0,31.0,0.0,0.0,0.0,0.0,0.0,6116.0,inf,9985.888672,0.0,17663.0,23779.0,inf
7,2018-11-19,6241.7,,2090.0,34.0,4484.63,0.0,1902.0,0.0,5240.0,8018.0,4.215562565720295,3744.1886719999993,5.467350532037051,22903.0,30921.0,109.33743901320638
8,2018-11-20,6618.71,,2425.0,52.0,5760.93,0.0,2423.0,0.0,6904.0,10441.0,4.309120924473793,3367.178671999999,10.036694680885407,29807.0,40248.0,75.29310430281117
9,2018-11-21,6233.8,,2026.0,55.0,6600.11,0.0,2818.0,0.0,8337.0,13259.0,4.7051100070972325,3752.088671999999,8.488053568711004,38144.0,51403.0,70.15110833100132
10,2018-11-22,5941.29,,1764.0,64.0,6889.92,0.0,2887.0,0.0,8741.0,16146.0,5.592656737097333,4044.598671999999,7.237149205519353,46885.0,63031.0,72.54398856487099
11,2018-11-23,5978.14,,1764.0,47.0,8229.09,0.0,3299.0,0.0,10836.0,19445.0,5.894210366777812,4007.748671999999,9.003987616730155,57721.0,77166.0,59.13378585301166
12,2018-11-24,5656.54,,1547.0,64.0,8154.46,0.0,3236.0,0.0,9974.0,22681.0,7.008961681087762,4329.348671999999,6.984022924090385,67695.0,90376.0,68.35192725452838
13,2018-11-25,5741.52,,1593.0,64.0,8775.35,0.0,3551.0,0.0,10960.0,26232.0,7.387214869050972,4244.368671999999,8.032748771090741,78655.0,104887.0,61.00237959012609
14,2018-11-26,5570.39,,1462.0,64.0,8499.52,0.0,3513.0,0.0,10490.0,29745.0,8.467122117847993,4415.498671999999,7.080769211320737,89145.0,118890.0,65.76422216898663
15,2018-11-27,5507.74,,1416.0,64.0,8467.21,0.0,3522.0,0.0,10388.0,33267.0,9.445485519591141,4478.148671999999,6.817758520972816,99533.0,132800.0,67.14325571763622
16,2018-11-28,5483.45,,1416.0,64.0,8261.08,0.0,3351.0,0.0,9942.0,36618.0,10.927484333034915,4502.438671999999,6.438691240221839,109475.0,146093.0,70.64083423097269
17,2018-11-29,5488.92,,1419.0,64.0,8394.24,0.0,3449.0,0.0,10071.0,40067.0,11.616990432009278,4496.968671999999,6.566039201973697,119546.0,159613.0,69.37039838996449
18,2018-11-30,5362.79,,1414.0,64.0,6836.09,0.0,2813.0,0.0,7242.0,42880.0,15.243512264486313,4623.098671999999,4.601388424911107,126788.0,169668.0,95.89194023195623
19,2018-12-01,5541.29,,1419.0,64.0,8008.55,0.0,3449.0,0.0,10161.0,46329.0,13.432589156277182,4444.598671999999,6.782245566125648,136949.0,183278.0,68.10914761442467
