,Date,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate,Cum Oil,Mat Bal Time,Delta P,Rate N,Cum Water,Cum Liquid,Rate P
0,2018-12-03,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
1,2018-12-04,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
2,2018-12-05,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
3,2018-12-06,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
4,2018-12-07,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
5,2018-12-08,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
6,2018-12-09,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
7,2018-12-10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
8,2018-12-11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,inf
9,2018-12-12,7702.71,,3118.0,25.0,510.65,0.0,247.0,0.0,666.0,247.0,1.0,2283.178671999999,0.35485420300084153,666.0,913.0,524.8560127922891
10,2018-12-13,6714.71,,2867.0,25.0,3913.86,0.0,1977.0,0.0,2218.0,2224.0,1.1249367728882145,3271.178671999999,1.178077041610462,2884.0,5108.0,163.66030504871512
11,2018-12-14,6441.51,,2596.0,37.0,4890.66,0.0,2269.0,0.0,2880.0,4493.0,1.98016747465844,3544.378671999999,1.3429531238208574,5764.0,10257.0,144.47352800142937
