,Date,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate,Cum Oil,Mat Bal Time,Delta P,Rate N,Cum Water,Cum Liquid,Rate P
0,2018-11-14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
1,2018-11-15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
2,2018-11-16,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
3,2018-11-17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
4,2018-11-18,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,inf
5,2018-11-19,8407.14,,3596.0,28.0,579.49,0.0,156.0,0.0,940.0,156.0,1.0,1578.7486719999997,0.7476839534471229,940.0,1096.0,296.6203709290511
6,2018-11-20,7465.85,,2971.0,42.0,4299.47,0.0,1328.0,0.0,5578.0,1484.0,1.1174698795180722,2520.0386719999988,2.8689529111189587,6518.0,8002.0,75.14137899482185
7,2018-11-21,7445.22,,2971.0,42.0,3957.05,0.0,1144.0,0.0,5096.0,2628.0,2.297202797202797,2540.668671999999,2.5702493636161434,11614.0,14242.0,83.84206617599997
8,2018-11-22,0.0,,2971.0,42.0,0.0,0.0,0.0,0.0,0.0,2628.0,inf,9985.888672,0.0,11614.0,14242.0,inf
9,2018-11-23,0.0,,2971.0,42.0,0.0,0.0,0.0,0.0,0.0,2628.0,inf,9985.888672,0.0,11614.0,14242.0,inf
10,2018-11-24,7493.82,,2971.0,30.0,2928.6,0.0,751.0,0.0,4107.0,3379.0,4.499334221038615,2492.0686719999994,2.0418799754537273,15721.0,19100.0,105.63334313261423
11,2018-11-25,6906.63,,2373.0,41.0,7090.94,0.0,2106.0,0.0,8840.0,5485.0,2.6044634377967713,3079.258671999999,3.6900319245407687,24561.0,30046.0,57.92809663239903
12,2018-11-26,7327.39,,2907.0,34.0,4405.09,0.0,1324.0,0.0,5257.0,6809.0,5.1427492447129906,2658.498671999999,2.5852349731498543,29818.0,36627.0,83.18462946941798
13,2018-11-27,6556.44,,2094.0,36.0,7239.56,0.0,2232.0,0.0,8492.0,9041.0,4.05062724014337,3429.4486719999995,3.2334708251923674,38310.0,47351.0,65.85155450748228
14,2018-11-28,6589.24,,2127.0,36.0,7702.79,0.0,2231.0,0.0,8904.0,11272.0,5.052442850739578,3396.6486719999994,3.390929909615806,47214.0,58486.0,62.814359635225856
15,2018-11-29,6504.0,,2069.0,36.0,7569.62,0.0,2229.0,0.0,8603.0,13501.0,6.05697622252131,3481.888671999999,3.215197387948946,55817.0,69318.0,66.19188657110782
16,2018-11-30,7155.26,,2718.0,25.0,7849.11,0.0,2319.0,0.0,8507.0,15820.0,6.821905993962915,2830.628671999999,3.98345684281793,64324.0,80144.0,53.84103603715498
17,2018-12-01,6447.76,,2069.0,25.0,3678.79,0.0,1104.0,0.0,4499.0,16924.0,15.329710144927537,3538.128671999999,1.6357977835129802,68823.0,85747.0,130.03238553243617
18,2018-12-02,7129.96,,2662.0,37.0,2984.75,0.0,816.0,0.0,3934.0,17740.0,21.74019607843137,2855.928671999999,1.7316553896406905,72757.0,90497.0,123.80901729226102
19,2018-12-03,6685.93,,2330.0,45.0,4452.95,0.0,1262.0,0.0,5120.0,19002.0,15.057052297939778,3299.958671999999,2.0024662150501875,77877.0,96879.0,106.4756329893826
20,2018-12-04,6264.16,,1896.0,57.0,6888.19,0.0,2039.0,0.0,7703.0,21041.0,10.319274153997057,3721.7286719999993,2.699482382150497,85580.0,106621.0,78.6674572098378
21,2018-12-05,6305.82,,1896.0,62.0,8033.93,0.0,2371.0,0.0,8901.0,23412.0,9.87431463517503,3680.0686719999994,3.1599190396896146,94481.0,117893.0,67.22850789019162
22,2018-12-06,6323.45,,2017.0,57.0,5564.08,0.0,1613.0,0.0,6054.0,25025.0,15.514569125852448,3662.4386719999993,2.159992111676128,100535.0,125560.0,98.36564123362983
23,2018-12-07,6363.38,,2017.0,57.0,6610.67,0.0,1930.0,0.0,7218.0,26955.0,13.966321243523316,3622.508671999999,2.6065499968657577,107753.0,134708.0,81.54208414278966
24,2018-12-08,5797.06,,1578.0,40.0,4027.19,0.0,1130.0,0.0,4550.0,28085.0,24.853982300884955,4188.828671999999,1.3935435752243654,112303.0,140388.0,151.85978875673237
25,2018-12-09,5873.35,,1578.0,40.0,7188.34,0.0,2196.0,0.0,7792.0,30281.0,13.789162112932605,4112.538671999999,2.4972185066193293,120095.0,150376.0,84.78714090290747
26,2018-12-10,6752.55,,2453.0,40.0,5044.99,0.0,1403.0,0.0,5338.0,31684.0,22.58303635067712,3233.338671999999,2.1602653463442776,125433.0,157117.0,98.77007852518021
27,2018-12-11,6753.81,,2453.0,40.0,3582.8,0.0,1072.0,0.0,3858.0,32756.0,30.55597014925373,3232.0786719999987,1.5805385372484526,129291.0,162047.0,134.99992700572815
28,2018-12-12,5450.55,,1212.0,64.0,8084.44,0.0,2422.0,0.0,8900.0,35178.0,14.524360033030554,4535.338671999999,2.5601193908353967,138191.0,173369.0,82.48692274670904
29,2018-12-13,5312.28,,1156.0,64.0,7681.75,0.0,2380.0,0.0,8162.0,37558.0,15.780672268907564,4673.608671999999,2.3114771351891807,146353.0,183911.0,91.29097872682982
30,2018-12-14,5543.94,,1415.0,64.0,5877.19,0.0,1602.0,0.0,6080.0,39160.0,24.444444444444443,4441.9486719999995,1.774519179683349,152433.0,191593.0,119.0687412832908
31,2018-12-15,5572.37,,1427.0,49.0,5814.73,0.0,1703.0,0.0,6033.0,40863.0,23.994715208455666,4413.518671999999,1.7988062214140719,158466.0,199329.0,117.48083828053774
32,2018-12-16,5128.29,,1109.0,64.0,6798.87,0.0,1945.0,0.0,6915.0,42808.0,22.009254498714654,4857.598671999999,1.8673427880734543,165381.0,208189.0,112.89804949641534
33,2018-12-17,0.0,,0.0,64.0,6932.89,0.0,2066.0,0.0,7050.0,44874.0,21.72023233301065,9985.888672,0.9233262432897802,172431.0,217305.0,225.5697888699254
34,2018-12-18,0.0,,0.0,45.0,2350.13,0.0,604.0,0.0,4193.0,45478.0,75.29470198675497,9985.888672,0.48587055606198726,176624.0,222102.0,428.66253811512195
35,2018-12-19,0.0,,0.0,35.0,1528.64,0.0,378.0,0.0,6826.0,45856.0,121.31216931216932,9985.888672,0.7296667679530031,183450.0,229306.0,285.43783944173236
36,2018-12-20,5759.36,,1595.0,35.0,3521.15,0.0,969.0,0.0,3776.0,46825.0,48.323013415892675,4226.5286719999995,1.153479643332912,187226.0,234051.0,183.41976483419177
37,2018-12-21,5620.07,,1438.0,50.0,4761.65,0.0,1387.0,0.0,5275.0,48212.0,34.759913482335975,4365.818671999999,1.5664494830622653,192501.0,240713.0,134.94586924921046
38,2018-12-22,5045.35,,1058.0,64.0,4931.28,0.0,1443.0,0.0,5330.0,49655.0,34.410949410949414,4940.538671999999,1.402960032313859,197831.0,247486.0,150.20754810840688
39,2018-12-23,5565.96,,1426.0,50.0,5438.9,0.0,1565.0,0.0,5699.0,51220.0,32.72843450479233,4419.928671999999,1.6865411047958692,203530.0,254750.0,125.29621587806167
40,2018-12-24,5588.04,,1426.0,40.0,3447.92,0.0,1035.0,0.0,3847.0,52255.0,50.48792270531401,4397.848671999999,1.1393338560920054,207377.0,259632.0,185.49877069607535
41,2018-12-25,5575.36,,1453.0,40.0,3550.42,0.0,996.0,0.0,3796.0,53251.0,53.464859437751,4410.5286719999995,1.1150305749201888,211173.0,264424.0,189.52755929429048
42,2018-12-26,5789.09,,1583.0,40.0,2701.23,0.0,786.0,0.0,3036.0,54037.0,68.74936386768448,4196.798671999999,0.9358678325428328,214209.0,268246.0,226.1132345730612
43,2018-12-27,5655.13,,1496.0,40.0,2755.17,0.0,772.0,0.0,3038.0,54809.0,70.99611398963731,4330.758671999999,0.9032995327025253,217247.0,272056.0,234.06557105990547
44,2018-12-28,5627.4,,1460.0,40.0,3309.7,0.0,920.0,0.0,3719.0,55729.0,60.575,4358.4886719999995,1.0926606368946674,220966.0,276695.0,193.46841718866995
45,2018-12-29,5013.77,,1062.0,64.0,4254.69,0.0,1168.0,0.0,4585.0,56897.0,48.71318493150685,4972.118671999999,1.183932433739502,225551.0,282448.0,177.96952493277243
46,2018-12-30,4871.61,,970.0,64.0,5781.0,0.0,1608.0,0.0,6011.0,58505.0,36.38370646766169,5114.2786719999995,1.5233765013326295,231562.0,290067.0,138.22447357110383
47,2018-12-31,4759.94,,934.0,64.0,5647.0,0.0,1555.0,0.0,5692.0,60060.0,38.62379421221865,5225.9486719999995,1.4173508623016353,237254.0,297314.0,148.49280399313372
48,2019-01-01,4694.5,,904.0,64.0,5422.04,0.0,1511.0,0.0,5451.0,61571.0,40.748510919920584,5291.388671999999,1.3444047504103505,242705.0,304276.0,156.5071467018443
49,2019-01-02,0.0,,0.0,64.0,5348.61,0.0,1461.0,0.0,5329.0,63032.0,43.14305270362765,9985.888672,0.6877342246530943,248034.0,311066.0,302.84156043273043
50,2019-01-03,0.0,,0.0,64.0,5214.95,0.0,1421.0,0.0,5187.0,64453.0,45.35749472202674,9985.888672,0.6693001114149701,253221.0,317674.0,311.1825356141404
51,2019-01-04,4537.39,,845.0,64.0,5141.64,0.0,1390.0,0.0,5097.0,65843.0,47.36906474820144,5448.498671999999,1.2157935081462101,258318.0,324161.0,172.95434662220438
52,2019-01-05,3886.7,,571.0,64.0,5065.62,0.0,1368.0,0.0,5003.0,67211.0,49.130847953216374,6099.188671999999,1.0642634014332726,263321.0,330532.0,197.1346619585999
53,2019-01-06,3880.23,,570.0,64.0,4961.54,0.0,1337.0,0.0,4912.0,68548.0,51.27000747943156,6105.658672,1.0427565216085382,268233.0,336781.0,201.19654884593376
