,Date,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate,Cum Oil,Mat Bal Time,Delta P,Rate N,Cum Water,Cum Liquid,Rate P
0,2018-10-02,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
1,2018-10-03,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
2,2018-10-04,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
3,2018-10-05,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
4,2018-10-06,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
5,2018-10-07,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
6,2018-10-08,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
7,2018-10-09,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
8,2018-10-10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
9,2018-10-11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
10,2018-10-12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
11,2018-10-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
12,2018-10-14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
13,2018-10-15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,
14,2018-10-16,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,inf
15,2018-10-17,7376.77,,3115.0,16.0,702.63,0.0,294.0,0.0,566.0,294.0,1.0,2609.1186719999987,0.34451953545947295,566.0,860.0,636.7463103248369
16,2018-10-18,7402.53,,2949.0,18.0,620.64,0.0,288.0,0.0,630.0,582.0,2.0208333333333335,2583.3586719999994,0.37158921176942034,1196.0,1778.0,590.6267081474509
17,2018-10-19,7909.61,,3690.0,21.0,1971.96,0.0,850.0,0.0,1726.0,1432.0,1.6847058823529413,2076.2786719999995,1.3120164613245455,2922.0,4354.0,169.16512720472048
18,2018-10-20,6861.98,,2594.0,33.0,3355.96,0.0,1350.0,0.0,3353.0,2782.0,2.0607407407407408,3123.9086719999996,1.561929180144934,6275.0,9057.0,139.41015353590473
19,2018-10-21,7429.36,,3215.0,44.0,5955.74,0.0,2423.0,0.0,5151.0,5205.0,2.1481634337598017,2556.5286719999995,3.0994745543533413,11426.0,16631.0,70.84291492993925
20,2018-10-22,7055.09,,2841.0,49.0,8476.57,0.0,3330.0,0.0,6859.0,8535.0,2.563063063063063,2930.798671999999,3.6158003626801425,18285.0,26820.0,60.37059822154871
21,2018-10-23,7072.36,,2770.0,51.0,9931.07,0.0,4100.0,0.0,8203.0,12635.0,3.0817073170731706,2913.5286719999995,4.3929244744058495,26488.0,39123.0,49.702625187300654
22,2018-10-24,7116.99,,2770.0,51.0,10172.46,0.0,4045.0,0.0,8785.0,16680.0,4.123609394313968,2868.8986719999994,4.655280641216831,35273.0,51953.0,46.93097843175058
23,2018-10-25,7035.42,,2691.0,51.0,9569.78,0.0,3324.0,0.0,8784.0,20004.0,6.018050541516246,2950.468671999999,4.26701626033451,44057.0,64061.0,51.14340641554013
24,2018-10-26,6681.68,,2339.0,54.0,9808.36,0.0,3802.0,0.0,8789.0,23806.0,6.261441346659653,3304.208671999999,3.9453893686624975,52846.0,76652.0,55.07801732025732
25,2018-10-27,6542.86,,2211.0,57.0,9740.75,0.0,3819.0,0.0,8711.0,27625.0,7.233568997119665,3443.0286719999995,3.762604575183025,61557.0,89182.0,57.67141721303751
26,2018-10-28,6558.14,,2211.0,57.0,10090.93,0.0,4033.0,0.0,8961.0,31658.0,7.849739647904785,3427.748671999999,3.9199242200273923,70518.0,102176.0,55.36523713093427
27,2018-10-29,6490.9,,2132.0,57.0,10155.01,0.0,4092.0,0.0,9126.0,35750.0,8.736559139784946,3494.9886719999995,3.908222701871618,79644.0,115394.0,55.49464536838856
28,2018-10-30,6429.14,,2076.0,57.0,10161.6,0.0,4055.0,0.0,9149.0,39805.0,9.816276202219482,3556.748671999999,3.8340699099266526,88793.0,128598.0,56.53517201449257
29,2018-10-31,6373.25,,2086.0,57.0,7626.98,0.0,2887.0,0.0,7292.0,42692.0,14.78766886040873,3612.638671999999,2.908493463818844,96085.0,138777.0,74.48871249428824
30,2018-11-01,6315.36,,2001.0,57.0,10076.45,0.0,3941.0,0.0,8896.0,46633.0,11.832783557472723,3670.5286719999995,3.6082908894660504,104981.0,151614.0,60.01172841624678
31,2018-11-02,6238.28,,1958.0,57.0,9962.06,0.0,3840.0,0.0,8638.0,50473.0,13.144010416666667,3747.6086719999994,3.4330017167759825,113619.0,164092.0,63.03478987653149
32,2018-11-03,6197.7,,1931.0,57.0,9927.6,0.0,3821.0,0.0,8540.0,54294.0,14.209369275058885,3788.1886719999993,3.363262862895546,122159.0,176453.0,64.32044644279264
33,2018-11-04,6181.24,,1913.0,57.0,9645.14,0.0,3717.0,0.0,8431.0,58011.0,15.606941081517352,3804.6486719999994,3.290571434762823,130590.0,188601.0,65.73260316754691
34,2018-11-05,6128.39,,1871.0,57.0,9566.05,0.0,3677.0,0.0,8356.0,61688.0,16.77672015229807,3857.498671999999,3.213418753888923,138946.0,200634.0,67.28262455575167
35,2018-11-06,6093.56,,1845.0,57.0,9475.04,0.0,3643.0,0.0,8267.0,65331.0,17.933296733461432,3892.3286719999987,3.151260504201681,147213.0,212544.0,68.59126294537026
36,2018-11-07,6053.63,,1815.0,57.0,9457.77,0.0,3659.0,0.0,8203.0,68990.0,18.854878382071604,3932.258671999999,3.10574780657543,155416.0,224406.0,69.57532035738998
37,2018-11-08,6030.45,,1810.0,57.0,8424.04,0.0,3243.0,0.0,7520.0,72233.0,22.27351218008017,3955.4386719999993,2.801004541255156,162936.0,235169.0,77.13160535904115
38,2018-11-09,6313.46,,2054.0,42.0,9171.23,0.0,3536.0,0.0,7980.0,75769.0,21.427884615384617,3672.428671999999,3.235249498530709,170916.0,246685.0,66.9302995553456
39,2018-11-10,6313.37,,2054.0,42.0,9170.0,0.0,3535.0,0.0,7979.0,79304.0,22.433946251768035,3672.5186719999992,3.2346058438657947,178895.0,258199.0,66.94356599612297
40,2018-11-11,6026.94,,1766.0,57.0,8003.65,0.0,3168.0,0.0,7568.0,82472.0,26.032828282828284,3958.9486719999995,2.7914281108459043,186463.0,268935.0,77.39420149770491
41,2018-11-12,5973.82,,1738.0,57.0,8797.35,0.0,3616.0,0.0,7788.0,86088.0,23.807522123893804,4012.0686719999994,2.9247175047061176,194251.0,280339.0,73.83838766041389
42,2018-11-13,5905.03,,1698.0,57.0,8775.02,0.0,3568.0,0.0,7639.0,89656.0,25.12780269058296,4080.8586719999994,2.8243661116389487,201890.0,291546.0,76.42461123220843
