,Date,BHP,BHP at gauge,Casing Pressure,Choke,Gas Rate,Injection Rate,Oil Rate,Tubing Pressure,Water Rate,Cum Oil,Mat Bal Time,Delta P,Rate N,Cum Water,Cum Liquid,Rate P
0,2018-10-09,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9985.888672,0.0,0.0,0.0,inf
1,2018-10-10,7699.71,,3638.0,23.0,2544.11,0.0,666.0,0.0,2364.0,666.0,1.0,2286.178671999999,1.39419957759894,2364.0,3030.0,158.357485042693
2,2018-10-11,7855.62,,3483.0,34.0,3390.06,0.0,1277.0,0.0,4440.0,1943.0,1.5215348472983554,2130.2686719999992,2.833873638085041,6804.0,8747.0,78.20549044592616
3,2018-10-12,7794.77,,3475.0,44.0,5716.86,0.0,2196.0,0.0,6520.0,4139.0,1.8847905282331512,2191.1186719999987,4.193953508514458,13324.0,17463.0,52.76181584205596
4,2018-10-13,7466.51,,3146.0,52.0,6172.1,0.0,2292.0,0.0,7020.0,6431.0,2.805846422338569,2519.378671999999,3.869536129383459,20344.0,26775.0,56.783418779999984
5,2018-10-14,7300.97,,2976.0,49.0,7719.63,0.0,2803.0,0.0,8326.0,9234.0,3.294327506243311,2684.918671999999,4.326932423027726,28670.0,37904.0,50.634444323781096
6,2018-10-15,7419.27,,3056.0,58.0,7935.91,0.0,2929.0,0.0,8776.0,12163.0,4.152611812905429,2566.6186719999987,4.770288499549666,37446.0,49609.0,46.02152301404184
7,2018-10-16,7083.06,,2710.0,58.0,9537.64,0.0,3475.0,0.0,9947.0,15638.0,4.500143884892086,2902.8286719999987,4.8108561474440314,47393.0,63031.0,45.39157217101474
8,2018-10-17,5810.46,,1361.0,58.0,582.71,0.0,217.0,0.0,712.0,15855.0,73.06451612903226,4175.428671999999,0.22867467151092666,48105.0,63960.0,943.3142838313885
9,2018-10-18,0.0,,3252.0,0.0,0.0,0.0,0.0,0.0,0.0,15855.0,inf,9985.888672,0.0,48105.0,63960.0,inf
10,2018-10-19,7041.94,,2743.0,52.0,6462.78,0.0,2358.0,0.0,7183.0,18213.0,7.723918575063613,2943.9486719999995,3.3701157870197025,55288.0,73501.0,64.76008251539251
11,2018-10-20,6845.25,,2594.0,55.0,10604.82,0.0,3908.0,0.0,9372.0,22121.0,5.6604401228249746,3140.638671999999,4.386095285277847,64660.0,86781.0,49.63533467465059
12,2018-10-21,7110.99,,2871.0,57.0,9916.17,0.0,3646.0,0.0,8885.0,25767.0,7.067196928140428,2874.8986719999994,4.536913334853964,73545.0,99312.0,48.15128347932008
13,2018-10-22,6654.4,,2418.0,58.0,9761.91,0.0,3629.0,0.0,8888.0,29396.0,8.100303113805456,3331.4886719999995,3.8889579320201326,82433.0,111829.0,55.86105636169689
14,2018-10-23,6681.58,,2418.0,58.0,10984.01,0.0,4099.0,0.0,9689.0,33495.0,8.171505245181752,3304.308671999999,4.320333895256657,92122.0,125617.0,50.29796229180156
15,2018-10-24,6715.94,,2418.0,58.0,10915.22,0.0,4126.0,0.0,9942.0,37621.0,9.118031992244305,3269.9486719999995,4.456044547775462,102064.0,139685.0,48.78424987769122
