DEPTH,DNAMarker0,DNAMarker1,DNAMarker2,DNAMarker3,DNAMarker4,DNAMarker5,DNAMarker6,DNAMarker7,DNAMarker8,DNAMarker9,DNAMarker10,DNAMarker11,DNAMarker12,DNAMarker13,DNAMarker14,DNAMarker15,DNAMarker16,DNAMarker17,DNAMarker18,DNAMarker19,DNAMarker20,DNAMarker21,DNAMarker22,DNAMarker23,DNAMarker24,DNAMarker25,DNAMarker26,DNAMarker27,DNAMarker28,DNAMarker29,DNAMarker30,DNAMarker31,DNAMarker32,DNAMarker33,DNAMarker34,DNAMarker35,DNAMarker36,DNAMarker37,DNAMarker38,DNAMarker39,DNAMarker40,DNAMarker41,DNAMarker42,DNAMarker43,DNAMarker44,DNAMarker45,DNAMarker46,DNAMarker47,DNAMarker48,DNAMarker49,DNAMarker50,DNAMarker51,DNAMarker52,DNAMarker53,DNAMarker54,DNAMarker55,DNAMarker56,DNAMarker57,DNAMarker58,DNAMarker59,DNAMarker60,DNAMarker61,DNAMarker62,DNAMarker63,DNAMarker64,DNAMarker65,DNAMarker66,DNAMarker67,DNAMarker68,DNAMarker69,DNAMarker70,DNAMarker71,DNAMarker72,DNAMarker73,DNAMarker74,DNAMarker75,DNAMarker76,DNAMarker77,DNAMarker78,DNAMarker79,DNAMarker80,DNAMarker81,DNAMarker82,DNAMarker83,DNAMarker84,DNAMarker85,DNAMarker86,DNAMarker87,DNAMarker88,DNAMarker89,DNAMarker90,DNAMarker91,DNAMarker92,DNAMarker93,DNAMarker94,DNAMarker95,DNAMarker96,DNAMarker97,DNAMarker98
12628.7,0.20386,0.05145,0.00248,0.00899,0,0.01201,0.01472,0,0.01435,0.00968,0.01021,0.01233,0.00836,0.00457,0.00742,0.02999,0.00646,0.00746,0.00668,0.00583,0.00624,0.00578,0.00515,0.00539,0.00408,0.00572,0.00452,0.00506,0.00533,0.00403,0.00109,0.00485,0,0.00164,0,0.00272,0.00378,0.00377,0.00374,0.0008,0.00065,0.0032,0.00369,0.00346,0,0.00017,0.00292,0.01214,0.00277,0.00381,0.00004,0.00023,0.00245,0.00199,0,0,0.00105,0.00246,0.00091,0.00006,0.00158,0.00016,0,0.0008,0.00128,0.00231,0.00105,0.0061,0.00066,0.00007,0.00127,0.00167,0.00159,0.00161,0,0.00186,0.00047,0.00036,0.00165,0.02164,0.00157,0.00013,0.00139,0.00046,0.00094,0,0.00187,0.00018,0.00038,0.0005,0.00007,0.00069,0.00121,0.00006,0.0001,0.00142,0.00008,0.00002,0.00038
12688.7,0.24587,0.06062,0.0006,0.01438,0,0.01269,0.01134,0.00025,0.01095,0.01105,0.01281,0.01299,0.01162,0.00622,0.00684,0.02223,0.0099,0.00538,0.00624,0.00643,0.01503,0.00519,0.00423,0.00804,0.00399,0.0048,0.00609,0.006,0.00621,0.00263,0.00033,0.00423,0,0.00162,0.0001,0.00309,0.00373,0.00248,0.00278,0.00017,0.00009,0.00372,0.0039,0.0022,0,0.00015,0.00368,0.01064,0.00336,0.00351,0.00012,0.00145,0.0022,0.00231,0.00012,0,0.00214,0.00331,0.00236,0.00008,0.00237,0.00002,0,0.00124,0.00295,0.00381,0.00049,0.00005,0,0.00017,0.00019,0.00173,0.00261,0.00149,0,0.00184,0.00038,0.00101,0.00242,0,0.00151,0.00016,0.00128,0.00012,0.00117,0,0.00171,0.00036,0.00057,0.00063,0,0.00173,0.00119,0.0005,0,0.00075,0.00035,0,0.00062
12748.7,0.24806,0.05681,0.00079,0.01406,0.0001,0.01359,0.01473,0,0.014,0.01144,0.01342,0.01528,0.00777,0.00604,0.00928,0.0326,0.00635,0.00716,0.00774,0.00577,0.00734,0.00569,0.00569,0.00728,0.00546,0.0067,0.00441,0.00563,0.00416,0.00041,0.00006,0.00441,0,0.00412,0.00029,0.00363,0.00266,0.00431,0.00306,0.00012,0.00016,0.00463,0.00343,0.00254,0,0.00043,0.00304,0.01328,0.00287,0.00318,0.00009,0.00129,0.00214,0.00275,0.00005,0,0.00157,0.00247,0.0013,0.00016,0.0033,0,0,0.01385,0.00193,0.00302,0.00112,0.00016,0.00045,0.00023,0,0.00365,0.00222,0.00181,0,0.00307,0.0001,0.0002,0.00128,0,0.00217,0.00004,0.0024,0.00041,0.00054,0,0.0027,0.00028,0.00052,0.00078,0.00009,0.01223,0.00178,0.00005,0.00003,0.00091,0,0,0.00054
12808.45,0.22926,0.05066,0.00024,0.00815,0,0.01293,0.01869,0,0.01758,0.01269,0.01117,0.01555,0.0098,0.0039,0.00936,0.01406,0.01999,0.00809,0.00921,0.0073,0.00738,0.00697,0.00727,0.00633,0.00571,0.0068,0.00446,0.00431,0.0067,0.00029,0.00022,0.00627,0,0.0017,0.00161,0.00506,0.00574,0.00511,0.00564,0.00005,0,0.00525,0.00369,0.00404,0.00001,0.00026,0.00111,0.00642,0.00394,0.00466,0.00007,0.00264,0.00341,0.00334,0.00013,0,0.00111,0.00326,0.00157,0.00268,0.00389,0.00036,0.00755,0.00109,0.00155,0.00314,0.00097,0.00012,0.00023,0,0,0.00157,0.00118,0.00246,0,0.00227,0.00014,0.00103,0.00146,0,0.00255,0,0.00255,0.00008,0.00092,0,0.00246,0.00037,0.00068,0.00057,0.00002,0.00006,0.0032,0.00029,0.00018,0.00205,0,0,0.00018
12859.345,0.1996,0.04382,0.00633,0.00938,0.00022,0.01251,0.01218,0,0.00817,0.00995,0.01158,0.01316,0.00687,0.00401,0.00643,0.01738,0.00782,0.00602,0.00599,0.0066,0.00424,0.00464,0.00385,0.00433,0.00371,0.00436,0.00342,0.00452,0.00303,0.00381,0.00037,0.00478,0.0031,0.00501,0.00601,0.00322,0.0029,0.00317,0.00251,0.00061,0.00036,0.00339,0.00255,0.00292,0,0.00044,0.00365,0.00745,0.00406,0.00274,0.00009,0.00063,0.00189,0.00174,0,0.00005,0.00116,0.00243,0.00156,0.00071,0.00211,0,0.00475,0.00019,0.0017,0.00285,0.00061,0.00135,0.00094,0.00091,0.00017,0.00229,0.00199,0.00172,0,0.00301,0.00025,0.00073,0.00314,0.00017,0.00119,0.00005,0.00137,0,0.00141,0.00062,0.0013,0.00064,0.00186,0.00036,0.00036,0.0005,0.00147,0.00039,0.00027,0.00108,0.00178,0,0.00019
12879.205,0.24033,0.06388,0.00309,0.02388,0,0.0124,0.00679,0,0.00623,0.01502,0.01308,0.00975,0.00503,0.00779,0.00487,0.00501,0.00542,0.00352,0.00356,0.00606,0.00347,0.00211,0.004,0.0048,0.00349,0.00398,0.00445,0.00676,0.00183,0.0004,0.00056,0.00211,0,0.00252,0.00039,0.00209,0.00201,0.00571,0.00177,0.00024,0.00007,0.00321,0.00055,0.00305,0,0.00211,0.00487,0.0019,0.00298,0.00141,0.00001,0.00113,0.00258,0.00288,0,0,0.00423,0.00259,0.0024,0.00017,0.00102,0,0.00002,0.001,0.00098,0.00396,0.00103,0.00125,0.00002,0.00153,0.00019,0.00187,0.00184,0.00104,0,0.00117,0,0.00205,0.00201,0.02783,0.00053,0.00002,0.00113,0.0002,0.0022,0,0.00049,0.00119,0.0057,0.00211,0,0.00053,0.00061,0.00034,0,0.00045,0.00444,0,0
12899.065,0.28188,0.07442,0.00119,0.03809,0.00022,0.00867,0.00467,0,0.00399,0.01633,0.0153,0.00995,0.00689,0.01007,0.00255,0.02005,0.00802,0.00254,0.00602,0.00888,0.00586,0.00286,0.00175,0.00389,0.00375,0.00164,0.00393,0.00894,0.00242,0.00043,0.0005,0.00314,0,0.00807,0.00013,0.00285,0.00253,0.00291,0.00171,0.00025,0,0.00339,0.00191,0.00085,0,0.033,0.00489,0.00764,0.00173,0.0013,0,0.00149,0.00039,0.0043,0,0,0.00324,0.0022,0.00236,0.00056,0.00236,0,0,0.00034,0.00462,0.00333,0.00047,0,0,0.00037,0.00069,0.00243,0.00285,0.00086,0,0.00112,0.0014,0.00036,0.00368,0,0.00025,0,0.00098,0.0007,0.00298,0,0.00079,0,0.00362,0.00269,0,0.00038,0.00023,0.00037,0,0.0001,0.00478,0,0.00143
12918.925,0.25909,0.07115,0.00825,0.03706,0,0.00851,0.00311,0,0.00227,0.0122,0.01191,0.00837,0.0063,0.01016,0.00193,0.0096,0.00675,0.00155,0.00289,0.00617,0.00272,0.00203,0.00138,0.00239,0.00637,0.00155,0.0062,0.00736,0.00304,0.00091,0.00098,0.00124,0,0.02503,0.00469,0.00092,0.00117,0.00105,0.00012,0.00053,0,0.00481,0.00074,0.00083,0,0.04608,0.00553,0.00503,0.00086,0.00035,0,0.00327,0.00021,0.00319,0.00001,0,0.00417,0.0038,0.0036,0,0.00074,0.00094,0.00076,0.00121,0.00603,0.00226,0.00092,0.00306,0.00006,0.00011,0,0.00164,0.00613,0.00105,0,0.00026,0,0.00072,0.00345,0,0,0.00021,0.00244,0.00265,0.00305,0,0.00086,0.00027,0.00304,0.00143,0.00004,0.00006,0.00005,0.00096,0.00019,0.00037,0.0036,0,0.00019
12938.785,0.30253,0.07858,0.00202,0.02222,0,0.00961,0.00204,0,0.00296,0.01822,0.01546,0.00809,0.00579,0.00761,0.00199,0.01157,0.01187,0.00118,0.00123,0.00672,0.00435,0.00203,0.00089,0.00211,0.00327,0.00092,0.0067,0.00948,0.00205,0.0013,0.00322,0.00162,0,0.0068,0.00202,0.00084,0.00233,0.00092,0.00061,0.00288,0,0.00192,0.00066,0.00051,0,0.00986,0.00355,0.00509,0.00097,0.00033,0.00074,0.00058,0.00067,0.00311,0,0,0.00209,0.00301,0.00188,0.00029,0.00339,0,0,0.01228,0.00466,0.00465,0.00056,0.00378,0.00033,0.00102,0.00118,0.00369,0.00244,0.0008,0,0.00096,0.00116,0.00017,0.00294,0.00607,0.0004,0.00016,0.00124,0.00341,0.00458,0,0.00131,0.00052,0.00371,0.0047,0.00039,0.00088,0.00009,0,0.00009,0.00026,0.00635,0,0.0002
12955.305,0.30912,0.07697,0.00061,0.02447,0,0.00806,0.00253,0,0.00279,0.01648,0.01432,0.01026,0.00679,0.00659,0.00128,0.00985,0.00754,0.00215,0.00185,0.00604,0.00391,0.00188,0.00116,0.00298,0.00468,0.00074,0.00424,0.00826,0.00205,0.00066,0.00253,0.00054,0,0.00691,0.00019,0.00084,0.00287,0.00071,0.00154,0.00033,0.00019,0.00238,0.0009,0.00046,0,0.00168,0.00519,0.00284,0.00093,0.00058,0.0003,0.00074,0.00077,0.00243,0.00012,0,0.00297,0.00245,0.00311,0.00003,0.00107,0,0,0.00319,0.00317,0.00309,0.00063,0.00064,0.00184,0.00013,0.00006,0.00238,0.00283,0.00077,0,0.00112,0,0.00116,0.00262,0.00015,0.00014,0.00014,0.00094,0.00035,0.00431,0,0.00028,0.00039,0.00388,0.00095,0.00033,0.00043,0.00006,0.00044,0.00002,0.00038,0.00693,0,0.00011
12978.505,0.31615,0.08615,0.00144,0.04431,0,0.00923,0.00208,0,0.00283,0.01669,0.01808,0.00916,0.00608,0.01412,0.00073,0.00908,0.0101,0.00059,0.00261,0.00855,0.00327,0.00113,0.00096,0.00355,0.0034,0.00187,0.0059,0.00939,0.00232,0.00134,0.00119,0.00086,0,0.0069,0.00198,0.00044,0.00261,0.00102,0.00087,0,0.00007,0.00258,0.00067,0.00031,0,0.01519,0.00548,0.00349,0.00236,0.00028,0,0,0.00112,0.0027,0.00012,0,0.00326,0.00214,0.00519,0.00009,0.00278,0,0,0.00764,0.00518,0.00231,0.00005,0.00276,0.00043,0.00059,0,0.00404,0.00342,0.00044,0,0.00186,0.00065,0.00135,0.00316,0,0.00008,0.00018,0.0013,0.00014,0.00342,0,0.00088,0.00036,0.00716,0.0012,0.0002,0.00075,0.00004,0.00005,0,0.00009,0.00363,0,0
12998.365,0.33219,0.10165,0.00112,0.04064,0,0.00783,0.00237,0,0.00156,0.02094,0.01423,0.00915,0.00875,0.01203,0.00124,0.004,0.01005,0.00169,0.00111,0.00566,0.00271,0.00183,0.00066,0.00351,0.00296,0.00097,0.00656,0.00846,0.00241,0.00152,0.00128,0.00072,0,0.00929,0.00006,0.00033,0.00152,0.00058,0.00055,0.0005,0.00109,0.00256,0.00063,0.00032,0,0.00082,0.00594,0.00141,0.00029,0.00051,0.00008,0.00131,0.00047,0.00368,0,0,0.00391,0.00447,0.00309,0.00016,0.00197,0.00218,0,0.00015,0.00453,0.00604,0.00034,0.00006,0,0.00002,0.00093,0.00576,0.00475,0.00129,0,0.00088,0.00007,0.00141,0.00368,0,0.00018,0.00063,0.00089,0.00029,0.0055,0,0.00023,0.00016,0.00377,0.00477,0.0001,0.00057,0.00014,0,0,0.00022,0.00513,0,0
13018.225,0.32649,0.08443,0.00106,0.05856,0,0.00307,0.0045,0,0.00274,0.01837,0.01998,0.00827,0.00321,0.02163,0.0021,0.00075,0.01532,0.00343,0.00157,0.00745,0.00238,0.00056,0.00095,0.00012,0.00951,0,0.00994,0.01046,0.0003,0.00036,0,0.00182,0,0.00299,0,0,0.00295,0,0,0,0.00012,0.00178,0.00072,0,0,0.00185,0.00757,0.00059,0.00201,0,0,0.00143,0.00273,0.00302,0,0,0.00687,0.00189,0.00673,0,0.00118,0,0,0,0.00558,0.0039,0.0017,0,0,0,0.00036,0.00195,0.00268,0.0009,0,0.00299,0.00114,0,0.00396,0,0,0,0,0,0,0,0.0009,0,0.00592,0.00223,0,0.00595,0,0,0,0,0.00151,0,0
13048.015,0.25069,0.08521,0.02523,0.0345,0,0.01219,0.00208,0,0.00185,0.01588,0.0082,0.00333,0.00488,0.01677,0.0028,0.00085,0.00776,0.00077,0.00035,0.00664,0.00069,0.0006,0.00101,0.0014,0.00556,0.00077,0.00539,0.00547,0.00099,0.00364,0.00403,0.00037,0,0.01103,0.00045,0,0.00104,0.00046,0.00151,0.01278,0.00508,0.00368,0.00071,0.00029,0,0.00872,0.00399,0.00105,0,0.00054,0.00007,0.00278,0.00036,0.0017,0,0,0.00179,0.00093,0.00329,0.00054,0.00034,0,0,0.00019,0.00496,0.00127,0.00048,0,0.00077,0.00046,0.00098,0.00191,0.00746,0.00027,0,0.00086,0.00025,0,0.00254,0.00075,0.00016,0,0.00193,0,0.0046,0,0.00047,0.00727,0.00156,0.00348,0.00155,0,0.00005,0,0,0.00014,0.00411,0,0
13105.35,0.21234,0.07328,0.01607,0.03874,0,0.00947,0.00502,0,0.00474,0.0155,0.01319,0.01245,0.00599,0.01376,0.00314,0.00347,0.01103,0.00297,0.00253,0.00632,0.00181,0.00251,0.00118,0.00299,0.01082,0.00301,0.00355,0.00639,0.00235,0.00866,0.00411,0.00075,0,0.00408,0.00011,0.00058,0.00217,0.00193,0.00105,0.01329,0.01863,0.0008,0.00118,0.00102,0,0,0.00456,0.00067,0.0023,0.00163,0.00053,0.00135,0.00254,0.00211,0.00011,0,0.00347,0.00254,0.00534,0.00054,0.00205,0,0,0.00033,0.00191,0.00281,0.00081,0.00041,0.01027,0.00117,0.00036,0.00428,0.00227,0.00111,0,0.00011,0,0.00125,0.00199,0,0.00073,0,0.00155,0.00025,0.00387,0.00175,0.00034,0.00281,0.00541,0.00225,0.00081,0.00127,0.00081,0.00003,0,0.00021,0.00643,0,0
