Well,Date and Time,Elapsed Time,Choke,Tubing Pressure,Casing Pressure,Gas Rate,Prod.,Oil Rate,Cum Oil Prod.,Water Rate,Cum Water,Remaining,Recovered,Water
Silvertip 1H,5/7/2019,5352.00,64.00,290.00,1005.00,1487.84,441217.92,446.00,149667.70,1487.00,384813.89,259674.08,384813.89,1000.56
Silvertip 1H,5/8/2019,5376.00,64.00,275.63,1015.60,1866.17,442705.76,599.00,150266.70,1723.00,386536.89,257951.08,386536.89,1083.09
Silvertip 1H,5/8/2019,5376.00,,,,,,,150266.70,,386536.89,257951.08,386536.89,
Silvertip 1H,5/9/2019,5400.00,64.00,266.88,1015.00,1845.76,444571.93,600.00,150866.69,1618.00,388154.85,256333.12,388154.85,1140.77
Silvertip 1H,5/10/2019,5424.00,64.00,268.75,1019.40,1904.58,446417.69,565.00,151431.69,1596.00,389750.85,254737.12,389750.85,1193.35
Silvertip 1H,5/11/2019,5448.00,64.00,266.88,1019.40,1879.36,448322.27,600.00,152031.69,1505.00,391255.85,253232.12,391255.85,1248.74
Silvertip 1H,5/12/2019,5472.00,64.00,261.88,966.30,1861.81,450201.63,593.00,152624.69,1481.00,392736.85,251751.12,392736.85,1257.13
Silvertip 1H,5/13/2019,5496.00,64.00,250.00,941.90,1683.44,452063.44,583.00,153207.69,1481.00,394217.85,250270.12,394217.85,1136.69
Silvertip 1H,5/14/2019,5520.00,64.00,260.00,1000.60,1626.79,453746.88,435.00,153642.69,1469.00,395686.85,248801.12,395686.85,1107.41
Silvertip 1H,5/14/2019,5520.00,,,,,,,153642.69,,395686.85,248801.12,395686.85,
Silvertip 1H,5/15/2019,5544.00,64.00,246.88,976.90,1689.29,455373.67,517.00,154159.67,1535.00,397221.82,247266.15,397221.82,1100.51
Silvertip 1H,5/15/2019,5544.00,,,,,,,154159.67,,397221.82,247266.15,397221.82,
Silvertip 1H,5/16/2019,5568.00,64.00,252.50,1001.30,1710.42,457062.96,585.00,154744.66,1405.00,398626.79,245861.18,398626.79,1217.38
Silvertip 1H,5/16/2019,5568.00,,,,,,,154744.66,,398626.79,245861.18,398626.79,
Silvertip 1H,5/17/2019,5592.00,64.00,237.50,978.80,1702.36,458773.38,549.00,155293.65,1415.00,400041.75,244446.22,400041.75,1203.08
Silvertip 1H,5/18/2019,5616.00,64.00,258.13,1031.30,1637.33,460475.74,583.00,155876.65,1335.00,401376.75,243111.22,401376.75,1226.46
Silvertip 1H,5/19/2019,5640.00,64.00,264.38,1031.30,1587.74,462113.07,579.00,156455.65,1307.00,402683.75,241804.22,402683.75,1214.80
Silvertip 1H,5/20/2019,5664.00,64.00,259.38,1021.30,1579.00,463700.81,562.00,157017.65,1306.00,403989.75,240498.22,403989.75,1209.04
Silvertip 1H,5/21/2019,5688.00,64.00,261.25,1016.30,1567.55,465279.81,492.00,157509.65,1381.00,405370.75,239117.22,405370.75,1135.08
Silvertip 1H,5/21/2019,5688.00,,,,,,,157509.65,,405370.75,239117.22,405370.75,
Silvertip 1H,5/22/2019,5712.00,64.00,263.13,1011.90,1558.95,466847.36,548.00,158057.63,1291.00,406661.72,237826.25,406661.72,1207.55
Silvertip 1H,5/23/2019,5736.00,64.00,256.25,1006.90,1553.75,468406.31,492.00,158549.63,1345.00,408006.72,236481.25,408006.72,1155.20
Silvertip 1H,5/24/2019,5760.00,0.00,641.25,928.80,1179.49,469960.06,268.00,158817.63,1166.00,409172.72,235315.25,409172.72,1011.57
Silvertip 1H,5/24/2019,5760.00,,,,,,,158817.63,,409172.72,235315.25,409172.72,
Silvertip 1H,5/25/2019,5784.00,0.00,252.50,1014.40,1378.53,471139.55,421.00,159238.62,1227.00,410399.70,234088.27,410399.70,1123.50
Silvertip 1H,5/25/2019,5784.00,,,,,,,159238.62,,410399.70,234088.27,410399.70,
Silvertip 1H,5/25/2019,5784.00,,,,,,,159238.62,,410399.70,234088.27,410399.70,
Silvertip 1H,5/25/2019,5805.94,,,,,,,159238.62,,410399.70,234088.27,410399.70,
Silvertip 1H,5/26/2019,5808.00,0.00,271.25,1022.50,1462.21,472518.08,537.00,159284.66,1229.00,410505.06,233982.91,410505.06,1189.76
Silvertip 1H,5/26/2019,5830.08,,,,,,,159284.66,,410505.06,233982.91,410505.06,
Silvertip 1H,5/27/2019,5832.00,0.00,235.63,920.00,1546.48,473980.29,544.00,159328.28,1253.00,410605.51,233882.46,410605.51,1234.22
Silvertip 1H,5/28/2019,5856.00,0.00,246.25,883.10,1566.22,475526.77,556.00,159884.28,1216.00,411821.51,232666.46,411821.51,1288.01
Silvertip 1H,5/29/2019,5880.00,64.00,247.50,988.80,1511.77,477092.99,559.00,160443.28,1199.00,413020.51,231467.46,413020.51,1260.86
Silvertip 1H,5/29/2019,5880.00,,,,,,,160443.28,,413020.51,231467.46,413020.51,
Silvertip 1H,5/30/2019,5904.00,64.00,240.63,985.60,1496.12,478604.76,551.00,160994.26,1186.00,414206.49,230281.48,414206.49,1261.48
Silvertip 1H,5/31/2019,5928.00,64.00,252.50,995.60,1482.94,480100.88,557.00,161551.26,1162.00,415368.49,229119.48,415368.49,1276.20
Silvertip 1H,6/1/2019,5952.00,64.00,237.50,975.60,1468.26,481583.82,513.00,162064.26,1182.00,416550.49,227937.48,416550.49,1242.18
Silvertip 1H,6/1/2019,5956.59,,,,,,,162064.26,,416550.49,227937.48,416550.49,
Silvertip 1H,6/2/2019,5976.00,64.00,286.25,1009.40,1356.83,483052.08,476.00,162449.18,1119.00,417455.36,227032.61,417455.36,1212.54
Silvertip 1H,6/3/2019,6000.00,64.00,241.25,972.50,1477.17,484408.91,513.00,162962.18,1166.00,418621.36,225866.61,418621.36,1266.87
Silvertip 1H,6/3/2019,6000.00,,,,,,,162962.18,,418621.36,225866.61,418621.36,
Silvertip 1H,6/4/2019,6024.00,64.00,240.63,968.80,1445.10,485886.08,500.00,163462.17,1166.00,419787.33,224700.64,419787.33,1239.37
Silvertip 1H,6/5/2019,6048.00,64.00,233.13,965.60,1440.56,487331.18,498.00,163960.17,1155.00,420942.33,223545.64,420942.33,1247.24
